country,question,value,round,country_iso,iso_639_3,iso_scope,iso_ref_name
24,Q2OTHER,peul,r5,TG,ful,M,Fulah
24,Q2OTHER,sirka,r5,TG,,,
24,Q2OTHER,sola,r5,TG,soy,I,Miyobe
24,Q2OTHER,tchamba,r5,TG,aks,I,Akaselem
24,Q2OTHER,tchokossi,r5,TG,cko,I,Anufo
24,Q2OTHER,temberma,r5,TG,,,
24,Q2OTHER,watchi,r5,TG,,,
24,Q2OTHER,yorouba,r5,TG,yor,I,Yoruba
26,Q2OTHER,abo,r5,CM,abb,I,Bankon
26,Q2OTHER,aghem,r5,CM,agq,I,Aghem
26,Q2OTHER,ambo-batibo,r5,CM,,,
26,Q2OTHER,arabe choa,r5,CM,shu,I,Chadian Arabic
26,Q2OTHER,arabe choa,r5,CM,ara,M,Arabic
26,Q2OTHER,babanjou,r5,CM,,,
26,Q2OTHER,babis,r5,CM,,,
26,Q2OTHER,baboute,r5,CM,vut,I,Vute
26,Q2OTHER,babungo,r5,CM,bav,I,Vengo
26,Q2OTHER,bachiotia,r5,CM,,,
26,Q2OTHER,badenkop,r5,CM,,,
26,Q2OTHER,badjoue,r5,CM,ozm,I,Koonzime
26,Q2OTHER,bafanji,r5,CM,bfj,I,Bafanji
26,Q2OTHER,bafmen,r5,CM,bfm,I,Mmen
26,Q2OTHER,bafo,r5,CM,bwt,I,Bafaw-Balong
26,Q2OTHER,bafounda,r5,CM,,,
26,Q2OTHER,bafoussam,r5,CM,,,
26,Q2OTHER,baham,r5,CM,bbj,I,Ghomálá'
26,Q2OTHER,bakassi,r5,CM,,,
26,Q2OTHER,bakoko,r5,CM,bkh,I,Bakoko
26,Q2OTHER,bakossi,r5,CM,bss,I,Akoose
26,Q2OTHER,bakweri,r5,CM,bri,I,Mokpwe
26,Q2OTHER,balati,r5,CM,,,
26,Q2OTHER,bali,r5,CM,mhk,I,Mungaka
26,Q2OTHER,balikumbat,r5,CM,bqt,I,Bamukumbit
26,Q2OTHER,balinyongya,r5,CM,mhk,I,Mungaka
26,Q2OTHER,balong,r5,CM,bwt,I,Bafaw-Balong
26,Q2OTHER,bambili,r5,CM,baw,I,Bambili-Bambui
26,Q2OTHER,bamedjou,r5,CM,,,
26,Q2OTHER,bameka,r5,CM,bbj,I,Ghomálá'
26,Q2OTHER,bamenda,r5,CM,mfd,I,Mendankwe-Nkwen
26,Q2OTHER,bamendjou,r5,CM,,,
26,Q2OTHER,bamessing,r5,CM,ndb,I,Kenswei Nsei
26,Q2OTHER,bamumbu,r5,CM,mnf,I,Mundani
26,Q2OTHER,banen,r5,CM,tvu,I,Tunen
26,Q2OTHER,bangou,r5,CM,,,
26,Q2OTHER,banossi,r5,CM,,,
26,Q2OTHER,bapa,r5,CM,bbw,I,Baba
26,Q2OTHER,bapoukou,r5,CM,,,
26,Q2OTHER,batcham,r5,CM,nnh,I,Ngiemboon
26,Q2OTHER,batibo,r5,CM,mgo,I,Meta'
26,Q2OTHER,batie,r5,CM,bbj,I,Ghomálá'
26,Q2OTHER,batomow,r5,CM,,,
26,Q2OTHER,baya,r5,CM,gya,I,Northwest Gbaya
26,Q2OTHER,baya,r5,CM,gba,M,Gbaya (Central African Republic)
26,Q2OTHER,bengwi,r5,CM,,,
26,Q2OTHER,bikom,r5,CM,bkm,I,Kom (Cameroon)
26,Q2OTHER,bobis,r5,CM,,,
26,Q2OTHER,bongken,r5,CM,bvg,I,Bonkeng
26,Q2OTHER,bouda,r5,CM,,,
26,Q2OTHER,bum,r5,CM,mdd,I,Mbum
26,Q2OTHER,daba,r5,CM,dbq,I,Daba
26,Q2OTHER,dii,r5,CM,dur,I,Dii
26,Q2OTHER,djanch,r5,CM,,,
26,Q2OTHER,djem,r5,CM,njy,I,Njyem
26,Q2OTHER,dschang,r5,CM,ybb,I,Yemba
26,Q2OTHER,du,r5,CM,,,
26,Q2OTHER,ejagam,r5,CM,etu,I,Ejagham
26,Q2OTHER,esimbi,r5,CM,ags,I,Esimbi
26,Q2OTHER,esu,r5,CM,,,
26,Q2OTHER,foulbe,r5,CM,,,
26,Q2OTHER,ghomala,r5,CM,,,
26,Q2OTHER,gizzigare,r5,CM,,,
26,Q2OTHER,gouife,r5,CM,,,
26,Q2OTHER,hina,r5,CM,hna,I,Mina (Cameroon)
26,Q2OTHER,jukum,r5,CM,,,
26,Q2OTHER,kambu,r5,CM,,,
26,Q2OTHER,kangyang,r5,CM,,,
26,Q2OTHER,kanouri,r5,CM,knc,I,Central Kanuri
26,Q2OTHER,kanouri,r5,CM,kau,M,Kanuri
26,Q2OTHER,keyka,r5,CM,,,
26,Q2OTHER,klum,r5,CM,,,
26,Q2OTHER,kom,r5,CM,nfu,I,Mfumte
26,Q2OTHER,koshin,r5,CM,kid,I,Koshin
26,Q2OTHER,laka,r5,CM,,,
26,Q2OTHER,lebialem,r5,CM,,,
26,Q2OTHER,lele,r5,CM,,,
26,Q2OTHER,lemande,r5,CM,lem,I,Nomaande
26,Q2OTHER,limbum,r5,CM,lmp,I,Limbum
26,Q2OTHER,limbun,r5,CM,,,
26,Q2OTHER,lutu,r5,CM,,,
26,Q2OTHER,mada,r5,CM,mxu,I,Mada (Cameroon)
26,Q2OTHER,malimba,r5,CM,mzd,I,Malimba
26,Q2OTHER,mambila,r5,CM,,,
26,Q2OTHER,mandara,r5,CM,mfi,I,Wandala
26,Q2OTHER,mandoua,r5,CM,,,
26,Q2OTHER,manguissa,r5,CM,,,
26,Q2OTHER,mbem,r5,CM,yam,I,Yamba
26,Q2OTHER,mbo,r5,CM,mbo,I,Mbo (Cameroon)
26,Q2OTHER,mbu,r5,CM,nbv,I,Ngamambo
26,Q2OTHER,medoumba,r5,CM,,,
26,Q2OTHER,mefewele,r5,CM,,,
26,Q2OTHER,mekaf,r5,CM,mff,I,Naki
26,Q2OTHER,mendakwe,r5,CM,,,
26,Q2OTHER,menka,r5,CM,pny,I,Pinyin
26,Q2OTHER,mesagie,r5,CM,,,
26,Q2OTHER,meta,r5,CM,,,
26,Q2OTHER,metu,r5,CM,,,
26,Q2OTHER,mezime,r5,CM,mgg,I,Mpumpong
26,Q2OTHER,mockbie,r5,CM,,,
26,Q2OTHER,mousgoum,r5,CM,mug,I,Musgu
26,Q2OTHER,mozeuille,r5,CM,,,
26,Q2OTHER,mpongo,r5,CM,,,
26,Q2OTHER,mundani,r5,CM,mnf,I,Mundani
26,Q2OTHER,nchang,r5,CM,,,
26,Q2OTHER,ndi,r5,CM,www,I,Wawa
26,Q2OTHER,ngemba,r5,CM,nge,I,Ngemba
26,Q2OTHER,ngi,r5,CM,ngj,I,Ngie
26,Q2OTHER,ngoa,r5,CM,,,
26,Q2OTHER,ngobale,r5,CM,,,
26,Q2OTHER,ngwoh,r5,CM,,,
26,Q2OTHER,nkambe,r5,CM,,,
26,Q2OTHER,nlimbom,r5,CM,,,
26,Q2OTHER,ntem,r5,CM,,,
26,Q2OTHER,ntenako,r5,CM,,,
26,Q2OTHER,nweh,r5,CM,nwe,I,Ngwe
26,Q2OTHER,nyokon,r5,CM,nvo,I,Nyokon
26,Q2OTHER,nzime,r5,CM,ozm,I,Koonzime
26,Q2OTHER,obang,r5,CM,etu,I,Ejagham
26,Q2OTHER,oku,r5,CM,oku,I,Oku
26,Q2OTHER,oroko,r5,CM,bdu,I,Oroko
26,Q2OTHER,oshe,r5,CM,,,
26,Q2OTHER,peulh,r5,CM,fub,I,Adamawa Fulfulde
26,Q2OTHER,peulh,r5,CM,ful,M,Fulah
26,Q2OTHER,sanaga,r5,CM,bag,I,Tuki
26,Q2OTHER,tchang,r5,CM,ybb,I,Yemba
26,Q2OTHER,wandala,r5,CM,mfi,I,Wandala
26,Q2OTHER,weh,r5,CM,weh,I,Weh
26,Q2OTHER,widikum,r5,CM,,,
26,Q2OTHER,wimbum,r5,CM,lmp,I,Limbum
26,Q2OTHER,womela,r5,CM,,,
26,Q2OTHER,zoulgo,r5,CM,gnd,I,Zulgo-Gemzek
27,Q2OTHER,abidji,r5,CI,abi,I,Abidji
27,Q2OTHER,aboure,r5,CI,abu,I,Abure
27,Q2OTHER,ahizi,r5,CI,ahp,I,Aproumu Aizi
27,Q2OTHER,appolo,r5,CI,nzi,I,Nzima
27,Q2OTHER,bakwe,r5,CI,bjw,I,Bakwé
27,Q2OTHER,djimini,r5,CI,dyi,I,Djimini Senoufo
27,Q2OTHER,ebrie,r5,CI,ebr,I,Ebrié
27,Q2OTHER,ehotile,r5,CI,,,
27,Q2OTHER,gagou,r5,CI,ggu,I,Gagu
27,Q2OTHER,gniaboua,r5,CI,,,
27,Q2OTHER,koro,r5,CI,kfo,I,Koro (Côte d'Ivoire)
27,Q2OTHER,kouya,r5,CI,kyf,I,Kouya
27,Q2OTHER,kouzie,r5,CI,nwb,I,Nyabwa
27,Q2OTHER,koyaka,r5,CI,kga,I,Koyaga
27,Q2OTHER,mahouka,r5,CI,mxx,I,Mahou
27,Q2OTHER,mbatto,r5,CI,gwa,I,Mbato
27,Q2OTHER,neyo,r5,CI,wec,I,Wè Western
27,Q2OTHER,samoro,r5,CI,,,
27,Q2OTHER,sokouya,r5,CI,,,
27,Q2OTHER,tagbana,r5,CI,tgw,I,Tagwana Senoufo
27,Q2OTHER,teninka,r5,CI,,,
27,Q2OTHER,wobe,r5,CI,wob,I,Wè Northern
27,Q2OTHER,zinninga,r5,CI,,,
28,Q2OTHER,bassano foula,r5,GN,fuf,I,Pular
28,Q2OTHER,bassano foula,r5,GN,ful,M,Fulah
28,Q2OTHER,beka,r5,GN,,,
28,Q2OTHER,kakabhe,r5,GN,,,
28,Q2OTHER,kouranko,r5,GN,,,
28,Q2OTHER,landouma,r5,GN,,,
28,Q2OTHER,miguiforet,r5,GN,,,
28,Q2OTHER,nallou,r5,GN,,,
28,Q2OTHER,toma mania,r5,GN,,,
28,Q2OTHER,wome,r5,GN,,,
30,Q2OTHER,isizulu,r5,SZ,zul,I,Zulu
30,Q2OTHER,sizulu,r5,SZ,zul,I,Zulu
30,Q2OTHER,tsonga,r5,SZ,tso,I,Tsonga
30,Q2OTHER,zulu,r5,SZ,zul,I,Zulu
31,Q2OTHER,tamazight,r5,DZ,kab,I,Kabyle
33,Q2OTHER,hassaniya,r5,MA,mey,I,Hassaniyya
33,Q2OTHER,tamazight,r5,MA,zgh,I,Standard Moroccan Tamazight
33,Q2OTHER,tamazight,r5,MA,sjs,,
6,Q103OTHER,ghemba,r6,CM,,,
6,Q103OTHER,kotoko,r6,CM,,,
6,Q103OTHER,mada,r6,CM,mxu,I,Mada (Cameroon)
6,Q103OTHER,mafa,r6,CM,maf,I,Mafa
6,Q103OTHER,moundang,r6,CM,mua,I,Mundang
11,Q103OTHER,ada,r6,GH,ada,I,Adangme
11,Q103OTHER,anyinam,r6,GH,,,
11,Q103OTHER,bimoba,r6,GH,bim,I,Bimoba
11,Q103OTHER,buzanga,r6,GH,,,
11,Q103OTHER,dagaari,r6,GH,dga,I,Southern Dagaare
11,Q103OTHER,dagaarti,r6,GH,dga,I,Southern Dagaare
11,Q103OTHER,frafra,r6,GH,gur,I,Farefare
11,Q103OTHER,french,r6,GH,fra,I,French
11,Q103OTHER,gonja,r6,GH,gjn,I,Gonja
11,Q103OTHER,gruni,r6,GH,,,
11,Q103OTHER,grushi,r6,GH,,,
11,Q103OTHER,kaakye,r6,GH,,,
11,Q103OTHER,kokomba,r6,GH,,,
11,Q103OTHER,kotokoli,r6,GH,kdh,I,Tem
11,Q103OTHER,krobo,r6,GH,ada,I,Adangme
11,Q103OTHER,kusaasi,r6,GH,kus,I,Kusaal
11,Q103OTHER,kusal,r6,GH,,,
11,Q103OTHER,mamprusi,r6,GH,maw,I,Mampruli
11,Q103OTHER,mo,r6,GH,mzw,I,Deg
11,Q103OTHER,mossi,r6,GH,,,
11,Q103OTHER,nankan,r6,GH,,,
11,Q103OTHER,sissala,r6,GH,sil,I,Tumulung Sisaala
11,Q103OTHER,sissala,r6,GH,ssl,I,Western Sisaala
11,Q103OTHER,waala,r6,GH,wlx,I,Wali (Ghana)
11,Q103OTHER,wangara,r6,GH,,,
11,Q103OTHER,wulisa,r6,GH,,,
12,Q103OTHER,francais,r6,GN,fra,I,French
12,Q103OTHER,francaise,r6,GN,fra,I,French
12,Q103OTHER,guerze,r6,GN,gkp,I,Guinea Kpelle
12,Q103OTHER,guerze,r6,GN,kpe,M,Kpelle
12,Q103OTHER,mano,r6,GN,mev,I,Mano
12,Q103OTHER,soussou,r6,GN,sus,I,Susu
12,Q103OTHER,toma,r6,GN,tod,I,Toma
17,Q103OTHER,chilambya,r6,MW,lai,I,Lambya
17,Q103OTHER,chinkhonde,r6,MW,nyy,I,Nyakyusa-Ngonde
17,Q103OTHER,chitonga,r6,MW,tog,I,Tonga (Nyasa)
17,Q103OTHER,chiyao,r6,MW,yao,I,Yao
20,Q103OTHER,tamazight,r6,MA,zgh,I,Standard Moroccan Tamazight
20,Q103OTHER,tamazight,r6,MA,sjs,,
21,Q103OTHER,bitonga,r6,MZ,toh,I,Gitonga
21,Q103OTHER,chape,r6,MZ,cce,I,Chopi
21,Q103OTHER,chiteye,r6,MZ,twx,I,Tewe
21,Q103OTHER,chona,r6,MZ,,,
21,Q103OTHER,chongo,r6,MZ,,,
21,Q103OTHER,chope,r6,MZ,cce,I,Chopi
21,Q103OTHER,chuabo,r6,MZ,chw,I,Chuwabu
21,Q103OTHER,ligote,r6,MZ,,,
21,Q103OTHER,logote,r6,MZ,,,
21,Q103OTHER,manhungue,r6,MZ,,,
21,Q103OTHER,maronga,r6,MZ,,,
21,Q103OTHER,nhungue,r6,MZ,nyu,I,Nyungwe
21,Q103OTHER,outra lingua,r6,MZ,und,S,Undetermined
21,Q103OTHER,outras linguas,r6,MZ,und,S,Undetermined
21,Q103OTHER,poetugues e xitsua,r6,MZ,mul,S,Multiple languages
21,Q103OTHER,portugues e outras linguas,r6,MZ,por,I,Portuguese
21,Q103OTHER,portugues e sena,r6,MZ,mul,S,Multiple languages
21,Q103OTHER,sena,r6,MZ,seh,I,Sena
21,Q103OTHER,sena e portugues,r6,MZ,mul,S,Multiple languages
21,Q103OTHER,tewe,r6,MZ,twx,I,Tewe
21,Q103OTHER,xitsua,r6,MZ,tsc,I,Tswa
21,Q103OTHER,xitswa,r6,MZ,tsc,I,Tswa
25,Q103OTHER,angolan,r6,ST,aoa,I,Angolar
25,Q103OTHER,angulares,r6,ST,aoa,I,Angolar
25,Q103OTHER,caboverdiano,r6,ST,kea,I,Kabuverdianu
25,Q103OTHER,foro,r6,ST,cri,I,Sãotomense
25,Q103OTHER,forro,r6,ST,cri,I,Sãotomense
26,Q103OTHER,francais,r6,SN,fra,I,French
26,Q103OTHER,maure,r6,SN,,,
26,Q103OTHER,serere,r6,SN,ser,I,Serrano
27,Q103OTHER,fullah,r6,SL,ful,M,Fulah
27,Q103OTHER,kissi,r6,SL,kss,I,Southern Kisi
27,Q103OTHER,kissi,r6,SL,kqs,I,Northern Kissi
28,Q103OTHER,khoisan,r6,ZA,naq,I,Khoekhoe
28,Q103OTHER,ndebela,r6,ZA,nbl,I,South Ndebele
28,Q103OTHER,pedi,r6,ZA,nso,I,Pedi
28,Q103OTHER,setsonga,r6,ZA,tso,I,Tsonga
28,Q103OTHER,siswati,r6,ZA,ssw,I,Swati
28,Q103OTHER,siswazi,r6,ZA,ssw,I,Swati
28,Q103OTHER,swazi,r6,ZA,ssw,I,Swati
28,Q103OTHER,tsonga,r6,ZA,tso,I,Tsonga
28,Q103OTHER,xitsonga,r6,ZA,tso,I,Tsonga
28,Q103OTHER,xtsonga,r6,ZA,tso,I,Tsonga
30,Q103OTHER,zulu,r6,SZ,zul,I,Zulu
32,Q103OTHER,ewe,r6,TG,ewe,I,Ewe
32,Q103OTHER,francais,r6,TG,fra,I,French
32,Q103OTHER,kabye,r6,TG,kbp,I,Kabiyè
33,Q103OTHER,french,r6,TN,fra,I,French
34,Q103OTHER,kakwa,r6,UG,keo,I,Kakwa
34,Q103OTHER,kapsabinyi,r6,UG,,,
34,Q103OTHER,kupsabinyi,r6,UG,,,
34,Q103OTHER,lugwere,r6,UG,gwr,I,Gwere
34,Q103OTHER,lunyole,r6,UG,nuj,I,Nyole
34,Q103OTHER,lusamia,r6,UG,lsm,I,Saamia
34,Q103OTHER,lusamia,r6,UG,luy,M,Luyia
34,Q103OTHER,ngakarimajong,r6,UG,kdj,I,Karamojong
34,Q103OTHER,rufumbira,r6,UG,kin,I,Kinyarwanda
34,Q103OTHER,runyarwanda,r6,UG,kin,I,Kinyarwanda
35,Q103OTHER,bisa,r6,ZM,leb,I,Lala-Bisa
35,Q103OTHER,nsenga,r6,ZM,nse,I,Nsenga
35,Q103OTHER,tumbka,r6,ZM,,,
6,Q116OTHER,bafoussam,r6,CM,,,
6,Q116OTHER,bamileke,r6,CM,,,
6,Q116OTHER,bassa,r6,CM,ngn,I,Ngwo
6,Q116OTHER,bene,r6,CM,bum,I,Bulu (Cameroon)
6,Q116OTHER,eton,r6,CM,eto,I,Eton (Cameroon)
6,Q116OTHER,mbo,r6,CM,mbo,I,Mbo (Cameroon)
6,Q116OTHER,moundang,r6,CM,mua,I,Mundang
6,Q116OTHER,nkwen,r6,CM,mfd,I,Mendankwe-Nkwen
6,Q116OTHER,ntoumou,r6,CM,fan,I,Fang (Equatorial Guinea)
8,Q116OTHER,tour,r6,CI,,,
11,Q116OTHER,dagaare,r6,GH,dga,I,Southern Dagaare
11,Q116OTHER,gonja,r6,GH,gjn,I,Gonja
11,Q116OTHER,kasem,r6,GH,xsm,I,Kasem
11,Q116OTHER,kokomba,r6,GH,,,
11,Q116OTHER,kotokoli,r6,GH,kdh,I,Tem
11,Q116OTHER,likpakpaln,r6,GH,,,
11,Q116OTHER,moshie,r6,GH,,,
11,Q116OTHER,sisaala,r6,GH,sil,I,Tumulung Sisaala
11,Q116OTHER,sisaala,r6,GH,ssl,I,Western Sisaala
11,Q116OTHER,waala,r6,GH,wlx,I,Wali (Ghana)
12,Q116OTHER,baga,r6,GN,bcg,I,Baga Pokur
21,Q116OTHER,myungue,r6,MZ,nyu,I,Nyungwe
21,Q116OTHER,ngungue,r6,MZ,nyu,I,Nyungwe
21,Q116OTHER,nhumgue,r6,MZ,nyu,I,Nyungwe
21,Q116OTHER,nhungue,r6,MZ,nyu,I,Nyungwe
21,Q116OTHER,nhunguem,r6,MZ,nyu,I,Nyungwe
21,Q116OTHER,nhungwe,r6,MZ,nyu,I,Nyungwe
21,Q116OTHER,njumgue,r6,MZ,nyu,I,Nyungwe
21,Q116OTHER,njungue,r6,MZ,nyu,I,Nyungwe
21,Q116OTHER,njungur,r6,MZ,nyu,I,Nyungwe
21,Q116OTHER,nyhungue,r6,MZ,nyu,I,Nyungwe
21,Q116OTHER,nyugue,r6,MZ,nyu,I,Nyungwe
21,Q116OTHER,nyunge,r6,MZ,nyu,I,Nyungwe
21,Q116OTHER,nyungue,r6,MZ,nyu,I,Nyungwe
21,Q116OTHER,nyungwe,r6,MZ,nyu,I,Nyungwe
21,Q116OTHER,nyyngue,r6,MZ,nyu,I,Nyungwe
24,Q116OTHER,bajju,r6,NG,,,
24,Q116OTHER,bandawa,r6,NG,bcv,I,Shoo-Minda-Nye
24,Q116OTHER,bandawa,r6,NG,bcv,I,Shoo-Minda-Nye
24,Q116OTHER,birom,r6,NG,bom,I,Berom
24,Q116OTHER,bujja,r6,NG,,,
24,Q116OTHER,buju,r6,NG,,,
24,Q116OTHER,chamawa,r6,NG,,,
24,Q116OTHER,eggon,r6,NG,ego,I,Eggon
24,Q116OTHER,etsako,r6,NG,ets,I,Yekhee
24,Q116OTHER,gbagyi,r6,NG,gbr,I,Gbagyi
24,Q116OTHER,gwandara,r6,NG,gwn,I,Gwandara
24,Q116OTHER,igede,r6,NG,ige,I,Igede
24,Q116OTHER,kabba,r6,NG,,,
24,Q116OTHER,kabba/bunu,r6,NG,,,
24,Q116OTHER,kalabari,r6,NG,ijn,I,Kalabari
24,Q116OTHER,lemoro,r6,NG,ldj,I,Lemoro
24,Q116OTHER,maghai,r6,NG,mew,I,Maaka
24,Q116OTHER,mumuye,r6,NG,mzm,I,Mumuye
24,Q116OTHER,mwaghavul,r6,NG,sur,I,Mwaghavul
24,Q116OTHER,ndola,r6,NG,ndr,I,Ndoola
24,Q116OTHER,ngas,r6,NG,anc,I,Ngas
24,Q116OTHER,tukun,r6,NG,nza,I,Tigon Mbembe
24,Q116OTHER,umone,r6,NG,umm,I,Umon
24,Q116OTHER,zuru,r6,NG,dri,I,C'Lela
26,Q116OTHER,maure,r6,SN,,,
28,Q116OTHER,portuguese,r6,ZA,por,I,Portuguese
31,Q116OTHER,kiha,r6,TZ,haq,I,Ha
31,Q116OTHER,kijaluo,r6,TZ,,,
31,Q116OTHER,kikinga,r6,TZ,zga,I,Kinga
31,Q116OTHER,kindamba,r6,TZ,ndj,I,Ndamba
31,Q116OTHER,kiruri,r6,TZ,kya,I,Kwaya
31,Q116OTHER,kizanaki,r6,TZ,zak,I,Zanaki
2,Q2OTHER,biali,r6,BJ,beh,I,Biali
2,Q2OTHER,haoussa,r6,BJ,hau,I,Hausa
2,Q2OTHER,sola,r6,BJ,soy,I,Miyobe
3,Q2OTHER,morotsi,r6,BW,,,
3,Q2OTHER,ndebele,r6,BW,nde,I,North Ndebele
3,Q2OTHER,sekhurutsi,r6,BW,tsn,I,Tswana
3,Q2OTHER,senanjwa,r6,BW,,,
3,Q2OTHER,sepedi,r6,BW,nso,I,Pedi
3,Q2OTHER,seshona,r6,BW,sna,I,Shona
3,Q2OTHER,setebele,r6,BW,nde,I,North Ndebele
3,Q2OTHER,setswapong,r6,BW,two,I,Tswapong
3,Q2OTHER,sexhereko,r6,BW,her,I,Herero
3,Q2OTHER,sexhosa,r6,BW,xho,I,Xhosa
3,Q2OTHER,sezuru,r6,BW,sna,I,Shona
3,Q2OTHER,shona,r6,BW,sna,I,Shona
3,Q2OTHER,shona/sezuru,r6,BW,sna,I,Shona
3,Q2OTHER,tjimbanderu,r6,BW,,,
3,Q2OTHER,zezuru,r6,BW,sna,I,Shona
4,Q2OTHER,bella,r6,BF,,,
4,Q2OTHER,dafing,r6,BF,rkm,I,Marka
4,Q2OTHER,djerma,r6,BF,dje,I,Zarma
4,Q2OTHER,docces,r6,BF,,,
4,Q2OTHER,dogon,r6,BF,djm,I,Jamsay Dogon
4,Q2OTHER,dogon,r6,BF,dtm,I,Tomo Kan Dogon
4,Q2OTHER,dogons,r6,BF,djm,I,Jamsay Dogon
4,Q2OTHER,dogons,r6,BF,dtm,I,Tomo Kan Dogon
4,Q2OTHER,dogose,r6,BF,dos,I,Dogosé
4,Q2OTHER,donsin,r6,BF,,,
4,Q2OTHER,forgeron (noumou),r6,BF,cpo,I,Kpeego
4,Q2OTHER,karaboro,r6,BF,,,
4,Q2OTHER,komono,r6,BF,kqm,I,Khisa
4,Q2OTHER,mandarai,r6,BF,,,
4,Q2OTHER,tamacheck,r6,BF,,,
4,Q2OTHER,toussian,r6,BF,,,
4,Q2OTHER,turka,r6,BF,tuz,I,Turka
4,Q2OTHER,vigue,r6,BF,vig,I,Viemo
6,Q2OTHER,aghem,r6,CM,agq,I,Aghem
6,Q2OTHER,akosse,r6,CM,,,
6,Q2OTHER,ambele,r6,CM,ael,I,Ambele
6,Q2OTHER,arabe,r6,CM,shu,I,Chadian Arabic
6,Q2OTHER,arabe,r6,CM,ara,M,Arabic
6,Q2OTHER,ashem,r6,CM,,,
6,Q2OTHER,asumb0,r6,CM,ass,I,Ipulo
6,Q2OTHER,babadjon,r6,CM,,,
6,Q2OTHER,babadjou,r6,CM,nla,I,Ngombale
6,Q2OTHER,badjoue,r6,CM,ozm,I,Koonzime
6,Q2OTHER,bafang,r6,CM,fmp,I,Fe'fe'
6,Q2OTHER,bafaw,r6,CM,bwt,I,Bafaw-Balong
6,Q2OTHER,bafoussam,r6,CM,,,
6,Q2OTHER,baham,r6,CM,bbj,I,Ghomálá'
6,Q2OTHER,baham/bafoussam,r6,CM,bbj,I,Ghomálá'
6,Q2OTHER,bakosi,r6,CM,bss,I,Akoose
6,Q2OTHER,bakwari,r6,CM,bri,I,Mokpwe
6,Q2OTHER,bakwere,r6,CM,bri,I,Mokpwe
6,Q2OTHER,balcweri,r6,CM,,,
6,Q2OTHER,baleng,r6,CM,,,
6,Q2OTHER,balengou,r6,CM,,,
6,Q2OTHER,bali,r6,CM,mhk,I,Mungaka
6,Q2OTHER,bali nyonga,r6,CM,mhk,I,Mungaka
6,Q2OTHER,baloundo,r6,CM,,,
6,Q2OTHER,bambele,r6,CM,bag,I,Tuki
6,Q2OTHER,bamendjing,r6,CM,xmg,I,Mengaka
6,Q2OTHER,bamougoum,r6,CM,,,
6,Q2OTHER,banen,r6,CM,tvu,I,Tunen
6,Q2OTHER,banvele,r6,CM,,,
6,Q2OTHER,basso,r6,CM,nla,I,Ngombale
6,Q2OTHER,bata,r6,CM,bta,I,Bata
6,Q2OTHER,batanga,r6,CM,ckx,I,Caka
6,Q2OTHER,batcham,r6,CM,nnh,I,Ngiemboon
6,Q2OTHER,batibo,r6,CM,mgo,I,Meta'
6,Q2OTHER,baton,r6,CM,,,
6,Q2OTHER,bawan,r6,CM,,,
6,Q2OTHER,befang,r6,CM,bby,I,Befang
6,Q2OTHER,belibonachi,r6,CM,,,
6,Q2OTHER,benegun,r6,CM,,,
6,Q2OTHER,besa,r6,CM,,,
6,Q2OTHER,bu,r6,CM,boe,I,Mundabli
6,Q2OTHER,buda,r6,CM,,,
6,Q2OTHER,bulu,r6,CM,bum,I,Bulu (Cameroon)
6,Q2OTHER,choua,r6,CM,,,
6,Q2OTHER,daba,r6,CM,dbq,I,Daba
6,Q2OTHER,dbo,r6,CM,,,
6,Q2OTHER,dourou,r6,CM,dur,I,Dii
6,Q2OTHER,dschang,r6,CM,ybb,I,Yemba
6,Q2OTHER,edjagham,r6,CM,,,
6,Q2OTHER,ejagham,r6,CM,etu,I,Ejagham
6,Q2OTHER,ejaka,r6,CM,,,
6,Q2OTHER,ejakam,r6,CM,,,
6,Q2OTHER,elam eguo,r6,CM,ags,I,Esimbi
6,Q2OTHER,elam equ0,r6,CM,ags,I,Esimbi
6,Q2OTHER,elam equo,r6,CM,,,
6,Q2OTHER,esimbi,r6,CM,ags,I,Esimbi
6,Q2OTHER,essimbi,r6,CM,ags,I,Esimbi
6,Q2OTHER,etenga,r6,CM,,,
6,Q2OTHER,eton,r6,CM,eto,I,Eton (Cameroon)
6,Q2OTHER,ewodi,r6,CM,dua,I,Duala
6,Q2OTHER,fang,r6,CM,fan,I,Fang (Equatorial Guinea)
6,Q2OTHER,fulami,r6,CM,fub,I,Adamawa Fulfulde
6,Q2OTHER,fulami,r6,CM,ful,M,Fulah
6,Q2OTHER,fulane,r6,CM,fub,I,Adamawa Fulfulde
6,Q2OTHER,fulane,r6,CM,ful,M,Fulah
6,Q2OTHER,gabsiki,r6,CM,,,
6,Q2OTHER,ghemba,r6,CM,,,
6,Q2OTHER,ibo,r6,CM,,,
6,Q2OTHER,isu,r6,CM,szv,I,Isu (Fako Division)
6,Q2OTHER,kom,r6,CM,nfu,I,Mfumte
6,Q2OTHER,kotoko,r6,CM,,,
6,Q2OTHER,laka,r6,CM,,,
6,Q2OTHER,lambo,r6,CM,,,
6,Q2OTHER,limbum,r6,CM,lmp,I,Limbum
6,Q2OTHER,mabi,r6,CM,nmg,I,Kwasio
6,Q2OTHER,mada,r6,CM,mxu,I,Mada (Cameroon)
6,Q2OTHER,mandara,r6,CM,mfi,I,Wandala
6,Q2OTHER,massa,r6,CM,mcn,I,Masana
6,Q2OTHER,mba vele,r6,CM,weo,I,Wemale
6,Q2OTHER,mbamoise,r6,CM,,,
