country,question,value,round,country_iso,iso_639_3,iso_scope,iso_ref_name
27,Q116OTHER,ahizi,r5,CI,ahp,I,Aproumu Aizi
27,Q116OTHER,dahomey,r5,CI,,,
27,Q116OTHER,toura,r5,CI,neb,I,Toura (Côte d'Ivoire)
27,Q116OTHER,wobe,r5,CI,wob,I,Wè Northern
33,Q116OTHER,tamazight,r5,MA,zgh,I,Standard Moroccan Tamazight
33,Q116OTHER,tamazight,r5,MA,sjs,,
1,Q2OTHER,boo,r5,BJ,,,
1,Q2OTHER,fodo,r5,BJ,,,
1,Q2OTHER,houssa,r5,BJ,hau,I,Hausa
1,Q2OTHER,kotocoli,r5,BJ,,,
1,Q2OTHER,koura,r5,BJ,,,
1,Q2OTHER,natimba,r5,BJ,ntm,I,Nateni
1,Q2OTHER,waama,r5,BJ,wwa,I,Waama
1,Q2OTHER,zerma,r5,BJ,,,
2,Q2OTHER,mokaa,r5,BW,,,
2,Q2OTHER,parakarungu,r5,BW,,,
2,Q2OTHER,sebanderu,r5,BW,,,
2,Q2OTHER,sebolongwe,r5,BW,,,
2,Q2OTHER,sekolong,r5,BW,,,
2,Q2OTHER,senanjwa,r5,BW,,,
2,Q2OTHER,sepedi,r5,BW,nso,I,Pedi
2,Q2OTHER,setebele,r5,BW,nde,I,North Ndebele
2,Q2OTHER,setlharo,r5,BW,,,
2,Q2OTHER,setswapong,r5,BW,two,I,Tswapong
3,Q2OTHER,bobo,r5,BF,bwq,I,Southern Bobo Madaré
3,Q2OTHER,bolon,r5,BF,bof,I,Bolon
3,Q2OTHER,dafing,r5,BF,rkm,I,Marka
3,Q2OTHER,dogosse,r5,BF,dos,I,Dogosé
3,Q2OTHER,haoussa,r5,BF,hau,I,Hausa
3,Q2OTHER,mionga,r5,BF,,,
3,Q2OTHER,sambla,r5,BF,sos,I,Seeku
3,Q2OTHER,toussian,r5,BF,,,
3,Q2OTHER,turka,r5,BF,tuz,I,Turka
3,Q2OTHER,yanan,r5,BF,,,
5,Q2OTHER,akan,r5,GH,aka,M,Akan
5,Q2OTHER,akyode,r5,GH,acd,I,Gikyode
5,Q2OTHER,awutu,r5,GH,afu,I,Awutu
5,Q2OTHER,ayigbe,r5,GH,,,
5,Q2OTHER,banda,r5,GH,nfr,I,Nafaanra
5,Q2OTHER,basare,r5,GH,bud,I,Ntcham
5,Q2OTHER,battor,r5,GH,,,
5,Q2OTHER,bimoba,r5,GH,bim,I,Bimoba
5,Q2OTHER,birifori,r5,GH,,,
5,Q2OTHER,buile,r5,GH,,,
5,Q2OTHER,builsa,r5,GH,bwu,I,Buli (Ghana)
5,Q2OTHER,busanga,r5,GH,,,
5,Q2OTHER,chamba,r5,GH,,,
5,Q2OTHER,chimullu,r5,GH,,,
5,Q2OTHER,chokosi,r5,GH,cko,I,Anufo
5,Q2OTHER,dagaare,r5,GH,dga,I,Southern Dagaare
5,Q2OTHER,dagomba,r5,GH,dag,I,Dagbani
5,Q2OTHER,dibebi,r5,GH,,,
5,Q2OTHER,fante,r5,GH,aka,M,Akan
5,Q2OTHER,frafra,r5,GH,gur,I,Farefare
5,Q2OTHER,fulani,r5,GH,ffm,I,Maasina Fulfulde
5,Q2OTHER,fulani,r5,GH,ful,M,Fulah
5,Q2OTHER,gonja,r5,GH,gjn,I,Gonja
5,Q2OTHER,gruni,r5,GH,,,
5,Q2OTHER,guan,r5,GH,gwx,I,Gua
5,Q2OTHER,guruma,r5,GH,,,
5,Q2OTHER,hanga,r5,GH,hag,I,Hanga
5,Q2OTHER,kanjaga,r5,GH,bwu,I,Buli (Ghana)
5,Q2OTHER,kasena,r5,GH,xsm,I,Kasem
5,Q2OTHER,konkomba,r5,GH,xon,I,Konkomba
5,Q2OTHER,kotokoli,r5,GH,kdh,I,Tem
5,Q2OTHER,krachi,r5,GH,kye,I,Krache
5,Q2OTHER,krobo,r5,GH,ada,I,Adangme
5,Q2OTHER,kusaasi,r5,GH,kus,I,Kusaal
5,Q2OTHER,kusal,r5,GH,,,
5,Q2OTHER,lakpakaw,r5,GH,,,
5,Q2OTHER,mampruli,r5,GH,maw,I,Mampruli
5,Q2OTHER,moshie,r5,GH,,,
5,Q2OTHER,nabdam,r5,GH,gur,I,Farefare
5,Q2OTHER,nanumba,r5,GH,dag,I,Dagbani
5,Q2OTHER,nawurt,r5,GH,,,
5,Q2OTHER,nkura,r5,GH,,,
5,Q2OTHER,nusu,r5,GH,,,
5,Q2OTHER,nzema,r5,GH,nzi,I,Nzima
5,Q2OTHER,sissala,r5,GH,sil,I,Tumulung Sisaala
5,Q2OTHER,sissala,r5,GH,ssl,I,Western Sisaala
5,Q2OTHER,talensi,r5,GH,gur,I,Farefare
5,Q2OTHER,timbru,r5,GH,,,
5,Q2OTHER,tombolon,r5,GH,,,
5,Q2OTHER,waala,r5,GH,wlx,I,Wali (Ghana)
5,Q2OTHER,wangra,r5,GH,,,
5,Q2OTHER,zamrama,r5,GH,,,
6,Q2OTHER,arabic,r5,KE,arb,I,Standard Arabic
6,Q2OTHER,arabic,r5,KE,ara,M,Arabic
6,Q2OTHER,asian south,r5,KE,und,S,Undetermined
6,Q2OTHER,borana,r5,KE,gax,I,Borana-Arsi-Guji Oromo
6,Q2OTHER,borana,r5,KE,orm,M,Oromo
6,Q2OTHER,dinka,r5,KE,,,
6,Q2OTHER,giriama,r5,KE,nyf,I,Giryama
6,Q2OTHER,gujrathi,r5,KE,guj,I,Gujarati
6,Q2OTHER,"half taita, half zai",r5,KE,mul,S,Multiple languages
6,Q2OTHER,hindu,r5,KE,hin,I,Hindi
6,Q2OTHER,indian,r5,KE,guj,I,Gujarati
6,Q2OTHER,kenyan,r5,KE,swh,I,Swahili (individual language)
6,Q2OTHER,kenyan,r5,KE,swa,M,Swahili (macrolanguage)
6,Q2OTHER,kirinyaga,r5,KE,,,
6,Q2OTHER,kuria,r5,KE,kuj,I,Kuria
6,Q2OTHER,marachi,r5,KE,lri,I,Marachi
6,Q2OTHER,marachi,r5,KE,luy,M,Luyia
6,Q2OTHER,mbeere,r5,KE,ebu,I,Embu
6,Q2OTHER,nubian,r5,KE,kcn,I,Nubi
6,Q2OTHER,oroma,r5,KE,,,
6,Q2OTHER,pokomo,r5,KE,pkb,I,Pokomo
6,Q2OTHER,punjabi,r5,KE,pan,I,Panjabi
6,Q2OTHER,rendile,r5,KE,rel,I,Rendille
6,Q2OTHER,sabaot,r5,KE,spy,I,Sabaot
6,Q2OTHER,sabaot,r5,KE,kln,M,Kalenjin
6,Q2OTHER,shelshel,r5,KE,,,
6,Q2OTHER,suba,r5,KE,sxb,I,Suba
6,Q2OTHER,teso,r5,KE,teo,I,Teso
6,Q2OTHER,tharaka,r5,KE,thk,I,Tharaka
6,Q2OTHER,wardei,r5,KE,som,I,Somali
7,Q2OTHER,xhosa,r5,LS,xho,I,Xhosa
8,Q2OTHER,sapo,r5,LR,krn,I,Sapo
10,Q2OTHER,chilambya,r5,MW,lai,I,Lambya
10,Q2OTHER,chinamwanga,r5,MW,,,
10,Q2OTHER,chindali,r5,MW,ndh,I,Ndali
10,Q2OTHER,chindalii,r5,MW,ndh,I,Ndali
10,Q2OTHER,chindebele,r5,MW,,,
10,Q2OTHER,chinyakyusa,r5,MW,nyyf,,
10,Q2OTHER,chinyika,r5,MW,nkv,I,Nyika (Malawi and Zambia)
11,Q2OTHER,dafing,r5,ML,rkm,I,Marka
12,Q2OTHER,bitonga,r5,MZ,toh,I,Gitonga
12,Q2OTHER,chechewa,r5,MZ,nya,I,Nyanja
12,Q2OTHER,chibarue,r5,MZ,bwg,I,Barwe
12,Q2OTHER,chibaure,r5,MZ,bwg,I,Barwe
12,Q2OTHER,chiburue,r5,MZ,bwg,I,Barwe
12,Q2OTHER,chichewa,r5,MZ,nya,I,Nyanja
12,Q2OTHER,chigorongozi,r5,MZ,,,
12,Q2OTHER,chimanica,r5,MZ,,,
12,Q2OTHER,chimarenge,r5,MZ,,,
12,Q2OTHER,chingoni,r5,MZ,ngo,I,Ngoni
12,Q2OTHER,chingozi,r5,MZ,,,
12,Q2OTHER,chinhungue,r5,MZ,mxc,I,Manyika
12,Q2OTHER,chitawala,r5,MZ,twl,I,Tawara
12,Q2OTHER,chitewe,r5,MZ,twx,I,Tewe
12,Q2OTHER,chitswa,r5,MZ,tsc,I,Tswa
12,Q2OTHER,cicoti,r5,MZ,eko,I,Koti
12,Q2OTHER,english,r5,MZ,eng,I,English
12,Q2OTHER,kimuani,r5,MZ,,,
12,Q2OTHER,lolo,r5,MZ,llb,I,Lolo
12,Q2OTHER,lomwe,r5,MZ,ngl,I,Lomwe
12,Q2OTHER,lumwe,r5,MZ,ngl,I,Lomwe
12,Q2OTHER,manhawa,r5,MZ,,,
12,Q2OTHER,nharinga,r5,MZ,,,
12,Q2OTHER,nsenga,r5,MZ,nse,I,Nsenga
12,Q2OTHER,ronga,r5,MZ,rng,I,Ronga
12,Q2OTHER,tacuane,r5,MZ,tke,I,Takwane
12,Q2OTHER,yao,r5,MZ,yao,I,Yao
13,Q2OTHER,barakwena,r5,,,,
13,Q2OTHER,kavango,r5,,,,
13,Q2OTHER,nyemba,r5,,,,
13,Q2OTHER,rumbundu,r5,,,,
13,Q2OTHER,shona,r5,,,,
13,Q2OTHER,zembas,r5,,,,
14,Q2OTHER,afizere,r5,NG,izr,I,Izere
14,Q2OTHER,agbor,r5,NG,ika,,
14,Q2OTHER,ahoada,r5,NG,,,
14,Q2OTHER,akumazi,r5,NG,,,
14,Q2OTHER,alago,r5,NG,ala,I,Alago
14,Q2OTHER,alago,r5,NG,ala,I,Alago
14,Q2OTHER,amoh,r5,NG,amo,I,Amo
14,Q2OTHER,anang,r5,NG,anw,I,Anaang
14,Q2OTHER,andoni,r5,NG,ann,I,Obolo
14,Q2OTHER,angas,r5,NG,anc,I,Ngas
14,Q2OTHER,attakar,r5,NG,kcg,I,Tyap
14,Q2OTHER,auchi,r5,NG,ets,I,Yekhee
14,Q2OTHER,auchi,r5,NG,ets,I,Yekhee
14,Q2OTHER,awa,r5,NG,,,
14,Q2OTHER,bagwom,r5,NG,,,
14,Q2OTHER,bajju,r5,NG,,,
14,Q2OTHER,bakamuka,r5,NG,,,
14,Q2OTHER,basange,r5,NG,,,
14,Q2OTHER,bille,r5,NG,bil,I,Bile
14,Q2OTHER,birom,r5,NG,bom,I,Berom
14,Q2OTHER,bogobara,r5,NG,,,
14,Q2OTHER,bole,r5,NG,bol,I,Bole
14,Q2OTHER,borom,r5,NG,,,
14,Q2OTHER,bura,r5,NG,bwr,I,Bura-Pabir
14,Q2OTHER,chamba,r5,NG,ccg,I,Samba Daka
14,Q2OTHER,chawai,r5,NG,cch,I,Atsam
14,Q2OTHER,chibok,r5,NG,ckl,I,Cibak
14,Q2OTHER,delta,r5,NG,,,
14,Q2OTHER,egbueuakaa,r5,NG,,,
14,Q2OTHER,eggon,r5,NG,ego,I,Eggon
14,Q2OTHER,ejagam,r5,NG,,,
14,Q2OTHER,ekpeye,r5,NG,ekp,I,Ekpeye
14,Q2OTHER,eleme,r5,NG,elm,I,Eleme
14,Q2OTHER,etsako,r5,NG,ets,I,Yekhee
14,Q2OTHER,ezi delta igbo,r5,NG,ibo,I,Igbo
14,Q2OTHER,fakun,r5,NG,,,
14,Q2OTHER,gbagyi,r5,NG,gbr,I,Gbagyi
14,Q2OTHER,gbile,r5,NG,,,
14,Q2OTHER,geum,r5,NG,,,
14,Q2OTHER,gwandara,r5,NG,gwn,I,Gwandara
14,Q2OTHER,gwari,r5,NG,gbr,I,Gbagyi
14,Q2OTHER,gwoza,r5,NG,,,
14,Q2OTHER,higgi,r5,NG,hig,I,Kamwe
14,Q2OTHER,ibaji,r5,NG,igl,I,Igala
14,Q2OTHER,ibie,r5,NG,,,
14,Q2OTHER,ijaw,r5,NG,ijs,I,Southeast Ijo
14,Q2OTHER,ika,r5,NG,ikk,I,Ika
14,Q2OTHER,ikom,r5,NG,iko,I,Olulumo-Ikom
14,Q2OTHER,ikpena,r5,NG,,,
14,Q2OTHER,irigwe,r5,NG,iri,I,Irigwe
14,Q2OTHER,isoko,r5,NG,iso,I,Isoko
14,Q2OTHER,izere,r5,NG,izr,I,Izere
14,Q2OTHER,jaba,r5,NG,ldb,I,Dũya
14,Q2OTHER,jaja,r5,NG,,,
14,Q2OTHER,jarawa,r5,NG,jjr,I,Bankal
14,Q2OTHER,jenjo,r5,NG,jen,I,Dza
14,Q2OTHER,jukun,r5,NG,jbu,I,Jukun Takum
14,Q2OTHER,kadara,r5,NG,kad,I,Adara
14,Q2OTHER,kagoma,r5,NG,kdm,I,Kagoma
14,Q2OTHER,kalabari,r5,NG,ijn,I,Kalabari
14,Q2OTHER,karekare,r5,NG,kai,I,Karekare
14,Q2OTHER,karmo,r5,NG,,,
14,Q2OTHER,kataf,r5,NG,kcg,I,Tyap
14,Q2OTHER,khana,r5,NG,ogo,I,Khana
14,Q2OTHER,koro,r5,NG,uji,I,Tanjijili
14,Q2OTHER,kurama,r5,NG,krh,I,Kurama
14,Q2OTHER,kuteb,r5,NG,kub,I,Kutep
14,Q2OTHER,mada,r5,NG,mda,I,Mada (Nigeria)
14,Q2OTHER,magu,r5,NG,mcj,I,Mvanip
14,Q2OTHER,margi,r5,NG,mrt,I,Marghi Central
14,Q2OTHER,mbube,r5,NG,,,
14,Q2OTHER,michika,r5,NG,,,
14,Q2OTHER,migili,r5,NG,mgi,I,Lijili
14,Q2OTHER,miyawa,r5,NG,mkf,I,Miya
14,Q2OTHER,mumuye,r5,NG,mzm,I,Mumuye
14,Q2OTHER,mupun,r5,NG,sur,I,Mwaghavul
14,Q2OTHER,mwaghavul,r5,NG,sur,I,Mwaghavul
14,Q2OTHER,nbula,r5,NG,ndr,I,Ndoola
14,Q2OTHER,ngas,r5,NG,anc,I,Ngas
14,Q2OTHER,nigili,r5,NG,mgi,I,Lijili
14,Q2OTHER,ningawa,r5,NG,,,
14,Q2OTHER,north ivie,r5,NG,mis,S,Uncoded languages
14,Q2OTHER,ogoja,r5,NG,,,
14,Q2OTHER,ohafia,r5,NG,ibo,I,Igbo
14,Q2OTHER,okpe,r5,NG,okx,I,Okpe (Northwestern Edo)
14,Q2OTHER,okpella,r5,NG,atg,I,Ivbie North-Okpela-Arhe
14,Q2OTHER,okrika,r5,NG,okr,I,Kirike
14,Q2OTHER,olukumi,r5,NG,,,
14,Q2OTHER,once,r5,NG,,,
14,Q2OTHER,ososo,r5,NG,oso,I,Ososo
14,Q2OTHER,ron,r5,NG,cla,I,Ron
14,Q2OTHER,sayawa,r5,NG,say,I,Saya
14,Q2OTHER,shuwa,r5,NG,shu,I,Chadian Arabic
14,Q2OTHER,shuwa,r5,NG,ara,M,Arabic
14,Q2OTHER,tangale,r5,NG,tan,I,Tangale
14,Q2OTHER,tarok,r5,NG,yer,I,Tarok
14,Q2OTHER,tiv,r5,NG,tiv,I,Tiv
14,Q2OTHER,ukwale,r5,NG,ukw,I,Ukwuani-Aboh-Ndoni
14,Q2OTHER,ukwani,r5,NG,ukw,I,Ukwuani-Aboh-Ndoni
14,Q2OTHER,uwa,r5,NG,,,
14,Q2OTHER,uzeba,r5,NG,,,
14,Q2OTHER,yakhor,r5,NG,yaz,I,Lokaa
14,Q2OTHER,youm,r5,NG,,,
14,Q2OTHER,zamji,r5,NG,,,
14,Q2OTHER,zuro,r5,NG,dri,I,C'Lela
15,Q2OTHER,badiaranke,r5,SN,,,
15,Q2OTHER,balante,r5,SN,bjt,I,Balanta-Ganja
15,Q2OTHER,bayotte,r5,SN,bda,I,Bayot
15,Q2OTHER,diahanke,r5,SN,mlq,I,Western Maninkakan
15,Q2OTHER,diahanke,r5,SN,man,M,Mandingo
15,Q2OTHER,mankagne,r5,SN,,,
15,Q2OTHER,maure,r5,SN,,,
15,Q2OTHER,pepele,r5,SN,,,
15,Q2OTHER,portugais,r5,SN,por,I,Portuguese
15,Q2OTHER,soussou,r5,SN,sus,I,Susu
15,Q2OTHER,tourka,r5,SN,,,
16,Q2OTHER,bulgarian,r5,ZA,bul,I,Bulgarian
16,Q2OTHER,chinese,r5,ZA,cmn,I,Mandarin Chinese
16,Q2OTHER,chinese,r5,ZA,zho,M,Chinese
16,Q2OTHER,tsonga,r5,ZA,tso,I,Tsonga
17,Q2OTHER,kiarusha,r5,TZ,,,
17,Q2OTHER,kibena,r5,TZ,bez,I,Bena (Tanzania)
17,Q2OTHER,kibende,r5,TZ,bdp,I,Bende
17,Q2OTHER,kibondei,r5,TZ,bou,I,Bondei
17,Q2OTHER,kibunga,r5,TZ,,,
17,Q2OTHER,kibungu,r5,TZ,wun,I,Bungu
17,Q2OTHER,kidoe,r5,TZ,doe,I,Doe
17,Q2OTHER,kifipa,r5,TZ,fip,I,Fipa
17,Q2OTHER,kigindo,r5,TZ,,,
17,Q2OTHER,kigunya,r5,TZ,,,
17,Q2OTHER,kigweno,r5,TZ,gwe,I,Gweno
17,Q2OTHER,kiha,r5,TZ,haq,I,Ha
17,Q2OTHER,kihangaza,r5,TZ,han,I,Hangaza
17,Q2OTHER,kiikizu,r5,TZ,ikz,I,Ikizu
17,Q2OTHER,kiiraq,r5,TZ,,,
17,Q2OTHER,kijaluo,r5,TZ,,,
17,Q2OTHER,kijita,r5,TZ,jit,I,Jita
17,Q2OTHER,kikagulu,r5,TZ,kki,I,Kagulu
17,Q2OTHER,kikaguru,r5,TZ,,,
17,Q2OTHER,kikahe,r5,TZ,hka,I,Kahe
17,Q2OTHER,kikala,r5,TZ,,,
17,Q2OTHER,kikamba,r5,TZ,,,
17,Q2OTHER,kikerewe,r5,TZ,ked,I,Kerewe
17,Q2OTHER,kikiizu,r5,TZ,,,
17,Q2OTHER,kikinga,r5,TZ,zga,I,Kinga
17,Q2OTHER,kikisi,r5,TZ,kiz,I,Kisi
17,Q2OTHER,kikutu,r5,TZ,kdc,I,Kutu
17,Q2OTHER,kikwaya,r5,TZ,kya,I,Kwaya
17,Q2OTHER,kilongo,r5,TZ,,,
17,Q2OTHER,kiluri,r5,TZ,,,
17,Q2OTHER,kimakua,r5,TZ,mgh,I,Makhuwa-Meetto
17,Q2OTHER,kimakunduchi,r5,TZ,,,
17,Q2OTHER,kimalila,r5,TZ,mgq,I,Malila
17,Q2OTHER,kimambwe,r5,TZ,mgr,I,Mambwe-Lungu
17,Q2OTHER,kimanda,r5,TZ,mgs,I,Manda (Tanzania)
17,Q2OTHER,kimatengo,r5,TZ,mgv,I,Matengo
17,Q2OTHER,kimatumbi,r5,TZ,mgw,I,Matumbi
17,Q2OTHER,kimbulu,r5,TZ,,,
17,Q2OTHER,kimdale,r5,TZ,,,
17,Q2OTHER,kimuwanji,r5,TZ,,,
17,Q2OTHER,kimwera,r5,TZ,mwe,I,Mwera (Chimwera)
17,Q2OTHER,kinata,r5,TZ,ntk,I,Ikoma-Nata-Isenye
17,Q2OTHER,kindali,r5,TZ,ndh,I,Ndali
17,Q2OTHER,kindamba,r5,TZ,ndj,I,Ndamba
17,Q2OTHER,kindendeule,r5,TZ,dne,I,Ndendeule
17,Q2OTHER,kindengereko,r5,TZ,ndg,I,Ndengereko
17,Q2OTHER,kingindo,r5,TZ,nnq,I,Ngindo
17,Q2OTHER,kinguu,r5,TZ,,,
17,Q2OTHER,kinyagatwa,r5,TZ,,,
17,Q2OTHER,kinyambo,r5,TZ,now,I,Nyambo
17,Q2OTHER,kinyamwanga,r5,TZ,mwn,I,Nyamwanga
17,Q2OTHER,kinyamwezi,r5,TZ,nym,I,Nyamwezi
17,Q2OTHER,kinyasa,r5,TZ,mpa,I,Mpoto
17,Q2OTHER,kinyaturu,r5,TZ,rim,I,Nyaturu
17,Q2OTHER,kinyiha,r5,TZ,nkt,I,Nyika (Tanzania)
17,Q2OTHER,kipagebi,r5,TZ,,,
17,Q2OTHER,kipangwa,r5,TZ,pbr,I,Pangwa
17,Q2OTHER,kipemba,r5,TZ,,,
17,Q2OTHER,kipimbwe,r5,TZ,piw,I,Pimbwe
17,Q2OTHER,kipogoro,r5,TZ,,,
17,Q2OTHER,kirangi,r5,TZ,lag,I,Langi
17,Q2OTHER,kirufiji,r5,TZ,,,
17,Q2OTHER,kisafwa,r5,TZ,sbk,I,Safwa
17,Q2OTHER,kisagala,r5,TZ,sbm,I,Sagala
17,Q2OTHER,kisambaa,r5,TZ,ksb,I,Shambala
17,Q2OTHER,kisandawe,r5,TZ,sad,I,Sandawe
17,Q2OTHER,kisangu,r5,TZ,sbp,I,Sangu (Tanzania)
17,Q2OTHER,kisanzu,r5,TZ,,,
17,Q2OTHER,kishirazi,r5,TZ,,,
17,Q2OTHER,kisimbiti,r5,TZ,ssc,I,Suba-Simbiti
17,Q2OTHER,kisubi,r5,TZ,suj,I,Shubi
17,Q2OTHER,kisumbwa,r5,TZ,suw,I,Sumbwa
17,Q2OTHER,kisunva,r5,TZ,,,
17,Q2OTHER,kiswahili,r5,TZ,swh,I,Swahili (individual language)
17,Q2OTHER,kiswahili,r5,TZ,swa,M,Swahili (macrolanguage)
17,Q2OTHER,kitatuu,r5,TZ,,,
17,Q2OTHER,kitongwe,r5,TZ,tny,I,Tongwe
17,Q2OTHER,kitumbatu,r5,TZ,,,
17,Q2OTHER,kituwan,r5,TZ,,,
17,Q2OTHER,kiuwanji,r5,TZ,,,
17,Q2OTHER,kiyao,r5,TZ,yao,I,Yao
17,Q2OTHER,kiyusi,r5,TZ,,,
17,Q2OTHER,kizanaki,r5,TZ,zak,I,Zanaki
17,Q2OTHER,kizaramo,r5,TZ,zaj,I,Zaramo
17,Q2OTHER,kizigua,r5,TZ,ziw,I,Zigula
17,Q2OTHER,kizinza,r5,TZ,zin,I,Zinza
18,Q2OTHER,aringa,r5,UG,luc,I,Aringa
18,Q2OTHER,bakenyi,r5,UG,lke,I,Kenyi
18,Q2OTHER,kakwa,r5,UG,keo,I,Kakwa
18,Q2OTHER,kebu,r5,UG,ndp,I,Ndo
18,Q2OTHER,kebu.,r5,UG,,,
18,Q2OTHER,kinyamulenge,r5,UG,,,
18,Q2OTHER,kumam,r5,UG,kdi,I,Kumam
18,Q2OTHER,lendu,r5,UG,led,I,Lendu
18,Q2OTHER,lubukusu,r5,UG,bxk,I,Bukusu
18,Q2OTHER,lubukusu,r5,UG,luy,M,Luyia
18,Q2OTHER,lufubila,r5,UG,kin,I,Kinyarwanda
18,Q2OTHER,lufumbira,r5,UG,kin,I,Kinyarwanda
18,Q2OTHER,lugisu,r5,UG,myx,I,Masaaba
18,Q2OTHER,lugwere,r5,UG,gwr,I,Gwere
18,Q2OTHER,lukene,r5,UG,,,
18,Q2OTHER,lukuku,r5,UG,,,
18,Q2OTHER,lulamogi,r5,UG,xog,I,Soga
18,Q2OTHER,lululi,r5,UG,ruc,I,Ruuli
18,Q2OTHER,lunyarwanda,r5,UG,kin,I,Kinyarwanda
18,Q2OTHER,luruli,r5,UG,ruc,I,Ruuli
18,Q2OTHER,lurundi,r5,UG,,,
18,Q2OTHER,lusudan,r5,UG,apd,I,Sudanese Arabic
18,Q2OTHER,lusudan,r5,UG,ara,M,Arabic
18,Q2OTHER,lusudani,r5,UG,apd,I,Sudanese Arabic
18,Q2OTHER,lusudani,r5,UG,ara,M,Arabic
18,Q2OTHER,lwamba,r5,UG,rwm,I,Amba (Uganda)
18,Q2OTHER,mubwisi,r5,UG,tlj,I,Talinga-Bwisi
18,Q2OTHER,mufumbira,r5,UG,kin,I,Kinyarwanda
18,Q2OTHER,mugishu,r5,UG,myx,I,Masaaba
18,Q2OTHER,mugungu,r5,UG,rub,I,Gungu
18,Q2OTHER,mululi,r5,UG,ruc,I,Ruuli
18,Q2OTHER,mulundi,r5,UG,,,
18,Q2OTHER,munyarwanda,r5,UG,kin,I,Kinyarwanda
18,Q2OTHER,muruli,r5,UG,ruc,I,Ruuli
18,Q2OTHER,musungora,r5,UG,,,
18,Q2OTHER,mutagwenda,r5,UG,nyo,I,Nyoro
18,Q2OTHER,mutgwenda,r5,UG,nyo,I,Nyoro
18,Q2OTHER,mwamba,r5,UG,,,
18,Q2OTHER,okebu,r5,UG,ndp,I,Ndo
18,Q2OTHER,ombach,r5,UG,,,
18,Q2OTHER,rufumbira,r5,UG,kin,I,Kinyarwanda
18,Q2OTHER,rugisu,r5,UG,,,
18,Q2OTHER,rululi,r5,UG,ruc,I,Ruuli
18,Q2OTHER,runyarwanda,r5,UG,kin,I,Kinyarwanda
18,Q2OTHER,rutagwenda,r5,UG,nyo,I,Nyoro
18,Q2OTHER,swahili,r5,UG,swh,I,Swahili (individual language)
18,Q2OTHER,swahili,r5,UG,swa,M,Swahili (macrolanguage)
18,Q2OTHER,tanzanian,r5,UG,swh,I,Swahili (individual language)
18,Q2OTHER,tanzanian,r5,UG,swa,M,Swahili (macrolanguage)
19,Q2OTHER,goba,r5,ZM,sna,I,Shona
19,Q2OTHER,luba,r5,ZM,,,
19,Q2OTHER,luchazi,r5,ZM,lch,I,Luchazi
19,Q2OTHER,mulambya,r5,ZM,,,
19,Q2OTHER,mumba,r5,ZM,,,
19,Q2OTHER,ndebele,r5,ZM,,,
19,Q2OTHER,shila,r5,ZM,tap,I,Taabwa
19,Q2OTHER,shona,r5,ZM,sna,I,Shona
19,Q2OTHER,siluchazi,r5,ZM,,,
19,Q2OTHER,swaka,r5,ZM,leb,I,Lala-Bisa
19,Q2OTHER,yawa,r5,ZM,,,
20,Q2OTHER,bocha,r5,ZW,mxc,I,Manyika
20,Q2OTHER,buja,r5,ZW,,,
20,Q2OTHER,chewa,r5,ZW,,,
20,Q2OTHER,chikunda,r5,ZW,kdn,I,Kunda
20,Q2OTHER,chitawala,r5,ZW,,,
20,Q2OTHER,dombe,r5,ZW,dov,I,Dombe
20,Q2OTHER,garwe,r5,ZW,ndc,I,Ndau
20,Q2OTHER,hindi,r5,ZW,,,
20,Q2OTHER,hwesa,r5,ZW,sna,I,Shona
20,Q2OTHER,jindwi,r5,ZW,mxc,I,Manyika
20,Q2OTHER,maungwe,r5,ZW,,,
20,Q2OTHER,mlemba,r5,ZW,,,
20,Q2OTHER,muhera,r5,ZW,,,
20,Q2OTHER,nambiya,r5,ZW,,,
20,Q2OTHER,nyanja,r5,ZW,nya,I,Nyanja
20,Q2OTHER,nyasaland,r5,ZW,,,
20,Q2OTHER,shangani,r5,ZW,tso,I,Tsonga
20,Q2OTHER,shangwe,r5,ZW,sna,I,Shona
20,Q2OTHER,sotho,r5,ZW,,,
20,Q2OTHER,tumbuka,r5,ZW,,,
20,Q2OTHER,vhitori,r5,ZW,,,
20,Q2OTHER,xhosa,r5,ZW,xho,I,Xhosa
24,Q2OTHER,adele,r5,TG,ade,I,Adele
24,Q2OTHER,adja,r5,TG,ajg,I,Aja (Benin)
24,Q2OTHER,akebou,r5,TG,keu,I,Akebu
24,Q2OTHER,aklobo,r5,TG,,,
24,Q2OTHER,anago,r5,TG,,,
24,Q2OTHER,ashanti,r5,TG,,,
24,Q2OTHER,bago,r5,TG,bqg,I,Bago-Kusuntu
24,Q2OTHER,bassar,r5,TG,bud,I,Ntcham
24,Q2OTHER,fon,r5,TG,fon,I,Fon
24,Q2OTHER,gourma,r5,TG,gux,I,Gourmanchéma
24,Q2OTHER,haoussa,r5,TG,,,
24,Q2OTHER,kamboli,r5,TG,,,
24,Q2OTHER,komkomba,r5,TG,,,
24,Q2OTHER,konkomba,r5,TG,xon,I,Konkomba
24,Q2OTHER,kouloumi,r5,TG,,,
24,Q2OTHER,koussountou,r5,TG,bqg,I,Bago-Kusuntu
24,Q2OTHER,kpessi,r5,TG,kef,I,Kpessi
24,Q2OTHER,mossi,r5,TG,mos,I,Mossi
24,Q2OTHER,ngam-gam,r5,TG,gng,I,Ngangam
24,Q2OTHER,peul,r5,TG,fue,I,Borgu Fulfulde
