round,question,country,value,iso_alpha2,wals_code,wals_name,auto,distance,same_country,in_wals_country
6,Q2OTHER,24,BANBAWA,NG,juk,Jukun,1,2,0,1
6,Q2OTHER,24,BANDAWA,NG,juk,Jukun,1,2,0,1
6,Q2OTHER,24,BARUBA,NG,,,,,,
6,Q2OTHER,24,BAWAJE,NG,,,,,,
6,Q2OTHER,24,BAWARA,NG,,,,,,
6,Q2OTHER,24,BOIYANA,NG,,,,,,
6,Q2OTHER,24,BUSSA,NG,,,,,,
6,Q2OTHER,24,DADOR,NG,,,,,,
6,Q2OTHER,24,DAKARKARI,NG,duk,Duka,1,1,1,1
6,Q2OTHER,24,DEGEMA,NG,deg,Degema,1,0,1,1
6,Q2OTHER,24,EGGON,NG,mdz,Mada (in Nigeria),1,2,1,1
6,Q2OTHER,24,EGI,NG,,,,,,
6,Q2OTHER,24,ELEME,NG,gok,Gokana,1,2,1,1
6,Q2OTHER,24,ELEME,NG,kan,Kana,1,2,1,1
6,Q2OTHER,24,FAKAMA,NG,,,,,,
6,Q2OTHER,24,FAKAWA,NG,,,,,,
6,Q2OTHER,24,FALI,NG,gud,Gude,1,1,1,1
6,Q2OTHER,24,FALIYA,NG,,,,,,
6,Q2OTHER,24,FEMAWA,NG,,,,,,
6,Q2OTHER,24,GBAGI,NG,gwa,Gwari,1,0,1,1
6,Q2OTHER,24,GOMU,NG,mum,Mumuye,1,3,1,1
6,Q2OTHER,24,GOMU,NG,sle,Samba Leko,1,3,1,1
6,Q2OTHER,24,GWANDARA,NG,hau,Hausa,1,1,1,1
6,Q2OTHER,24,GWARI,NG,gwa,Gwari,1,0,1,1
6,Q2OTHER,24,GWONG,NG,kgm,Kagoma,1,0,1,1
6,Q2OTHER,24,ICHEN,NG,kpa,Kpan,1,1,1,1
6,Q2OTHER,24,IYALA,NG,ido,Idoma,1,1,1,1
6,Q2OTHER,24,IYALA,NG,ige,Igede,1,1,1,1
6,Q2OTHER,24,JABA,NG,kgm,Kagoma,1,2,1,1
6,Q2OTHER,24,JARAWA,NG,jar,Jarawa (in Nigeria),0,0,,
6,Q2OTHER,24,JENJO,NG,mum,Mumuye,1,3,1,1
6,Q2OTHER,24,JENJO,NG,sle,Samba Leko,1,3,1,1
6,Q2OTHER,24,JUKUM,NG,juk,Jukun,1,2,0,1
6,Q2OTHER,24,JUKUN,NG,juk,Jukun,1,0,1,1
6,Q2OTHER,24,JUKUN WANU,NG,juk,Jukun,1,2,0,1
6,Q2OTHER,24,KAGARA,NG,,,,,,
6,Q2OTHER,24,KAGOMA,NG,kgm,Kagoma,1,0,1,1
6,Q2OTHER,24,KAGORO,NG,gwo,Gworok,1,0,1,1
6,Q2OTHER,24,KAIKA,NG,,,,,,
6,Q2OTHER,24,KAKA,NG,yba,Yamba,1,0,1,0
6,Q2OTHER,24,KAKABARI,NG,,,,,,
6,Q2OTHER,24,KALABARI,NG,ijo,Ijo (Kolokuma),1,4,1,1
6,Q2OTHER,24,KATAF,NG,gwo,Gworok,1,0,1,1
6,Q2OTHER,24,KATONGU,NG,,,,,,
6,Q2OTHER,24,KILBA BABAR,NG,,,,,,
6,Q2OTHER,24,KONA,NG,juk,Jukun,1,2,0,1
6,Q2OTHER,24,KUTEB,NG,kpa,Kpan,1,2,1,1
6,Q2OTHER,24,LANTA,NG,,,,,,
6,Q2OTHER,24,LARU,NG,awk,Akwa,1,2,1,1
6,Q2OTHER,24,LARU,NG,duk,Duka,1,2,1,1
6,Q2OTHER,24,LAWABE,NG,,,,,,
6,Q2OTHER,24,LUMAMA,NG,,,,,,
6,Q2OTHER,24,LUNGUDA,NG,mum,Mumuye,1,3,1,1
6,Q2OTHER,24,LUNGUDA,NG,sle,Samba Leko,1,3,1,1
6,Q2OTHER,24,MAMUNYE,NG,,,,,,
6,Q2OTHER,24,MICHINKA,NG,,,,,,
6,Q2OTHER,24,MINCHIKA,NG,,,,,,
6,Q2OTHER,24,MUMUGAR,NG,,,,,,
6,Q2OTHER,24,MUMUYE,NG,mum,Mumuye,1,0,1,1
6,Q2OTHER,24,MUPUN,NG,mup,Mupun,1,0,1,1
6,Q2OTHER,24,MWANGAVUL,NG,mup,Mupun,1,0,1,1
6,Q2OTHER,24,NDALA,NG,mla,Mambila,1,2,0,1
6,Q2OTHER,24,NGAS,NG,anc,Angas,1,0,1,1
6,Q2OTHER,24,NINZOM,NG,mdz,Mada (in Nigeria),1,1,1,1
6,Q2OTHER,24,NUMANA,NG,mdz,Mada (in Nigeria),1,1,1,1
6,Q2OTHER,24,NWANGAVUL,NG,mup,Mupun,1,0,1,1
6,Q2OTHER,24,NYANDANG,NG,mum,Mumuye,1,2,1,1
6,Q2OTHER,24,OBODU,NG,,,,,,
6,Q2OTHER,24,OGAE,NG,,,,,,
6,Q2OTHER,24,OGBA,NG,igb,Igbo,1,1,1,1
6,Q2OTHER,24,OGBA,NG,izi,Izi,1,1,1,1
6,Q2OTHER,24,OKIRIKA,NG,ijo,Ijo (Kolokuma),1,4,1,1
6,Q2OTHER,24,OKRIKA,NG,ijo,Ijo (Kolokuma),1,4,1,1
6,Q2OTHER,24,ORON,NG,efi,Efik,1,2,1,1
6,Q2OTHER,24,ORON,NG,ibi,Ibibio,1,2,1,1
6,Q2OTHER,24,ORON,NG,obo,Obolo,1,2,1,1
6,Q2OTHER,24,OWAN,NG,,,,,,
6,Q2OTHER,24,PANSO,NG,lns,Lamnso',1,0,1,0
6,Q2OTHER,24,SAYAWA,NG,bad,Bade,1,3,1,1
6,Q2OTHER,24,SAYAWA,NG,miy,Miya,1,3,1,1
6,Q2OTHER,24,SAYAWA,NG,ngz,Ngizim,1,3,1,1
6,Q2OTHER,24,SAYAWA,NG,paa,Pa'a,1,3,1,1
6,Q2OTHER,24,SIYAWA,NG,,,,,,
6,Q2OTHER,24,TANGALE,NG,tan,Tangale,1,0,1,1
6,Q2OTHER,24,TANGALI,NG,tan,Tangale,1,0,1,1
6,Q2OTHER,24,TAROK,NG,tok,Tarok,1,0,1,1
6,Q2OTHER,24,TERA,NG,ter,Tera,1,0,1,1
6,Q2OTHER,24,TULA,NG,mum,Mumuye,1,4,1,1
6,Q2OTHER,24,TULA,NG,sle,Samba Leko,1,4,1,1
6,Q2OTHER,24,WAJA,NG,mum,Mumuye,1,4,1,1
6,Q2OTHER,24,WAJA,NG,sle,Samba Leko,1,4,1,1
6,Q2OTHER,24,WURKUM,NG,kwm,Kwami,1,1,1,1
6,Q2OTHER,24,WURKUM,NG,per,Pero,1,1,1,1
6,Q2OTHER,24,WURKUM,NG,tan,Tangale,1,1,1,1
6,Q2OTHER,24,WURKUN,NG,kwm,Kwami,1,1,1,1
6,Q2OTHER,24,WURKUN,NG,per,Pero,1,1,1,1
6,Q2OTHER,24,WURKUN,NG,tan,Tangale,1,1,1,1
6,Q2OTHER,24,YAKURI,NG,agb,Leggbó,1,2,1,1
6,Q2OTHER,24,YALA,NG,ido,Idoma,1,1,1,1
6,Q2OTHER,24,YALA,NG,ige,Igede,1,1,1,1
6,Q2OTHER,24,ZURU,NG,duk,Duka,1,1,1,1
6,Q2OTHER,26,BALANTE,SN,blz,Balanta,1,0,1,1
6,Q2OTHER,26,BEUDICK,SN,,,,,,
6,Q2OTHER,26,CREOL,SN,gbc,Guinea Bissau Crioulo,0,0,,
6,Q2OTHER,26,DIAKHANKE,SN,maw,Maninka (Western),1,0,1,0
6,Q2OTHER,26,KONIADIE,SN,,,,,,
6,Q2OTHER,26,MANKAGNE,SN,,,,,,
6,Q2OTHER,26,MASSONKE,SN,,,,,,
6,Q2OTHER,26,MAURE,SN,,,,,,
6,Q2OTHER,26,TANDA,SN,,,,,,
6,Q2OTHER,28,Ithopiwa,ZA,amh,Amharic,1,0,1,0
6,Q2OTHER,28,KHOI,ZA,kho,Khoekhoe,1,0,1,0
6,Q2OTHER,28,KHOIS,ZA,kho,Khoekhoe,1,0,1,0
6,Q2OTHER,28,KHOISAN,ZA,kho,Khoekhoe,1,0,1,0
6,Q2OTHER,29,Brown Amer language,SD,,,,,,
6,Q2OTHER,29,Language Almapat,SD,,,,,,
6,Q2OTHER,29,Language Fellata,SD,fgo,Fulani (Gombe),1,0,1,0
6,Q2OTHER,29,Language Fellata,SD,fua,Fula (Cameroonian),1,0,1,0
6,Q2OTHER,29,Language Inqasna,SD,,,,,,
6,Q2OTHER,30,Indian,SZ,,,,,,
6,Q2OTHER,30,Isizulu,SZ,zno,Zulu (Northern),1,0,1,0
6,Q2OTHER,30,Isizulu,SZ,zso,Zulu (Southern),1,0,1,0
6,Q2OTHER,30,Isizulu,SZ,zul,Zulu,1,0,1,0
6,Q2OTHER,30,Ndebele,SZ,ndb,Ndebele (in South Africa),1,0,1,0
6,Q2OTHER,30,Portuguese,SZ,por,Portuguese,1,0,1,0
6,Q2OTHER,30,Swahili,SZ,swa,Swahili,1,0,1,0
6,Q2OTHER,30,Zulu,SZ,zno,Zulu (Northern),1,0,1,0
6,Q2OTHER,30,Zulu,SZ,zso,Zulu (Southern),1,0,1,0
6,Q2OTHER,30,Zulu,SZ,zul,Zulu,1,0,1,0
6,Q2OTHER,31,KIARUSHA,TZ,,,,,,
6,Q2OTHER,31,KIBEMBE,TZ,hol,Holoholo,1,2,1,1
6,Q2OTHER,31,KIBENA,TZ,heh,Hehe,1,2,1,1
6,Q2OTHER,31,KIBENA,TZ,kga,Kinga,1,2,1,1
6,Q2OTHER,31,KIBENA,TZ,kgr,Kagulu,1,2,1,1
6,Q2OTHER,31,KIBENA,TZ,kmi,Kami,1,2,1,1
6,Q2OTHER,31,KIBENA,TZ,png,Pangwa,1,2,1,1
6,Q2OTHER,31,KIBENA,TZ,pog,Pogoro,1,2,1,1
6,Q2OTHER,31,KIBENA,TZ,pre,Pare,1,2,1,1
6,Q2OTHER,31,KIBENA,TZ,shm,Shambala,1,2,1,1
6,Q2OTHER,31,KIBENA,TZ,swa,Swahili,1,2,1,1
6,Q2OTHER,31,KIBONDEI,TZ,heh,Hehe,1,2,1,1
6,Q2OTHER,31,KIBONDEI,TZ,kga,Kinga,1,2,1,1
6,Q2OTHER,31,KIBONDEI,TZ,kgr,Kagulu,1,2,1,1
6,Q2OTHER,31,KIBONDEI,TZ,kmi,Kami,1,2,1,1
6,Q2OTHER,31,KIBONDEI,TZ,png,Pangwa,1,2,1,1
6,Q2OTHER,31,KIBONDEI,TZ,pog,Pogoro,1,2,1,1
6,Q2OTHER,31,KIBONDEI,TZ,pre,Pare,1,2,1,1
6,Q2OTHER,31,KIBONDEI,TZ,shm,Shambala,1,2,1,1
6,Q2OTHER,31,KIBONDEI,TZ,swa,Swahili,1,2,1,1
6,Q2OTHER,31,KIBORANA,TZ,,,,,,
6,Q2OTHER,31,KIBUNGU,TZ,lgi,Langi,1,2,1,1
6,Q2OTHER,31,KIBUNGU,TZ,nym,Nyamwezi,1,2,1,1
6,Q2OTHER,31,KIBUNGU,TZ,rim,Rimi,1,2,1,1
6,Q2OTHER,31,KIBUNGU,TZ,skm,Sukuma,1,2,1,1
6,Q2OTHER,31,KIDIGO,TZ,dbd,Dabida,1,2,1,0
6,Q2OTHER,31,KIDIGO,TZ,kba,Kamba,1,2,1,0
6,Q2OTHER,31,KIDIGO,TZ,kik,Kikuyu,1,2,1,0
6,Q2OTHER,31,KIDOE,TZ,heh,Hehe,1,2,1,1
6,Q2OTHER,31,KIDOE,TZ,kga,Kinga,1,2,1,1
6,Q2OTHER,31,KIDOE,TZ,kgr,Kagulu,1,2,1,1
6,Q2OTHER,31,KIDOE,TZ,kmi,Kami,1,2,1,1
6,Q2OTHER,31,KIDOE,TZ,png,Pangwa,1,2,1,1
6,Q2OTHER,31,KIDOE,TZ,pog,Pogoro,1,2,1,1
6,Q2OTHER,31,KIDOE,TZ,pre,Pare,1,2,1,1
6,Q2OTHER,31,KIDOE,TZ,shm,Shambala,1,2,1,1
6,Q2OTHER,31,KIDOE,TZ,swa,Swahili,1,2,1,1
6,Q2OTHER,31,KIGUNYA,TZ,,,,,,
6,Q2OTHER,31,KIHA,TZ,hya,Haya,1,2,1,1
6,Q2OTHER,31,KIHA,TZ,nbo,Nyambo,1,2,1,1
6,Q2OTHER,31,KIHANGAZA,TZ,hya,Haya,1,2,1,1
6,Q2OTHER,31,KIHANGAZA,TZ,nbo,Nyambo,1,2,1,1
6,Q2OTHER,31,KIIKIZU,TZ,hya,Haya,1,2,1,1
6,Q2OTHER,31,KIIKIZU,TZ,nbo,Nyambo,1,2,1,1
6,Q2OTHER,31,KIIRAQ,TZ,,,,,,
6,Q2OTHER,31,KIJAHIDIRI,TZ,,,,,,
6,Q2OTHER,31,KIJALUO,TZ,,,,,,
6,Q2OTHER,31,KIJITA,TZ,hya,Haya,1,2,1,1
6,Q2OTHER,31,KIJITA,TZ,nbo,Nyambo,1,2,1,1
6,Q2OTHER,31,KIKABWA,TZ,hya,Haya,1,2,1,1
6,Q2OTHER,31,KIKABWA,TZ,nbo,Nyambo,1,2,1,1
6,Q2OTHER,31,KIKAGURU,TZ,,,,,,
6,Q2OTHER,31,KIKAHE,TZ,cga,Chaga,1,2,1,1
6,Q2OTHER,31,KIKARA,TZ,hya,Haya,1,2,1,1
6,Q2OTHER,31,KIKARA,TZ,nbo,Nyambo,1,2,1,1
6,Q2OTHER,31,KIKEREWE,TZ,hya,Haya,1,2,1,1
6,Q2OTHER,31,KIKEREWE,TZ,nbo,Nyambo,1,2,1,1
6,Q2OTHER,31,KIKIMBU,TZ,lgi,Langi,1,2,1,1
6,Q2OTHER,31,KIKIMBU,TZ,nym,Nyamwezi,1,2,1,1
6,Q2OTHER,31,KIKIMBU,TZ,rim,Rimi,1,2,1,1
6,Q2OTHER,31,KIKIMBU,TZ,skm,Sukuma,1,2,1,1
6,Q2OTHER,31,KIKINE,TZ,hya,Haya,1,2,1,1
6,Q2OTHER,31,KIKINE,TZ,nbo,Nyambo,1,2,1,1
6,Q2OTHER,31,KIKINGA,TZ,kga,Kinga,1,0,1,1
6,Q2OTHER,31,KIKONONGO,TZ,nym,Nyamwezi,1,1,1,1
6,Q2OTHER,31,KIKWAYA,TZ,hya,Haya,1,2,1,1
6,Q2OTHER,31,KIKWAYA,TZ,nbo,Nyambo,1,2,1,1
6,Q2OTHER,31,KILONGO,TZ,,,,,,
6,Q2OTHER,31,KIMAKUNDUCHI,TZ,,,,,,
6,Q2OTHER,31,KIMAKUWA,TZ,,,,,,
6,Q2OTHER,31,KIMALILI,TZ,,,,,,
6,Q2OTHER,31,KIMANG'ATI,TZ,,,,,,
6,Q2OTHER,31,KIMATAMBWE,TZ,,,,,,
6,Q2OTHER,31,KIMATENGO,TZ,ngo,Ngoni,1,2,1,1
6,Q2OTHER,31,KIMATUMBI,TZ,mtb,Matuumbi,1,0,1,1
6,Q2OTHER,31,KIMAZURUNI,TZ,,,,,,
6,Q2OTHER,31,KIMBULU,TZ,,,,,,
6,Q2OTHER,31,KIMWERA,TZ,mwe,Mwera,1,0,1,1
6,Q2OTHER,31,KINDALI,TZ,nyh,Nyiha,1,2,1,1
6,Q2OTHER,31,KINDAMBA,TZ,heh,Hehe,1,2,1,1
6,Q2OTHER,31,KINDAMBA,TZ,kga,Kinga,1,2,1,1
6,Q2OTHER,31,KINDAMBA,TZ,kgr,Kagulu,1,2,1,1
6,Q2OTHER,31,KINDAMBA,TZ,kmi,Kami,1,2,1,1
6,Q2OTHER,31,KINDAMBA,TZ,png,Pangwa,1,2,1,1
6,Q2OTHER,31,KINDAMBA,TZ,pog,Pogoro,1,2,1,1
6,Q2OTHER,31,KINDAMBA,TZ,pre,Pare,1,2,1,1
6,Q2OTHER,31,KINDAMBA,TZ,shm,Shambala,1,2,1,1
6,Q2OTHER,31,KINDAMBA,TZ,swa,Swahili,1,2,1,1
6,Q2OTHER,31,KINDENDEULE,TZ,ngo,Ngoni,1,2,1,1
6,Q2OTHER,31,KINDENGEREKO,TZ,mkd,Makonde,1,2,1,1
6,Q2OTHER,31,KINDENGEREKO,TZ,mtb,Matuumbi,1,2,1,1
6,Q2OTHER,31,KINDENGEREKO,TZ,mwe,Mwera,1,2,1,1
6,Q2OTHER,31,KINDONDE,TZ,,,,,,
6,Q2OTHER,31,KINDYEWE,TZ,,,,,,
6,Q2OTHER,31,KINGINDO,TZ,mkd,Makonde,1,2,1,1
6,Q2OTHER,31,KINGINDO,TZ,mtb,Matuumbi,1,2,1,1
6,Q2OTHER,31,KINGINDO,TZ,mwe,Mwera,1,2,1,1
6,Q2OTHER,31,KINGUU,TZ,,,,,,
6,Q2OTHER,31,KINYAMBO,TZ,nbo,Nyambo,1,0,1,1
6,Q2OTHER,31,KINYAMWANGA,TZ,mmw,Mambwe,1,2,1,1
6,Q2OTHER,31,KINYANTUZU,TZ,,,,,,
6,Q2OTHER,31,KINYASA,TZ,ngo,Ngoni,1,2,1,1
6,Q2OTHER,31,KINYATURU,TZ,rim,Rimi,1,0,1,1
6,Q2OTHER,31,KINYIHA,TZ,nyh,Nyiha,1,1,1,1
6,Q2OTHER,31,KINYIMBO,TZ,,,,,,
6,Q2OTHER,31,KINYIRAMBA,TZ,,,,,,
6,Q2OTHER,31,KINYISANZU,TZ,lgi,Langi,1,2,1,1
6,Q2OTHER,31,KINYISANZU,TZ,nym,Nyamwezi,1,2,1,1
6,Q2OTHER,31,KINYISANZU,TZ,rim,Rimi,1,2,1,1
6,Q2OTHER,31,KINYISANZU,TZ,skm,Sukuma,1,2,1,1
6,Q2OTHER,31,KIPANGWA,TZ,png,Pangwa,1,0,1,1
6,Q2OTHER,31,KIPEMBA,TZ,,,,,,
6,Q2OTHER,31,KIPOGORO,TZ,,,,,,
6,Q2OTHER,31,KIRANGI,TZ,lgi,Langi,1,0,1,1
6,Q2OTHER,31,KIRURI,TZ,hya,Haya,1,2,1,1
6,Q2OTHER,31,KIRURI,TZ,nbo,Nyambo,1,2,1,1
6,Q2OTHER,31,KISAFWA,TZ,nyh,Nyiha,1,2,1,1
6,Q2OTHER,31,KISAMBAA,TZ,shm,Shambala,1,0,1,1
6,Q2OTHER,31,KISANDAWE,TZ,sdw,Sandawe,1,0,1,1
6,Q2OTHER,31,KISANGU,TZ,heh,Hehe,1,2,1,1
6,Q2OTHER,31,KISANGU,TZ,kga,Kinga,1,2,1,1
6,Q2OTHER,31,KISANGU,TZ,kgr,Kagulu,1,2,1,1
6,Q2OTHER,31,KISANGU,TZ,kmi,Kami,1,2,1,1
6,Q2OTHER,31,KISANGU,TZ,png,Pangwa,1,2,1,1
6,Q2OTHER,31,KISANGU,TZ,pog,Pogoro,1,2,1,1
6,Q2OTHER,31,KISANGU,TZ,pre,Pare,1,2,1,1
6,Q2OTHER,31,KISANGU,TZ,shm,Shambala,1,2,1,1
6,Q2OTHER,31,KISANGU,TZ,swa,Swahili,1,2,1,1
6,Q2OTHER,31,KISEGEJU,TZ,cga,Chaga,1,2,1,1
6,Q2OTHER,31,KISHIRAZI,TZ,,,,,,
6,Q2OTHER,31,KISIMBITI,TZ,hya,Haya,1,2,1,1
6,Q2OTHER,31,KISIMBITI,TZ,nbo,Nyambo,1,2,1,1
6,Q2OTHER,31,KISIZAKI,TZ,hya,Haya,1,2,1,1
6,Q2OTHER,31,KISIZAKI,TZ,nbo,Nyambo,1,2,1,1
6,Q2OTHER,31,KISUBI,TZ,hya,Haya,1,2,1,1
6,Q2OTHER,31,KISUBI,TZ,nbo,Nyambo,1,2,1,1
6,Q2OTHER,31,KISUMBWA,TZ,lgi,Langi,1,2,1,1
6,Q2OTHER,31,KISUMBWA,TZ,nym,Nyamwezi,1,2,1,1
6,Q2OTHER,31,KISUMBWA,TZ,rim,Rimi,1,2,1,1
6,Q2OTHER,31,KISUMBWA,TZ,skm,Sukuma,1,2,1,1
6,Q2OTHER,31,KITATURU,TZ,,,,,,
6,Q2OTHER,31,KITONGWE,TZ,lgi,Langi,1,2,1,1
6,Q2OTHER,31,KITONGWE,TZ,nym,Nyamwezi,1,2,1,1
6,Q2OTHER,31,KITONGWE,TZ,rim,Rimi,1,2,1,1
6,Q2OTHER,31,KITONGWE,TZ,skm,Sukuma,1,2,1,1
6,Q2OTHER,31,KITUMBATU,TZ,,,,,,
6,Q2OTHER,31,KIWANJI,TZ,heh,Hehe,1,2,1,1
6,Q2OTHER,31,KIWANJI,TZ,kga,Kinga,1,2,1,1
6,Q2OTHER,31,KIWANJI,TZ,kgr,Kagulu,1,2,1,1
6,Q2OTHER,31,KIWANJI,TZ,kmi,Kami,1,2,1,1
6,Q2OTHER,31,KIWANJI,TZ,png,Pangwa,1,2,1,1
6,Q2OTHER,31,KIWANJI,TZ,pog,Pogoro,1,2,1,1
6,Q2OTHER,31,KIWANJI,TZ,pre,Pare,1,2,1,1
6,Q2OTHER,31,KIWANJI,TZ,shm,Shambala,1,2,1,1
6,Q2OTHER,31,KIWANJI,TZ,swa,Swahili,1,2,1,1
6,Q2OTHER,31,KIYAO,TZ,yao,Yao (in Malawi),1,0,1,0
6,Q2OTHER,31,KIZANAKI,TZ,hya,Haya,1,2,1,1
6,Q2OTHER,31,KIZANAKI,TZ,nbo,Nyambo,1,2,1,1
6,Q2OTHER,31,KIZARAMO,TZ,heh,Hehe,1,2,1,1
6,Q2OTHER,31,KIZARAMO,TZ,kga,Kinga,1,2,1,1
6,Q2OTHER,31,KIZARAMO,TZ,kgr,Kagulu,1,2,1,1
6,Q2OTHER,31,KIZARAMO,TZ,kmi,Kami,1,2,1,1
6,Q2OTHER,31,KIZARAMO,TZ,png,Pangwa,1,2,1,1
6,Q2OTHER,31,KIZARAMO,TZ,pog,Pogoro,1,2,1,1
6,Q2OTHER,31,KIZARAMO,TZ,pre,Pare,1,2,1,1
6,Q2OTHER,31,KIZARAMO,TZ,shm,Shambala,1,2,1,1
6,Q2OTHER,31,KIZARAMO,TZ,swa,Swahili,1,2,1,1
6,Q2OTHER,31,KIZIGUA,TZ,heh,Hehe,1,2,1,1
6,Q2OTHER,31,KIZIGUA,TZ,kga,Kinga,1,2,1,1
6,Q2OTHER,31,KIZIGUA,TZ,kgr,Kagulu,1,2,1,1
6,Q2OTHER,31,KIZIGUA,TZ,kmi,Kami,1,2,1,1
6,Q2OTHER,31,KIZIGUA,TZ,png,Pangwa,1,2,1,1
6,Q2OTHER,31,KIZIGUA,TZ,pog,Pogoro,1,2,1,1
6,Q2OTHER,31,KIZIGUA,TZ,pre,Pare,1,2,1,1
6,Q2OTHER,31,KIZIGUA,TZ,shm,Shambala,1,2,1,1
6,Q2OTHER,31,KIZIGUA,TZ,swa,Swahili,1,2,1,1
6,Q2OTHER,31,KIZINZA,TZ,hya,Haya,1,2,1,1
6,Q2OTHER,31,KIZINZA,TZ,nbo,Nyambo,1,2,1,1
6,Q2OTHER,32,ADELE,TG,anu,Anufo,1,2,0,1
6,Q2OTHER,32,LOGBA,TG,kby,Kabiyé,1,1,0,1
6,Q2OTHER,32,LOGBA,TG,tem,Tem,1,1,0,1
6,Q2OTHER,32,MOSSI,TG,moo,Mooré,1,0,1,0
6,Q2OTHER,32,PEULH,TG,fgu,Fula (Guinean),1,1,0,0
6,Q2OTHER,32,PEULH,TG,fum,Fulfulde (Maasina),1,1,0,0
6,Q2OTHER,32,SOLA,TG,ntn,Nateni,1,1,1,0
6,Q2OTHER,32,TAMBERMA,TG,wwa,Waama,1,1,1,0
6,Q2OTHER,32,YANGA,TG,moo,Mooré,1,0,1,0
6,Q2OTHER,34,BAGUNGU,UG,lda,Luganda,1,2,1,1
6,Q2OTHER,34,BAGUNGU,UG,nko,Nkore-Kiga,1,2,1,1
6,Q2OTHER,34,BAGUNGU,UG,rny,Runyankore,1,2,1,1
6,Q2OTHER,34,BAGUNGU,UG,rru,Runyoro-Rutooro,1,2,1,1
6,Q2OTHER,34,BAGUNGU,UG,tal,Talinga,1,2,1,1
6,Q2OTHER,34,BALUYA,UG,luy,Luyia,1,0,1,0
6,Q2OTHER,34,KAKWA,UG,bar,Bari,1,1,0,0
6,Q2OTHER,34,KAKWA,UG,kuk,Kukú,1,1,0,0
6,Q2OTHER,34,KINYARWANDA,UG,kin,Kinyarwanda,1,0,1,0
6,Q2OTHER,34,KUMAM,UG,acl,Acholi,1,2,1,1
6,Q2OTHER,34,KUMAM,UG,lan,Lango,1,2,1,1
6,Q2OTHER,34,LENDU,UG,ldu,Lendu,1,0,1,0
6,Q2OTHER,34,LUDAMA,UG,acl,Acholi,1,2,1,1
6,Q2OTHER,34,LUDAMA,UG,lan,Lango,1,2,1,1
6,Q2OTHER,34,LUFUMBIRA,UG,kin,Kinyarwanda,1,0,1,0
6,Q2OTHER,34,LUGWERE,UG,lda,Luganda,1,2,1,1
6,Q2OTHER,34,LUGWERE,UG,nko,Nkore-Kiga,1,2,1,1
6,Q2OTHER,34,LUGWERE,UG,rny,Runyankore,1,2,1,1
6,Q2OTHER,34,LUGWERE,UG,rru,Runyoro-Rutooro,1,2,1,1
6,Q2OTHER,34,LUGWERE,UG,tal,Talinga,1,2,1,1
6,Q2OTHER,34,LUJALUWO,UG,acl,Acholi,1,2,0,1
6,Q2OTHER,34,LUJALUWO,UG,lan,Lango,1,2,0,1
6,Q2OTHER,34,LULAMOGI,UG,lda,Luganda,1,2,1,1
6,Q2OTHER,34,LULAMOGI,UG,nko,Nkore-Kiga,1,2,1,1
6,Q2OTHER,34,LULAMOGI,UG,rny,Runyankore,1,2,1,1
6,Q2OTHER,34,LULAMOGI,UG,rru,Runyoro-Rutooro,1,2,1,1
6,Q2OTHER,34,LULAMOGI,UG,tal,Talinga,1,2,1,1
6,Q2OTHER,34,LULURI,UG,lda,Luganda,1,2,1,1
6,Q2OTHER,34,LULURI,UG,nko,Nkore-Kiga,1,2,1,1
6,Q2OTHER,34,LULURI,UG,rny,Runyankore,1,2,1,1
6,Q2OTHER,34,LULURI,UG,rru,Runyoro-Rutooro,1,2,1,1
6,Q2OTHER,34,LULURI,UG,tal,Talinga,1,2,1,1
6,Q2OTHER,34,LUNYALA,UG,lda,Luganda,1,2,1,1
6,Q2OTHER,34,LUNYALA,UG,nko,Nkore-Kiga,1,2,1,1
6,Q2OTHER,34,LUNYALA,UG,rny,Runyankore,1,2,1,1
6,Q2OTHER,34,LUNYALA,UG,rru,Runyoro-Rutooro,1,2,1,1
6,Q2OTHER,34,LUNYALA,UG,tal,Talinga,1,2,1,1
6,Q2OTHER,34,LUNYARA,UG,lda,Luganda,1,2,1,1
6,Q2OTHER,34,LUNYARA,UG,nko,Nkore-Kiga,1,2,1,1
6,Q2OTHER,34,LUNYARA,UG,rny,Runyankore,1,2,1,1
6,Q2OTHER,34,LUNYARA,UG,rru,Runyoro-Rutooro,1,2,1,1
6,Q2OTHER,34,LUNYARA,UG,tal,Talinga,1,2,1,1
6,Q2OTHER,34,LUO,UG,acl,Acholi,1,0,1,1
6,Q2OTHER,34,LURURU,UG,lda,Luganda,1,2,1,1
6,Q2OTHER,34,LURURU,UG,nko,Nkore-Kiga,1,2,1,1
6,Q2OTHER,34,LURURU,UG,rny,Runyankore,1,2,1,1
6,Q2OTHER,34,LURURU,UG,rru,Runyoro-Rutooro,1,2,1,1
6,Q2OTHER,34,LURURU,UG,tal,Talinga,1,2,1,1
6,Q2OTHER,34,MULAMOGI,UG,lda,Luganda,1,2,1,1
6,Q2OTHER,34,MULAMOGI,UG,nko,Nkore-Kiga,1,2,1,1
6,Q2OTHER,34,MULAMOGI,UG,rny,Runyankore,1,2,1,1
6,Q2OTHER,34,MULAMOGI,UG,rru,Runyoro-Rutooro,1,2,1,1
6,Q2OTHER,34,MULAMOGI,UG,tal,Talinga,1,2,1,1
6,Q2OTHER,34,MUNYABINDI,UG,,,,,,
6,Q2OTHER,34,MURUNDI,UG,rnd,Rundi,1,0,1,0
