iso_code,wals_code,iso_code_to,distance
aaa,gho,aaa,0
aab,bir,bom,2
aab,fye,pym,2
aab,gwo,kcg,2
aab,jar,izr,2
aab,kgm,kdm,2
aab,mdz,mda,2
aab,tok,yer,2
aac,gog,ggw,1
aad,iwm,iwm,1
aae,alb,aln,2
aaf,mym,mal,1
aag,au,avt,2
aag,nin,niz,2
aag,olo,ong,2
aag,urt,urt,2
aag,wal,van,2
aag,yil,yll,2
aah,aoj,aoj,1
aah,arp,ape,1
aai,gap,pwg,1
aak,ape,apz,1
aak,bry,byr,1
aak,ham,hmt,1
aak,mey,mcr,1
aal,ktk,aal,0
aan,urk,urb,1
aao,abb,shu,1
aao,abe,apc,1
aao,abh,abv,1
aao,aeg,arz,1
aao,ael,ayl,1
aao,ahs,mey,1
aao,ako,acy,1
aao,amr,ary,1
aao,ams,arb,1
aao,anl,apc,1
aao,apa,ajp,1
aao,arg,afb,1
aao,arh,acw,1
aao,arj,afb,1
aao,arl,apc,1
aao,arn,shu,1
aao,arq,acm,1
aao,ars,ayn,1
aao,arv,ajp,1
aao,asy,apc,1
aao,atu,aeb,1
aao,mlt,mlt,1
aap,bki,bkq,2
aap,kkq,kui,2
aap,pnr,pbh,2
aaq,abw,abe,1
aar,qaf,aar,0
aas,agw,wbj,1
aas,brn,bds,1
aas,dah,dal,1
aas,gor,gow,1
aas,irq,irk,1
aat,alb,aln,2
aau,aba,aau,0
aaw,kau,pss,3
aax,kmb,tyn,1
aax,wbn,wms,1
aaz,tse,aoz,1
aba,abd,abi,1
aba,adi,adj,1
abb,bnk,abb,0
abc,kpm,pam,2
abd,akl,akl,2
abd,bat,bya,2
abd,bgz,bdg,2
abd,bkd,bkd,2
abd,bkl,bcl,2
abd,ceb,ceb,2
abd,grt,gor,2
abd,hil,hil,2
abd,hnn,hnn,2
abd,kuz,mbt,2
abd,mgd,mog,2
abd,mgn,mdh,2
abd,mmn,mmn,2
abd,mrn,mrw,2
abd,mwb,mbb,2
abd,tag,tgl,2
abd,tgb,tbw,2
abd,tsg,tsg,2
abd,wwy,war,2
abe,abw,abe,0
abf,beg,dbj,2
abf,tat,txx,2
abg,klq,kmh,1
abg,kob,kpw,1
abh,abb,shu,1
abh,abe,apc,1
abh,abh,abv,1
abh,aeg,arz,1
abh,ael,ayl,1
abh,ahs,mey,1
abh,ako,acy,1
abh,amr,ary,1
abh,ams,arb,1
abh,anl,apc,1
abh,apa,ajp,1
abh,arg,afb,1
abh,arh,acw,1
abh,arj,afb,1
abh,arl,apc,1
abh,arn,shu,1
abh,arq,acm,1
abh,ars,ayn,1
abh,arv,ajp,1
abh,asy,apc,1
abh,atu,aeb,1
abh,mlt,mlt,1
abi,abd,abi,0
abj,akb,abj,0
abk,abk,abk,0
abl,kag,kge,1
abl,lmp,ljp,1
abm,nke,isi,1
abn,obg,ogu,2
abn,ogb,ogb,2
abo,tiv,tiv,1
abp,kpm,pam,2
abq,abz,abq,0
abr,anu,cko,2
abr,ayi,any,2
abr,ble,bci,2
abs,iir,pmy,1
abs,mds,xmm,1
abs,meb,bew,1
abt,amb,abt,0
abu,anu,cko,2
abu,ayi,any,2
abu,ble,bci,2
abu,cum,ncu,2
abu,nkn,nko,2
abv,abh,abv,0
abw,usa,wnu,2
abx,baj,bdl,2
abx,bjs,ssb,2
abx,bwc,bdr,2
abx,sbg,sse,2
abx,ykn,yka,2
aby,yar,yrb,1
abz,abv,abz,0
aca,acg,aca,0
acb,agh,agq,2
acb,aka,axk,2
acb,bab,bav,2
acb,baf,bfd,2
acb,bas,bas,2
acb,bbl,bvx,2
acb,bdu,buu,2
acb,bee,beq,2
acb,bem,bem,2
acb,bfi,ksf,2
acb,bga,bng,2
acb,bia,bip,2
acb,bkn,bdu,2
acb,bku,bri,2
acb,blu,lua,2
acb,bmn,bax,2
acb,bnk,abb,2
acb,bob,bni,2
acb,bol,bli,2
acb,bsh,buf,2
acb,bub,bvb,2
acb,buj,nmg,2
acb,buk,bxk,2
acb,buw,bum,2
acb,cga,old,2
acb,cic,nya,2
acb,cil,lua,2
acb,com,swb,2
acb,dbd,dav,2
acb,dma,dma,2
acb,dng,diz,2
acb,dok,ngc,2
acb,dua,dua,2
acb,eja,etu,2
acb,eko,eko,2
acb,eny,gey,2
acb,ewo,ewo,2
acb,fef,fmp,2
acb,fio,kng,2
acb,gun,yas,2
acb,gus,guz,2
acb,heh,heh,2
acb,hem,hem,2
acb,her,her,2
acb,hnd,hke,2
acb,hol,hoo,2
acb,hya,hay,2
acb,ifm,ifm,2
acb,ila,ilb,2
acb,kba,kam,2
acb,kga,zga,2
acb,kgr,kki,2
acb,kik,kik,2
acb,kil,lub,2
acb,kin,kin,2
acb,klz,kck,2
acb,kmi,kcu,2
acb,kon,kng,2
acb,kou,bkm,2
acb,krg,sna,2
acb,kte,kcv,2
acb,kwn,kwn,2
acb,kwy,kwy,2
acb,kyg,ken,2
acb,kyo,kny,2
acb,lbu,lun,2
acb,lda,lug,2
acb,ldo,bdu,2
acb,leb,agh,2
acb,leg,lea,2
acb,lgi,lag,2
acb,lin,lin,2
acb,lmb,lam,2
acb,lns,lns,2
acb,loz,loz,2
acb,luc,lch,2
acb,luv,lue,2
acb,luy,bxk,2
acb,luy,ida,2
acb,luy,lkb,2
acb,luy,lko,2
acb,luy,lks,2
acb,luy,lri,2
acb,luy,lrm,2
acb,luy,lsm,2
acb,luy,lto,2
acb,luy,lts,2
acb,luy,lwg,2
acb,luy,nle,2
acb,luy,nyd,2
acb,luy,rag,2
acb,mbe,mdt,2
acb,mbi,baw,2
acb,mbl,mdq,2
acb,mbz,mtk,2
acb,mdw,mdw,2
acb,mgk,mhk,2
acb,mgo,lol,2
acb,mhu,lnb,2
acb,mit,zmq,2
acb,mkd,kde,2
acb,mkq,nge,2
acb,mkz,mcp,2
acb,mla,mcu,2
acb,mmw,mgr,2
acb,mpo,mye,2
acb,mtb,mgw,2
acb,mua,xsq,2
acb,mud,mnf,2
acb,mwe,mwe,2
acb,nbe,ngc,2
acb,nbo,now,2
acb,ndb,nbl,2
acb,nde,nnb,2
acb,ndo,ndo,2
acb,ndu,nmd,2
acb,nge,nge,2
acb,ngo,ngo,2
acb,nke,isi,2
acb,nko,cgg,2
acb,nng,nyj,2
acb,non,nhu,2
acb,nse,nse,2
acb,nto,nto,2
acb,nyh,nih,2
acb,nym,nym,2
acb,oku,oku,2
acb,png,pbr,2
acb,pog,poy,2
acb,pre,asa,2
acb,rga,rng,2
acb,rim,rim,2
acb,rnd,run,2
acb,rny,nyn,2
acb,rru,nyo,2
acb,sen,seh,2
acb,ses,sot,2
acb,sge,sop,2
acb,sgl,szg,2
acb,sgu,snq,2
acb,shm,ksb,2
acb,shn,sna,2
acb,skm,suk,2
acb,sku,sub,2
acb,stn,nso,2
acb,sub,sbs,2
acb,swa,swh,2
acb,swt,ssw,2
acb,tal,tlj,2
acb,tbw,tap,2
acb,tet,tll,2
acb,tgo,tsv,2
acb,tik,tik,2
acb,tiv,tiv,2
acb,tki,bag,2
acb,tks,kkw,2
acb,tnn,tvu,2
acb,toz,toi,2
acb,tsn,tso,2
acb,tsw,tsn,2
acb,umb,umb,2
acb,ven,ven,2
acb,vif,vif,2
acb,xho,xho,2
acb,yak,yaf,2
acb,yao,yao,2
acb,yba,yam,2
acb,yem,ybb,2
acb,yey,yey,2
acb,yns,yns,2
acb,zno,zul,2
acb,zso,zul,2
acb,zul,zul,2
acd,cum,ncu,1
acd,nkn,nko,1
ace,ace,ace,0
acf,lcr,acf,0
ach,acl,ach,0
aci,akc,aci,0
ack,akc,aci,1
acl,akb,abj,1
acl,akk,akx,1
acl,apk,apq,1
acl,gan,apq,1
acm,arq,acm,0
acn,acn,acn,0
acp,awk,png,1
acq,abb,shu,1
acq,abe,apc,1
acq,abh,abv,1
acq,aeg,arz,1
acq,ael,ayl,1
acq,ahs,mey,1
acq,ako,acy,1
acq,amr,ary,1
acq,ams,arb,1
acq,anl,apc,1
acq,apa,ajp,1
acq,arg,afb,1
acq,arh,acw,1
acq,arj,afb,1
acq,arl,apc,1
acq,arn,shu,1
acq,arq,acm,1
acq,ars,ayn,1
acq,arv,ajp,1
acq,asy,apc,1
acq,atu,aeb,1
acq,mlt,mlt,1
acr,aci,acr,0
acs,xav,xav,1
acs,xer,xer,1
act,fea,frs,1
act,fri,frs,1
act,gwe,wep,1
act,lge,nds,1
acu,acu,acu,0
acv,acm,acv,0
acw,arh,acw,0
acx,abb,shu,1
acx,abe,apc,1
acx,abh,abv,1
acx,aeg,arz,1
acx,ael,ayl,1
acx,ahs,mey,1
acx,ako,acy,1
acx,amr,ary,1
acx,ams,arb,1
acx,anl,apc,1
acx,apa,ajp,1
acx,arg,afb,1
acx,arh,acw,1
acx,arj,afb,1
acx,arl,apc,1
acx,arn,shu,1
acx,arq,acm,1
acx,ars,ayn,1
acx,arv,ajp,1
acx,asy,apc,1
acx,atu,aeb,1
acx,mlt,mlt,1
acy,ako,acy,0
acz,jom,tlo,2
acz,msk,jle,2
ada,ga,gaa,1
adb,mkj,mkz,1
add,mbz,mtk,1
add,yba,yam,1
ade,anu,cko,2
ade,ayi,any,2
ade,ble,bci,2
ade,cum,ncu,2
ade,ega,ega,2
ade,llm,lef,2
ade,nkn,nko,2
adf,abb,shu,1
adf,abe,apc,1
adf,abh,abv,1
adf,aeg,arz,1
adf,ael,ayl,1
adf,ahs,mey,1
adf,ako,acy,1
adf,amr,ary,1
adf,ams,arb,1
adf,anl,apc,1
adf,apa,ajp,1
adf,arg,afb,1
adf,arh,acw,1
adf,arj,afb,1
adf,arl,apc,1
adf,arn,shu,1
adf,arq,acm,1
adf,ars,ayn,1
adf,arv,ajp,1
adf,asy,apc,1
adf,atu,aeb,1
adf,mlt,mlt,1
adg,aly,aly,1
adg,amp,aer,1
adg,arr,are,1
adg,awe,are,1
adg,kyt,gbb,1
adh,acl,ach,2
adh,lan,laj,2
adh,luo,luo,2
adi,boj,adi,0
adi,boq,adi,0
adi,gal,adi,0
adi,mil,adi,0
adj,adi,adj,0
adl,apt,apt,1
adl,boj,adi,1
adl,boq,adi,1
adl,gal,adi,1
adl,mhl,mrg,1
adl,mil,adi,1
adl,msg,mrg,1
adl,nis,njz,1
adn,adg,adn,0
ado,kai,kct,2
ado,kie,geb,2
ado,mkr,msy,2
ado,rao,rao,2
ado,wtm,wax,2
adq,kpo,kpo,1
adr,bim,bhp,1
adr,ked,ksx,1
adr,keo,xxk,1
adr,lmh,slp,1
adr,mng,mqy,1
adr,ngd,nxg,1
adr,sik,ski,1
ads,ada,ads,0
adt,adn,adt,0
adu,bni,bin,2
adu,deg,deg,2
adu,egn,enn,2
adu,ets,ets,2
adu,gho,aaa,2
adu,iso,iso,2
adu,ora,ema,2
adu,urh,urh,2
adw,jum,jua,1
adw,kdg,kuq,1
adx,amd,adx,0
adx,amt,adx,0
ady,adt,ady,0
ady,ady,ady,0
ady,ash,ady,0
adz,adz,adz,0
aea,agt,lnj,2
aea,ggd,ggd,2
aea,kjn,kjn,2
aea,knc,uwa,2
aea,kuu,kuy,2
aea,lla,lby,2
aea,lnj,lnj,2
aea,ngw,nxn,2
aea,pak,pkn,2
aea,thp,typ,2
aea,thy,thd,2
aea,uhi,urf,2
aea,ump,ump,2
aea,wmu,wim,2
aea,wn,wig,2
aea,yir,yyr,2
aeb,atu,aeb,0
aec,abb,shu,1
aec,abe,apc,1
aec,abh,abv,1
aec,aeg,arz,1
aec,ael,ayl,1
aec,ahs,mey,1
aec,ako,acy,1
aec,amr,ary,1
aec,ams,arb,1
aec,anl,apc,1
aec,apa,ajp,1
aec,arg,afb,1
aec,arh,acw,1
aec,arj,afb,1
aec,arl,apc,1
aec,arn,shu,1
aec,arq,acm,1
aec,ars,ayn,1
aec,arv,ajp,1
aec,asy,apc,1
aec,atu,aeb,1
aec,mlt,mlt,1
aed,lsa,aed,0
aee,bkt,bkk,2
aee,cln,clh,2
aee,kal,gwc,2
aee,kas,kas,2
aee,khw,khw,2
aee,klh,kls,2
aee,sav,sdg,2
aee,sna,scl,2
aee,trw,trw,2
aek,aji,aji,2
aek,cem,cam,2
aek,nel,nee,2
aek,nyl,yly,2
aek,poa,fwa,2
aek,pta,duf,2
aek,tin,cir,2
aek,xar,ane,2
ael,agh,agq,2
ael,bab,bav,2
ael,baf,bfd,2
ael,bmn,bax,2
ael,fef,fmp,2
ael,kou,bkm,2
ael,lns,lns,2
ael,mbi,baw,2
ael,mbz,mtk,2
ael,mgk,mhk,2
ael,mkq,nge,2
ael,mud,mnf,2
ael,nge,nge,2
ael,oku,oku,2
ael,yba,yam,2
ael,yem,ybb,2
aem,muo,mtq,2
aem,vie,vie,2
aen,ada,ads,1
aen,asl,ase,1
aen,aus,asf,1
aen,bsl,bfi,1
aen,csl,csl,1
aen,dge,gsg,1
aen,fsl,fse,1
aen,gsl,gss,1
aen,ics,icl,1
aen,ipi,ins,1
aen,ipk,pks,1
aen,irs,isg,1
aen,iss,isr,1
aen,kkl,bqy,1
aen,ksl,xki,1
aen,lgp,psr,1
aen,lii,ise,1
aen,lsa,aed,1
aen,lsb,bzs,1
aen,lse,ssp,1
aen,lsf,fsl,1
aen,lsq,fcs,1
aen,ned,dse,1
aen,nih,jsl,1
aen,nte,nsl,1
aen,nzs,nzs,1
aen,psl,psd,1
aen,rsl,rsl,1
aen,ssl,kvk,1
aen,svt,swl,1
aen,ths,tsq,1
aen,tsl,tza,1
aen,tui,tsm,1
aen,tzi,tss,1
aen,ugs,ugn,1
aen,usl,uks,1
aen,vla,vgt,1
aeq,guj,guj,1
aeq,vas,vas,1
aer,amp,aer,0
aeu,akh,ahk,1
aeu,biu,lwm,1
aeu,han,hni,1
aew,kai,kct,2
aew,kie,geb,2
aew,mkr,msy,2
aew,rao,rao,2
aew,wtm,wax,2
aey,ame,aey,0
aez,oro,okv,1
afb,arg,afb,0
afb,arj,afb,0
afe,agb,agb,2
afe,efi,efi,2
afe,gok,gkn,2
afe,ibi,ibb,2
afe,kan,ogo,2
afe,koh,bcs,2
afe,obg,ogu,2
afe,obo,ann,2
afe,ogb,ogb,2
afg,ada,ads,1
afg,asl,ase,1
afg,aus,asf,1
afg,bsl,bfi,1
afg,csl,csl,1
afg,dge,gsg,1
afg,fsl,fse,1
afg,gsl,gss,1
afg,ics,icl,1
afg,ipi,ins,1
afg,ipk,pks,1
afg,irs,isg,1
afg,iss,isr,1
afg,kkl,bqy,1
afg,ksl,xki,1
afg,lgp,psr,1
afg,lii,ise,1
afg,lsa,aed,1
afg,lsb,bzs,1
afg,lse,ssp,1
afg,lsf,fsl,1
afg,lsq,fcs,1
afg,ned,dse,1
afg,nih,jsl,1
afg,nte,nsl,1
afg,nzs,nzs,1
afg,psl,psd,1
afg,rsl,rsl,1
afg,ssl,kvk,1
afg,svt,swl,1
afg,ths,tsq,1
afg,tsl,tza,1
afg,tui,tsm,1
afg,tzi,tss,1
afg,ugs,ugn,1
afg,usl,uks,1
afg,vla,vgt,1
afi,kai,kct,2
afi,kie,geb,2
afi,mkr,msy,2
afi,rao,rao,2
afi,wtm,wax,2
afn,def,afn,0
afo,ido,idu,2
afo,ige,ige,2
afr,afr,afr,0
afs,jcr,jam,3
afs,mce,bzj,3
afs,ndy,djk,3
afs,npi,pcm,3
afs,sra,srn,3
aft,nyi,nyi,1
afu,cum,ncu,2
afu,nkn,nko,2
afz,obk,afz,0
aga,eno,eno,1
aga,kar,kah,1
aga,shb,sbf,1
aga,yrr,yae,1
agb,agb,agb,0
agc,ido,idu,1
agc,ige,ige,1
agd,aga,agd,0
age,kew,kjs,1
agf,adz,adz,2
agf,aji,aji,2
agf,alk,apr,2
agf,all,nrz,2
agf,aln,alp,2
agf,ama,aie,2
agf,aml,omb,2
agf,amq,amk,2
agf,anj,aty,2
agf,ari,laz,2
agf,ark,akr,2
agf,aro,aia,2
agf,arx,alu,2
agf,atc,upv,2
agf,aul,aul,2
agf,ayw,nfl,2
agf,bik,bhw,2
agf,bim,bhp,2
agf,bnn,bcm,2
agf,bui,bzq,2
agf,bum,tkw,2
agf,buu,mhs,2
agf,bvi,wiv,2
agf,cem,cam,2
agf,ckh,mrn,2
agf,crl,cal,2
agf,cuu,chk,2
agf,dob,kvo,2
agf,dre,dhv,2
agf,erk,erk,2
agf,err,erg,2
agf,fij,fij,2
agf,fiw,wyy,2
agf,frd,frd,2
agf,fue,fud,2
agf,fut,fut,2
agf,gap,pwg,2
agf,gel,nlg,2
agf,gmw,gvs,2
agf,hal,hla,2
agf,haw,haw,2
agf,hoa,hoa,2
agf,iaa,iai,2
agf,idn,viv,2
agf,irr,irh,2
agf,jab,jae,2
agf,kam,xbr,2
agf,kap,kcl,2
agf,kau,pss,2
agf,ked,ksx,2
agf,kei,kei,2
agf,kel,sbc,2
agf,keo,xxk,2
agf,kkt,kkk,2
agf,kkv,khl,2
agf,klv,kij,2
agf,koo,kvv,2
agf,kos,kos,2
agf,kpn,kpg,2
agf,kra,leu,2
agf,krb,gil,2
agf,krr,kxa,2
agf,ksr,kje,2
agf,kwa,kwd,2
agf,kwr,tnk,2
agf,lab,lbu,2
agf,lau,llu,2
agf,len,tnl,2
agf,let,lti,2
agf,lew,lww,2
agf,lga,ojv,2
agf,lgu,lgu,2
agf,lmh,slp,2
agf,lmu,lmu,2
agf,lnw,crc,2
agf,lon,los,2
agf,lou,loj,2
agf,lrk,alo,2
agf,mae,mme,2
agf,mao,mri,2
agf,mke,mek,2
agf,mlu,mgl,2
agf,mmb,mna,2
agf,mng,mqy,2
agf,mnm,mva,2
agf,mnv,mvn,2
agf,moa,mte,2
agf,mok,mkj,2
agf,mor,mhz,2
agf,mrq,mrq,2
agf,msh,mah,2
agf,msm,msu,2
agf,msn,mbq,2
agf,mtk,mjk,2
agf,mtu,meu,2
agf,mus,emi,2
agf,muy,myw,2
agf,mwo,mlv,2
agf,mxe,mxe,2
agf,mya,slz,2
agf,nak,nak,2
agf,nal,nal,2
agf,nau,nau,2
agf,nbb,nmb,2
agf,nbk,ntu,2
agf,ndr,fij,2
agf,neh,nsn,2
agf,nel,nee,2
agf,ngd,nxg,2
agf,ngu,llp,2
agf,nif,num,2
agf,niu,niu,2
agf,nkr,nkr,2
agf,nne,nen,2
agf,nnm,tvl,2
agf,nua,nni,2
agf,nyl,yly,2
agf,pat,ptp,2
agf,pgl,pif,2
agf,pil,piv,2
agf,plh,plh,2
agf,pms,pma,2
agf,poa,fwa,2
agf,poh,pon,2
agf,psw,psw,2
agf,pta,duf,2
agf,ptp,gfk,2
agf,pul,puw,2
agf,rag,lml,2
agf,rap,rap,2
agf,rnn,mnv,2
agf,ror,rro,2
agf,rot,rtm,2
agf,rov,rug,2
agf,rti,twu,2
agf,saa,apb,2
agf,sak,sku,2
agf,sam,smo,2
agf,saw,hvn,2
agf,sea,tvk,2
agf,sik,ski,2
agf,sio,xsi,2
agf,sir,sjr,2
agf,sis,baa,2
agf,slb,sbe,2
agf,sng,snc,2
agf,sob,sob,2
agf,son,sov,2
agf,sru,slu,2
agf,sud,tgo,2
agf,sur,sgz,2
agf,swi,szw,2
agf,tab,mky,2
agf,taf,sps,2
agf,tah,tah,2
agf,tak,tbc,2
agf,taw,tbo,2
agf,tbt,tti,2
agf,teo,tio,2
agf,tga,hrc,2
agf,tgk,tgc,2
agf,tgn,tzn,2
agf,tgw,txn,2
agf,tin,cir,2
agf,tke,tkl,2
agf,tla,ksd,2
agf,tmm,mla,2
agf,tng,ton,2
agf,tnk,lcm,2
agf,tns,nwi,2
agf,toq,mlu,2
agf,tse,aoz,2
agf,ttd,tet,2
agf,ttn,tet,2
agf,tua,pmt,2
agf,tum,tmq,2
agf,tvl,tvl,2
agf,uli,uli,2
agf,ura,uur,2
agf,vnm,vnm,2
agf,wed,wed,2
agf,wet,lex,2
agf,wll,wls,2
agf,wol,woe,2
agf,wrp,wrp,2
agf,xar,ane,2
agf,yap,yap,2
agf,ymd,jmd,2
agg,ang,agg,0
agh,leb,agh,0
agi,bhu,unr,1
agi,ho,hoc,1
agi,mun,unr,1
agi,stl,sat,1
agj,amh,amh,1
agk,bkl,bcl,1
agl,nmd,smq,1
agm,ant,agm,0
agn,agc,agt,2
agn,agd,duo,2
agn,akl,akl,2
agn,bat,bya,2
agn,bgz,bdg,2
agn,biq,bps,2
agn,bkd,bkd,2
agn,bkl,bcl,2
agn,blg,blw,2
agn,bnt,bnq,2
agn,btk,ebk,2
agn,btk,lbk,2
agn,btk,obk,2
agn,btk,rbk,2
agn,btk,vbk,2
agn,ceb,ceb,2
agn,dca,dgc,2
agn,grt,gor,2
agn,hil,hil,2
agn,hnn,hnn,2
agn,ibn,ibg,2
agn,ifu,ifb,2
agn,ilo,ilo,2
agn,isn,isd,2
agn,itw,itv,2
agn,iva,ivv,2
agn,ivs,ivv,2
agn,kao,kyj,2
agn,kky,kne,2
agn,kpm,pam,2
agn,kuz,mbt,2
agn,mgd,mog,2
agn,mgn,mdh,2
agn,mmn,mmn,2
agn,mrn,mrw,2
agn,mwb,mbb,2
agn,pnn,pag,2
agn,sgr,sxn,2
agn,tag,tgl,2
agn,tbo,tbl,2
agn,tgb,tbw,2
agn,tld,tld,2
agn,tno,tdn,2
agn,tnt,tnt,2
agn,tor,rth,2
agn,try,tiy,2
agn,tsg,tsg,2
agn,wwy,war,2
agn,ymi,tao,2
ago,ape,apz,1
ago,bry,byr,1
ago,ham,hmt,1
ago,mey,mcr,1
agq,agh,agq,0
ags,tiv,tiv,1
agt,agc,agt,0
agu,agu,agu,0
agv,kpm,pam,2
agw,aro,aia,1
agx,agl,agx,0
agy,blg,blw,2
agy,btk,ebk,2
agy,btk,lbk,2
agy,btk,obk,2
agy,btk,rbk,2
agy,btk,vbk,2
agy,ifu,ifb,2
agy,kao,kyj,2
agy,kky,kne,2
agy,pnn,pag,2
agz,bkl,bcl,2
aha,anu,cko,2
aha,ayi,any,2
aha,ble,bci,2
ahb,atc,upv,1
ahb,aul,aul,1
ahb,mae,mme,1
ahb,psw,psw,1
ahg,kem,ahg,0
ahh,ahu,ahh,0
ahi,aiz,ahp,1
ahk,akh,ahk,0
ahl,kpo,kpo,1
ahm,aiz,ahp,1
ahn,ise,its,2
ahn,yor,yor,2
aho,khn,kkh,1
aho,lao,lao,1
aho,lu,khb,1
aho,sha,shn,1
aho,tha,tha,1
ahp,aiz,ahp,0
ahr,bgi,bgq,2
ahr,bhi,bhb,2
ahr,dgi,dgo,2
ahr,dmk,dmk,2
ahr,dom,rmt,2
ahr,goj,gju,2
ahr,guj,guj,2
ahr,kum,kfy,2
ahr,lmn,lmn,2
ahr,mwc,mke,2
ahr,pan,pan,2
ahr,rav,rmn,2
ahr,rbg,rmo,2
ahr,rbu,rmn,2
ahr,rka,rmy,2
ahr,rlo,rmy,2
ahr,rnr,rml,2
ahr,rwe,rmw,2
ahr,skw,swv,2
ahr,vas,vas,2
ahs,kgm,kdm,2
aht,aht,aht,0
aia,aro,aia,0
aib,ayn,aib,0
aic,amn,amn,2
aic,awy,auw,2
aic,imo,imn,2
aic,mem,jet,2
aic,wrs,wrs,2
aid,agt,lnj,1
aid,lnj,lnj,1
aid,uhi,urf,1
aie,ama,aie,0
aif,au,avt,2
aif,nin,niz,2
aif,olo,ong,2
aif,urt,urt,2
aif,wal,van,2
aif,yil,yll,2
aig,jcr,jam,3
aig,mce,bzj,3
aig,ndy,djk,3
aig,npi,pcm,3
aig,sra,srn,3
aih,don,kmc,1
aih,kzh,doc,1
aih,mul,mlm,1
aih,sui,swi,1
aii,nsy,aii,0
aij,naj,aij,0
aik,mdz,mda,2
ail,edo,etr,1
ail,kll,bco,1
aim,chs,csy,1
aim,cti,ctd,1
aim,pte,pck,1
aim,ral,ral,1
aim,thd,tcz,1
ain,ain,ain,0
aio,khn,kkh,1
aio,lao,lao,1
aio,lu,khb,1
aio,sha,shn,1
aio,tha,tha,1
aip,kti,yon,2
aip,mpt,mpt,2
aip,tif,tif,2
aip,tlf,tlf,2
aiq,dri,prs,1
aiq,prs,pes,1
aiq,taj,tgk,1
air,kwb,kwe,2
ais,ami,ami,1
ait,kna,ktn,1
aiw,aar,aiw,0
aix,kau,pss,1
aiy,ngb,nga,1
aja,aja,aja,0
ajg,ajg,ajg,0
aji,aji,aji,0
ajn,gnn,gww,2
ajn,ung,ung,2
ajn,wor,wro,2
ajp,apa,ajp,0
ajp,arv,ajp,0
ajt,abb,shu,1
ajt,abe,apc,1
ajt,abh,abv,1
ajt,aeg,arz,1
ajt,ael,ayl,1
ajt,ahs,mey,1
ajt,ako,acy,1
ajt,amr,ary,1
ajt,ams,arb,1
ajt,anl,apc,1
ajt,apa,ajp,1
ajt,arg,afb,1
ajt,arh,acw,1
ajt,arj,afb,1
ajt,arl,apc,1
ajt,arn,shu,1
ajt,arq,acm,1
ajt,ars,ayn,1
ajt,arv,ajp,1
ajt,asy,apc,1
ajt,atu,aeb,1
ajt,mlt,mlt,1
aju,abb,shu,1
aju,abe,apc,1
aju,abh,abv,1
aju,aeg,arz,1
aju,ael,ayl,1
aju,ahs,mey,1
aju,ako,acy,1
aju,amr,ary,1
aju,ams,arb,1
aju,anl,apc,1
aju,apa,ajp,1
aju,arg,afb,1
aju,arh,acw,1
aju,arj,afb,1
aju,arl,apc,1
aju,arn,shu,1
aju,arq,acm,1
aju,ars,ayn,1
aju,arv,ajp,1
aju,asy,apc,1
aju,atu,aeb,1
aju,mlt,mlt,1
ajw,miy,mkf,1
ajw,paa,pqa,1
ajz,mik,mjw,1
aka,anu,cko,2
aka,ayi,any,2
aka,ble,bci,2
akb,bto,bbc,1
akc,mpu,akc,0
akd,agb,agb,2
akd,koh,bcs,2
ake,akw,ake,0
akf,ido,idu,2
akf,ige,ige,2
akg,kam,xbr,1
akh,kew,kjs,1
aki,rao,rao,1
akj,akc,aci,1
akl,akl,akl,0
akm,akc,aci,1
ako,tir,tri,1
akp,llm,lef,1
akq,nam,nnm,1
akr,ark,akr,0
aks,ncm,bud,1
akt,kau,pss,3
aku,juk,jbu,2
aku,kpa,kpk,2
akv,axv,akv,0
akw,aka,axk,2
akw,bbl,bvx,2
akw,bob,bni,2
akw,bol,bli,2
akw,bsh,buf,2
akw,dok,ngc,2
akw,leb,agh,2
akw,lin,lin,2
akw,mdw,mdw,2
akw,mgo,lol,2
akw,nbe,ngc,2
akw,nto,nto,2
akw,sgl,szg,2
akw,tet,tll,2
akx,akk,akx,0
aky,akb,abj,1
aky,akk,akx,1
aky,apk,apq,1
aky,gan,apq,1
akz,abm,akz,0
ala,ido,idu,1
ala,ige,ige,1
ald,ald,ald,0
ale,aea,ale,0
ale,ale,ale,0
alf,agb,agb,2
alf,efi,efi,2
alf,gok,gkn,2
alf,ibi,ibb,2
alf,kan,ogo,2
alf,koh,bcs,2
alf,obg,ogu,2
alf,obo,ann,2
alf,ogb,ogb,2
alh,alw,alh,0
ali,usa,wnu,2
alj,agc,agt,2
alj,agd,duo,2
alj,akl,akl,2
alj,bat,bya,2
alj,bgz,bdg,2
alj,biq,bps,2
alj,bkd,bkd,2
alj,bkl,bcl,2
alj,blg,blw,2
alj,bnt,bnq,2
alj,btk,ebk,2
alj,btk,lbk,2
alj,btk,obk,2
alj,btk,rbk,2
alj,btk,vbk,2
alj,ceb,ceb,2
alj,dca,dgc,2
alj,grt,gor,2
alj,hil,hil,2
alj,hnn,hnn,2
alj,ibn,ibg,2
alj,ifu,ifb,2
alj,ilo,ilo,2
alj,isn,isd,2
alj,itw,itv,2
alj,iva,ivv,2
alj,ivs,ivv,2
alj,kao,kyj,2
alj,kky,kne,2
alj,kpm,pam,2
alj,kuz,mbt,2
alj,mgd,mog,2
alj,mgn,mdh,2
alj,mmn,mmn,2
alj,mrn,mrw,2
