round,variable,type,value,label,country,lang_name,iso_639_3,glottocode,wals,n_resp,prop
5,Q116OTHER,interviewer_other,,BAJJU,NG,bajju,kaj,jjuu1238,gwo,50,0.020298382702983828
5,Q116OTHER,interviewer_other,,BASSA,NG,bassa,bzw,basa1282,duk,70,0.029317449459841164
5,Q116OTHER,interviewer_other,,BURAH,NG,burah,bwr,bura1292,bpa,25,0.011520960948542942
5,Q116OTHER,interviewer_other,,IZERE,NG,izere,izr,izer1241,gwo,40,0.016707375167073754
5,Q116OTHER,interviewer_other,,JABA,NG,jaba,ldb,idun1241,kgm,50,0.020298382702983828
5,Q116OTHER,interviewer_other,,JARAWA,NG,jarawa,jgk jjr,jara1263,jar,20,0.008353687583536877
5,Q116OTHER,interviewer_other,,JUKUN,NG,jukun,jbu,juku1254,juk,26,0.011138663444719967
5,Q116OTHER,interviewer_other,,KORO,NG,koro,ahs bqv ldb yes,koro1301,kgm,50,0.020298382702983828
5,Q116OTHER,interviewer_other,,NGAS,NG,ngas,anc,ngas1240,anc,38,0.015980780993141142
5,Q116OTHER,interviewer_other,,RON,NG,ron,cla,ronn1241,ron,20,0.008353687583536877
5,Q116OTHER,interviewer_other,,SAYAWA,NG,sayawa,say,saya1246,bad miy ngz paa,26,0.011138663444719967
5,Q116OTHER,interviewer_other,,ZURU,NG,zuru,dri,lila1245,duk,38,0.015980780993141142
5,Q116OTHER,interviewer_other,,"",SD,"",und,,,1199,1
5,Q116OTHER,interviewer_other,,"",SL,"",und,,,1190,1
5,Q116OTHER,interviewer_other,,"",SN,"",und,,,1200,1
5,Q116OTHER,interviewer_other,,"",SZ,"",und,,,1200,1
5,Q116OTHER,interviewer_other,,"",TG,"",und,,,1150,0.9588190620505761
5,Q116OTHER,interviewer_other,,ANYANGA,TG,anyanga,ayg,giny1241,cum,50,0.04118093794942388
5,Q116OTHER,interviewer_other,,"",TN,"",und,,,1200,1
5,Q116OTHER,interviewer_other,,"",TZ,"",und,,,2222,0.9180983568433552
5,Q116OTHER,interviewer_other,,KIJITA,TZ,kijita,jit,jita1239,gus,89,0.03995912773804723
5,Q116OTHER,interviewer_other,,KILURI,TZ,kiluri,kya,ruri1238,gus,89,0.04194251541859761
5,Q116OTHER,interviewer_other,,"",UG,"",und,,,2364,0.9851812052939054
5,Q116OTHER,interviewer_other,,RUFUMBIIRA,UG,rufumbiira,kin,rufu1238,kin,36,0.014818794706094488
5,Q116OTHER,interviewer_other,,"",ZA,"",und,,,2399,1
5,Q116OTHER,interviewer_other,,"",ZM,"",und,,,1168,0.9748757869697549
5,Q116OTHER,interviewer_other,,NYIKA,ZM,nyika,nih nkv,cent2285,nyh,32,0.025124213030245153
5,Q116OTHER,interviewer_other,,"",ZW,"",und,,,2400,1
5,Q2,respondent,2,French,BF,french,fra,stan1290,fre,60,0.04889945571018134
5,Q2,respondent,11,Bobo,BF,bobo,bbo bwq,bobo1253,bbf,21,0.016701474517277316
5,Q2,respondent,13,Dioula,BF,dioula,dyu,dyul1238,dyu,69,0.05613999794425146
5,Q2,respondent,15,Fulfuldé,BF,fulfuldé,fuh,west2454,fbf,82,0.07135132188654865
5,Q2,respondent,16,Haoussa,BF,haoussa,hau,haus1257,hau,3,0.0022098087674705356
5,Q2,respondent,25,Lobi,BF,lobi,lob,lobi1245,lob,19,0.015793744475622748
5,Q2,respondent,32,Sénoufo,BF,sénoufo,kza sen sep seq xrb,senu1239,dym naf nrg snd sup tny,14,0.011747942255676694
5,Q2,respondent,180,Mooré,BF,mooré,mos,moss1236,moo,619,0.5214344734122142
5,Q2,respondent,183,Gulmacema,BF,gulmacema,gux,gour1243,grm,62,0.049152456201011295
5,Q2,respondent,184,Gourounsi,BF,gourounsi,gur,fare1241,grn,67,0.05224609172680338
5,Q2,respondent,185,Bissa,BF,bissa,bib,biss1248,bis,46,0.0432802159960896
5,Q2,respondent,186,Birifor,BF,birifor,bfo,malb1235,dga,1,5.494423558260075e-4
5,Q2,respondent,187,Bwamu,BF,bwamu,bmq box,bwam1247,kfe,40,0.028066986462959104
5,Q2,respondent,188,Dagari,BF,dagari,dgi,nort2780,dga,22,0.015539804893126136
5,Q2,respondent,189,Fulse,BF,fulse,kfz,koro1298,kfe,4,0.0034721989357870374
5,Q2,respondent,190,Goin,BF,goin,cme,cerm1238,kir,5,0.0056362370015915165
5,Q2,respondent,191,Karaboro,BF,karaboro,kza xrb,kara1479,tny,1,0.001091165029985451
5,Q2,respondent,192,Kassena,BF,kassena,xsm,kase1253,xsm,6,0.004982815574933562
5,Q2,respondent,194,Marka,BF,marka,rkm,mark1256,bam dyu mka mnk,2,0.0014712367741470502
5,Q2,respondent,195,Samo,BF,samo,sbd stj sym,mand1437,bok bus,13,0.011355617841515259
5,Q2,respondent,197,Sonrai,BF,sonrai,hmb,humb1243,kse zar,1,9.248948174876679e-4
5,Q2,respondent,198,Toussian,BF,toussian,tsp wib,tusi1238,tou tow,8,0.005515193937426464
5,Q2,respondent,199,Dafing,BF,dafing,rkm,mark1256,bam dyu mka mnk,19,0.01841094319475452
5,Q2,respondent,9995,Others,BF,others,und,,,16,0.014026480287312982
5,Q2,respondent,2,French,BI,french,fra,stan1290,fre,3,0.002909906837103403
5,Q2,respondent,4,Kiswahili,BI,kiswahili,swh,swah1253,swa,3,0.002492739354572874
5,Q2,respondent,1180,Kirundi,BI,kirundi,run,rund1242,rnd,1194,0.9945973538083237
5,Q2,respondent,1,English,BJ,english,eng,stan1293,eng,2,0.0012366735678535164
5,Q2,respondent,2,French,BJ,french,fra,stan1290,fre,16,0.012900931520285116
5,Q2,respondent,6,Adja,BJ,adja,ajg,ajab1235,ajg,184,0.16014950780354967
5,Q2,respondent,14,Fon,BJ,fon,fon,fonn1241,fon,504,0.41008146947611396
5,Q2,respondent,39,Yoruba,BJ,yoruba,yor,yoru1245,yor,156,0.13207758502545422
5,Q2,respondent,102,Bariba,BJ,bariba,bba,baat1238,brb,105,0.09163850406916525
5,Q2,respondent,103,Dendi,BJ,dendi,ddn,dend1243,zar,78,0.06431796880107245
5,Q2,respondent,105,Otamari,BJ,otamari,tbz,dita1238,ntn,70,0.05230720115471755
5,Q2,respondent,106,Peulh,BJ,peulh,fue fuh,fula1264,fbf fgo fgu fma fni fum,39,0.03621226193800689
5,Q2,respondent,107,Yoa,BJ,yoa,pil,yomm1242,bmb grm kkb ncm,28,0.022866099108257484
5,Q2,respondent,108,Boo,BJ,boo,bqc,boko1266,bok,6,0.0059713577372232695
5,Q2,respondent,9995,Others,BJ,others,und,,,12,0.010240439798300645
5,Q2,respondent,-1,Missing,BW,missing,und,,,2,0.0016953279956708148
5,Q2,respondent,1,English,BW,english,eng,stan1293,eng,10,0.008342263483063933
5,Q2,respondent,7,Afrikaans,BW,afrikaans,afr,afri1274,afr,1,7.378082603482932e-4
5,Q2,respondent,33,Setswana,BW,setswana,tsn,tswa1253,tsw,927,0.7750003283179507
5,Q2,respondent,141,Sesarwa,BW,sesarwa,hio,tsoa1238,det,16,0.010175692586813142
5,Q2,respondent,142,Sekgalagadi,BW,sekgalagadi,xkv,nucl1377,tsw,55,0.041075451991287024
5,Q2,respondent,143,Sesubia,BW,sesubia,sbs,subi1246,sub,6,0.004037265228908802
5,Q2,respondent,144,Ikalanga/Sekala,BW,ikalanga/sekala,kck,ikal1242,klz,118,0.1025665114935989
5,Q2,respondent,145,Seherero,BW,seherero,her,here1253,her,5,0.004953546042239034
5,Q2,respondent,146,Sembukushu,BW,sembukushu,mhw,mbuk1240,luc luv loz kwn sub,15,0.011391754679270769
5,Q2,respondent,147,Sebirwa,BW,sebirwa,brl,birw1238,stn,17,0.016068814594716572
5,Q2,respondent,148,Sengologa,BW,sengologa,xkv,ngol1245,tsw,3,0.0027192749693282624
5,Q2,respondent,149,Seyeyi,BW,seyeyi,yey,yeyi1239,yey,6,0.004138987153776449
5,Q2,respondent,151,Sekgothu,BW,sekgothu,naq,nama1264,kho,2,0.0018643422235406885
5,Q2,respondent,152,Setswapong,BW,setswapong,two,tswa1237,stn,6,0.0044275364042516896
5,Q2,respondent,9995,Others,BW,others,und,,,11,0.010805094575234864
5,Q2,respondent,2,French,CI,french,fra,stan1290,fre,147,0.12766635903873078
5,Q2,respondent,9,Bambara,CI,bambara,bam,bamb1269,bam,3,0.0019379090395998907
5,Q2,respondent,13,Dioula,CI,dioula,dyu,dyul1238,dyu,224,0.1791186255788171
5,Q2,respondent,25,Lobi,CI,lobi,lob,lobi1245,lob,7,0.005234096775613754
5,Q2,respondent,32,Sénoufo,CI,sénoufo,dyi plr seb sef sev tgw,senu1239,dym naf nrg snd sup tny,93,0.07994189479317232
5,Q2,respondent,1260,Abbey,CI,abbey,aba,abee1242,abd adi,22,0.021814744013361614
5,Q2,respondent,1261,Abron,CI,abron,abr,abro1238,akn,11,0.011803840374582085
5,Q2,respondent,1262,Adjoukrou,CI,adjoukrou,adj,adio1239,adi,14,0.010178698584020708
5,Q2,respondent,1263,Agni,CI,agni,any,anyi1245,ayi,64,0.05004359973012815
5,Q2,respondent,1264,Attié,CI,attié,ati,atti1239,abd adi akn ald anu avk ayi ble cum nkn,39,0.029308334404526862
5,Q2,respondent,1265,Avikam,CI,avikam,avi,avik1243,avk,2,0.001361254884344834
5,Q2,respondent,1267,Baoulé,CI,baoulé,bci,baou1238,ble,174,0.14247322206656118
5,Q2,respondent,1268,Bété,CI,bété,bet bev btg,bete1265,bet,69,0.06125169744944416
5,Q2,respondent,1269,Dida,CI,dida,dic gud,dida1245,vat,23,0.019926314450510015
5,Q2,respondent,1270,Godié,CI,godié,god,godi1239,ddj,7,0.0037011131039750653
5,Q2,respondent,1271,Gouro,CI,gouro,goa,guro1248,gro,15,0.012253446793145044
5,Q2,respondent,1273,Guéré,CI,guéré,gxx wec,guer1240,gue,53,0.04148675500700247
5,Q2,respondent,1274,Koulango,CI,koulango,kzc nku,kula1277,bmb brb buy dga dgb grm grn kby kfe kir kkb kni kow lob lye mmp moo ncm nnn ntn ssa tem tmp tou tow vag wwa xsm,37,0.02802164117278168
5,Q2,respondent,1275,Kroumen,CI,kroumen,pye ted,ivor1240,grb,23,0.020139724349704895
5,Q2,respondent,1279,Yacouba,CI,yacouba,dnj,dann1241,dbw,41,0.03971364445150087
5,Q2,respondent,1280,Wobe,CI,wobe,wob,weno1238,wob,18,0.015092981061807348
5,Q2,respondent,1281,Ebrie,CI,ebrie,ebr,ebri1238,akn anu ayi ble cum nkn,14,0.008830647923038575
5,Q2,respondent,1282,Djimini,CI,djimini,dyi,djim1235,dym,11,0.00882583469566602
5,Q2,respondent,1283,Bakwe,CI,bakwe,bjw,bakw1243,bet ddj ney vat,11,0.010821343475461381
5,Q2,respondent,1284,Ahizi,CI,ahizi,ahi ahm ahp,aizi1248,bet ddj grb gue kla ney vat wob,8,0.0056140114309383045
5,Q2,respondent,1285,Gniaboua,CI,gniaboua,nwb,nyab1255,gue wob,9,0.01111163674429127
5,Q2,respondent,1286,Kouzie,CI,kouzie,nwb,nyab1255,gue wob,7,0.008742314949916447
5,Q2,respondent,1287,Koyaka,CI,koyaka,kga,koya1253,mka,9,0.0062458067808974374
5,Q2,respondent,1288,Mbatto,CI,mbatto,gwa,mbat1247,akn anu ayi ble cum nkn,8,0.009415890474954983
5,Q2,respondent,1289,Mahouka,CI,mahouka,mxx,maho1250,mka,7,0.005408543582437674
5,Q2,respondent,9995,Others,CI,others,und,,,30,0.022514072819067137
5,Q2,respondent,1,English,CM,english,eng,stan1293,eng,11,0.009269055068056142
5,Q2,respondent,2,French,CM,french,fra,stan1290,fre,187,0.16583613894495017
5,Q2,respondent,10,Bassa,CM,bassa,bas,basa1284,bas,30,0.01649804526265655
5,Q2,respondent,16,Haoussa,CM,haoussa,hau,haus1257,hau,13,0.009242444679721214
5,Q2,respondent,1220,Foufoulde,CM,foufoulde,fub,adam1253,fgo fni,148,0.13054393229116598
5,Q2,respondent,1221,Pidgin,CM,pidgin,wes,came1254,npi,10,0.009016124044707634
5,Q2,respondent,1222,Ewondo,CM,ewondo,ewo,ewon1239,ewo,68,0.06870140367578874
5,Q2,respondent,1223,Bafang,CM,bafang,fmp,fefe1239,fef,17,0.013271048115796262
5,Q2,respondent,1224,Douala,CM,douala,dua,dual1243,dua,15,0.014418755686698457
5,Q2,respondent,1225,Bafia,CM,bafia,ksf,bafi1243,bfi,12,0.011717428319036377
5,Q2,respondent,1226,Bafut,CM,bafut,bfd,bafu1246,baf,5,0.0031442307743553203
5,Q2,respondent,1227,Bagangte,CM,bagangte,byv,medu1238,fef yem,17,0.01032566563561954
5,Q2,respondent,1228,Bakundu,CM,bakundu,bdu,loku1238,ldo,11,0.014261364807522348
5,Q2,respondent,1229,Bamileke,CM,bamileke,bbj bko byv fmp jgo nla nnh nnz nwe xmg ybb,bami1239,fef yem,11,0.007937097909642891
5,Q2,respondent,1230,Bamoun,CM,bamoun,bax,bamu1253,bmn,19,0.014229960315853796
5,Q2,respondent,1231,Bandjoun,CM,bandjoun,bbj,ghom1247,fef yem,9,0.008677173226353963
5,Q2,respondent,1232,Bangwa,CM,bangwa,nge nnz,mbam1249,baf bmn fef mbi mbz mgk mkq yba yem,10,0.007726118900463566
5,Q2,respondent,1233,Banso,CM,banso,lns,lamn1239,lns,10,0.010933730444822692
5,Q2,respondent,1235,Batanga,CM,batanga,bnm,bata1285,bga,5,0.0056702602603402145
5,Q2,respondent,1236,Bayangi,CM,bayangi,ken,keny1279,kyg,11,0.008325216652999512
5,Q2,respondent,1237,Bulu,CM,bulu,bum,bulu1251,buw,22,0.018115275296086916
5,Q2,respondent,1238,Dschang,CM,dschang,ybb,fore1267,yem,8,0.007007158626253763
5,Q2,respondent,1239,Eton,CM,eton,eto,eton1253,buw ewo,34,0.02643932288741969
5,Q2,respondent,1240,Fali,CM,fali,fal fll,adam1254,aiz,16,0.013706351814989047
5,Q2,respondent,1241,Fong,CM,fong,ewo,fong1242,ewo,7,0.0049110613786279966
5,Q2,respondent,1242,Gbaya,CM,gbaya,gya,nort2775,gbk,12,0.012892639349940224
5,Q2,respondent,1243,Guidar,CM,guidar,gid,gida1247,gdr,19,0.01078185658814691
5,Q2,respondent,1244,Guiziga,CM,guiziga,gis giz,maro1246,giz,17,0.012869280550772156
5,Q2,respondent,1246,Kapsiki,CM,kapsiki,kvj,psik1239,ban,17,0.01963409190534471
5,Q2,respondent,1247,Kotoko,CM,kotoko,kot kqx mpi msv mxf aal,koto1263,lag,11,0.010383051340622982
5,Q2,respondent,1249,Mafa,CM,mafa,maf,mafa1239,dab gnd gud hna ter,24,0.01687822444767936
5,Q2,respondent,1250,Maka,CM,maka,mcp,maka1304,mkz,14,0.011535943229858821
5,Q2,respondent,1251,Mankon,CM,mankon,nge,ngem1255,mkq,6,0.005048311720302899
5,Q2,respondent,1252,Massa,CM,massa,mcn,masa1322,lam,7,0.003411798268538041
5,Q2,respondent,1253,Mbouda,CM,mbouda,jgo nla nnh,bami1239,fef yem,8,0.0077849364088004285
5,Q2,respondent,1254,Mboum,CM,mboum,mdd,mbum1254,mbm,7,0.005939298978689691
5,Q2,respondent,1255,Mobakoh,CM,mobakoh,mqb,mbuk1243,ban bpa bud dab gdf gdr giz gnd gud hdi hna klb ktk lag lmg mbr mda mgu mlg mof mrg pod ter uld,9,0.008529759410511784
5,Q2,respondent,1256,Moudang,CM,moudang,mua,mund1325,mdg,18,0.012761860114932378
5,Q2,respondent,1257,Ngueba,CM,ngueba,nnh,ngie1241,fef yem,7,0.007129956302927797
5,Q2,respondent,1258,Njikwa,CM,njikwa,ngn,ngwo1241,mud,5,0.0015476367709261916
5,Q2,respondent,1259,Lamnso,CM,lamnso,lns,lamn1239,lns,17,0.014694163740881649
5,Q2,respondent,2220,Tikari,CM,tikari,tik,tika1246,tik,5,0.007611310646290011
5,Q2,respondent,2221,Toupouri,CM,toupouri,tui,tupu1244,tpr,38,0.023266199125562638
5,Q2,respondent,2222,Yamba,CM,yamba,yam,yamb1251,yba,24,0.01805492560524996
5,Q2,respondent,9995,Others,CM,others,und,,,226,0.177672393679827
5,Q2,respondent,9999,Don't know,CM,don't know,und,,,3,0.0016479967942655462
5,Q2,respondent,3,Portuguese,CV,portuguese,por,port1283,por,2,0.0014489680702912534
5,Q2,respondent,220,Crioulo,CV,crioulo,kea,kabu1256,por,1206,0.9985510319297086
5,Q2,respondent,2,French,DZ,french,fra,stan1290,fre,13,0.009135761774182734
5,Q2,respondent,5,Arabic,DZ,arabic,arq,alge1239,atu,1097,0.9291452043685728
5,Q2,respondent,8,Amazigh,DZ,amazigh,kab,kaby1243,kbl,94,0.061719033857244435
5,Q2,respondent,5,Arabic,EG,arabic,arz,egyp1253,aeg,1190,1
5,Q2,respondent,1,English,GH,english,eng,stan1293,eng,16,0.007642040651672747
5,Q2,respondent,17,Hausa,GH,hausa,hau,haus1257,hau,45,0.021915592824668456
5,Q2,respondent,21,Konkomba,GH,konkomba,xon,konk1269,kkb,48,0.013954868372856567
5,Q2,respondent,260,Akan,GH,akan,aka,akan1250,akn,1279,0.5452300985343885
5,Q2,respondent,261,Ewe,GH,ewe,ewe,ewee1241,ewe,320,0.13213944746840087
5,Q2,respondent,262,Ga/Dangbe,GH,ga/dangbe,ada gaa,gada1257,ga,171,0.07841279786529168
5,Q2,respondent,263,Dagbani,GH,dagbani,dag,dagb1246,dgb,151,0.05767765531491861
5,Q2,respondent,265,Dagaree,GH,dagaree,dga,sout2789,dga,81,0.031682164845031086
5,Q2,respondent,266,Waala,GH,waala,wlx,wali1263,dga,5,0.002365783178577943
5,Q2,respondent,267,Moshie,GH,moshie,mos,moss1236,moo,9,0.003938891609426714
5,Q2,respondent,268,Sissala,GH,sissala,sil ssl,sisa1248,ssa,5,0.0023808465507626003
5,Q2,respondent,269,Kotonkoli,GH,kotonkoli,kdh,temm1241,tem,7,0.0028091393201427656
5,Q2,respondent,270,Talensi,GH,talensi,gur,fare1241,grn,11,0.0037774923851933285
5,Q2,respondent,271,Kasina,GH,kasina,xsm,kase1253,xsm,5,0.0022881158627089723
5,Q2,respondent,272,Frafra,GH,frafra,gur,fraf1238,grn,27,0.011731351106265624
5,Q2,respondent,273,Gruni,GH,gruni,gur,guru1262,grn,24,0.009229019782442496
5,Q2,respondent,274,Bimoba,GH,bimoba,bim,bimo1239,bmb,2,5.348069666518237e-4
5,Q2,respondent,275,Bulsa,GH,bulsa,bwu,buli1254,buy,20,0.0050855277719649315
5,Q2,respondent,276,Nabdam,GH,nabdam,gur,fare1241,grn,7,0.002425916235736483
5,Q2,respondent,277,Kusasi,GH,kusasi,kus,kusa1250,dgb mmp,52,0.020701739303313264
5,Q2,respondent,278,Mampruli,GH,mampruli,maw,mamp1244,mmp,25,0.009971423751596594
5,Q2,respondent,280,Guan,GH,guan,gwx,guaa1238,nkn,5,0.002084381838386
5,Q2,respondent,281,Gonja,GH,gonja,gjn,gonj1241,cum nkn,13,0.004888888833892634
5,Q2,respondent,282,Nzema,GH,nzema,nzi,nzim1238,anu ayi ble,2,8.450822274143467e-4
5,Q2,respondent,283,Other Northern Languages,GH,other northern languages,mul,,,70,0.026286927398295003
5,Q2,respondent,2,French,GN,french,fra,stan1290,fre,9,0.007566982632324403
5,Q2,respondent,22,Kono,GN,kono,knu,kono1267,kpe,3,0.0023279656746896045
5,Q2,respondent,27,Mano,GN,mano,mev,mann1248,man,1,8.651529415513129e-4
5,Q2,respondent,1300,Soussou,GN,soussou,sus,susu1250,sus,270,0.22849297138620098
5,Q2,respondent,1301,Baga,GN,baga,bcg bmd bsp ldm,temn1245,bgs tne,6,0.005182369057642352
5,Q2,respondent,1302,Poular,GN,poular,fuf,pula1262,fgu,409,0.3393899249714147
5,Q2,respondent,1303,Djalounké,GN,djalounké,yal,yalu1240,sus,8,0.008230619998902585
5,Q2,respondent,1304,Diakanké,GN,diakanké,jad,jaha1245,maw xas,15,0.012316463665024473
5,Q2,respondent,1305,Maninka,GN,maninka,emk,east2426,mnk,284,0.2373687282600175
5,Q2,respondent,1306,konianké,GN,konianké,mku,kony1250,mnk,29,0.02517511024664332
5,Q2,respondent,1307,Kpelé,GN,kpelé,gkp,guin1254,kpe,57,0.04619057171050793
5,Q2,respondent,1310,Loma,GN,loma,tod,toma1245,lma,9,0.007874298498950093
5,Q2,respondent,1311,Manian,GN,manian,mev,mann1248,man,4,0.003466635849537782
5,Q2,respondent,1312,Kissié,GN,kissié,kqs,nort2765,kis kss,66,0.0515479900347936
5,Q2,respondent,1313,Landouma,GN,landouma,ldm,land1256,bgs tne,15,0.012428250323342901
5,Q2,respondent,1314,Kouranko,GN,kouranko,knk,kura1250,kko,8,0.005461750549271767
5,Q2,respondent,1315,Kakabhe,GN,kakabhe,kke,kaka1265,kko,3,0.002588717049654838
5,Q2,respondent,9995,Others,GN,others,und,,,4,0.0035254971495299343
5,Q2,respondent,-1,Missing,KE,missing,und,,,3,0.0017714244146346686
5,Q2,respondent,1,English,KE,english,eng,stan1293,eng,5,0.0040063858489381215
5,Q2,respondent,4,Kiswahili,KE,kiswahili,swh,swah1253,swa,13,0.006974119655185348
5,Q2,respondent,5,Arabic,KE,arabic,acx,oman1239,abh arh arj ars,10,0.004563250075792121
5,Q2,respondent,26,Luo,KE,luo,luo,luok1236,luo,298,0.13134233289392952
5,Q2,respondent,300,Kikuyu,KE,kikuyu,kik,kiku1240,kik,480,0.19671805170849818
5,Q2,respondent,302,Luhya,KE,luhya,luy,luyi1234,luy,352,0.15192599454804934
5,Q2,respondent,303,Kamba,KE,kamba,kam,kamb1297,kba,257,0.09710329651890008
5,Q2,respondent,304,Kalenjin,KE,kalenjin,kln,kale1246,nan,205,0.08378841412818482
5,Q2,respondent,305,Kisii,KE,kisii,guz,gusi1247,gus,119,0.04547156499716074
5,Q2,respondent,306,Meru / Embu,KE,meru/embu,ebu mer,cent2274,kba kik,135,0.061380035020655276
5,Q2,respondent,307,Maasai / Samburu,KE,maasai/samburu,mas saq,nucl1431,maa,53,0.020691305547426642
5,Q2,respondent,308,Mijikenda,KE,mijikenda,coh dug nyf dig,miji1238,com,95,0.044275313900671166
5,Q2,respondent,309,Taita,KE,taita,dav,tait1250,dbd,29,0.011772689593459389
5,Q2,respondent,310,Somali,KE,somali,som,soma1255,som,140,0.06298722587127756
5,Q2,respondent,311,Pokot,KE,pokot,pko,poko1263,pkt,29,0.008050811556156867
5,Q2,respondent,312,Turkana,KE,turkana,tuv,turk1308,tna,61,0.03009853338142535
5,Q2,respondent,313,Tharaka,KE,tharaka,thk,thar1283,kba kik,7,0.0010214036141761407
5,Q2,respondent,314,Teso,KE,teso,teo,teso1249,tes,24,0.006828432510517454
5,Q2,respondent,315,Sabaot,KE,sabaot,spy,saba1262,seb,8,0.0028679729100238387
5,Q2,respondent,316,Rendile,KE,rendile,rel,rend1243,ren,9,0.0014297658901925412
5,Q2,respondent,317,Pokomo,KE,pokomo,pkb,poko1261,com,6,0.0010908208338625794
5,Q2,respondent,318,Mbeere,KE,mbeere,ebu,embu1241,kik,10,0.004828965498929381
5,Q2,respondent,319,Kuria,KE,kuria,kuj,kuri1259,gus,16,0.0024300421179541546
5,Q2,respondent,320,Borana,KE,borana,gax,bora1272,orb,9,0.004227913260396484
5,Q2,respondent,322,Oroma,KE,oroma,orc gax,cent2303,orb,4,7.906040268096046e-4
5,Q2,respondent,9995,Others,KE,others,und,,,22,0.011563329676792551
5,Q2,respondent,-1,Missing,LR,missing,und,,,3,0.0019974851223162377
5,Q2,respondent,1,English,LR,english,eng,stan1293,eng,9,0.007500513427514809
5,Q2,respondent,10,Bassa,LR,bassa,bsq,nucl1418,kla,152,0.11646332393071211
5,Q2,respondent,20,Kissi,LR,kissi,kss,sout2778,kss,56,0.057703392993002596
5,Q2,respondent,23,Kru,LR,kru,klu,klao1243,kla,95,0.08438318447067693
5,Q2,respondent,27,Mano,LR,mano,mev,mann1248,man,72,0.052661207415544
5,Q2,respondent,28,Mende,LR,mende,men,mend1266,mde,17,0.01565511564493054
5,Q2,respondent,37,Vai,LR,vai,vai,vaii1241,vai,67,0.050119910044820574
5,Q2,respondent,381,Belle,LR,belle,blh,kuwa1247,bet ddj grb gue kla ney vat wob,9,0.007990255077734697
5,Q2,respondent,382,Dei,LR,dei,dee,dewo1238,grb gue kla wob,9,0.008337478795967315
5,Q2,respondent,383,Gbandi,LR,gbandi,bza,band1352,bnd,34,0.02399245027758781
5,Q2,respondent,384,Gio,LR,gio,dnj,dann1241,dan,92,0.0866228620275459
5,Q2,respondent,385,Gola,LR,gola,gol,gola1255,gol,52,0.04358177630021583
5,Q2,respondent,386,Grebo,LR,grebo,grb,greb1256,grb,100,0.08560953889297436
5,Q2,respondent,388,Kpelle,LR,kpelle,xpe,libe1247,kpe,269,0.22637653727876908
5,Q2,respondent,389,Krahn,LR,krahn,kqo krw,weea1234,gue wob,58,0.04626581327296315
5,Q2,respondent,391,Lorma,LR,lorma,lom,loma1260,lma,74,0.05954597502321196
5,Q2,respondent,392,Mandingo,LR,mandingo,mzj,many1261,mnk,27,0.021917957043701978
5,Q2,respondent,396,Simple Liberian English,LR,simple liberian english,lir,libe1240,npi,2,0.0018708815807726871
5,Q2,respondent,9995,Others,LR,others,und,,,1,8.849178017075395e-4
5,Q2,respondent,9999,Don't know,LR,don't know,und,,,1,5.194235773299759e-4
5,Q2,respondent,1,English,LS,english,eng,stan1293,eng,2,0.001998177449692687
5,Q2,respondent,340,Sesotho,LS,sesotho,sot,sout2807,ses,1169,0.9749471375344543
5,Q2,respondent,341,Sephuthi,LS,sephuthi,ssw,phut1246,swt,9,0.008415476993449867
5,Q2,respondent,342,Sethepu,LS,sethepu,xho,them1241,xho,16,0.013658821156651188
5,Q2,respondent,9995,Others,LS,others,und,,,1,9.803868657519733e-4
5,Q2,respondent,2,French,MA,french,fra,stan1290,fre,4,0.002877425294705231
5,Q2,respondent,5,Arabic,MA,arabic,ary,moro1292,amr,1058,0.8829743635292403
5,Q2,respondent,8,Amazigh,MA,amazigh,tzm zgh,cent2194,bse,130,0.11091071802500961
5,Q2,respondent,1501,Hassaniya,MA,hassaniya,mey,hass1238,ahs,4,0.003237493151044959
5,Q2,respondent,420,"""Official"" Malagasy",MG,"""official"" malagasy",plt,plat1254,mal,486,0.40816472770001755
5,Q2,respondent,421,Malagasy dialect,MG,malagasy dialect,bhr bmm bzc msh skg tdx tkg txy xmv xmw,mala1537,mal,714,0.5918352722999825
5,Q2,respondent,2,French,ML,french,fra,stan1290,fre,1,3.8711174922577646e-4
5,Q2,respondent,9,Bambara,ML,bambara,bam,bamb1269,bam,670,0.5664052127005228
5,Q2,respondent,11,Bobo,ML,bobo,bmq,bomu1247,kfe,34,0.0271815506956369
5,Q2,respondent,502,Bella,ML,bella,taq,tuar1240,tai tsk,3,0.002153310662360045
5,Q2,respondent,504,Bozo,ML,bozo,boz bze boo bzx,bozo1252,boz,42,0.04028699675275933
5,Q2,respondent,505,Dogon,ML,dogon,aqd dti dbw dbt dbu dgb dbg dds djm dmb nnz dtu dtk tde dto dtm dts dtt dym,dogo1299,dds dds dts jms tms,71,0.0547136011405728
5,Q2,respondent,507,Kakolo,ML,kakolo,xkg,kago1248,maw mdk xas,1,5.185332489629334e-4
5,Q2,respondent,508,Khassonké,ML,khassonké,kao,xaas1235,xas,18,0.010926582478146835
5,Q2,respondent,509,Malinké,ML,malinké,mlq mwk,west2499,maw mdk,67,0.057051259219230814
5,Q2,respondent,510,Maure,ML,maure,mey,hass1238,ahs,7,0.0055564156555538355
5,Q2,respondent,511,Mianka,ML,mianka,myk,mama1271,nrg sup,61,0.049379400317907864
5,Q2,respondent,513,Peulh / Fulfude,ML,peulh/fulfude,ffm,maas1239,fum,85,0.07711867034576265
