round,variable,lang_id,lang_name,country,iso_alpha2,wals_code,wals_name,auto
2,q97,1,English,4,MW,eng,English,1
2,q97,1,English,6,NA,eng,English,1
2,q97,1,English,7,NG,eng,English,1
2,q97,1,English,8,ZA,eng,English,1
2,q97,1,English,10,UG,eng,English,1
2,q97,1,English,11,ZM,eng,English,1
2,q97,1,English,12,ZW,eng,English,1
2,q97,1,English,14,KE,eng,English,1
2,q97,1,English,16,SN,eng,English,1
2,q97,2,French,5,ML,fre,French,1
2,q97,2,French,14,KE,fre,French,1
2,q97,2,French,16,SN,fre,French,1
2,q97,3,Portuguese,8,ZA,por,Portuguese,1
2,q97,3,Portuguese,11,ZM,por,Portuguese,1
2,q97,3,Portuguese,13,CV,por,Portuguese,1
2,q97,3,Portuguese,14,KE,por,Portuguese,1
2,q97,3,Portuguese,15,MZ,por,Portuguese,1
2,q97,3,Portuguese,16,SN,por,Portuguese,1
2,q97,4,Kiswahili,9,TZ,swa,Swahili,1
2,q97,4,Kiswahili,14,KE,swa,Swahili,1
2,q97,50,Crioulo,13,CV,ago,Angolar,0
2,q97,50,Crioulo,13,CV,gbc,Guinea Bissau Crioulo,0
2,q97,50,Crioulo,13,CV,pri,Príncipense,0
2,q97,60,Luganda,10,UG,lda,Luganda,1
2,q97,61,Lusoga,10,UG,lda,Luganda,1
2,q97,62,Ateso,10,UG,tes,Teso,1
2,q97,63,Rutoro,10,UG,rru,Runyoro-Rutooro,1
2,q97,64,Rukiga,10,UG,nko,Nkore-Kiga,1
2,q97,65,Lumasaba,10,UG,buk,Bukusu,1
2,q97,66,Luo,10,UG,acl,Acholi,1
2,q97,66,Luo,10,UG,lan,Lango,1
2,q97,66,Luo,10,UG,luo,Luo,1
2,q97,67,Lugbara,10,UG,lug,Lugbara,1
2,q97,68,Alur,10,UG,luo,Luo,1
2,q97,69,Madi,10,UG,mad,Ma'di,1
2,q97,70,Runyankole,10,UG,rny,Runyankore,1
2,q97,71,Runyoro,10,UG,rru,Runyoro-Rutooro,1
2,q97,72,Rukonjo,10,UG,nde,Nande,1
2,q97,73,Samia-Lugwe,10,UG,luy,Luyia,1
2,q97,76,Kakwa,10,UG,kuk,Kukú,1
2,q97,80,National language,15,MZ,por,Portuguese,1
2,q97,81,Emakhuwa,15,MZ,mua,Makua,1
2,q97,82,Cisena,15,MZ,sen,Sena,1
2,q97,83,Cindau,15,MZ,shn,Shona,1
2,q97,84,Cinyanja,15,MZ,cic,Chichewa,1
2,q97,85,Xichangana,15,MZ,tsn,Tsonga,1
2,q97,86,Cicopi,15,MZ,eko,Ekoti,1
2,q97,86,Cicopi,15,MZ,loz,Lozi,1
2,q97,86,Cicopi,15,MZ,mua,Makua,1
2,q97,86,Cicopi,15,MZ,ndb,Ndebele (in South Africa),1
2,q97,86,Cicopi,15,MZ,rga,Ronga,1
2,q97,86,Cicopi,15,MZ,ses,Sesotho,1
2,q97,86,Cicopi,15,MZ,stn,Sotho (Northern),1
2,q97,86,Cicopi,15,MZ,swt,Swati,1
2,q97,86,Cicopi,15,MZ,tsn,Tsonga,1
2,q97,86,Cicopi,15,MZ,tsw,Tswana,1
2,q97,86,Cicopi,15,MZ,ven,Venda,1
2,q97,86,Cicopi,15,MZ,xho,Xhosa,1
2,q97,86,Cicopi,15,MZ,zul,Zulu,1
2,q97,87,Gitonga,15,MZ,eko,Ekoti,1
2,q97,87,Gitonga,15,MZ,loz,Lozi,1
2,q97,87,Gitonga,15,MZ,mua,Makua,1
2,q97,87,Gitonga,15,MZ,ndb,Ndebele (in South Africa),1
2,q97,87,Gitonga,15,MZ,rga,Ronga,1
2,q97,87,Gitonga,15,MZ,ses,Sesotho,1
2,q97,87,Gitonga,15,MZ,stn,Sotho (Northern),1
2,q97,87,Gitonga,15,MZ,swt,Swati,1
2,q97,87,Gitonga,15,MZ,tsn,Tsonga,1
2,q97,87,Gitonga,15,MZ,tsw,Tswana,1
2,q97,87,Gitonga,15,MZ,ven,Venda,1
2,q97,87,Gitonga,15,MZ,xho,Xhosa,1
2,q97,87,Gitonga,15,MZ,zul,Zulu,1
2,q97,88,Shimakonde,15,MZ,mkd,Makonde,1
2,q97,89,Echuwabu,15,MZ,eko,Ekoti,1
2,q97,89,Echuwabu,15,MZ,mua,Makua,1
2,q97,90,Ajaua,15,MZ,yao,Yao (in Malawi),1
2,q97,91,Cinyungwe,15,MZ,sen,Sena,1
2,q97,92,Citshwa,15,MZ,rga,Ronga,1
2,q97,92,Citshwa,15,MZ,tsn,Tsonga,1
2,q97,93,Chitewe,15,MZ,shn,Shona,1
2,q97,94,Xirhonga,15,MZ,rga,Ronga,1
2,q97,95,Xibarue,15,MZ,sen,Sena,1
2,q97,96,Cimanyika,15,MZ,shn,Shona,1
2,q97,97,Chichewa,15,MZ,cic,Chichewa,1
2,q97,98,Shona,15,MZ,shn,Shona,1
2,q97,100,Afrikaans,8,ZA,afr,Afrikaans,1
2,q97,101,Ndebele,8,ZA,ndb,Ndebele (in South Africa),1
2,q97,102,Xhosa,8,ZA,xho,Xhosa,1
2,q97,103,Pedi/Spedi/North Sotho,8,ZA,stn,Sotho (Northern),1
2,q97,104,Sesotho/Sotho/South sotho,8,ZA,ses,Sesotho,1
2,q97,105,Setswana/Tswana,8,ZA,tsw,Tswana,1
2,q97,106,Shangaan,8,ZA,tsn,Tsonga,1
2,q97,107,Swazi,8,ZA,swt,Swati,1
2,q97,108,Venda,8,ZA,ven,Venda,1
2,q97,109,Zulu,8,ZA,zul,Zulu,1
2,q97,120,Akan,2,GH,akn,Akan,1
2,q97,121,Dagbani,2,GH,dgb,Dagbani,1
2,q97,122,Ewe,2,GH,ewe,Ewe,0
2,q97,123,Ga,2,GH,ga,Gã,1
2,q97,124,Hausa,2,GH,hau,Hausa,1
2,q97,140,Tumbuka,4,MW,cic,Chichewa,1
2,q97,140,Tumbuka,4,MW,sen,Sena,1
2,q97,143,Chewa,4,MW,cic,Chichewa,1
2,q97,144,Yao,4,MW,yao,Yao (in Malawi),1
2,q97,146,Lomwe,4,MW,mua,Makua,1
2,q97,164,Bambara,5,ML,bam,Bambara,1
2,q97,165,Peuhl,5,ML,fum,Fulfulde (Maasina),1
2,q97,166,Soninke,5,ML,snn,Soninke,1
2,q97,167,Sonrhai,5,ML,kse,Koyraboro Senni,1
2,q97,167,Sonrhai,5,ML,zar,Zarma,1
2,q97,168,Malinke,5,ML,maw,Maninka (Western),1
2,q97,168,Malinke,5,ML,mdk,Mandinka,1
2,q97,168,Malinke,5,ML,xas,Xasonga,1
2,q97,169,Khassonke,5,ML,xas,Xasonga,1
2,q97,171,Senufo,5,ML,nrg,Nanerge,1
2,q97,171,Senufo,5,ML,sup,Supyire,1
2,q97,172,Mianka,5,ML,nrg,Nanerge,1
2,q97,172,Mianka,5,ML,sup,Supyire,1
2,q97,176,Dogon,5,ML,dds,Donno So,0
2,q97,176,Dogon,5,ML,dts,Toro So,0
2,q97,176,Dogon,5,ML,jms,Jamsay,0
2,q97,176,Dogon,5,ML,tms,Tommo So,0
2,q97,177,Tamasheq,5,ML,tai,Tuareg (Air),1
2,q97,177,Tamasheq,5,ML,tsk,Tamashek,1
2,q97,180,Sesotho,3,LS,ses,Sesotho,1
2,q97,220,Wolof,16,SN,wlf,Wolof,1
2,q97,221,Serer,16,SN,fbf,Fula (Burkina Faso),1
2,q97,221,Serer,16,SN,fgo,Fulani (Gombe),1
2,q97,221,Serer,16,SN,fgu,Fula (Guinean),1
2,q97,221,Serer,16,SN,fma,Fula (Mauritanian),1
2,q97,221,Serer,16,SN,fni,Fula (Nigerian),1
2,q97,221,Serer,16,SN,fum,Fulfulde (Maasina),1
2,q97,222,Mandinka,16,SN,mdk,Mandinka,1
2,q97,223,Pulaar,16,SN,fma,Fula (Mauritanian),1
2,q97,224,Diola,16,SN,dio,Diola-Fogny,1
2,q97,225,Soninke,16,SN,snn,Soninke,1
2,q97,240,Setswana,1,BW,tsw,Tswana,1
2,q97,260,Hausa,7,NG,hau,Hausa,1
2,q97,261,Yoruba,7,NG,yor,Yoruba,1
2,q97,262,Igbo,7,NG,igb,Igbo,1
2,q97,263,Tiv,7,NG,tiv,Tiv,1
2,q97,264,Ijaw,7,NG,ijo,Ijo (Kolokuma),1
2,q97,265,Kanuri,7,NG,knr,Kanuri,1
2,q97,266,Nupe,7,NG,nup,Nupe,1
2,q97,267,Ibibio,7,NG,ibi,Ibibio,1
2,q97,268,Efik,7,NG,efi,Efik,1
2,q97,269,Edo,7,NG,bni,Bini,1
2,q97,270,Igala/Idoma,7,NG,ise,Isekiri,1
2,q97,270,Igala/Idoma,7,NG,yor,Yoruba,1
2,q97,271,Urhobo,7,NG,urh,Urhobo,1
2,q97,272,Ebira,7,NG,ebi,Ebira,1
2,q97,273,Fulani,7,NG,fgo,Fulani (Gombe),1
2,q97,277,Gwari,7,NG,gwa,Gwari,1
2,q97,279,Pidgin English,7,NG,npi,Nigerian Pidgin,0
2,q97,280,Shona,12,ZW,shn,Shona,1
2,q97,281,Ndebele,12,ZW,swt,Swati,1
2,q97,281,Ndebele,12,ZW,xho,Xhosa,1
2,q97,281,Ndebele,12,ZW,zul,Zulu,1
2,q97,300,Bemba,11,ZM,lmb,Lamba,1
2,q97,301,Chewa,11,ZM,cic,Chichewa,1
2,q97,302,kaonda,11,ZM,kil,Kiluba,1
2,q97,303,Lozi,11,ZM,loz,Lozi,1
2,q97,304,Lunda,11,ZM,lbu,Lunda,1
2,q97,305,Luvale,11,ZM,luv,Luvale,1
2,q97,306,Nyanja,11,ZM,cic,Chichewa,1
2,q97,307,Tonga,11,ZM,toz,Tonga (in Zambia),0
2,q97,308,Tumbuka,11,ZM,cic,Chichewa,1
2,q97,308,Tumbuka,11,ZM,sen,Sena,1
2,q97,309,Senga,11,ZM,nse,Nsenga,1
2,q97,320,Afrikaans,6,NA,afr,Afrikaans,1
2,q97,321,Oshiwambo,6,NA,mhu,Mbalanhu,1
2,q97,321,Oshiwambo,6,NA,ndo,Ndonga,1
2,q97,380,kalenjin,14,KE,nan,Nandi,0
2,q97,381,Kamba,14,KE,kba,Kamba,1
2,q97,382,Kikuyu,14,KE,kik,Kikuyu,1
2,q97,383,Kisii,14,KE,gus,Gusii,1
2,q97,384,Luhya,14,KE,luy,Luyia,0
2,q97,385,Luo,14,KE,luo,Luo,1
2,q97,386,Maasai/Samburu,14,KE,maa,Maasai,1
2,q97,388,Somali,14,KE,som,Somali,1
2,q97,389,Taita,14,KE,dbd,Dabida,1
2,q97,390,Turkana,14,KE,tna,Turkana,1
2,q97,391,Meru/Kimeru,14,KE,kba,Kamba,1
2,q97,391,Meru/Kimeru,14,KE,kik,Kikuyu,1
2,q97,392,Embu,14,KE,kik,Kikuyu,1
2,q97,393,English and Kikuyu,14,KE,eng,English,1
2,q97,394,English and Kamba,14,KE,eng,English,1
2,q97,395,English and Kiswahili,14,KE,eng,English,1
2,q97,396,Kiswahili and Kamba,14,KE,swa,Swahili,1
2,q97,397,"English, Kiswahili, and Kamba",14,KE,eng,English,1
2,q97,398,"English, Kiswahili and Kikuyu",14,KE,eng,English,1
2,q97,399,"English, Kiswahili and Meru",14,KE,eng,English,1
2,q97,480,Kiswahili and Luhya,14,KE,swa,Swahili,1
2,q97,481,"English, Kiswahili and Kalenjin",14,KE,eng,English,1
2,q97,482,Kiswahili and kalenjin,14,KE,swa,Swahili,1
2,q97,483,English and Luo,14,KE,eng,English,1
2,q97,484,Kiswahili and Kikuyu,14,KE,swa,Swahili,1
2,q97,806,Taba,7,NG,kgm,Kagoma,1
2,q97,807,Esan,7,NG,bni,Bini,1
2,q97,807,Esan,7,NG,ora,Emai,1
2,q97,995,Other,2,GH,,,
2,q97,995,Other,7,NG,,,
2,q97,995,Other,11,ZM,,,
2,q97,995,Other,14,KE,,,
2,q97,995,Other,15,MZ,,,
2,q97,995,Other,16,SN,,,
3,q103,-1,Missing,1,BJ,,,
3,q103,-1,Missing,5,KE,,,
3,q103,-1,Missing,6,LS,,,
3,q103,-1,Missing,10,MZ,,,
3,q103,-1,Missing,13,SN,,,
3,q103,1,English,1,BJ,eng,English,1
3,q103,1,English,2,BW,eng,English,1
3,q103,1,English,4,GH,eng,English,1
3,q103,1,English,5,KE,eng,English,1
3,q103,1,English,6,LS,eng,English,1
3,q103,1,English,8,MW,eng,English,1
3,q103,1,English,11,NA,eng,English,1
3,q103,1,English,12,NG,eng,English,1
3,q103,1,English,13,SN,eng,English,1
3,q103,1,English,14,ZA,eng,English,1
3,q103,1,English,16,UG,eng,English,1
3,q103,1,English,17,ZM,eng,English,1
3,q103,1,English,18,ZW,eng,English,1
3,q103,2,French,1,BJ,fre,French,1
3,q103,2,French,9,ML,fre,French,1
3,q103,2,French,13,SN,fre,French,1
3,q103,3,Portuguese,3,CV,por,Portuguese,1
3,q103,3,Portuguese,10,MZ,por,Portuguese,1
3,q103,4,Kiswahili,5,KE,swa,Swahili,1
3,q103,4,Kiswahili,10,MZ,swa,Swahili,1
3,q103,4,Kiswahili,15,TZ,swa,Swahili,1
3,q103,100,Afrikaans,14,ZA,afr,Afrikaans,1
3,q103,101,Ndebele,14,ZA,ndb,Ndebele (in South Africa),1
3,q103,102,Xhosa,14,ZA,xho,Xhosa,1
3,q103,103,Pedi/Spedi/ North Sotho,14,ZA,stn,Sotho (Northern),1
3,q103,104,Sesotho/Sotho/ South Sotho,14,ZA,ses,Sesotho,1
3,q103,105,Setswana/ Tswana,14,ZA,tsw,Tswana,1
3,q103,106,Shangaan,14,ZA,tsn,Tsonga,1
3,q103,107,Swazi,14,ZA,swt,Swati,1
3,q103,108,Venda,14,ZA,ven,Venda,1
3,q103,109,Zulu,14,ZA,zul,Zulu,1
3,q103,110,English + Afrikaans,14,ZA,eng,English,1
3,q103,111,English + Ndebele,14,ZA,eng,English,1
3,q103,112,English + Xhosa,14,ZA,eng,English,1
3,q103,113,English + Pedi/N. Sotho,14,ZA,eng,English,1
3,q103,114,English + Sesotho/S. Sotho,14,ZA,eng,English,1
3,q103,115,English + Setswana,14,ZA,eng,English,1
3,q103,117,English + Venda,14,ZA,eng,English,1
3,q103,118,English + Zulu,14,ZA,eng,English,1
3,q103,120,Fon,1,BJ,fon,Fongbe,1
3,q103,121,Adja,1,BJ,ajg,Ajagbe,1
3,q103,122,Bariba,1,BJ,brb,Bariba,1
3,q103,123,Dendi,1,BJ,zar,Zarma,1
3,q103,124,Yoruba,1,BJ,yor,Yoruba,1
3,q103,125,Otamari,1,BJ,ntn,Nateni,1
3,q103,126,Peulh,1,BJ,fbf,Fula (Burkina Faso),1
3,q103,126,Peulh,1,BJ,fgo,Fulani (Gombe),1
3,q103,126,Peulh,1,BJ,fgu,Fula (Guinean),1
3,q103,126,Peulh,1,BJ,fma,Fula (Mauritanian),1
3,q103,126,Peulh,1,BJ,fni,Fula (Nigerian),1
3,q103,126,Peulh,1,BJ,fum,Fulfulde (Maasina),1
3,q103,127,Yoa,1,BJ,bmb,Bimoba,1
3,q103,127,Yoa,1,BJ,grm,Gurma,1
3,q103,127,Yoa,1,BJ,kkb,Konkomba,1
3,q103,127,Yoa,1,BJ,ncm,Ncàm,1
3,q103,140,Setswana,2,BW,tsw,Tswana,1
3,q103,165,Creole,3,CV,ago,Angolar,0
3,q103,165,Creole,3,CV,gbc,Guinea Bissau Crioulo,0
3,q103,165,Creole,3,CV,pri,Príncipense,0
3,q103,180,AKAN,4,GH,akn,Akan,1
3,q103,181,EWE,4,GH,ewe,Ewe,0
3,q103,182,GA,4,GH,ga,Gã,1
3,q103,183,DAGBANI,4,GH,dgb,Dagbani,1
3,q103,184,HUSA,4,GH,hau,Hausa,1
3,q103,185,OTHER,4,GH,,,
3,q103,200,Kikuyu,5,KE,kik,Kikuyu,1
3,q103,201,Luo,5,KE,luo,Luo,1
3,q103,202,Luhya,5,KE,luy,Luyia,0
3,q103,203,Kamba,5,KE,kba,Kamba,1
3,q103,204,Meru/Embu,5,KE,kba,Kamba,1
3,q103,204,Meru/Embu,5,KE,kik,Kikuyu,1
3,q103,205,Kisii,5,KE,gus,Gusii,1
3,q103,206,Kalenjin,5,KE,nan,Nandi,0
3,q103,210,Somali,5,KE,som,Somali,1
3,q103,211,Mijikenda,5,KE,com,Comorian,1
3,q103,212,Gunya,5,KE,swa,Swahili,1
3,q103,213,Giriama,5,KE,com,Comorian,1
3,q103,214,Kiswahili/Luhya,5,KE,swa,Swahili,1
3,q103,215,English/Swahili,5,KE,eng,English,1
3,q103,216,Sabaot,5,KE,seb,Sebei,1
3,q103,217,Burji,5,KE,brj,Burji,1
3,q103,218,Kuria,5,KE,gus,Gusii,1
3,q103,219,Maragoli,5,KE,buk,Bukusu,1
3,q103,219,Maragoli,5,KE,luy,Luyia,1
3,q103,220,Sesotho,6,LS,ses,Sesotho,1
3,q103,221,Seputi,6,LS,swt,Swati,1
3,q103,240,malg officiel,7,MG,mal,Malagasy,1
3,q103,241,dialect malg,7,MG,mal,Malagasy,1
3,q103,260,Tumbuka,8,MW,cic,Chichewa,1
3,q103,260,Tumbuka,8,MW,sen,Sena,1
3,q103,263,Chewa,8,MW,cic,Chichewa,1
3,q103,264,Yao,8,MW,yao,Yao (in Malawi),1
3,q103,280,Bambara,9,ML,bam,Bambara,1
3,q103,281,Peuhl/Fulfulde,9,ML,fum,Fulfulde (Maasina),1
3,q103,283,Mianka,9,ML,nrg,Nanerge,1
3,q103,283,Mianka,9,ML,sup,Supyire,1
3,q103,285,Sonink,9,ML,snn,Soninke,1
3,q103,286,Malink,9,ML,maw,Maninka (Western),1
3,q103,286,Malink,9,ML,mdk,Mandinka,1
3,q103,286,Malink,9,ML,xas,Xasonga,1
3,q103,287,Khasonk,9,ML,xas,Xasonga,1
3,q103,288,Dogon,9,ML,dds,Donno So,0
3,q103,288,Dogon,9,ML,dts,Toro So,0
3,q103,288,Dogon,9,ML,jms,Jamsay,0
3,q103,288,Dogon,9,ML,tms,Tommo So,0
3,q103,289,Bobo,9,ML,kfe,Koromfe,0
3,q103,292,Maure,9,ML,ahs,Arabic (Bani-Hassan),1
3,q103,293,Kakolo,9,ML,maw,Maninka (Western),1
3,q103,293,Kakolo,9,ML,mdk,Mandinka,1
3,q103,293,Kakolo,9,ML,xas,Xasonga,1
3,q103,294,Samoko,9,ML,bbf,Bobo Madaré (Northern),1
3,q103,295,Sonrha,9,ML,kse,Koyraboro Senni,1
3,q103,295,Sonrha,9,ML,zar,Zarma,1
3,q103,296,Bella,9,ML,kse,Koyraboro Senni,1
3,q103,297,Tamasheq,9,ML,tai,Tuareg (Air),1
3,q103,297,Tamasheq,9,ML,tsk,Tamashek,1
3,q103,300,Makua,10,MZ,mua,Makua,1
3,q103,301,Sena,10,MZ,sen,Sena,1
3,q103,302,Ndau,10,MZ,shn,Shona,1
3,q103,303,Nyanja,10,MZ,cic,Chichewa,1
3,q103,304,Changana,10,MZ,tsn,Tsonga,1
3,q103,305,Chope,10,MZ,eko,Ekoti,1
3,q103,305,Chope,10,MZ,loz,Lozi,1
3,q103,305,Chope,10,MZ,mua,Makua,1
3,q103,305,Chope,10,MZ,ndb,Ndebele (in South Africa),1
3,q103,305,Chope,10,MZ,rga,Ronga,1
3,q103,305,Chope,10,MZ,ses,Sesotho,1
3,q103,305,Chope,10,MZ,stn,Sotho (Northern),1
3,q103,305,Chope,10,MZ,swt,Swati,1
3,q103,305,Chope,10,MZ,tsn,Tsonga,1
3,q103,305,Chope,10,MZ,tsw,Tswana,1
3,q103,305,Chope,10,MZ,ven,Venda,1
3,q103,305,Chope,10,MZ,xho,Xhosa,1
3,q103,305,Chope,10,MZ,zul,Zulu,1
3,q103,306,Bitonga,10,MZ,eko,Ekoti,1
3,q103,306,Bitonga,10,MZ,loz,Lozi,1
3,q103,306,Bitonga,10,MZ,mua,Makua,1
3,q103,306,Bitonga,10,MZ,ndb,Ndebele (in South Africa),1
3,q103,306,Bitonga,10,MZ,rga,Ronga,1
3,q103,306,Bitonga,10,MZ,ses,Sesotho,1
3,q103,306,Bitonga,10,MZ,stn,Sotho (Northern),1
3,q103,306,Bitonga,10,MZ,swt,Swati,1
3,q103,306,Bitonga,10,MZ,tsn,Tsonga,1
3,q103,306,Bitonga,10,MZ,tsw,Tswana,1
3,q103,306,Bitonga,10,MZ,ven,Venda,1
3,q103,306,Bitonga,10,MZ,xho,Xhosa,1
3,q103,306,Bitonga,10,MZ,zul,Zulu,1
3,q103,307,Makonde,10,MZ,mkd,Makonde,1
3,q103,308,Chuabo,10,MZ,eko,Ekoti,1
3,q103,308,Chuabo,10,MZ,mua,Makua,1
3,q103,309,Ajua,10,MZ,yao,Yao (in Malawi),1
3,q103,310,Quimuane,10,MZ,swa,Swahili,1
3,q103,312,Nhungue,10,MZ,shn,Shona,1
3,q103,320,Nama/Damara,11,NA,kho,Khoekhoe,1
3,q103,321,Afrikaans,11,NA,afr,Afrikaans,1
3,q103,322,Rukwangali,11,NA,kwn,Kwangali,1
3,q103,323,Silozi,11,NA,loz,Lozi,1
3,q103,324,Masubia,11,NA,sub,Subiya,1
3,q103,326,Oshiwambo,11,NA,mhu,Mbalanhu,1
3,q103,326,Oshiwambo,11,NA,ndo,Ndonga,1
3,q103,327,Otjiherero,11,NA,her,Herero,1
3,q103,328,Setswana,11,NA,tsw,Tswana,1
3,q103,331,Mbukushu/Thimbukushu,11,NA,aka,Aka,1
3,q103,331,Mbukushu/Thimbukushu,11,NA,bbl,Babole,1
3,q103,331,Mbukushu/Thimbukushu,11,NA,bee,Beembe,1
3,q103,331,Mbukushu/Thimbukushu,11,NA,blu,Bena-Lulua,1
3,q103,331,Mbukushu/Thimbukushu,11,NA,bob,Bobangi,1
3,q103,331,Mbukushu/Thimbukushu,11,NA,bol,Bolia,1
3,q103,331,Mbukushu/Thimbukushu,11,NA,bsh,Bushoong,1
3,q103,331,Mbukushu/Thimbukushu,11,NA,dma,Duma,1
3,q103,331,Mbukushu/Thimbukushu,11,NA,dng,Ding,1
3,q103,331,Mbukushu/Thimbukushu,11,NA,hem,Hemba,1
3,q103,331,Mbukushu/Thimbukushu,11,NA,her,Herero,1
3,q103,331,Mbukushu/Thimbukushu,11,NA,ifm,Ifumu,1
3,q103,331,Mbukushu/Thimbukushu,11,NA,kil,Kiluba,1
3,q103,331,Mbukushu/Thimbukushu,11,NA,kon,Kongo,1
3,q103,331,Mbukushu/Thimbukushu,11,NA,kte,Kete,1
3,q103,331,Mbukushu/Thimbukushu,11,NA,kwn,Kwangali,1
3,q103,331,Mbukushu/Thimbukushu,11,NA,kwy,Iwoyo,1
3,q103,331,Mbukushu/Thimbukushu,11,NA,kyo,Kanyok,1
3,q103,331,Mbukushu/Thimbukushu,11,NA,lbu,Lunda,1
3,q103,331,Mbukushu/Thimbukushu,11,NA,lin,Lingala,1
3,q103,331,Mbukushu/Thimbukushu,11,NA,luc,Lucazi,1
3,q103,331,Mbukushu/Thimbukushu,11,NA,luv,Luvale,1
3,q103,331,Mbukushu/Thimbukushu,11,NA,mbe,Mbere,1
3,q103,331,Mbukushu/Thimbukushu,11,NA,mbl,Mbole,1
3,q103,331,Mbukushu/Thimbukushu,11,NA,mdw,Mbosi,1
3,q103,331,Mbukushu/Thimbukushu,11,NA,mgo,Mongo,1
3,q103,331,Mbukushu/Thimbukushu,11,NA,mhu,Mbalanhu,1
3,q103,331,Mbukushu/Thimbukushu,11,NA,nbe,Ngombe,1
3,q103,331,Mbukushu/Thimbukushu,11,NA,ndo,Ndonga,1
3,q103,331,Mbukushu/Thimbukushu,11,NA,ndu,Ndumu,1
3,q103,331,Mbukushu/Thimbukushu,11,NA,nto,Ntomba,1
3,q103,331,Mbukushu/Thimbukushu,11,NA,sge,Songe,1
3,q103,331,Mbukushu/Thimbukushu,11,NA,sgl,Sengele,1
3,q103,331,Mbukushu/Thimbukushu,11,NA,sgu,Sangu,1
3,q103,331,Mbukushu/Thimbukushu,11,NA,sku,Suku,1
3,q103,331,Mbukushu/Thimbukushu,11,NA,tet,Tetela,1
3,q103,331,Mbukushu/Thimbukushu,11,NA,tks,Teke (Southern),1
3,q103,331,Mbukushu/Thimbukushu,11,NA,umb,UMbundu,1
3,q103,331,Mbukushu/Thimbukushu,11,NA,vif,Vili,1
3,q103,331,Mbukushu/Thimbukushu,11,NA,yak,Yaka,1
3,q103,331,Mbukushu/Thimbukushu,11,NA,yey,Yeyi,1
3,q103,331,Mbukushu/Thimbukushu,11,NA,yns,Yansi,1
3,q103,332,English and Oshiwambo,11,NA,mhu,Mbalanhu,1
3,q103,332,English and Oshiwambo,11,NA,ndo,Ndonga,1
3,q103,333,English and Afrikaans,11,NA,afr,Afrikaans,1
3,q103,334,Afrikaans and Oshiwambo,11,NA,afr,Afrikaans,1
3,q103,335,English and local languages,11,NA,eng,English,1
3,q103,336,Afrikaans and local languages,11,NA,afr,Afrikaans,1
3,q103,337,"English, Afrikaans and local languages",11,NA,eng,English,1
3,q103,338,More than one local language,11,NA,,,
3,q103,340,Hausa,12,NG,hau,Hausa,1
3,q103,341,Igbo,12,NG,igb,Igbo,1
3,q103,342,Yoruba,12,NG,yor,Yoruba,1
3,q103,343,Pidgin English,12,NG,npi,Nigerian Pidgin,0
3,q103,360,Wolof,13,SN,wlf,Wolof,1
3,q103,361,Pular,13,SN,fgu,Fula (Guinean),1
3,q103,362,Serer,13,SN,fbf,Fula (Burkina Faso),1
3,q103,362,Serer,13,SN,fgo,Fulani (Gombe),1
3,q103,362,Serer,13,SN,fgu,Fula (Guinean),1
3,q103,362,Serer,13,SN,fma,Fula (Mauritanian),1
3,q103,362,Serer,13,SN,fni,Fula (Nigerian),1
3,q103,362,Serer,13,SN,fum,Fulfulde (Maasina),1
3,q103,363,Mandinka,13,SN,mdk,Mandinka,1
3,q103,364,Sonike,13,SN,snn,Soninke,1
3,q103,365,Diola,13,SN,dio,Diola-Fogny,1
3,q103,366,Manjack,13,SN,mjk,Manjaku,1
3,q103,367,Bamabara,13,SN,bam,Bambara,1
3,q103,406,Alur,16,UG,luo,Luo,1
3,q103,407,Ateso,16,UG,tes,Teso,1
3,q103,413,Luo,16,UG,acl,Acholi,1
3,q103,413,Luo,16,UG,lan,Lango,1
3,q103,413,Luo,16,UG,luo,Luo,1
3,q103,414,Lugbara,16,UG,lug,Lugbara,1
3,q103,416,Madi,16,UG,mad,Ma'di,1
3,q103,417,Luganda,16,UG,lda,Luganda,1
3,q103,418,Lumasaba,16,UG,buk,Bukusu,1
3,q103,419,Lusoga,16,UG,lda,Luganda,1
3,q103,420,Bemba,17,ZM,lmb,Lamba,1
3,q103,421,Nyanja,17,ZM,cic,Chichewa,1
3,q103,422,Tonga,17,ZM,toz,Tonga (in Zambia),0
3,q103,423,Lozi,17,ZM,loz,Lozi,1
3,q103,440,Ndebele,18,ZW,swt,Swati,1
3,q103,440,Ndebele,18,ZW,xho,Xhosa,1
3,q103,440,Ndebele,18,ZW,zul,Zulu,1
3,q103,441,Shona,18,ZW,shn,Shona,1
3,q103,501,Rufumbia,16,UG,kin,Kinyarwanda,1
3,q103,506,Runyoro - Rutooro,16,UG,rru,Runyoro-Rutooro,1
3,q103,508,Rutooro,16,UG,rru,Runyoro-Rutooro,1
3,q103,510,Runyankole - Rukiga,16,UG,nko,Nkore-Kiga,1
3,q103,510,Runyankole - Rukiga,16,UG,rny,Runyankore,1
3,q103,815,Boran,5,KE,orb,Oromo (Boraana),1
3,q103,995,Other,7,MG,,,
3,q103,995,Other,14,ZA,,,
3,q103,995,Other,16,UG,,,
3,q103,995,Other,18,ZW,,,
3,q114,1,English,11,NA,eng,English,1
3,q114,1,English,12,NG,eng,English,1
3,q114,1,English,14,ZA,eng,English,1
3,q114,2,French,1,BJ,fre,French,1
3,q114,3,Portuguese,10,MZ,por,Portuguese,1
