respno,country,lang_name,iso_639_3,glottocode,wals,lang_numb
NAM0878,NA,english,eng,stan1293,eng,3
NAM0878,NA,afrikaans,afr,afri1274,afr,3
NAM0879,NA,english,eng,stan1293,eng,4
NAM0879,NA,otjiherero,her,here1253,her,4
NAM0879,NA,oshiwambo,kua,kuan1247,mhu ndo,4
NAM0879,NA,afrikaans,afr,afri1274,afr,4
NAM0880,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0880,NA,english,eng,stan1293,eng,2
NAM0881,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0881,NA,english,eng,stan1293,eng,2
NAM0882,NA,english,eng,stan1293,eng,3
NAM0882,NA,oshiwambo,kua,kuan1247,mhu ndo,3
NAM0882,NA,afrikaans,afr,afri1274,afr,3
NAM0883,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0883,NA,english,eng,stan1293,eng,2
NAM0884,NA,english,eng,stan1293,eng,2
NAM0884,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0885,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0885,NA,english,eng,stan1293,eng,2
NAM0886,NA,english,eng,stan1293,eng,2
NAM0886,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0887,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0887,NA,english,eng,stan1293,eng,2
NAM0888,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0888,NA,english,eng,stan1293,eng,2
NAM0889,NA,english,eng,stan1293,eng,2
NAM0889,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0890,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0890,NA,english,eng,stan1293,eng,2
NAM0891,NA,afrikaans,afr,afri1274,afr,3
NAM0891,NA,oshiwambo,kua,kuan1247,mhu ndo,3
NAM0891,NA,english,eng,stan1293,eng,3
NAM0892,NA,oshiwambo,kua,kuan1247,mhu ndo,3
NAM0892,NA,english,eng,stan1293,eng,3
NAM0892,NA,rukavango,diu kwn,cent2260,kwn,3
NAM0893,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0893,NA,english,eng,stan1293,eng,2
NAM0894,NA,oshiwambo,kua,kuan1247,mhu ndo,3
NAM0894,NA,english,eng,stan1293,eng,3
NAM0894,NA,afrikaans,afr,afri1274,afr,3
NAM0895,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0895,NA,english,eng,stan1293,eng,2
NAM0896,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0896,NA,english,eng,stan1293,eng,2
NAM0897,NA,english,eng,stan1293,eng,2
NAM0897,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0898,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0898,NA,english,eng,stan1293,eng,2
NAM0899,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0899,NA,english,eng,stan1293,eng,2
NAM0900,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0900,NA,english,eng,stan1293,eng,2
NAM0901,NA,english,eng,stan1293,eng,3
NAM0901,NA,otjiherero,her,here1253,her,3
NAM0901,NA,oshiwambo,kua,kuan1247,mhu ndo,3
NAM0902,NA,english,eng,stan1293,eng,4
NAM0902,NA,oshiwambo,kua,kuan1247,mhu ndo,4
NAM0902,NA,afrikaans,afr,afri1274,afr,4
NAM0902,NA,damara / nama,naq,nama1264,kho,4
NAM0903,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0903,NA,english,eng,stan1293,eng,2
NAM0904,NA,oshiwambo,kua,kuan1247,mhu ndo,3
NAM0904,NA,english,eng,stan1293,eng,3
NAM0904,NA,otjiherero,her,here1253,her,3
NAM0905,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0905,NA,english,eng,stan1293,eng,2
NAM0906,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0906,NA,english,eng,stan1293,eng,2
NAM0907,NA,english,eng,stan1293,eng,2
NAM0907,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0908,NA,english,eng,stan1293,eng,2
NAM0908,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0909,NA,english,eng,stan1293,eng,2
NAM0909,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0910,NA,oshiwambo,kua,kuan1247,mhu ndo,3
NAM0910,NA,english,eng,stan1293,eng,3
NAM0910,NA,otjiherero,her,here1253,her,3
NAM0911,NA,oshiwambo,kua,kuan1247,mhu ndo,4
NAM0911,NA,english,eng,stan1293,eng,4
NAM0911,NA,uumbundu,umb,umbu1257,umb,4
NAM0911,NA,rukwangali,kwn,kwan1273,kwn,4
NAM0912,NA,otjiherero,her,here1253,her,3
NAM0912,NA,oshiwambo,kua,kuan1247,mhu ndo,3
NAM0912,NA,english,eng,stan1293,eng,3
NAM0913,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0913,NA,english,eng,stan1293,eng,2
NAM0914,NA,oshiwambo,kua,kuan1247,mhu ndo,3
NAM0914,NA,otjiherero,her,here1253,her,3
NAM0914,NA,english,eng,stan1293,eng,3
NAM0915,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0915,NA,english,eng,stan1293,eng,2
NAM0916,NA,english,eng,stan1293,eng,2
NAM0916,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0917,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0917,NA,english,eng,stan1293,eng,2
NAM0918,NA,oshiwambo,kua,kuan1247,mhu ndo,3
NAM0918,NA,english,eng,stan1293,eng,3
NAM0918,NA,otjiherero,her,here1253,her,3
NAM0919,NA,english,eng,stan1293,eng,2
NAM0919,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0920,NA,english,eng,stan1293,eng,3
NAM0920,NA,oshiwambo,kua,kuan1247,mhu ndo,3
NAM0920,NA,otjiherero,her,here1253,her,3
NAM0921,NA,oshiwambo,kua,kuan1247,mhu ndo,5
NAM0921,NA,afrikaans,afr,afri1274,afr,5
NAM0921,NA,shona,sna,shon1251,shn,5
NAM0921,NA,portuguese,por,port1283,por,5
NAM0921,NA,english,eng,stan1293,eng,5
NAM0922,NA,oshiwambo,kua,kuan1247,mhu ndo,5
NAM0922,NA,afrikaans,afr,afri1274,afr,5
NAM0922,NA,english,eng,stan1293,eng,5
NAM0922,NA,otjiherero,her,here1253,her,5
NAM0922,NA,portugu,por,port1283,por,5
NAM0923,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0923,NA,english,eng,stan1293,eng,2
NAM0924,NA,oshiwambo,kua,kuan1247,mhu ndo,3
NAM0924,NA,english,eng,stan1293,eng,3
NAM0924,NA,afrikaans,afr,afri1274,afr,3
NAM0925,NA,portuguese,por,port1283,por,3
NAM0925,NA,oshiwambo,kua,kuan1247,mhu ndo,3
NAM0925,NA,english,eng,stan1293,eng,3
NAM0926,NA,oshiwambo,kua,kuan1247,mhu ndo,3
NAM0926,NA,english,eng,stan1293,eng,3
NAM0926,NA,portuguese,por,port1283,por,3
NAM0927,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0927,NA,english,eng,stan1293,eng,2
NAM0928,NA,english,eng,stan1293,eng,2
NAM0928,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0929,NA,oshiwambo,kua,kuan1247,mhu ndo,4
NAM0929,NA,english,eng,stan1293,eng,4
NAM0929,NA,afrikaans,afr,afri1274,afr,4
NAM0929,NA,otjiherero,her,here1253,her,4
NAM0930,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0930,NA,english,eng,stan1293,eng,2
NAM0931,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0931,NA,english,eng,stan1293,eng,2
NAM0932,NA,oshiwambo,kua,kuan1247,mhu ndo,3
NAM0932,NA,english,eng,stan1293,eng,3
NAM0932,NA,afrikaans,afr,afri1274,afr,3
NAM0933,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0933,NA,english,eng,stan1293,eng,2
NAM0934,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0934,NA,english,eng,stan1293,eng,2
NAM0935,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0935,NA,english,eng,stan1293,eng,2
NAM0936,NA,rukwangali,kwn,kwan1273,kwn,3
NAM0936,NA,oshiwambo,kua,kuan1247,mhu ndo,3
NAM0936,NA,english,eng,stan1293,eng,3
NAM0937,NA,oshiwambo,kua,kuan1247,mhu ndo,4
NAM0937,NA,english,eng,stan1293,eng,4
NAM0937,NA,otjiherero,her,here1253,her,4
NAM0937,NA,afrikaans,afr,afri1274,afr,4
NAM0938,NA,oshiwambo,kua,kuan1247,mhu ndo,1
NAM0939,NA,oshiwambo,kua,kuan1247,mhu ndo,1
NAM0940,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0940,NA,english,eng,stan1293,eng,2
NAM0941,NA,english,eng,stan1293,eng,2
NAM0941,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0942,NA,oshiwambo,kua,kuan1247,mhu ndo,1
NAM0943,NA,english,eng,stan1293,eng,5
NAM0943,NA,afrikaans,afr,afri1274,afr,5
NAM0943,NA,oshiwambo,kua,kuan1247,mhu ndo,5
NAM0943,NA,otjiherero,her,here1253,her,5
NAM0943,NA,masubia,sbs,subi1246,sub,5
NAM0944,NA,oshiwambo (oshikolokadhi),,,,1
NAM0945,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0945,NA,portuguese,por,port1283,por,2
NAM0946,NA,afrikaans,afr,afri1274,afr,4
NAM0946,NA,english,eng,stan1293,eng,4
NAM0946,NA,oshiwambo,kua,kuan1247,mhu ndo,4
NAM0946,NA,otjiherero,her,here1253,her,4
NAM0947,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0947,NA,english,eng,stan1293,eng,2
NAM0948,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0948,NA,english,eng,stan1293,eng,2
NAM0949,NA,oshiwambo,kua,kuan1247,mhu ndo,1
NAM0950,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0950,NA,english,eng,stan1293,eng,2
NAM0951,NA,oshiwambo,kua,kuan1247,mhu ndo,5
NAM0951,NA,english,eng,stan1293,eng,5
NAM0951,NA,portuguese,por,port1283,por,5
NAM0951,NA,afrikaans,afr,afri1274,afr,5
NAM0951,NA,french,fra,stan1290,fre,5
NAM0952,NA,english,eng,stan1293,eng,4
NAM0952,NA,oshiwambo,kua,kuan1247,mhu ndo,4
NAM0952,NA,portuguese,por,port1283,por,4
NAM0952,NA,afrikaans,afr,afri1274,afr,4
NAM0953,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0953,NA,english,eng,stan1293,eng,2
NAM0954,NA,oshiwambo,kua,kuan1247,mhu ndo,3
NAM0954,NA,english,eng,stan1293,eng,3
NAM0954,NA,afrikaans,afr,afri1274,afr,3
NAM0955,NA,oshiwambo,kua,kuan1247,mhu ndo,3
NAM0955,NA,english,eng,stan1293,eng,3
NAM0955,NA,afrikaans,afr,afri1274,afr,3
NAM0956,NA,oshiwambo,kua,kuan1247,mhu ndo,1
NAM0957,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0957,NA,english,eng,stan1293,eng,2
NAM0958,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0958,NA,english,eng,stan1293,eng,2
NAM0959,NA,oshiwambo,kua,kuan1247,mhu ndo,1
NAM0960,NA,oshiwambo,kua,kuan1247,mhu ndo,1
NAM0961,NA,english,eng,stan1293,eng,2
NAM0961,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0962,NA,afrikaans,afr,afri1274,afr,5
NAM0962,NA,english,eng,stan1293,eng,5
NAM0962,NA,otjiherero,her,here1253,her,5
NAM0962,NA,oshiwambo,kua,kuan1247,mhu ndo,5
NAM0962,NA,damara,naq,nama1264,kho,5
NAM0963,NA,english,eng,stan1293,eng,5
NAM0963,NA,oshiwambo,kua,kuan1247,mhu ndo,5
NAM0963,NA,portuguese,por,port1283,por,5
NAM0963,NA,french,fra,stan1290,fre,5
NAM0963,NA,afrikaans,afr,afri1274,afr,5
NAM0964,NA,english,eng,stan1293,eng,2
NAM0964,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0965,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0965,NA,english,eng,stan1293,eng,2
NAM0966,NA,oshiwambo,kua,kuan1247,mhu ndo,1
NAM0967,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0967,NA,afrikaans,afr,afri1274,afr,2
NAM0968,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0968,NA,english,eng,stan1293,eng,2
NAM0969,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0969,NA,otjiherero,her,here1253,her,2
NAM0970,NA,english,eng,stan1293,eng,2
NAM0970,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0971,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0971,NA,english,eng,stan1293,eng,2
NAM0972,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0972,NA,english,eng,stan1293,eng,2
NAM0973,NA,oshiwambo,kua,kuan1247,mhu ndo,1
NAM0974,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0974,NA,english,eng,stan1293,eng,2
NAM0975,NA,oshiwambo,kua,kuan1247,mhu ndo,1
NAM0976,NA,english,eng,stan1293,eng,2
NAM0976,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0977,NA,oshiwambo,kua,kuan1247,mhu ndo,1
NAM0978,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0978,NA,english,eng,stan1293,eng,2
NAM0979,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0979,NA,english,eng,stan1293,eng,2
NAM0980,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0980,NA,english,eng,stan1293,eng,2
NAM0981,NA,oshiwambo,kua,kuan1247,mhu ndo,1
NAM0982,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0982,NA,english,eng,stan1293,eng,2
NAM0983,NA,oshiwambo,kua,kuan1247,mhu ndo,3
NAM0983,NA,afrikaans,afr,afri1274,afr,3
NAM0983,NA,english,eng,stan1293,eng,3
NAM0984,NA,oshiwambo,kua,kuan1247,mhu ndo,5
NAM0984,NA,silozi,loz,lozi1239,loz,5
NAM0984,NA,portuguese,por,port1283,por,5
NAM0984,NA,rukwangali,kwn,kwan1273,kwn,5
NAM0984,NA,thimbuk,,,,5
NAM0985,NA,english,eng,stan1293,eng,2
NAM0985,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0986,NA,english,eng,stan1293,eng,2
NAM0986,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0987,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0987,NA,english,eng,stan1293,eng,2
NAM0988,NA,oshiwambo,kua,kuan1247,mhu ndo,1
NAM0989,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0989,NA,afrikaans,afr,afri1274,afr,2
NAM0990,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0990,NA,english,eng,stan1293,eng,2
NAM0991,NA,oshiwambo,kua,kuan1247,mhu ndo,1
NAM0992,NA,english,eng,stan1293,eng,3
NAM0992,NA,oshiwambo,kua,kuan1247,mhu ndo,3
NAM0992,NA,afrikaans,afr,afri1274,afr,3
NAM0993,NA,oshiwambo,kua,kuan1247,mhu ndo,1
NAM0994,NA,oshiwambo,kua,kuan1247,mhu ndo,1
NAM0995,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0995,NA,english,eng,stan1293,eng,2
NAM0996,NA,oshiwambo,kua,kuan1247,mhu ndo,1
NAM0997,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0997,NA,english,eng,stan1293,eng,2
NAM0998,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM0998,NA,english,eng,stan1293,eng,2
NAM0999,NA,oshiwambo,kua,kuan1247,mhu ndo,1
NAM1000,NA,setswana,tsn,tswa1253,tsw,4
NAM1000,NA,english,eng,stan1293,eng,4
NAM1000,NA,oshiwambo,kua,kuan1247,mhu ndo,4
NAM1000,NA,afrikaans,afr,afri1274,afr,4
NAM1001,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1001,NA,english,eng,stan1293,eng,2
NAM1002,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1002,NA,english,eng,stan1293,eng,2
NAM1003,NA,oshiwambo,kua,kuan1247,mhu ndo,1
NAM1004,NA,oshiwambo,kua,kuan1247,mhu ndo,3
NAM1004,NA,english,eng,stan1293,eng,3
NAM1004,NA,afrikaans,afr,afri1274,afr,3
NAM1005,NA,oshiwambo,kua,kuan1247,mhu ndo,3
NAM1005,NA,otjiherero,her,here1253,her,3
NAM1005,NA,portuguese,por,port1283,por,3
NAM1006,NA,oshiwambo,kua,kuan1247,mhu ndo,1
NAM1007,NA,oshiwambo,kua,kuan1247,mhu ndo,1
NAM1008,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1008,NA,english,eng,stan1293,eng,2
NAM1009,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1009,NA,english,eng,stan1293,eng,2
NAM1010,NA,portuguese,por,port1283,por,2
NAM1010,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1011,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1011,NA,english,eng,stan1293,eng,2
NAM1012,NA,oshiwambo,kua,kuan1247,mhu ndo,1
NAM1013,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1013,NA,english,eng,stan1293,eng,2
NAM1014,NA,oshiwambo,kua,kuan1247,mhu ndo,1
NAM1015,NA,english,eng,stan1293,eng,3
NAM1015,NA,afrikaans,afr,afri1274,afr,3
NAM1015,NA,oshiwambo,kua,kuan1247,mhu ndo,3
NAM1016,NA,english,eng,stan1293,eng,2
NAM1016,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1017,NA,english,eng,stan1293,eng,2
NAM1017,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1018,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1018,NA,english,eng,stan1293,eng,2
NAM1019,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1019,NA,english,eng,stan1293,eng,2
NAM1020,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1020,NA,english,eng,stan1293,eng,2
NAM1021,NA,english,eng,stan1293,eng,2
NAM1021,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1022,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1022,NA,english,eng,stan1293,eng,2
NAM1023,NA,oshiwambo,kua,kuan1247,mhu ndo,3
NAM1023,NA,english,eng,stan1293,eng,3
NAM1023,NA,afrikaans,afr,afri1274,afr,3
NAM1024,NA,oshiwambo,kua,kuan1247,mhu ndo,1
NAM1025,NA,afrikaans,afr,afri1274,afr,2
NAM1025,NA,damara / nama,naq,nama1264,kho,2
NAM1026,NA,oshiwambo,kua,kuan1247,mhu ndo,4
NAM1026,NA,otjiiherero,,,,4
NAM1026,NA,afrikaans,afr,afri1274,afr,4
NAM1026,NA,damara / nama,naq,nama1264,kho,4
NAM1027,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1027,NA,english,eng,stan1293,eng,2
NAM1028,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1028,NA,english,eng,stan1293,eng,2
NAM1029,NA,oshiwambo,kua,kuan1247,mhu ndo,3
NAM1029,NA,english,eng,stan1293,eng,3
NAM1029,NA,afrikaans,afr,afri1274,afr,3
NAM1030,NA,german,deu,stan1295,ger,4
NAM1030,NA,english,eng,stan1293,eng,4
NAM1030,NA,afrikaans,afr,afri1274,afr,4
NAM1030,NA,damara / nama,naq,nama1264,kho,4
NAM1031,NA,san,ktz,juho1239,juh,4
NAM1031,NA,damara / nama,naq,nama1264,kho,4
NAM1031,NA,english,eng,stan1293,eng,4
NAM1031,NA,afrikaans,afr,afri1274,afr,4
NAM1032,NA,oshiwambo,kua,kuan1247,mhu ndo,1
NAM1033,NA,oshiwambo,kua,kuan1247,mhu ndo,1
NAM1034,NA,oshiwambo,kua,kuan1247,mhu ndo,4
NAM1034,NA,rukavango,diu kwn,cent2260,kwn,4
NAM1034,NA,english,eng,stan1293,eng,4
NAM1034,NA,afrikaans,afr,afri1274,afr,4
NAM1035,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1035,NA,afrikaans,afr,afri1274,afr,2
NAM1036,NA,oshiwambo,kua,kuan1247,mhu ndo,1
NAM1037,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1037,NA,english,eng,stan1293,eng,2
NAM1038,NA,oshiwambo,kua,kuan1247,mhu ndo,5
NAM1038,NA,afrikaans,afr,afri1274,afr,5
NAM1038,NA,english,eng,stan1293,eng,5
NAM1038,NA,french,fra,stan1290,fre,5
NAM1038,NA,portuguese,por,port1283,por,5
NAM1039,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1039,NA,english,eng,stan1293,eng,2
NAM1040,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1040,NA,english,eng,stan1293,eng,2
NAM1041,NA,english,eng,stan1293,eng,2
NAM1041,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1042,NA,english,eng,stan1293,eng,2
NAM1042,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1043,NA,english,eng,stan1293,eng,2
NAM1043,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1044,NA,oshiwambo,kua,kuan1247,mhu ndo,3
NAM1044,NA,english,eng,stan1293,eng,3
NAM1044,NA,afrikaans,afr,afri1274,afr,3
NAM1045,NA,english,eng,stan1293,eng,2
NAM1045,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1046,NA,oshiwambo,kua,kuan1247,mhu ndo,1
NAM1047,NA,oshiwambo,kua,kuan1247,mhu ndo,1
NAM1048,NA,oshiwambo,kua,kuan1247,mhu ndo,1
NAM1049,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1049,NA,english,eng,stan1293,eng,2
NAM1050,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1050,NA,english,eng,stan1293,eng,2
NAM1051,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1051,NA,english,eng,stan1293,eng,2
NAM1052,NA,english,eng,stan1293,eng,2
NAM1052,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1053,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1053,NA,english,eng,stan1293,eng,2
NAM1054,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1054,NA,english,eng,stan1293,eng,2
NAM1055,NA,oshiwambo (oshindongo),ndo,ndon1253,mhu ndo,1
NAM1056,NA,oshiwambo (oshindongo),ndo,ndon1253,mhu ndo,1
NAM1057,NA,english,eng,stan1293,eng,2
NAM1057,NA,oshiwambo (oshindongo),ndo,ndon1253,mhu ndo,2
NAM1058,NA,english,eng,stan1293,eng,3
NAM1058,NA,oshiwambo (oshindongo),ndo,ndon1253,mhu ndo,3
NAM1058,NA,afrikaans,afr,afri1274,afr,3
NAM1059,NA,english,eng,stan1293,eng,5
NAM1059,NA,afrikaans,afr,afri1274,afr,5
NAM1059,NA,oshiwambo,kua,kuan1247,mhu ndo,5
NAM1059,NA,damara / nama,naq,nama1264,kho,5
NAM1059,NA,otjihe,,,,5
NAM1060,NA,english,eng,stan1293,eng,2
NAM1060,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1061,NA,english,eng,stan1293,eng,3
NAM1061,NA,oshiwambo,kua,kuan1247,mhu ndo,3
NAM1061,NA,afrikaans,afr,afri1274,afr,3
NAM1062,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1062,NA,english,eng,stan1293,eng,2
NAM1063,NA,english,eng,stan1293,eng,2
NAM1063,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1064,NA,english,eng,stan1293,eng,2
NAM1064,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1065,NA,english,eng,stan1293,eng,2
NAM1065,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1066,NA,english,eng,stan1293,eng,2
NAM1066,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1067,NA,oshiwambo,kua,kuan1247,mhu ndo,1
NAM1068,NA,english,eng,stan1293,eng,2
NAM1068,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1069,NA,english,eng,stan1293,eng,2
NAM1069,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1070,NA,english,eng,stan1293,eng,2
NAM1070,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1071,NA,oshiwambo,kua,kuan1247,mhu ndo,3
NAM1071,NA,english,eng,stan1293,eng,3
NAM1071,NA,afrikaans,afr,afri1274,afr,3
NAM1072,NA,oshiwambo,kua,kuan1247,mhu ndo,1
NAM1073,NA,oshiwambo,kua,kuan1247,mhu ndo,1
NAM1074,NA,oshiwambo,kua,kuan1247,mhu ndo,1
NAM1075,NA,english,eng,stan1293,eng,2
NAM1075,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1076,NA,english,eng,stan1293,eng,2
NAM1076,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1077,NA,oshiwambo,kua,kuan1247,mhu ndo,1
NAM1078,NA,oshiwambo,kua,kuan1247,mhu ndo,1
NAM1079,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1079,NA,english,eng,stan1293,eng,2
NAM1080,NA,oshiwambo,kua,kuan1247,mhu ndo,1
NAM1081,NA,oshiwambo,kua,kuan1247,mhu ndo,1
NAM1082,NA,oshiwambo,kua,kuan1247,mhu ndo,1
NAM1083,NA,english,eng,stan1293,eng,3
NAM1083,NA,afrikaans,afr,afri1274,afr,3
NAM1083,NA,oshiwambo,kua,kuan1247,mhu ndo,3
NAM1084,NA,english,eng,stan1293,eng,2
NAM1084,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1085,NA,oshiwambo,kua,kuan1247,mhu ndo,1
NAM1086,NA,oshiwambo,kua,kuan1247,mhu ndo,1
NAM1087,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1087,NA,english,eng,stan1293,eng,2
NAM1088,NA,oshiwambo,kua,kuan1247,mhu ndo,1
NAM1089,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1089,NA,english,eng,stan1293,eng,2
NAM1090,NA,english,eng,stan1293,eng,3
NAM1090,NA,oshiwambo,kua,kuan1247,mhu ndo,3
NAM1090,NA,afrikaans,afr,afri1274,afr,3
NAM1091,NA,english,eng,stan1293,eng,2
NAM1091,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1092,NA,english,eng,stan1293,eng,2
NAM1092,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1093,NA,english,eng,stan1293,eng,2
NAM1093,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1094,NA,oshiwambo,kua,kuan1247,mhu ndo,1
NAM1095,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1095,NA,english,eng,stan1293,eng,2
NAM1096,NA,english,eng,stan1293,eng,2
NAM1096,NA,oshiwambo,kua,kuan1247,mhu ndo,2
NAM1097,NA,afrikaans,afr,afri1274,afr,3
NAM1097,NA,oshiwambo,kua,kuan1247,mhu ndo,3
NAM1097,NA,english,eng,stan1293,eng,3
NAM1098,NA,oshiwambo,kua,kuan1247,mhu ndo,1
NAM1099,NA,oshiwambo (oshindongo),ndo,ndon1253,mhu ndo,1
