round,variable,value,name,country,iso_alpha2,n_resp,prop
4,Q3,794,Lugwere,18,UG,29,0.007838131317475764
4,Q3,795,Rukiga,18,UG,112,0.04702267490734012
4,Q3,796,Rutooro,18,UG,70,0.032495366122271184
4,Q3,797,Langi,18,UG,187,0.09542724767445096
4,Q3,798,Kakwa,18,UG,5,6.697105854445933e-4
4,Q3,799,Kumam,18,UG,8,0.0019486456893014412
4,Q3,800,Lululi,18,UG,11,0.0014129243956703262
4,Q3,801,Lwamba,18,UG,7,0.0030621805781459927
4,Q3,802,Nubian,18,UG,7,0.002746406167148895
4,Q3,803,Rufumbira,18,UG,22,0.00508732763019637
4,Q3,804,Runyarwanda,18,UG,11,0.002809130525008581
4,Q3,805,Sabiny,18,UG,18,0.004089969373479025
4,Q3,820,Bemba,19,ZM,344,0.28905289428561365
4,Q3,821,Nyanja,19,ZM,65,0.058692191927499276
4,Q3,822,Tonga,19,ZM,164,0.1498881265657003
4,Q3,823,Lozi,19,ZM,104,0.08334321020301498
4,Q3,824,Chewa,19,ZM,62,0.04519812901687442
4,Q3,825,Nsenga,19,ZM,46,0.044174776452304096
4,Q3,826,Tumbuka,19,ZM,62,0.046555453514556346
4,Q3,827,Kaonde,19,ZM,34,0.028713305250627163
4,Q3,828,Luvale,19,ZM,33,0.0244382367410466
4,Q3,829,Namwanga,19,ZM,33,0.02577350501802561
4,Q3,830,Lunda,19,ZM,39,0.03368980708247971
4,Q3,831,Bisa,19,ZM,6,0.0034870931135612742
4,Q3,832,Nkoya,19,ZM,6,0.004493627242554264
4,Q3,833,Mambwe,19,ZM,28,0.02159901320469894
4,Q3,834,Lenje,19,ZM,17,0.01420663432488148
4,Q3,835,Ngoni,19,ZM,43,0.03446575611849644
4,Q3,836,Soli,19,ZM,5,0.0044942326956726964
4,Q3,837,Ila,19,ZM,5,0.0063484669509384995
4,Q3,838,Kunda,19,ZM,9,0.0056540896369432474
4,Q3,839,Lala,19,ZM,14,0.01018518046545744
4,Q3,840,Lamba,19,ZM,11,0.01121576773001143
4,Q3,841,Lungu,19,ZM,11,0.008362488927858245
4,Q3,842,Nyika,19,ZM,5,0.004272335688883296
4,Q3,843,Senga,19,ZM,7,0.008976092815930486
4,Q3,844,Tokaleya,19,ZM,12,0.005098533180258973
4,Q3,845,Ushi,19,ZM,12,0.009786888589642306
4,Q3,860,Ndebele,20,ZW,155,0.12606050854318573
4,Q3,861,Shona,20,ZW,967,0.8077319397058044
4,Q3,862,Venda,20,ZW,12,0.012946027509797758
4,Q3,863,Kalanga,20,ZW,11,0.00805847103216778
4,Q3,864,Tonga,20,ZW,19,0.01823236437356994
4,Q3,865,Nambya,20,ZW,9,0.004931999285241212
4,Q3,866,Nyanja,20,ZW,7,0.004565405360810272
4,Q3,995,Others,3,BF,16,0.007107309124760528
4,Q3,995,Others,1,BJ,2,0.0019622583589037866
4,Q3,995,Others,2,BW,11,0.009388896376388633
4,Q3,995,Others,5,GH,38,0.031073532832219426
4,Q3,995,Others,6,KE,21,0.013791918499818225
4,Q3,995,Others,7,LS,3,0.002079122155081566
4,Q3,995,Others,12,MZ,15,0.018040357723507112
4,Q3,995,Others,14,NG,118,0.04608574910173709
4,Q3,995,Others,15,SN,2,0.0014370351900541809
4,Q3,995,Others,17,TZ,125,0.10489805683828964
4,Q3,995,Others,18,UG,5,0.001512587075235435
4,Q3,995,Others,16,ZA,2,9.801591063101893e-6
4,Q3,995,Others,19,ZM,22,0.0169093347992731
4,Q3,995,Others,20,ZW,15,0.014014454112144794
5,Q103,-1,Missing,6,KE,8,0.0019246955276239592
5,Q103,-1,Missing,8,LR,101,0.08109788665877316
5,Q103,-1,Missing,12,MZ,10,0.003361954650572426
5,Q103,-1,Missing,13,NA,12,0.010010274738611552
5,Q103,-1,Missing,16,ZA,2,9.043344620604465e-4
5,Q103,-1,Missing,20,ZW,12,0.004802445350540174
5,Q103,1,English,1,BJ,23,0.019514822798329202
5,Q103,1,English,2,BW,207,0.1773043533316045
5,Q103,1,English,26,CM,118,0.09838537977840311
5,Q103,1,English,5,GH,527,0.23537312070505892
5,Q103,1,English,6,KE,564,0.23269196995543007
5,Q103,1,English,8,LR,400,0.3399246763810306
5,Q103,1,English,7,LS,3,0.0026783619859587077
5,Q103,1,English,21,MU,39,0.03398718491028303
5,Q103,1,English,10,MW,4,9.433635498054867e-4
5,Q103,1,English,13,NA,439,0.3631523152131346
5,Q103,1,English,14,NG,923,0.38166884756668845
5,Q103,1,English,22,SL,63,0.05778854686679404
5,Q103,1,English,30,SZ,156,0.12216729135060629
5,Q103,1,English,18,UG,346,0.14593486666362696
5,Q103,1,English,16,ZA,809,0.29519700076691313
5,Q103,1,English,19,ZM,287,0.22784300389659612
5,Q103,1,English,20,ZW,200,0.08060484044581309
5,Q103,2,French,3,BF,378,0.3115961483416787
5,Q103,2,French,25,BI,5,0.00370083061503557
5,Q103,2,French,1,BJ,335,0.2825810214064083
5,Q103,2,French,27,CI,1151,0.9609381037386491
5,Q103,2,French,26,CM,755,0.6284493431410403
5,Q103,2,French,28,GN,230,0.19143861887447486
5,Q103,2,French,9,MG,1,7.955016686621258e-4
5,Q103,2,French,11,ML,106,0.09379373414574586
5,Q103,2,French,21,MU,2,0.0010803962379507329
5,Q103,2,French,23,NE,103,0.09572949879903905
5,Q103,2,French,15,SN,155,0.12696382077857496
5,Q103,2,French,24,TG,622,0.5125914543521907
5,Q103,3,Portuguese,4,CV,2,0.0014489680702912534
5,Q103,3,Portuguese,9,MG,1,6.284775743369297e-4
5,Q103,3,Portuguese,12,MZ,1722,0.7225575319511506
5,Q103,4,Kiswahili,6,KE,1426,0.5937542353303467
5,Q103,4,Kiswahili,17,TZ,2400,1
5,Q103,5,Arabic,31,DZ,1204,1
5,Q103,5,Arabic,32,EG,1190,1
5,Q103,5,Arabic,33,MA,1196,1
5,Q103,5,Arabic,34,SD,1199,1
5,Q103,5,Arabic,35,TN,1200,1
5,Q103,7,Afrikaans,13,NA,121,0.10262778894268111
5,Q103,7,Afrikaans,16,ZA,314,0.07164272814931386
5,Q103,13,Dioula,3,BF,196,0.16585734160195523
5,Q103,13,Dioula,27,CI,49,0.039061896261350836
5,Q103,15,Fulfuldé,3,BF,46,0.038660870091984524
5,Q103,15,Fulfuldé,23,NE,6,0.005627201480107768
5,Q103,17,Hausa,5,GH,10,0.00485630575630917
5,Q103,17,Hausa,14,NG,815,0.34787757472877573
5,Q103,26,Luo,6,KE,121,0.056296787124851484
5,Q103,26,Luo,18,UG,208,0.06919031900933985
5,Q103,29,Ndau,12,MZ,13,0.003991928413171902
5,Q103,29,Ndau,20,ZW,10,0.0037599727388680903
5,Q103,35,siSwati,30,SZ,1043,0.8767298474687634
5,Q103,35,siSwati,16,ZA,26,0.011146729726903478
5,Q103,39,Yoruba,1,BJ,81,0.06848030752700111
5,Q103,39,Yoruba,14,NG,326,0.1350638730173054
5,Q103,100,Fon,1,BJ,374,0.3004292395058996
5,Q103,101,Adja,1,BJ,133,0.11537371046736572
5,Q103,102,Bariba,1,BJ,132,0.11224413234631408
5,Q103,103,Dendi,1,BJ,110,0.0911046361411799
5,Q103,140,Setswana,2,BW,993,0.8226956466683955
5,Q103,180,Mooré,3,BF,580,0.48388563996438155
5,Q103,220,Crioulo,4,CV,1206,0.9985510319297086
5,Q103,260,Akan,5,GH,1434,0.5964265859924167
5,Q103,261,Ewe,5,GH,191,0.07389819634456807
5,Q103,262,Ga/Dangbe,5,GH,30,0.01376584650863801
5,Q103,263,Dagbani,5,GH,208,0.0756799446930091
5,Q103,300,Kikuyu,6,KE,199,0.0865476197684948
5,Q103,302,Luhya,6,KE,7,0.0030386698546125334
5,Q103,303,Kamba,6,KE,46,0.015250269293914175
5,Q103,304,Kalenjin,6,KE,14,0.005753401893414489
5,Q103,340,Sesotho,7,LS,1193,0.9967771701206544
5,Q103,396,Liberian Simple English,8,LR,698,0.5789774369601963
5,Q103,420,"""Official"" Malagasy",9,MG,593,0.4955567503701393
5,Q103,421,Malagasy dialect,9,MG,605,0.5030192703868616
5,Q103,460,Chitumbuka,10,MW,286,0.1220842043196864
5,Q103,461,Chichewa,10,MW,2117,0.8769724321305081
5,Q103,501,Bambara,11,ML,1029,0.8496913378006173
5,Q103,513,Peulh / Fulfude,11,ML,35,0.0304063165225207
5,Q103,516,Soninke,11,ML,29,0.02520496919959006
5,Q103,518,Tamasheq,11,ML,1,9.036423315260487e-4
5,Q103,540,Makua,12,MZ,333,0.13414402434954714
5,Q103,541,Sena,12,MZ,88,0.03797506367616794
5,Q103,543,Changana,12,MZ,231,0.09705489360776454
5,Q103,583,Oshiwambo,13,NA,492,0.40693928936442336
5,Q103,584,Otjiherero,13,NA,50,0.04566461840379975
5,Q103,585,Rukwangali,13,NA,86,0.07160571333734958
5,Q103,621,Igbo,14,NG,199,0.08297643124643098
5,Q103,623,Pidgin English,14,NG,137,0.0524132734407994
5,Q103,660,Wolof,15,SN,946,0.7880708987076979
5,Q103,661,Pulaar/Toucouleur,15,SN,65,0.05245475635030579
5,Q103,665,Diola,15,SN,33,0.03177100837649226
5,Q103,702,Xhosa,16,ZA,258,0.12810279915424244
5,Q103,703,Pedi/Spedi/North Sotho,16,ZA,161,0.08398417993329439
5,Q103,704,Sesotho/Sotho/South Sotho,16,ZA,149,0.06465751841521794
5,Q103,705,Setswana/Tswana,16,ZA,202,0.0745740490357468
5,Q103,706,Shangaan,16,ZA,10,0.005238103594572905
5,Q103,707,Swazi,16,ZA,18,0.007504478653215709
5,Q103,708,Venda,16,ZA,12,0.006493903354062971
5,Q103,709,Zulu,16,ZA,422,0.24244940495864523
5,Q103,711,Mixed - English/Afrikaans,16,ZA,2,0.001240082613512298
5,Q103,712,Tsonga,16,ZA,14,0.006864687182298388
5,Q103,780,Luganda,18,UG,681,0.29351554099523663
5,Q103,781,Runyankole-Rukiga,18,UG,337,0.13179107464167808
5,Q103,782,Runyoro-Rutooro,18,UG,237,0.11973782429562399
5,Q103,783,Lusoga,18,UG,208,0.09887413366410201
5,Q103,784,Lumasaba,18,UG,64,0.022631449321054868
5,Q103,787,Ateso,18,UG,126,0.04076104622422978
5,Q103,789,Alur,18,UG,30,0.008679627898554752
5,Q103,790,Lugbara,18,UG,58,0.028871707204564164
5,Q103,791,Madi,18,UG,21,0.009940347293543362
5,Q103,792,Japadhola,18,UG,5,0.0016753011021103138
5,Q103,798,Kupsabinyi,18,UG,24,0.003321535827227102
5,Q103,799,Ngakarimajong,18,UG,34,0.01995610731592565
5,Q103,809,Lugwere,18,UG,21,0.005119118543182542
5,Q103,820,Chewa/nyanja,19,ZM,253,0.21849072806335257
5,Q103,821,Ichibemba,19,ZM,439,0.3717665952792614
5,Q103,822,Tonga,19,ZM,85,0.07325574370769355
5,Q103,823,Kikaonde,19,ZM,57,0.04558171794663028
5,Q103,824,Silozi,19,ZM,73,0.05816236953641502
5,Q103,860,Ndebele,20,ZW,450,0.18901732877203856
5,Q103,861,Shona,20,ZW,1724,0.7204361169949918
5,Q103,900,Creole,21,MU,1156,0.9630280052357874
5,Q103,930,Krio,22,SL,890,0.7496115744203641
5,Q103,931,Mende,22,SL,208,0.16915842337081835
5,Q103,932,Temne,22,SL,22,0.019441763789778146
5,Q103,933,Limba,22,SL,6,0.003550873033741754
5,Q103,1100,Haoussa,23,NE,762,0.6188593389757097
5,Q103,1101,Zarrma/Songhaï,23,NE,319,0.27150793000999984
5,Q103,1103,Touareg,23,NE,9,0.008276030735143705
5,Q103,1140,Ewé,24,TG,414,0.34666105031697586
5,Q103,1142,Kabyè,24,TG,51,0.04129720157211272
5,Q103,1143,Tem (Kotokoli),24,TG,49,0.0443972536555327
5,Q103,1144,Ben (Moba),24,TG,57,0.048837492237811385
5,Q103,1145,Nawdem (Losso),24,TG,4,0.0036806467517402834
5,Q103,1180,Kirundi,25,BI,1195,0.9962991693849645
5,Q103,1220,Foufoulde,26,CM,209,0.16925109677348837
5,Q103,1221,Pidgin,26,CM,94,0.07938202819976292
5,Q103,1222,Ewondo,26,CM,9,0.011813139320708788
5,Q103,1223,Bafang,26,CM,1,0.0013963328175837799
5,Q103,1300,Soussou,28,GN,274,0.2326016022273198
5,Q103,1301,Poular,28,GN,363,0.30286685410128444
5,Q103,1302,Maninka,28,GN,265,0.21845430255420611
5,Q103,1303,Kpélé,28,GN,44,0.03595030522020663
5,Q103,1304,Toma,28,GN,1,8.069544248924061e-4
5,Q103,1305,Kissié,28,GN,21,0.016380094381149322
5,Q103,9995,Other,1,BJ,12,0.01027212980750213
5,Q103,9995,Other,26,CM,14,0.011322679969012693
5,Q103,9995,Other,28,GN,2,0.0015012682164664976
5,Q103,9995,Other,6,KE,14,0.004742351251311771
5,Q103,9995,Other,7,LS,1,5.444678933868735e-4
5,Q103,9995,Other,21,MU,3,0.0019044136159788575
5,Q103,9995,Other,12,MZ,3,9.146033516254003e-4
5,Q103,9995,Other,22,SL,1,4.488185185036128e-4
5,Q103,9995,Other,15,SN,1,7.395157869291033e-4
5,Q103,9995,Other,30,SZ,1,0.0011028611806303177
5,Q103,9995,Other,24,TG,3,0.002534901113636385
5,Q103,9995,Other,19,ZM,6,0.004899841570051086
5,Q103,9995,Other,20,ZW,4,0.0013792956977482034
5,Q116,1,English,26,CM,200,0.16432879351652638
5,Q116,1,English,5,GH,40,0.020858346406825223
5,Q116,1,English,8,LR,161,0.13154577850879112
5,Q116,1,English,22,SL,62,0.05291872505401303
5,Q116,1,English,16,ZA,275,0.08725280818060464
5,Q116,2,French,27,CI,100,0.08301078206135477
5,Q116,3,Portuguese,12,MZ,735,0.31616710632334216
5,Q116,4,Kiswahili,17,TZ,386,0.13635657807949605
5,Q116,5,Arabic,31,DZ,1204,1
5,Q116,5,Arabic,32,EG,1190,1
5,Q116,5,Arabic,33,MA,1165,0.9734589152531995
5,Q116,5,Arabic,34,SD,1199,1
5,Q116,5,Arabic,35,TN,1200,1
5,Q116,10,Bassa,26,CM,156,0.13186397177624518
5,Q116,10,Bassa,8,LR,51,0.04248931219897636
5,Q116,10,Bassa,14,NG,70,0.029317449459841164
5,Q116,15,Fulfuldé,3,BF,100,0.08283406184556222
5,Q116,15,Fulfuldé,23,NE,126,0.10490236816834285
5,Q116,17,Hausa,5,GH,166,0.06781015330844657
5,Q116,17,Hausa,14,NG,380,0.15982494243158277
5,Q116,29,Ndau,12,MZ,168,0.06849821636996432
5,Q116,29,Ndau,20,ZW,202,0.08194000913392893
5,Q116,30,Ndebele,16,ZA,32,0.013189397394520068
5,Q116,30,Ndebele,20,ZW,450,0.1877496390188719
5,Q116,39,Yoruba,1,BJ,298,0.24989292878614483
5,Q116,39,Yoruba,14,NG,450,0.18840482688404828
5,Q116,100,Fon,1,BJ,304,0.24987903199937203
5,Q116,101,Adja,1,BJ,288,0.24364967029490045
5,Q116,102,Bariba,1,BJ,78,0.06526230644882855
5,Q116,103,Dendi,1,BJ,78,0.06526230644882855
5,Q116,106,Peulh,1,BJ,76,0.0607914495730971
5,Q116,108,Boo,1,BJ,78,0.06526230644882855
5,Q116,140,Setswana,2,BW,1018,0.8394936291828701
5,Q116,144,Ikalanga/Sekalaka,2,BW,144,0.12581852445187164
5,Q116,147,Sebirwa,2,BW,38,0.034687846365258276
5,Q116,180,Mooré,3,BF,650,0.5411750471077843
5,Q116,181,Dioula,3,BF,150,0.12489343890833475
5,Q116,184,Gourounsi,3,BF,50,0.040419918714461066
5,Q116,185,Bissa,3,BF,50,0.04142544708278099
5,Q116,189,Lobi,3,BF,50,0.04320901224775721
5,Q116,192,Bwamu,3,BF,50,0.04320901224775721
5,Q116,196,Kassena,3,BF,50,0.03957286655113903
5,Q116,197,Fulsé,3,BF,50,0.04326119529442318
5,Q116,220,Crioulo,4,CV,1208,1
5,Q116,260,Akan,5,GH,1202,0.5157788264273572
5,Q116,261,Ewe,5,GH,504,0.2082469387692115
5,Q116,262,Ga/Dangbe,5,GH,120,0.05215890475528617
5,Q116,263,Dagbani,5,GH,276,0.09875370251195341
5,Q116,265,Dagare,5,GH,32,0.013240943438813954
5,Q116,266,Waale,5,GH,32,0.013240943438813954
5,Q116,272,Frafra,5,GH,28,0.009911240943292104
5,Q116,300,Kikuyu,6,KE,440,0.18127718834619044
5,Q116,301,Luo,6,KE,951,0.3954454025419667
5,Q116,302,Luhya,6,KE,168,0.06812537991548567
5,Q116,303,Kamba,6,KE,296,0.12544036636105715
5,Q116,304,Kalenjin,6,KE,98,0.04224066707248698
5,Q116,305,Kisii,6,KE,296,0.12416734197985282
5,Q116,306,Meru / Embu,6,KE,76,0.033156988008863186
5,Q116,310,Somali,6,KE,74,0.03014666577409698
5,Q116,340,Sesotho,7,LS,1197,1
5,Q116,384,Gio,8,LR,46,0.03634515753193074
5,Q116,385,Gola,8,LR,57,0.0504579515218798
5,Q116,386,Grebo,8,LR,183,0.15585724400852752
5,Q116,387,Kissi,8,LR,44,0.037443787233533136
5,Q116,388,Kpelle,8,LR,48,0.037490982083721446
5,Q116,390,Kru,8,LR,320,0.27166956485983224
5,Q116,391,Lorma,8,LR,134,0.11002045848160784
5,Q116,393,Mano,8,LR,55,0.04268880784101859
5,Q116,395,Vai,8,LR,100,0.08399095573018127
5,Q116,420,"""Official"" Malagasy",9,MG,924,0.759648821207663
5,Q116,421,Malagasy dialect,9,MG,276,0.24035117879233694
5,Q116,460,Chitumbuka,10,MW,246,0.10541630019703441
5,Q116,463,Chichewa,10,MW,1998,0.8176061455865111
5,Q116,466,Chilomwe,10,MW,82,0.0427733942459841
5,Q116,471,Chitonga,10,MW,81,0.034204159970470466
5,Q116,501,Bambara,11,ML,677,0.5681754673636491
5,Q116,503,Bobo,11,ML,52,0.04298353708069959
5,Q116,505,Dogon,11,ML,42,0.03313800710039065
5,Q116,509,Malinké,11,ML,53,0.04473492157719682
5,Q116,513,Peulh / Fulfude,11,ML,140,0.11790082143086501
5,Q116,516,Soninké / Sarakollé,11,ML,92,0.07645031618043269
5,Q116,517,Sonrhaï,11,ML,54,0.042806496747720336
5,Q116,518,Tamasheq,11,ML,90,0.0738104325190458
5,Q116,540,Makua,12,MZ,536,0.2199012927313592
5,Q116,541,Sena,12,MZ,254,0.10278338872233443
5,Q116,543,Changana,12,MZ,357,0.1438709153774183
5,Q116,548,Chuabo,12,MZ,240,0.10576911211538224
5,Q116,554,Chitewe,12,MZ,86,0.034285172352370115
5,Q116,555,Chitswa,12,MZ,24,0.008724796007829253
5,Q116,582,Nama/Damara,13,NA,64,0.054973671938755686
5,Q116,583,Oshiwambo (Oshindonga/Oshikwanyama),13,NA,808,0.6755974818326662
5,Q116,584,Otjiherero,13,NA,64,0.054973671938755686
5,Q116,585,Rukwangali,13,NA,67,0.05430755863094081
5,Q116,586,Rugririku/Rumanyo,13,NA,63,0.051165211013096026
5,Q116,588,Silozi,13,NA,134,0.10898240464578557
5,Q116,621,Igbo,14,NG,454,0.18565184602318513
5,Q116,628,Ibibio,14,NG,120,0.0519428305194283
5,Q116,629,Kanuri,14,NG,24,0.010739340940726743
5,Q116,630,Tiv,14,NG,56,0.024636798579701316
5,Q116,632,Ijaw,14,NG,38,0.013543977635439778
5,Q116,633,Edo,14,NG,300,0.12067296370672964
5,Q116,634,Igala,14,NG,27,0.011767276367672764
5,Q116,639,Idoma,14,NG,29,0.012869522212028554
5,Q116,642,Jukun,14,NG,26,0.011138663444719967
5,Q116,652,Bajju,14,NG,50,0.020298382702983828
5,Q116,660,Wolof,15,SN,416,0.3458507724502682
5,Q116,661,Pulaar/Toucouleur,15,SN,188,0.1510252654868942
5,Q116,662,Serer,15,SN,296,0.25095272632966903
5,Q116,663,Mandinka/Bambara,15,SN,106,0.08876974754058534
5,Q116,664,Soninke,15,SN,44,0.03767528845395744
5,Q116,665,Diola,15,SN,150,0.12572619973862578
5,Q116,700,Afrikaans,16,ZA,265,0.07220762632092068
5,Q116,702,Xhosa,16,ZA,422,0.1674308909526134
5,Q116,703,Pedi/Spedi/North Sotho,16,ZA,287,0.1227341480755073
5,Q116,704,Sesotho/Sotho/South Sotho,16,ZA,72,0.03340273151610276
5,Q116,705,Setswana/Tswana,16,ZA,275,0.10695746442970433
5,Q116,706,Shangaan,16,ZA,97,0.0478395892586153
5,Q116,707,Swazi,16,ZA,75,0.02847516769684927
5,Q116,708,Venda,16,ZA,48,0.02136665348016058
5,Q116,709,Zulu,16,ZA,551,0.2991435226944017
5,Q116,740,Kinyakyusa,17,TZ,98,0.043040959551286714
5,Q116,741,Kichaga,17,TZ,447,0.1809303939748461
5,Q116,742,Kihaya,17,TZ,489,0.20935858171551008
5,Q116,745,Kipare,17,TZ,301,0.11711337706979366
5,Q116,746,Kihehe,17,TZ,95,0.04898165509287159
5,Q116,749,Kisukuma,17,TZ,102,0.04576855748704657
5,Q116,751,Kimeru,17,TZ,100,0.04501113889841131
5,Q116,752,Kikurya,17,TZ,204,0.09153711497409314
5,Q116,764,Kijita,17,TZ,89,0.03995912773804723
5,Q116,780,Luganda,18,UG,582,0.2667782530812465
5,Q116,781,Runyankole,18,UG,302,0.11667006134248148
5,Q116,782,Runyoro,18,UG,60,0.030351418626304753
5,Q116,783,Lusoga,18,UG,175,0.08440580481575455
5,Q116,784,Lumasaba,18,UG,80,0.03261806699211355
5,Q116,785,Lukhonjo,18,UG,120,0.060702837252609505
5,Q116,787,Ateso,18,UG,234,0.07794377424261074
5,Q116,788,Acholi,18,UG,129,0.047492703591632074
5,Q116,789,Alur,18,UG,52,0.01708894454031134
5,Q116,790,Lugbara,18,UG,116,0.05235660325806153
5,Q116,791,Madi,18,UG,32,0.015798740393039086
5,Q116,792,Japadhola,18,UG,16,0.0052988687878589924
5,Q116,793,Lusamia,18,UG,28,0.010309220973266881
5,Q116,794,Lugwere,18,UG,40,0.00974489275194426
5,Q116,795,Rukiga,18,UG,51,0.019077659146502057
5,Q116,796,Rutooro,18,UG,108,0.048291160346795314
5,Q116,797,Langi,18,UG,135,0.04409619778004239
5,Q116,798,Kupsabinyi,18,UG,24,0.003321535827227102
5,Q116,799,Ngakarimajong,18,UG,80,0.04283446154410343
5,Q116,800,Rufumbira,18,UG,36,0.01481879470609449
5,Q116,820,Bemba,19,ZM,392,0.3195737430484748
5,Q116,821,Nyanja,19,ZM,130,0.12269494426873291
5,Q116,822,Tonga,19,ZM,144,0.11678487009142571
5,Q116,823,Lozi,19,ZM,94,0.08161059664389565
5,Q116,825,Nsenga,19,ZM,80,0.06759870695122192
5,Q116,826,Tumbuka,19,ZM,76,0.06405210519341831
5,Q116,827,Kaonde,19,ZM,32,0.025994472883451157
5,Q116,828,Luvale,19,ZM,64,0.051988945766902314
5,Q116,829,Lala,19,ZM,32,0.02509194037427515
5,Q116,833,Senga,19,ZM,23,0.01572684538109791
5,Q116,845,Ila,19,ZM,101,0.08375861636685906
5,Q116,846,Nyika,19,ZM,32,0.025124213030245153
5,Q116,861,Shona,20,ZW,1064,0.44178811737584356
5,Q116,862,Zezuru,20,ZW,342,0.1452959899528492
5,Q116,863,Korekore,20,ZW,50,0.020555705149970287
5,Q116,864,Karanga,20,ZW,96,0.04110424556876316
5,Q116,865,Manyika,20,ZW,196,0.08156629379977288
5,Q116,900,Creole,21,MU,1156,0.9615440708507837
5,Q116,901,Bhojpuri,21,MU,44,0.038455929149216216
5,Q116,930,Krio,22,SL,61,0.05116049681361336
5,Q116,931,Mende,22,SL,763,0.6408215207559288
5,Q116,932,Temne,22,SL,204,0.17158163845409918
5,Q116,933,Limba,22,SL,100,0.08351761892234559
5,Q116,1100,Haoussa,23,NE,460,0.37491727663883356
5,Q116,1101,Zarrma/Songhaï,23,NE,547,0.4609839904087956
5,Q116,1103,Touareg,23,NE,66,0.05919636478402802
5,Q116,1140,Ewé,24,TG,250,0.20844235973153655
5,Q116,1141,Mina (Guen),24,TG,50,0.04114075041632236
5,Q116,1142,Kabyè,24,TG,300,0.2484287141617319
5,Q116,1143,Tem (Kotokoli),24,TG,50,0.04312892610673157
5,Q116,1144,Ben (Moba),24,TG,200,0.16704527374842176
5,Q116,1145,Nawdem (Losso),24,TG,150,0.1273986026297855
5,Q116,1148,Ikposso (Akposso),24,TG,150,0.1232344352560465
5,Q116,1160,Anyanga,24,TG,50,0.04118093794942389
5,Q116,1180,Kirundi,25,BI,1200,1
5,Q116,1220,Foufoulde,26,CM,108,0.08967319553538038
5,Q116,1222,Ewondo,26,CM,254,0.21261670065942365
5,Q116,1225,Babjoun,26,CM,46,0.03650892054219053
5,Q116,1226,Banen,26,CM,48,0.04119371345913829
5,Q116,1228,Bayangam,26,CM,48,0.03949597033903642
5,Q116,1229,Eton,26,CM,48,0.03949597033903642
5,Q116,1230,Kotoko,26,CM,48,0.03949597033903642
5,Q116,1231,Mafa,26,CM,54,0.04483659776769019
5,Q116,1232,Mbo,26,CM,96,0.08238742691827658
5,Q116,1233,Ntoumou,26,CM,46,0.03860679846898307
5,Q116,1234,Nyem Nyem,26,CM,48,0.03949597033903642
5,Q116,1262,Adjoukrou,27,CI,150,0.12730856489643208
5,Q116,1263,Agni,27,CI,100,0.08183012208291414
5,Q116,1267,Baoulé,27,CI,150,0.1262984433003883
5,Q116,1268,Bété,27,CI,200,0.16688793546364977
5,Q116,1269,Dida,27,CI,50,0.04017510278426608
5,Q116,1273,Guéré,27,CI,51,0.04087941130063846
5,Q116,1277,Malinké/ Dioula,27,CI,100,0.08466464611367815
5,Q116,1278,Sénoufo,27,CI,49,0.03928301991812606
5,Q116,1280,WOBE,27,CI,50,0.044489543329412067
5,Q116,1281,TOURA,27,CI,50,0.04017510278426608
5,Q116,1282,DAHOMEY,27,CI,50,0.042243356215584824
5,Q116,1283,ABOURE,27,CI,50,0.04137698487464463
5,Q116,1284,AHIZI,27,CI,50,0.04137698487464463
5,Q116,1300,Soussou,28,GN,164,0.13909292859812092
5,Q116,1302,Poular,28,GN,472,0.39505060144732657
5,Q116,1304,Diakanké,28,GN,52,0.0444564443274058
5,Q116,1305,Maninka,28,GN,252,0.21088335590521554
5,Q116,1307,Kpelé,28,GN,100,0.08016831488931088
5,Q116,1310,Loma,28,GN,50,0.04008415744465544
5,Q116,1312,Kissié,28,GN,110,0.09026419738796476
5,Q116,1500,Tamazight,33,MA,31,0.02654108474680045
5,Q116,1620,siSwati,30,SZ,1200,1
5,Q116,2620,Jaba,14,NG,50,0.020298382702983828
5,Q116,2621,Koro,14,NG,50,0.020298382702983828
5,Q116,2622,Babur,14,NG,47,0.020697061873637283
5,Q116,2623,Izere,14,NG,40,0.016707375167073754
5,Q116,2624,Ngas,14,NG,38,0.015980780993141142
5,Q116,2625,Zuru,14,NG,38,0.015980780993141142
5,Q116,2626,Sayawa,14,NG,26,0.011138663444719967
5,Q116,2627,Burah,14,NG,25,0.011520960948542942
5,Q116,2628,Bachama,14,NG,22,0.00986141509861415
5,Q116,2629,Jarawa,14,NG,20,0.008353687583536877
5,Q116,2630,Ron,14,NG,20,0.008353687583536877
5,Q116,2761,Kiluri,17,TZ,89,0.04194251541859761
5,Q2,-1,Missing,2,BW,2,0.0016953279956708148
5,Q2,-1,Missing,6,KE,3,0.0017714244146346686
5,Q2,-1,Missing,8,LR,3,0.0019974851223162377
5,Q2,-1,Missing,10,MW,5,0.003178495488721158
5,Q2,-1,Missing,12,MZ,6,0.003182539230317451
5,Q2,-1,Missing,13,NA,3,0.0021404076006332207
5,Q2,-1,Missing,20,ZW,1,4.1644390357742746e-4
5,Q2,1,English,1,BJ,2,0.0012366735678535164
5,Q2,1,English,2,BW,10,0.008342263483063933
5,Q2,1,English,26,CM,11,0.009269055068056142
5,Q2,1,English,5,GH,16,0.007642040651672747
5,Q2,1,English,6,KE,5,0.0040063858489381215
5,Q2,1,English,8,LR,9,0.007500513427514809
