round,variable,value,name,country,iso_alpha2,n_resp,prop
3,q103,815,Boran,5,KE,1,9.096882441058304e-4
3,q103,995,Other,7,MG,2,0.0018068852778581718
3,q103,995,Other,16,UG,1,4.6536702751706486e-4
3,q103,995,Other,14,ZA,8,0.00417989265875817
3,q103,995,Other,18,ZW,6,0.0057251908396946565
3,q114,1,English,11,NA,78,0.065
3,q114,1,English,12,NG,135,0.04553641756696674
3,q114,1,English,14,ZA,288,0.08398945759592366
3,q114,2,French,1,BJ,59,0.049248747913188645
3,q114,3,Portuguese,10,MZ,172,0.14357262103505844
3,q114,4,Kiswahili,15,TZ,1296,0.9936840122536933
3,q114,100,Afrikaans,14,ZA,164,0.08253198454774732
3,q114,101,Ndebele,14,ZA,14,0.006674476292469557
3,q114,102,Xhosa,14,ZA,667,0.23906748433412378
3,q114,103,Pedi/Spedi/ North Sotho,14,ZA,212,0.12685837163307526
3,q114,104,Sesotho/Sotho/ South Sotho,14,ZA,286,0.1305543338417389
3,q114,105,Setswana/ Tswana,14,ZA,218,0.09434608402854523
3,q114,106,Shangaan,14,ZA,47,0.02309813698033193
3,q114,108,Venda,14,ZA,60,0.02924862120103607
3,q114,109,Zulu,14,ZA,444,0.18363104954500833
3,q114,120,Fon,1,BJ,380,0.31719532554257096
3,q114,121,Adja,1,BJ,145,0.12103505843071787
3,q114,122,Bariba,1,BJ,57,0.04757929883138564
3,q114,123,Dendi,1,BJ,64,0.05342237061769616
3,q114,124,Yoruba,1,BJ,249,0.20784641068447413
3,q114,125,Otamari,1,BJ,244,0.2036727879799666
3,q114,140,Setswana,2,BW,829,0.6908333333333333
3,q114,144,Sekalanga,2,BW,176,0.14666666666666667
3,q114,145,Seherero,2,BW,54,0.045
3,q114,147,Sebirwa,2,BW,141,0.1175
3,q114,165,Creole,3,CV,1256,1
3,q114,180,AKAN,4,GH,729,0.6090225563909775
3,q114,181,EWE,4,GH,104,0.08688387635756056
3,q114,182,GA,4,GH,69,0.05764411027568922
3,q114,183,DAGBANI,4,GH,34,0.028404344193817876
3,q114,185,OTHER,4,GH,261,0.21804511278195488
3,q114,200,Kikuyu,5,KE,228,0.19588480157664173
3,q114,201,Luo,5,KE,399,0.3135627568010264
3,q114,202,Luhya,5,KE,115,0.09444548758028165
3,q114,203,Kamba,5,KE,114,0.08654759413371227
3,q114,204,Meru/Embu,5,KE,120,0.10154709116145877
3,q114,205,Kisii,5,KE,110,0.08848552129171715
3,q114,206,Kalenjin,5,KE,33,0.03079812088958628
3,q114,209,Taita,5,KE,95,0.05930464590912757
3,q114,210,Somali,5,KE,64,0.029423980656448145
3,q114,220,Sesotho,6,LS,1161,1
3,q114,240,malagasy officiel,7,MG,1169,0.8560847721526788
3,q114,241,dialecte,7,MG,181,0.1439152278473213
3,q114,260,Tumbuka,8,MW,141,0.1175
3,q114,263,Chewa,8,MW,903,0.7525
3,q114,267,Manga'nja,8,MW,80,0.06666666666666667
3,q114,268,Sena,8,MW,76,0.06333333333333334
3,q114,280,Bambara,9,ML,897,0.7396395480932237
3,q114,283,Mianka,9,ML,88,0.0708234504251706
3,q114,285,Soninké,9,ML,54,0.0450757659511391
3,q114,286,Malinké,9,ML,3,0.002523629840890786
3,q114,288,Dogon,9,ML,117,0.09580317347715972
3,q114,289,Bobo,9,ML,53,0.041814140688206575
3,q114,297,Tamasheq,9,ML,32,0.004320291524209524
3,q114,300,Makua,10,MZ,336,0.28046744574290483
3,q114,301,Sena,10,MZ,28,0.02337228714524207
3,q114,302,Ndau,10,MZ,134,0.11185308848080133
3,q114,303,Nyanja,10,MZ,63,0.052587646076794656
3,q114,304,Changana,10,MZ,166,0.13856427378964942
3,q114,305,Chope,10,MZ,46,0.038397328881469114
3,q114,306,Bitonga,10,MZ,66,0.05509181969949917
3,q114,308,Chuabo,10,MZ,122,0.1018363939899833
3,q114,309,Ajua,10,MZ,22,0.018363939899833055
3,q114,312,Quimuane,10,MZ,43,0.03589315525876461
3,q114,320,Nama/Damara,11,NA,76,0.06333333333333334
3,q114,326,Oshiwambo,11,NA,1046,0.8716666666666667
3,q114,340,Hausa,12,NG,212,0.09891533693665648
3,q114,341,Igbo,12,NG,318,0.14394983190415087
3,q114,342,Yoruba,12,NG,505,0.22933696640210247
3,q114,343,Pidgin English,12,NG,62,0.028156221617683868
3,q114,344,Efik,12,NG,55,0.02497729337052601
3,q114,345,Ebira,12,NG,47,0.02134423251663132
3,q114,346,Fulani,12,NG,59,0.02722586597914131
3,q114,348,Ibibio,12,NG,99,0.04495912806694682
3,q114,350,Tiv,12,NG,62,0.02862407353686441
3,q114,351,Nupe,12,NG,53,0.02406902815705234
3,q114,352,Ijaw,12,NG,138,0.04076165012402266
3,q114,353,Edo,12,NG,105,0.0411926997920666
3,q114,354,Igala,12,NG,97,0.044942385846691926
3,q114,355,Urhobo,12,NG,32,0.01453224341557877
3,q114,357,Bassa,12,NG,15,0.006811989101052548
3,q114,359,Ukwani,12,NG,20,0.0033303057812230264
3,q114,360,Wolof,13,SN,900,0.75
3,q114,361,Pular,13,SN,241,0.20083333333333334
3,q114,365,Diola,13,SN,59,0.049166666666666664
3,q114,381,Kichaga,15,TZ,8,0.006315987746306592
3,q114,406,Alur,16,UG,70,0.027740374360068258
3,q114,407,Ateso,16,UG,304,0.11317792768771331
3,q114,413,Luo,16,UG,288,0.11985388225255973
3,q114,414,Lugbara,16,UG,210,0.08322112308020478
3,q114,417,Luganda,16,UG,604,0.27165019064633106
3,q114,418,Lumasaba,16,UG,76,0.028868587350682595
3,q114,419,Lusoga,16,UG,152,0.05773717470136519
3,q114,420,Bemba,17,ZM,428,0.3566666666666667
3,q114,421,Nyanja,17,ZM,138,0.115
3,q114,422,Tonga,17,ZM,241,0.20083333333333334
3,q114,423,Lozi,17,ZM,136,0.11333333333333333
3,q114,424,Chewa,17,ZM,58,0.04833333333333333
3,q114,425,Nsenga,17,ZM,48,0.04
3,q114,427,Kaonda,17,ZM,79,0.06583333333333333
3,q114,428,Luvale,17,ZM,72,0.06
3,q114,440,Ndebele,18,ZW,162,0.15458015267175573
3,q114,441,Shona,18,ZW,886,0.8454198473282443
3,q114,503,Rukiga,16,UG,80,0.04099812686646758
3,q114,506,Runyoro - Rutooro,16,UG,148,0.06078351642491468
3,q114,510,Runyankole - Rukiga,16,UG,468,0.19596909662969286
3,q114,552,Geomai,12,NG,4,0.0018165304269473462
3,q114,554,Pyam,12,NG,13,0.0059037238875788755
3,q114,558,Esan,12,NG,42,0.015743263699907577
3,q114,559,Bijim,12,NG,12,0.005449591280842039
3,q114,561,Jaba,12,NG,12,0.005449591280842039
3,q114,562,Birom,12,NG,12,0.005449591280842039
3,q114,566,Korro,12,NG,24,0.010899182561684078
3,q114,995,Other,12,NG,230,0.08062285546599789
3,q3,-1,Missing,5,KE,4,0.0026777514318494524
3,q3,-1,Missing,6,LS,1,8.333333673611125e-4
3,q3,-1,Missing,10,MZ,5,0.004173622704507512
3,q3,-1,Missing,13,SN,2,0.0016666666666666668
3,q3,1,English,2,BW,1,8.333333333333334e-4
3,q3,1,English,5,KE,2,9.468411603802142e-4
3,q3,1,English,8,MW,2,0.0016666666666666668
3,q3,1,English,10,MZ,1,8.347245409015025e-4
3,q3,1,English,11,NA,22,0.018333333333333333
3,q3,1,English,12,NG,17,0.006668049913944947
3,q3,1,English,13,SN,2,0.0016666666666666668
3,q3,1,English,16,UG,5,0.001151543835324232
3,q3,1,English,14,ZA,239,0.08699079023805213
3,q3,1,English,17,ZM,13,0.010833333333333334
3,q3,1,English,18,ZW,4,0.003816793893129771
3,q3,2,French,7,MG,2,0.003554224115012243
3,q3,2,French,13,SN,14,0.011666666666666667
3,q3,2,French,16,UG,1,4.8494827218430035e-4
3,q3,3,Portuguese,3,CV,4,0.00350895942431691
3,q3,3,Portuguese,10,MZ,184,0.15358931552587646
3,q3,3,Portuguese,16,UG,1,7.978315646331058e-4
3,q3,3,Portuguese,14,ZA,5,0.003146129421287423
3,q3,4,Kiswahili,5,KE,22,0.01437788187126948
3,q3,4,Kiswahili,8,MW,1,8.333333333333334e-4
3,q3,4,Kiswahili,15,TZ,241,0.15959428195076888
3,q3,4,Kiswahili,16,UG,6,0.0022385112254692833
3,q3,100,Afrikaans,14,ZA,359,0.13507067318867955
3,q3,101,Ndebele,14,ZA,45,0.02107400958275936
3,q3,102,Xhosa,14,ZA,451,0.15459636754285658
3,q3,103,Pedi/Spedi/ North Sotho,14,ZA,191,0.10282885753699958
3,q3,104,Sesotho/Sotho/ South Sotho,14,ZA,195,0.07278414839492203
3,q3,105,Setswana/ Tswana,14,ZA,217,0.10241778500651999
3,q3,106,Shangaan,14,ZA,84,0.04907028460841566
3,q3,107,Swazi,14,ZA,76,0.034093411177030644
3,q3,108,Venda,14,ZA,62,0.03636183944151511
3,q3,109,Zulu,14,ZA,472,0.19994167317745115
3,q3,120,Fon,1,BJ,510,0.4257095158597663
3,q3,121,Adja,1,BJ,181,0.15108514190317196
3,q3,122,Bariba,1,BJ,125,0.10434056761268781
3,q3,123,Dendi,1,BJ,38,0.03171953255425709
3,q3,124,Yoruba,1,BJ,146,0.12186978297161936
3,q3,125,Ditamari,1,BJ,83,0.06928213689482471
3,q3,126,Peulh,1,BJ,57,0.04757929883138564
3,q3,127,Yom,1,BJ,53,0.04424040066777963
3,q3,128,Haoussa,1,BJ,3,0.0025041736227045075
3,q3,129,Ide,1,BJ,1,8.347245409015025e-4
3,q3,130,Lamba,1,BJ,1,8.347245409015025e-4
3,q3,140,Setswana,2,BW,949,0.7908333333333334
3,q3,141,Sesarwa,2,BW,19,0.015833333333333335
3,q3,142,Sekgaladi,2,BW,44,0.03666666666666667
3,q3,143,Sesobea,2,BW,7,0.005833333333333334
3,q3,144,Sekalanga,2,BW,109,0.09083333333333334
3,q3,145,Seherero,2,BW,9,0.0075
3,q3,146,Sembukushu,2,BW,21,0.0175
3,q3,147,Sebirwa,2,BW,26,0.021666666666666667
3,q3,148,Sengologa,2,BW,6,0.005
3,q3,149,Seyei,2,BW,9,0.0075
3,q3,165,Creole,3,CV,1252,0.996491040575683
3,q3,180,AKAN,4,GH,630,0.5263157894736842
3,q3,181,EWE,4,GH,162,0.13533834586466165
3,q3,182,GA/DANGBE,4,GH,70,0.05847953216374269
3,q3,183,Other Northern Languages,4,GH,81,0.06766917293233082
3,q3,184,DAGBANI,4,GH,22,0.018379281537176273
3,q3,185,DAGAARE,4,GH,232,0.19381787802840433
3,q3,200,Kikuyu,5,KE,230,0.17800171758105784
3,q3,201,Luo,5,KE,156,0.11098981755399404
3,q3,202,Luhya,5,KE,139,0.10670606688040578
3,q3,203,Kamba,5,KE,132,0.10525685133819307
3,q3,204,Meru/Embu,5,KE,85,0.07085333623509332
3,q3,205,Kisii,5,KE,92,0.07545649279443158
3,q3,206,Kalenjin,5,KE,129,0.12215569269295963
3,q3,207,Masai/Samburu,5,KE,15,0.013280022357998373
3,q3,208,Mijikenda,5,KE,22,0.01742217516069859
3,q3,209,Taita,5,KE,9,0.004511667438057574
3,q3,210,Somali,5,KE,65,0.030076708279277962
3,q3,211,Pokot,5,KE,30,0.029004894154895013
3,q3,212,Turkana,5,KE,18,0.016615341293741665
3,q3,213,Digo,5,KE,12,0.008489664182859446
3,q3,214,Giriama,5,KE,20,0.016426732284357305
3,q3,215,Duruma,5,KE,11,0.00943023241600979
3,q3,216,Chonyi,5,KE,3,0.002212309150172423
3,q3,217,Gunya,5,KE,3,0.0015092515617728224
3,q3,218,Arabic,5,KE,3,0.0015092515617728224
3,q3,219,Maragoli,5,KE,5,0.00452921620488024
3,q3,220,Sesotho,6,LS,1140,0.9824999992854166
3,q3,221,Sephuti,6,LS,20,0.01666666734722225
3,q3,240,malgache officielle,7,MG,414,0.35429488879993193
3,q3,241,langue régionale,7,MG,931,0.6401492021692385
3,q3,243,comorien,7,MG,1,9.272031792042278e-4
3,q3,244,pakistanais,7,MG,1,9.127645853026675e-4
3,q3,260,Tumbuka,8,MW,117,0.0975
3,q3,261,Nkhonde,8,MW,16,0.013333333333333334
3,q3,262,Lambya,8,MW,13,0.010833333333333334
3,q3,263,Chewa,8,MW,705,0.5875
3,q3,264,Yao,8,MW,139,0.11583333333333333
3,q3,265,Ngoni,8,MW,43,0.035833333333333335
3,q3,266,Lomwe,8,MW,80,0.06666666666666667
3,q3,267,Manga'nja,8,MW,43,0.035833333333333335
3,q3,268,Sena,8,MW,31,0.025833333333333333
3,q3,269,Sukwa,8,MW,1,8.333333333333334e-4
3,q3,271,Tonga,8,MW,6,0.005
3,q3,280,Bambara,9,ML,603,0.49471468623421005
3,q3,281,Peugl/Fulfulde,9,ML,115,0.09421234988226988
3,q3,282,Senufo,9,ML,11,0.009099053701162117
3,q3,283,Mianka,9,ML,14,0.011797844752667638
3,q3,284,Mossi,9,ML,2,0.001662368815952479
3,q3,285,Sonink,9,ML,75,0.062448445594602976
3,q3,286,Malink,9,ML,77,0.06402856775621284
3,q3,287,Khasonk,9,ML,35,0.029157212227320935
3,q3,288,Dogon,9,ML,58,0.047402056001832685
3,q3,289,Bobo,9,ML,38,0.030429778306126695
3,q3,290,Bozo,9,ML,11,0.00874005613363021
3,q3,291,Arabe,9,ML,3,0.002732960191377644
3,q3,292,Maure,9,ML,7,0.005874004117490834
3,q3,293,Kakolo,9,ML,1,8.412099469635953e-4
3,q3,294,Samoko,9,ML,1,8.092838360304265e-4
3,q3,295,Sonrha,9,ML,118,0.09650083817010091
3,q3,296,Bella,9,ML,5,0.004256405264561835
3,q3,297,Tamasheq,9,ML,40,0.010995695716476593
3,q3,298,Dafing,9,ML,28,0.022689134654833285
3,q3,300,Makua,10,MZ,379,0.31636060100166946
3,q3,301,Sena,10,MZ,87,0.07262103505843072
3,q3,302,Ndau,10,MZ,79,0.0659432387312187
3,q3,303,Nyanja,10,MZ,28,0.02337228714524207
3,q3,304,Changana,10,MZ,202,0.1686143572621035
3,q3,305,Chope,10,MZ,29,0.024207011686143573
3,q3,306,Bitonga,10,MZ,22,0.018363939899833055
3,q3,307,Makonde,10,MZ,28,0.02337228714524207
3,q3,308,Chuabo,10,MZ,95,0.07929883138564274
3,q3,309,Ajua,10,MZ,20,0.01669449081803005
3,q3,310,Quimuane,10,MZ,4,0.00333889816360601
3,q3,311,Muaui,10,MZ,2,0.001669449081803005
3,q3,312,Nhungue,10,MZ,32,0.02671118530884808
3,q3,320,Nama/Damara,11,NA,170,0.14166666666666666
3,q3,321,Afrikaans,11,NA,107,0.08916666666666667
3,q3,322,Rukwangali,11,NA,82,0.06833333333333333
3,q3,323,Silozi,11,NA,56,0.04666666666666667
3,q3,324,Masubia,11,NA,4,0.0033333333333333335
3,q3,325,German,11,NA,7,0.005833333333333334
3,q3,326,Oshiwambo,11,NA,625,0.5208333333333334
3,q3,327,Okjiherero,11,NA,86,0.07166666666666667
3,q3,328,Setswana,11,NA,5,0.004166666666666667
3,q3,329,Angolan:Portuguese,11,NA,1,8.333333333333334e-4
3,q3,330,Angolan:Rumbundu,11,NA,1,8.333333333333334e-4
3,q3,331,Other Kavango:Thimbukushu,11,NA,20,0.016666666666666666
3,q3,332,Other Kavango:Rugririku,11,NA,13,0.010833333333333334
3,q3,338,Ndebele,11,NA,1,8.333333333333334e-4
3,q3,340,Hausa,12,NG,538,0.25243727130662363
3,q3,341,Igbo,12,NG,381,0.1646134533026842
3,q3,342,Yoruba,12,NG,489,0.22093796284731668
3,q3,343,Pidgin English,12,NG,2,9.370990300050952e-4
3,q3,344,Efik,12,NG,17,0.006562428724113872
3,q3,345,Ebira,12,NG,25,0.011367732076686626
3,q3,346,Fulani,12,NG,56,0.025543040749746265
3,q3,347,Isoko,12,NG,14,0.002899462025985631
3,q3,348,Ibibio,12,NG,38,0.01632977309683972
3,q3,349,Kanuri,12,NG,50,0.022729418352737257
3,q3,350,Tiv,12,NG,32,0.01430168378432649
3,q3,351,Nupe,12,NG,27,0.012051321158454087
3,q3,352,Ijaw,12,NG,153,0.03361296298980681
3,q3,353,Edo,12,NG,50,0.02166030133953051
3,q3,354,Igala,12,NG,37,0.016802906449262953
3,q3,355,Urhobo,12,NG,28,0.006921077038840147
3,q3,356,Idoma,12,NG,26,0.011582771643451539
3,q3,357,Bassa,12,NG,7,0.003178928247157856
3,q3,358,Ikwere,12,NG,28,0.007492541101984303
3,q3,359,Ukwani,12,NG,11,0.0022706630336841826
3,q3,360,Wolof,13,SN,714,0.595
3,q3,361,Pular,13,SN,243,0.2025
3,q3,362,Serer,13,SN,91,0.07583333333333334
3,q3,363,Mandinka,13,SN,34,0.028333333333333332
3,q3,364,Sonike,13,SN,10,0.008333333333333333
3,q3,365,Diola,13,SN,50,0.041666666666666664
3,q3,366,Manjack,13,SN,15,0.0125
3,q3,367,Bambara,13,SN,24,0.02
3,q3,368,Bainouk,13,SN,1,8.333333333333334e-4
3,q3,380,Kinyakyusa,15,TZ,40,0.029688397696394662
3,q3,381,Kichaga,15,TZ,53,0.04214390201932454
3,q3,382,Kihaya,15,TZ,43,0.03408983799524187
3,q3,383,Kingoni,15,TZ,22,0.017510370161187064
3,q3,384,Kikwere,15,TZ,2,0.00159667241893214
3,q3,385,Kipare,15,TZ,16,0.012808730316168105
3,q3,386,Kihehe,15,TZ,31,0.024580505411070996
3,q3,387,Kimakonde,15,TZ,17,0.013651255231522904
3,q3,388,Kinyamwezi,15,TZ,31,0.02459818089342649
3,q3,389,Kisukuma,15,TZ,199,0.15709504855340178
3,q3,390,Kimasai,15,TZ,8,0.006333663228662084
3,q3,391,Kimeru,15,TZ,4,0.003175669355508788
3,q3,392,Kikurya,15,TZ,5,0.004018194270863588
3,q3,393,Kigogo,15,TZ,19,0.015035821862189139
3,q3,394,Kiluguru,15,TZ,32,0.025405354844070305
3,q3,395,Kifipa,15,TZ,40,0.03172134259037689
3,q3,396,Kimanyema,15,TZ,1,8.07173950643816e-4
3,q3,397,Kinyiramba,15,TZ,3,0.002403846369575956
3,q3,398,Kinyaturu,15,TZ,25,0.019861190083696547
3,q3,405,Akaramojonj,16,UG,1,1.728982241894198e-4
3,q3,406,Akur,16,UG,73,0.02949977002453072
3,q3,407,Ateso,16,UG,174,0.06714408796395052
3,q3,408,Japadhola,16,UG,41,0.016436580098122867
3,q3,409,Jonam,16,UG,7,0.0033946379052901023
3,q3,410,Kakwa,16,UG,14,0.003948328844923209
3,q3,411,Kumam,16,UG,4,6.753446299061433e-4
3,q3,412,Kuksabin,16,UG,5,0.0018031409982935153
3,q3,413,Luo,16,UG,310,0.12569492587457337
3,q3,414,Lugbara,16,UG,118,0.05190737987947952
3,q3,415,Lugwere,16,UG,47,0.02105692059513652
3,q3,416,Madi,16,UG,46,0.016383669075298635
3,q3,417,Luganda,16,UG,447,0.1942097009652304
3,q3,418,Lugishu/Lumasaba,16,UG,96,0.040991877533063145
3,q3,419,Lusoga,16,UG,237,0.09747876893131399
3,q3,420,Bemba,17,ZM,422,0.3516666666666667
3,q3,421,Nyanja,17,ZM,95,0.07916666666666666
3,q3,422,Tonga,17,ZM,168,0.14
3,q3,423,Lozi,17,ZM,106,0.08833333333333333
3,q3,424,Chewa,17,ZM,83,0.06916666666666667
3,q3,425,Nsenga,17,ZM,73,0.060833333333333336
3,q3,426,Tumbuka,17,ZM,28,0.023333333333333334
3,q3,427,Kaonde,17,ZM,42,0.035
3,q3,428,Luvale,17,ZM,49,0.04083333333333333
3,q3,429,Namwanga,17,ZM,20,0.016666666666666666
3,q3,431,Bisa,17,ZM,3,0.0025
3,q3,432,lla,17,ZM,17,0.014166666666666666
3,q3,433,Nkaya,17,ZM,4,0.0033333333333333335
3,q3,434,Mambwe,17,ZM,15,0.0125
3,q3,435,Lunda,17,ZM,16,0.013333333333333334
3,q3,436,Lenje,17,ZM,6,0.005
3,q3,437,Lamba,17,ZM,3,0.0025
3,q3,438,Mbunda,17,ZM,10,0.008333333333333333
3,q3,439,Ngoni,17,ZM,10,0.008333333333333333
3,q3,440,Ndebele,18,ZW,170,0.16221374045801526
3,q3,441,Shona,18,ZW,824,0.7862595419847328
3,q3,443,Kalanga,18,ZW,32,0.030534351145038167
3,q3,444,Tonga,18,ZW,10,0.009541984732824428
3,q3,500,Lunyoli,16,UG,28,0.011546268398037542
3,q3,501,Rufumbira,16,UG,30,0.015050477949018773
3,q3,502,Ruhororo,16,UG,13,0.006407233228455632
3,q3,503,Rukiga,16,UG,150,0.06395401157209898
3,q3,504,Rukonzo,16,UG,34,0.013204424861348124
3,q3,505,Runyarwanda,16,UG,19,0.008904050234641638
3,q3,506,Runyoro,16,UG,73,0.028971909662969288
3,q3,507,Rutagwenda,16,UG,7,0.002972182967150171
3,q3,508,Rutooro,16,UG,87,0.03409594643238055
3,q3,509,Rwamba,16,UG,3,8.132465870307168e-4
3,q3,510,Runyankole,16,UG,265,0.10904795155183447
3,q3,511,Samia,16,UG,10,0.0037708477762372016
3,q3,550,Anang,12,NG,30,0.013623978202105097
3,q3,553,Kadara,12,NG,8,0.0037925769651626865
3,q3,555,Bahumono,12,NG,9,0.004087193460631529
3,q3,556,Boki,12,NG,7,0.003178928247157856
3,q3,557,Yakurr,12,NG,5,0.0022706630336841826
3,q3,558,Esan,12,NG,1,4.5413260673683655e-4
3,q3,560,Ekpeye,12,NG,14,0.0035357340795952393
3,q3,563,Igede,12,NG,8,0.0036330608538946924
3,q3,565,Taroh,12,NG,8,0.0036330608538946924
3,q3,566,Korro,12,NG,2,9.226821217393842e-4
3,q3,567,Ogoni,12,NG,6,0.001478065783429761
3,q3,568,Mbembe,12,NG,2,9.082652134736731e-4
3,q3,569,Sayawa,12,NG,6,0.0027247956404210195
3,q3,580,Itsekiri,12,NG,7,0.0016651528906115132
3,q3,803,Tanchoni,5,KE,3,0.0027175297229281446
3,q3,804,Bukusu,5,KE,8,0.006854711372263873
3,q3,805,Nyore,5,KE,1,9.058432409760482e-4
3,q3,806,Marama,5,KE,1,9.058432409760482e-4
3,q3,807,Sabaot,5,KE,13,0.011775962132688627
3,q3,808,Wanga,5,KE,5,0.00452921620488024
3,q3,809,Kabarasi,5,KE,1,9.058432409760482e-4
3,q3,810,Nyala,5,KE,1,9.058432409760482e-4
3,q3,811,Vatsotso,5,KE,1,9.058432409760482e-4
3,q3,813,Kipsigis,5,KE,2,0.0019591139248274427
3,q3,814,Tugen,5,KE,2,0.0019591139248274427
3,q3,815,Boran,5,KE,8,0.0040647455170998974
3,q3,817,Indian,5,KE,4,0.0020552347417261436
3,q3,818,Burji,5,KE,1,5.138086854315359e-4
3,q3,819,Kuria,5,KE,15,0.013728192699143806
3,q3,820,Gare,5,KE,2,8.660649498973565e-4
3,q3,860,Soli,17,ZM,7,0.005833333333333334
3,q3,861,Senga,17,ZM,2,0.0016666666666666668
3,q3,862,Chokwe,17,ZM,1,8.333333333333334e-4
3,q3,863,Luchazi,17,ZM,3,0.0025
3,q3,864,Kwamashi,17,ZM,1,8.333333333333334e-4
3,q3,865,Tokaleya,17,ZM,1,8.333333333333334e-4
3,q3,866,Lala,17,ZM,2,0.0016666666666666668
3,q3,995,Other,5,KE,3,0.0020071743332767933
3,q3,995,Other,7,MG,1,1.6171715131048494e-4
3,q3,995,Other,9,ML,2,0.0016080486961763806
3,q3,995,Other,8,MW,3,0.0025
3,q3,995,Other,10,MZ,1,8.347245409015025e-4
3,q3,995,Other,12,NG,224,0.09319086183427908
3,q3,995,Other,15,TZ,472,0.37388056079697335
3,q3,995,Other,16,UG,48,0.025790582337883963
3,q3,995,Other,14,ZA,4,0.0016240306835108194
3,q3,995,Other,18,ZW,8,0.007633587786259542
4,Q103,-1,Missing,3,BF,20,0.014194764196515101
4,Q103,-1,Missing,1,BJ,3,0.002522202872830078
4,Q103,-1,Missing,6,KE,4,0.0029580837942172747
4,Q103,-1,Missing,12,MZ,4,0.0015091398440948826
4,Q103,-1,Missing,15,SN,1,0.0010375568179714118
4,Q103,-1,Missing,19,ZM,2,0.001062538934479402
4,Q103,1,English,2,BW,167,0.13373880394616527
4,Q103,1,English,5,GH,396,0.3168556818956575
4,Q103,1,English,6,KE,355,0.2830868518782447
4,Q103,1,English,8,LR,834,0.7080153964806903
4,Q103,1,English,7,LS,3,0.0023556031836951706
4,Q103,1,English,10,MW,34,0.026262061566463785
4,Q103,1,English,12,MZ,1,5.441655659197567e-4
4,Q103,1,English,13,NA,614,0.5156313744445772
4,Q103,1,English,14,NG,1118,0.4484128660181156
4,Q103,1,English,18,UG,473,0.19683190442821932
4,Q103,1,English,16,ZA,599,0.18496905438020347
4,Q103,1,English,19,ZM,291,0.25097702464971516
4,Q103,1,English,20,ZW,169,0.1388675655698146
4,Q103,2,French,3,BF,302,0.2498283496538405
4,Q103,2,French,1,BJ,302,0.2597160313355898
4,Q103,2,French,11,ML,90,0.07708398586743714
4,Q103,2,French,15,SN,168,0.13480343522856417
4,Q103,2,French,18,UG,3,0.00104675225959836
4,Q103,3,Portuguese,12,MZ,945,0.7852564647557383
4,Q103,3,Portuguese,18,UG,5,0.00175166240952053
4,Q103,4,Kiswahili,6,KE,542,0.5449602957195642
4,Q103,4,Kiswahili,17,TZ,1208,1
4,Q103,4,Kiswahili,18,UG,6,0.0017584819779320304
4,Q103,100,Fon,1,BJ,371,0.31801121568616203
4,Q103,101,Adja,1,BJ,121,0.09640017679101381
4,Q103,102,Bariba,1,BJ,144,0.11518993470143073
4,Q103,103,Dendi,1,BJ,97,0.07075281186002477
4,Q103,104,Yoruba,1,BJ,114,0.09741330507503244
4,Q103,105,Otamari,1,BJ,48,0.03999432167791641
4,Q103,140,Setswana,2,BW,1033,0.8662611960538347
4,Q103,182,Moore,3,BF,543,0.4614596528789743
4,Q103,183,Dioula,3,BF,271,0.21990189877888885
4,Q103,184,Fulfude,3,BF,64,0.05461533449178119
4,Q103,220,Crioulo,4,CV,1260,0.9966533696670498
4,Q103,221,Portugues,4,CV,4,0.003346630332950256
4,Q103,260,Akan,5,GH,563,0.47329097092134736
4,Q103,261,Ewe,5,GH,83,0.07007922743587709
4,Q103,262,Ga/Dangbe,5,GH,24,0.01864103491725098
4,Q103,263,Dagbani,5,GH,87,0.07579557920012428
4,Q103,264,Hausa,5,GH,15,0.009644039793789076
4,Q103,272,Kokonba,5,GH,5,0.005337365533285325
4,Q103,278,Mamprusi,5,GH,15,0.022112909789454065
4,Q103,300,Kikuyu,6,KE,58,0.050701971658657405
4,Q103,301,Luo,6,KE,57,0.05526993556760846
4,Q103,302,Luhya,6,KE,9,0.009090164948041789
4,Q103,303,Kamba,6,KE,28,0.0241345888371023
4,Q103,304,Kalenjin,6,KE,17,0.015651744499767695
4,Q103,310,Somali,6,KE,34,0.01414636309679616
4,Q103,340,Sesotho,7,LS,1197,0.9976443968163049
4,Q103,396,Simple Liberian English,8,LR,366,0.2919846035193097
4,Q103,420,Official malagasy,9,MG,659,0.5546032422933324
4,Q103,421,Malagasy with regional variation,9,MG,691,0.4453967577066677
4,Q103,460,Tumbuka,10,MW,142,0.11676533525824223
4,Q103,463,Chewa,10,MW,1022,0.8554823448056652
4,Q103,464,Yao,10,MW,2,0.0014902583696288403
4,Q103,500,Arabe,11,ML,937,0.776523155284201
4,Q103,512,Peulh/ Fulfulde,11,ML,69,0.05931436712028197
4,Q103,514,Soninke/ Sarakoll,11,ML,27,0.018416352507770545
4,Q103,515,Sonrhai,11,ML,81,0.06505177149914339
4,Q103,516,Tamasheq,11,ML,28,0.0036103677211659834
4,Q103,541,Makua,12,MZ,107,0.08876084824510115
4,Q103,542,Sena,12,MZ,22,0.018738639797934102
4,Q103,543,Ndau,12,MZ,12,0.006305415978221391
4,Q103,545,Changana,12,MZ,88,0.07995413980000265
4,Q103,547,Bitonga,12,MZ,1,4.509416367554284e-4
