from,to,distance
krj,mau,4
krj,mdl,4
krj,mir,4
krj,mku,4
krj,mlk,4
krj,mpa,4
krj,mra,4
krj,mrh,4
krj,mrr,4
krj,myi,4
krj,ndj,4
krj,ngg,4
krj,ngk,4
krj,ngl,4
krj,ngn,4
krj,nkb,4
krj,nkk,4
krj,nug,4
krj,nyn,4
krj,nyu,4
krj,pun,4
krj,rmb,4
krj,tiw,4
krj,tye,4
krj,ung,4
krj,wag,4
krj,wam,4
krj,wor,4
krj,wrd,4
krj,wrn,4
krj,wrw,4
krj,wry,4
krj,yuk,4
krj,ywr,4
krk,abu,1
krk,adk,1
krk,aik,1
krk,ain,1
krk,atm,1
krk,bgm,1
krk,bqb,1
krk,bqg,1
krk,bqh,1
krk,bqi,1
krk,bql,1
krk,bqn,1
krk,bqo,1
krk,bqr,1
krk,bqs,1
krk,bqz,1
krk,bso,1
krk,bsq,1
krk,bur,1
krk,cam,1
krk,can,1
krk,chi,1
krk,cof,1
krk,cqt,1
krk,ctm,1
krk,cyv,1
krk,els,1
krk,ess,1
krk,ful,1
krk,gku,1
krk,gto,1
krk,had,1
krk,hat,1
krk,irx,1
krk,ito,1
krk,klm,1
krk,kri,1
krk,kuo,1
krk,kus,1
krk,kut,1
krk,laa,1
krk,lec,1
krk,mll,1
krk,mov,1
krk,mpu,1
krk,nag,1
krk,nah,1
krk,nat,1
krk,niv,1
krk,nvs,1
krk,rik,1
krk,sal,1
krk,sdw,1
krk,ser,1
krk,shs,1
krk,siu,1
krk,sul,1
krk,tap,1
krk,tic,1
krk,ton,1
krk,tru,1
krk,tsr,1
krk,tun,1
krk,urn,1
krk,wao,1
krk,was,1
krk,wra,1
krk,yah,1
krk,yrc,1
krk,yuc,1
krk,zun,1
krl,est,1
krl,fin,1
krl,izh,1
krl,liv,1
krl,vep,1
krl,vot,1
krl,ene,2
krl,kms,2
krl,kop,2
krl,kzy,2
krl,mah,2
krl,mme,2
krl,mmo,2
krl,moe,2
krl,nen,2
krl,nga,2
krl,ntu,2
krl,scs,2
krl,ski,2
krl,skp,2
krl,sno,2
krl,udm,2
krl,yzv,2
krm,krc,1
krm,kuq,1
krm,bsk,2
krm,cly,2
krm,kaz,2
krm,kfy,2
krm,kgz,2
krm,kkp,2
krm,nog,2
krm,nok,2
krm,tlb,2
krm,tmi,2
krm,ttb,2
krm,tvo,2
krm,yta,2
krm,aso,3
krm,ayn,3
krm,aze,3
krm,azi,3
krm,chv,3
krm,cri,3
krm,dol,3
krm,gag,3
krm,khk,3
krm,khl,3
krm,kym,3
krm,shr,3
krm,slr,3
krm,syg,3
krm,tex,3
krm,tkm,3
krm,tof,3
krm,tur,3
krm,tuv,3
krm,twx,3
krm,uyg,3
krm,uzb,3
krm,uzn,3
krm,ykt,3
krn,kho,1
krn,ani,3
krn,det,3
krn,kxo,3
krn,nro,3
kro,kad,1
kro,ktc,1
kro,acl,2
kro,any,2
kro,bar,2
kro,blj,2
kro,cai,2
kro,dat,2
kro,ddf,2
kro,did,2
kro,din,2
kro,gmz,2
kro,igs,2
kro,jlu,2
kro,kmj,2
kro,koe,2
kro,kom,2
kro,kuk,2
kro,lan,2
kro,luo,2
kro,maa,2
kro,maj,2
kro,mee,2
kro,mid,2
kro,mii,2
kro,mrl,2
kro,mur,2
kro,nan,2
kro,nar,2
kro,nbd,2
kro,nbh,2
kro,nku,2
kro,nob,2
kro,nue,2
kro,nyi,2
kro,par,2
kro,pkt,2
kro,seb,2
kro,shl,2
kro,sht,2
kro,sil,2
kro,sug,2
kro,ten,2
kro,tes,2
kro,tma,2
kro,tmn,2
kro,tna,2
kro,trm,2
kro,aja,3
kro,avo,3
kro,bag,3
kro,ber,3
kro,bgo,3
kro,bgr,3
kro,big,3
kro,bka,3
kro,brz,3
kro,fur,3
kro,gul,3
kro,jmo,3
kro,ken,3
kro,knm,3
kro,kre,3
kro,ldu,3
kro,les,3
kro,lgt,3
kro,lug,3
kro,mab,3
kro,mad,3
kro,mbt,3
kro,mby,3
kro,mgq,3
kro,mmv,3
kro,mou,3
kro,msl,3
kro,ngm,3
kro,nti,3
kro,run,3
kro,yul,3
kro,ik,4
kro,kbu,4
kro,kch,4
kro,knr,4
kro,kse,4
kro,nyg,4
kro,so,4
kro,tbu,4
kro,zag,4
kro,zar,4
krq,alu,1
krq,kry,1
krq,chk,2
krq,ite,3
krr,mnm,2
krr,tum,3
krr,adz,4
krr,alk,4
krr,ama,4
krr,ari,4
krr,jab,4
krr,kap,4
krr,kau,4
krr,kkv,4
krr,lab,4
krr,mlu,4
krr,mmb,4
krr,msm,4
krr,mtk,4
krr,pat,4
krr,sio,4
krr,sob,4
krr,tak,4
krr,tbt,4
krr,all,5
krr,bnn,5
krr,bvi,5
krr,ckh,5
krr,gap,5
krr,gmw,5
krr,hal,5
krr,hoa,5
krr,idn,5
krr,kkt,5
krr,klv,5
krr,kra,5
krr,mke,5
krr,mnv,5
krr,moa,5
krr,msn,5
krr,mtu,5
krr,muy,5
krr,nak,5
krr,nal,5
krr,neh,5
krr,ptp,5
krr,ror,5
krr,rov,5
krr,sir,5
krr,sis,5
krr,slb,5
krr,sng,5
krr,sud,5
krr,sur,5
krr,taf,5
krr,taw,5
krr,teo,5
krr,tga,5
krr,tgk,5
krr,tla,5
krr,tnk,5
krr,wed,5
krr,aji,6
krr,aml,6
krr,anj,6
krr,ark,6
krr,aro,6
krr,arx,6
krr,atc,6
krr,aul,6
krr,ayw,6
krr,bum,6
krr,cem,6
krr,crl,6
krr,cuu,6
krr,dre,6
krr,erk,6
krr,err,6
krr,fij,6
krr,fiw,6
krr,fue,6
krr,fut,6
krr,gel,6
krr,haw,6
krr,iaa,6
krr,kel,6
krr,kos,6
krr,kpn,6
krr,krb,6
krr,kwa,6
krr,kwr,6
krr,lau,6
krr,len,6
krr,lew,6
krr,lga,6
krr,lgu,6
krr,lmu,6
krr,lnw,6
krr,lon,6
krr,lou,6
krr,mae,6
krr,mao,6
krr,mok,6
krr,mrq,6
krr,msh,6
krr,mus,6
krr,mwo,6
krr,mxe,6
krr,nau,6
krr,nbb,6
krr,nbk,6
krr,ndr,6
krr,nel,6
krr,ngu,6
krr,nif,6
krr,niu,6
krr,nkr,6
krr,nne,6
krr,nnm,6
krr,nyl,6
krr,pgl,6
krr,pil,6
krr,pms,6
krr,poa,6
krr,poh,6
krr,psw,6
krr,pta,6
krr,pul,6
krr,rag,6
krr,rap,6
krr,rnn,6
krr,rot,6
krr,saa,6
krr,sak,6
krr,sam,6
krr,sea,6
krr,son,6
krr,tah,6
krr,tin,6
krr,tke,6
krr,tmm,6
krr,tng,6
krr,tns,6
krr,toq,6
krr,tua,6
krr,tvl,6
krr,uli,6
krr,ura,6
krr,vnm,6
krr,wll,6
krr,wol,6
krr,xar,6
krr,yap,6
krr,amq,7
krr,bik,7
krr,bui,7
krr,irr,7
krr,mor,7
krr,mya,7
krr,swi,7
krr,tab,7
krr,wrp,7
krr,aln,8
krr,bim,8
krr,buu,8
krr,dob,8
krr,frd,8
krr,kam,8
krr,ked,8
krr,kei,8
krr,keo,8
krr,koo,8
krr,ksr,8
krr,let,8
krr,lmh,8
krr,lrk,8
krr,mng,8
krr,ngd,8
krr,nua,8
krr,plh,8
krr,rti,8
krr,saw,8
krr,sik,8
krr,sru,8
krr,tgn,8
krr,tgw,8
krr,tse,8
krr,ttd,8
krr,ttn,8
krr,wet,8
krr,ymd,8
krr,ace,9
krr,agc,9
krr,agd,9
krr,akl,9
krr,alx,9
krr,atb,9
krr,baj,9
krr,bal,9
krr,bat,9
krr,bbm,9
krr,beg,9
krr,bgg,9
krr,bgz,9
krr,biq,9
krr,bit,9
krr,bjs,9
krr,bkd,9
krr,bkl,9
krr,bkr,9
krr,blg,9
krr,blk,9
krr,bnt,9
krr,btk,9
krr,bto,9
krr,bug,9
krr,bwc,9
krr,ceb,9
krr,cha,9
krr,chw,9
krr,cme,9
krr,crh,9
krr,daa,9
krr,dca,9
krr,eml,9
krr,gay,9
krr,grt,9
krr,hil,9
krr,hnn,9
krr,iba,9
krr,ibn,9
krr,ifu,9
krr,ilo,9
krr,ind,9
krr,inj,9
krr,isn,9
krr,itw,9
krr,iva,9
krr,ivs,9
krr,jav,9
krr,kag,9
krr,kao,9
krr,kbr,9
krr,kjo,9
krr,kky,9
krr,kli,9
krr,klt,9
krr,kpm,9
krr,ktp,9
krr,kuy,9
krr,kuz,9
krr,lje,9
krr,lmp,9
krr,lud,9
krr,mal,9
krr,mdr,9
krr,mel,9
krr,mgd,9
krr,mgn,9
krr,min,9
krr,mks,9
krr,mly,9
krr,mmn,9
krr,mms,9
krr,mmu,9
krr,mna,9
krr,mnr,9
krr,mnt,9
krr,mrn,9
krr,mta,9
krr,mwb,9
krr,myk,9
krr,myn,9
krr,nia,9
krr,npu,9
krr,nrm,9
krr,olm,9
krr,pad,9
krr,pal,9
krr,plp,9
krr,pna,9
krr,pnn,9
krr,rad,9
krr,rej,9
krr,rgn,9
krr,sab,9
krr,sbg,9
krr,sgr,9
krr,sim,9
krr,skl,9
krr,sly,9
krr,smd,9
krr,sun,9
krr,tag,9
krr,tat,9
krr,tbo,9
krr,tgb,9
krr,tim,9
krr,tld,9
krr,tno,9
krr,tnt,9
krr,tor,9
krr,trd,9
krr,try,9
krr,tsg,9
krr,tst,9
krr,tuk,9
krr,uma,9
krr,url,9
krr,wlo,9
krr,wwy,9
krr,ykn,9
krr,ymi,9
krr,ami,10
krr,ata,10
krr,pai,10
krr,ruk,10
krr,see,10
krr,sry,10
krr,thw,10
krr,tso,10
krt,anx,1
krt,axv,1
krt,bgv,1
krt,chm,1
krt,god,1
krt,tnd,1
krt,ava,2
krt,agl,3
krt,arc,3
krt,bdk,3
krt,bez,3
krt,chc,3
krt,drg,3
krt,hnk,3
krt,hzb,3
krt,ing,3
krt,khi,3
krt,khv,3
krt,krz,3
krt,lak,3
krt,lez,3
krt,rut,3
krt,tbs,3
krt,tsa,3
krt,tsz,3
krt,ttu,3
krt,udi,3
krt,abk,4
krt,abz,4
krt,adt,4
krt,ady,4
krt,ash,4
krt,kab,4
krt,uby,4
krw,ahu,2
krw,kmb,2
krw,pis,2
krw,wbn,2
krw,kti,3
krw,mpt,3
krw,tif,3
krw,tlf,3
krw,abv,4
krw,adg,4
krw,aga,4
krw,ame,4
krw,amx,4
krw,ant,4
krw,ape,4
krw,ard,4
krw,asm,4
krw,auy,4
krw,awa,4
krw,awi,4
krw,baa,4
krw,bau,4
krw,bdw,4
krw,beb,4
krw,bin,4
krw,bmr,4
krw,bnm,4
krw,boa,4
krw,bon,4
krw,bry,4
krw,cve,4
krw,dad,4
krw,dag,4
krw,dni,4
krw,dun,4
krw,edo,4
krw,eip,4
krw,eka,4
krw,ena,4
krw,fas,4
krw,foe,4
krw,for,4
krw,gah,4
krw,gds,4
krw,gln,4
krw,gog,4
krw,grs,4
krw,guh,4
krw,ham,4
krw,hua,4
krw,iha,4
krw,ina,4
krw,kae,4
krw,kak,4
krw,kat,4
krw,kew,4
krw,kgl,4
krw,kim,4
krw,kiu,4
krw,kiw,4
krw,kll,4
krw,kln,4
krw,klq,4
krw,kmn,4
krw,kmo,4
krw,kmp,4
krw,kmr,4
krw,kob,4
krw,koi,4
krw,krf,4
krw,kta,4
krw,ktn,4
krw,kyk,4
krw,mav,4
krw,mey,4
krw,mgi,4
krw,mkj,4
krw,mni,4
krw,mom,4
krw,mrd,4
krw,mri,4
krw,mug,4
krw,nab,4
krw,nmd,4
krw,nnd,4
krw,nnk,4
krw,oks,4
krw,omi,4
krw,ono,4
krw,orl,4
krw,oro,4
krw,paw,4
krw,pdp,4
krw,ria,4
krw,rum,4
krw,rwa,4
krw,sia,4
krw,slp,4
krw,sro,4
krw,sue,4
krw,suk,4
krw,syu,4
krw,tau,4
krw,tba,4
krw,tgp,4
krw,tmg,4
krw,toa,4
krw,trr,4
krw,una,4
krw,usa,4
krw,usr,4
krw,wah,4
krw,wer,4
krw,wnt,4
krw,woi,4
krw,wsk,4
krw,yal,4
krw,yar,4
krw,ygr,4
krw,yli,4
krw,yqy,4
krw,zim,4
kry,alu,1
kry,krq,1
kry,chk,2
kry,ite,3
krz,bdk,1
krz,agl,2
krz,lez,2
krz,rut,2
krz,tbs,2
krz,tsa,2
krz,arc,3
krz,udi,3
krz,anx,4
krz,ava,4
krz,axv,4
krz,bez,4
krz,bgv,4
krz,chc,4
krz,chm,4
krz,drg,4
krz,god,4
krz,hnk,4
krz,hzb,4
krz,ing,4
krz,khi,4
krz,khv,4
krz,krt,4
krz,lak,4
krz,tnd,4
krz,tsz,4
krz,ttu,4
krz,abk,5
krz,abz,5
krz,adt,5
krz,ady,5
krz,ash,5
krz,kab,5
krz,uby,5
ksa,aco,1
kse,kch,1
kse,zar,1
kse,acl,3
kse,aja,3
kse,any,3
kse,avo,3
kse,bag,3
kse,bar,3
kse,ber,3
kse,bgo,3
kse,bgr,3
kse,big,3
kse,bka,3
kse,blj,3
kse,brz,3
kse,cai,3
kse,dat,3
kse,ddf,3
kse,did,3
kse,din,3
kse,fur,3
kse,gmz,3
kse,gul,3
kse,igs,3
kse,ik,3
kse,jlu,3
kse,jmo,3
kse,kad,3
kse,kbu,3
kse,ken,3
kse,kmj,3
kse,knm,3
kse,knr,3
kse,koe,3
kse,kom,3
kse,kre,3
kse,kro,3
kse,ktc,3
kse,kuk,3
kse,lan,3
kse,ldu,3
kse,les,3
kse,lgt,3
kse,lug,3
kse,luo,3
kse,maa,3
kse,mab,3
kse,mad,3
kse,maj,3
kse,mbt,3
kse,mby,3
kse,mee,3
kse,mgq,3
kse,mid,3
kse,mii,3
kse,mmv,3
kse,mou,3
kse,mrl,3
kse,msl,3
kse,mur,3
kse,nan,3
kse,nar,3
kse,nbd,3
kse,nbh,3
kse,ngm,3
kse,nku,3
kse,nob,3
kse,nti,3
kse,nue,3
kse,nyg,3
kse,nyi,3
kse,par,3
kse,pkt,3
kse,run,3
kse,seb,3
kse,shl,3
kse,sht,3
kse,sil,3
kse,so,3
kse,sug,3
kse,tbu,3
kse,ten,3
kse,tes,3
kse,tma,3
kse,tmn,3
kse,tna,3
kse,trm,3
kse,yul,3
kse,zag,3
ksg,kbw,2
ksg,kpw,2
ksg,kyl,2
ksg,phl,2
ksg,acn,3
ksg,agm,3
ksg,akh,3
ksg,akm,3
ksg,amd,3
ksg,amt,3
ksg,ano,3
ksg,ao,3
ksg,apt,3
ksg,ath,3
ksg,bai,3
ksg,baw,3
ksg,bel,3
ksg,biu,3
ksg,blt,3
ksg,bod,3
ksg,boj,3
ksg,boq,3
ksg,brl,3
ksg,brm,3
ksg,bya,3
ksg,chd,3
ksg,chg,3
ksg,chn,3
ksg,chs,3
ksg,cml,3
ksg,cmr,3
ksg,cpn,3
ksg,cti,3
ksg,deu,3
ksg,dhm,3
ksg,dig,3
ksg,dmi,3
ksg,dms,3
ksg,drm,3
ksg,dul,3
ksg,gal,3
ksg,gar,3
ksg,ghr,3
ksg,gyc,3
ksg,han,3
ksg,hay,3
ksg,hma,3
ksg,hyo,3
ksg,idu,3
ksg,jad,3
ksg,jia,3
ksg,jin,3
ksg,jng,3
ksg,jug,3
ksg,kac,3
ksg,kbi,3
ksg,kgy,3
ksg,khd,3
ksg,khg,3
ksg,khu,3
ksg,klg,3
ksg,kmh,3
ksg,knn,3
ksg,knz,3
ksg,kok,3
ksg,lad,3
ksg,lah,3
ksg,lai,3
ksg,lal,3
ksg,lep,3
ksg,lho,3
ksg,lim,3
ksg,lis,3
ksg,lot,3
ksg,lun,3
ksg,mag,3
ksg,mei,3
ksg,mhl,3
ksg,mij,3
ksg,mik,3
ksg,mil,3
ksg,miz,3
ksg,mrc,3
ksg,mru,3
ksg,msg,3
ksg,msy,3
ksg,nax,3
ksg,new,3
ksg,ngt,3
ksg,nis,3
ksg,nma,3
ksg,nmm,3
ksg,noc,3
ksg,nph,3
ksg,nus,3
ksg,nwd,3
ksg,nyk,3
ksg,nze,3
ksg,prk,3
ksg,pte,3
ksg,ptt,3
ksg,pum,3
ksg,qia,3
ksg,ral,3
ksg,raw,3
ksg,rgc,3
ksg,rji,3
ksg,rpa,3
ksg,sem,3
ksg,shd,3
ksg,she,3
ksg,shg,3
ksg,skk,3
ksg,slg,3
ksg,spi,3
ksg,tam,3
ksg,tao,3
ksg,tbx,3
ksg,tdi,3
ksg,tdr,3
ksg,tgl,3
ksg,thd,3
ksg,thk,3
ksg,thn,3
ksg,thu,3
ksg,tib,3
ksg,tis,3
ksg,tmo,3
ksg,tni,3
ksg,tod,3
ksg,tvt,3
ksg,wme,3
ksg,xns,3
ksg,ybi,3
ksg,yi,3
ksg,zha,3
ksg,chz,4
ksg,cnt,4
ksg,fuz,4
ksg,hak,4
ksg,hok,4
ksg,kug,4
ksg,mnd,4
ksg,taq,4
ksg,wuc,4
ksg,xia,4
ksh,pmc,1
ksh,pmn,2
ksi,kmu,2
ksi,mlm,2
ksi,khs,3
ksi,plg,3
ksi,puk,3
ksi,bpb,4
ksi,bra,4
ksi,bru,4
ksi,brw,4
ksi,chr,4
ksi,cua,4
ksi,hln,4
ksi,hre,4
ksi,jah,4
ksi,jeh,4
ksi,khm,4
ksi,ktu,4
ksi,lov,4
ksi,mge,4
ksi,mhm,4
ksi,mon,4
ksi,muo,4
ksi,nca,4
ksi,nic,4
ksi,nkt,4
ksi,nnc,4
ksi,oi,4
ksi,pac,4
ksi,rng,4
ksi,sap,4
ksi,sed,4
ksi,smj,4
ksi,sml,4
ksi,sre,4
ksi,sti,4
ksi,tmr,4
ksi,vie,4
ksi,bhu,5
ksi,gdb,5
ksi,ho,5
ksi,jun,5
ksi,khr,5
ksi,kku,5
ksi,mun,5
ksi,rem,5
ksi,sor,5
ksi,stl,5
ksl,ada,1
ksl,asl,1
ksl,aus,1
ksl,bsl,1
ksl,csl,1
ksl,dge,1
ksl,fsl,1
ksl,gsl,1
ksl,ics,1
ksl,ipi,1
ksl,ipk,1
ksl,irs,1
ksl,iss,1
ksl,kkl,1
ksl,lgp,1
ksl,lii,1
ksl,lsa,1
ksl,lsb,1
ksl,lse,1
ksl,lsf,1
ksl,lsq,1
ksl,ned,1
ksl,nih,1
ksl,nte,1
ksl,nzs,1
ksl,psl,1
ksl,rsl,1
ksl,ssl,1
ksl,svt,1
ksl,ths,1
ksl,tsl,1
ksl,tui,1
ksl,tzi,1
ksl,ugs,1
ksl,usl,1
ksl,vla,1
ksm,lye,1
ksm,nnn,1
ksm,kby,2
ksm,kow,2
ksm,ssa,2
ksm,tem,2
ksm,tmp,2
ksm,vag,2
ksm,kir,3
ksm,bmb,4
ksm,buy,4
ksm,dga,4
ksm,dgb,4
ksm,grm,4
ksm,grn,4
ksm,gut,4
ksm,kfe,4
ksm,kkb,4
ksm,kni,4
ksm,mmp,4
ksm,moo,4
ksm,ncm,4
ksm,ntn,4
ksm,wwa,4
ksm,brb,5
ksm,dym,5
ksm,lob,5
ksm,naf,5
ksm,nrg,5
ksm,snd,5
ksm,sup,5
ksm,tny,5
ksm,tou,5
ksm,tow,5
ksm,bak,6
ksm,bbu,6
ksm,day,6
ksm,dgo,6
ksm,doy,6
ksm,gbb,6
ksm,gbk,6
ksm,gir,6
ksm,klk,6
ksm,ksp,6
ksm,lnd,6
ksm,lua,6
ksm,ma,6
ksm,mba,6
ksm,mbm,6
ksm,mdg,6
ksm,mdo,6
ksm,mdu,6
ksm,mga,6
ksm,mmi,6
ksm,mnz,6
ksm,mum,6
ksm,myg,6
ksm,nbm,6
ksm,ndg,6
ksm,ndi,6
ksm,ngb,6
ksm,nza,6
ksm,sle,6
ksm,tpr,6
ksm,ygd,6
ksm,ykm,6
ksm,zan,6
ksm,abd,7
ksm,adi,7
ksm,agb,7
ksm,agh,7
ksm,aiz,7
ksm,ajg,7
ksm,aka,7
ksm,akn,7
ksm,ald,7
ksm,amo,7
ksm,anu,7
ksm,avk,7
ksm,avt,7
ksm,awk,7
ksm,ayi,7
ksm,bab,7
ksm,baf,7
ksm,bas,7
ksm,bbl,7
ksm,bdu,7
ksm,bee,7
ksm,bem,7
ksm,bet,7
ksm,bfi,7
ksm,bga,7
ksm,bia,7
ksm,bir,7
ksm,bkn,7
ksm,bku,7
ksm,ble,7
ksm,blu,7
ksm,bmn,7
ksm,bni,7
ksm,bnk,7
ksm,bob,7
ksm,bol,7
ksm,bsh,7
ksm,bub,7
ksm,buj,7
ksm,buk,7
ksm,buw,7
ksm,cga,7
ksm,cic,7
ksm,cil,7
ksm,com,7
ksm,cum,7
ksm,dbd,7
ksm,ddj,7
ksm,dds,7
ksm,deg,7
ksm,dma,7
ksm,dng,7
ksm,dok,7
ksm,dts,7
ksm,dua,7
ksm,duk,7
ksm,ebi,7
ksm,efi,7
ksm,ega,7
ksm,egn,7
ksm,eja,7
ksm,eko,7
ksm,eny,7
ksm,ets,7
ksm,ewa,7
ksm,ewe,7
ksm,ewo,7
ksm,fef,7
ksm,fio,7
ksm,fon,7
ksm,fye,7
ksm,ga,7
ksm,gad,7
ksm,gdi,7
ksm,gho,7
ksm,gok,7
ksm,grb,7
ksm,gue,7
ksm,gun,7
ksm,gus,7
ksm,guw,7
ksm,gwa,7
ksm,gwo,7
ksm,heh,7
ksm,hem,7
ksm,her,7
ksm,hnd,7
ksm,hol,7
ksm,hya,7
ksm,ibi,7
ksm,ido,7
ksm,ifm,7
ksm,igb,7
ksm,ige,7
ksm,ila,7
ksm,ise,7
ksm,iso,7
ksm,izi,7
ksm,jar,7
ksm,jms,7
ksm,juk,7
ksm,kan,7
ksm,kba,7
ksm,kga,7
ksm,kgm,7
ksm,kgr,7
ksm,kik,7
ksm,kil,7
ksm,kin,7
ksm,kla,7
ksm,klz,7
ksm,kmi,7
ksm,koh,7
ksm,kon,7
ksm,kou,7
ksm,kpa,7
ksm,kpo,7
ksm,krg,7
ksm,kte,7
ksm,kwn,7
ksm,kwy,7
ksm,kyg,7
ksm,kyo,7
ksm,lbu,7
ksm,lda,7
ksm,ldo,7
ksm,leb,7
ksm,leg,7
ksm,lgi,7
ksm,lin,7
ksm,llm,7
ksm,lmb,7
ksm,lns,7
ksm,loz,7
ksm,luc,7
ksm,luv,7
ksm,luy,7
ksm,mbe,7
ksm,mbi,7
ksm,mbl,7
ksm,mbz,7
ksm,mdw,7
ksm,mdz,7
ksm,mgk,7
ksm,mgo,7
ksm,mhu,7
ksm,mit,7
ksm,mkd,7
ksm,mkq,7
ksm,mkz,7
ksm,mla,7
ksm,mmw,7
ksm,mpo,7
ksm,mtb,7
ksm,mua,7
ksm,mud,7
ksm,mwe,7
ksm,nbe,7
ksm,nbo,7
ksm,ndb,7
ksm,nde,7
ksm,ndo,7
ksm,ndu,7
ksm,ney,7
ksm,nge,7
ksm,ngo,7
ksm,nke,7
ksm,nkn,7
ksm,nko,7
ksm,nng,7
ksm,non,7
ksm,nse,7
ksm,nto,7
ksm,nup,7
ksm,nyh,7
ksm,nym,7
ksm,obg,7
ksm,obo,7
ksm,ogb,7
ksm,oku,7
ksm,ora,7
ksm,png,7
ksm,pog,7
ksm,pre,7
ksm,rga,7
ksm,rim,7
ksm,rnd,7
ksm,rny,7
ksm,rru,7
ksm,sen,7
ksm,ses,7
ksm,sge,7
ksm,sgl,7
ksm,sgu,7
ksm,shm,7
ksm,shn,7
ksm,skm,7
ksm,sku,7
ksm,sme,7
ksm,stn,7
ksm,sub,7
ksm,swa,7
ksm,swt,7
ksm,tal,7
ksm,tbw,7
ksm,tet,7
ksm,tgo,7
ksm,tik,7
ksm,tiv,7
ksm,tki,7
ksm,tks,7
ksm,tnn,7
ksm,tok,7
ksm,toz,7
ksm,tsn,7
ksm,tsw,7
ksm,umb,7
ksm,urh,7
ksm,vat,7
ksm,ven,7
ksm,vif,7
ksm,wmn,7
ksm,wob,7
ksm,xho,7
ksm,yak,7
ksm,yao,7
ksm,yba,7
ksm,yem,7
ksm,yey,7
ksm,yns,7
ksm,yor,7
ksm,zno,7
ksm,zso,7
ksm,zul,7
ksm,bfd,8
ksm,bgs,8
ksm,blz,8
ksm,bsr,8
ksm,csk,8
ksm,def,8
ksm,dio,8
ksm,fbf,8
ksm,fgo,8
ksm,fgu,8
ksm,fli,8
ksm,fma,8
ksm,fni,8
ksm,fua,8
ksm,fum,8
ksm,fus,8
ksm,gol,8
ksm,ijo,8
ksm,kgi,8
ksm,kis,8
ksm,kss,8
ksm,mjk,8
ksm,mkn,8
ksm,ndt,8
ksm,noo,8
ksm,plr,8
ksm,tne,8
ksm,wlf,8
ksm,bam,9
ksm,bbf,9
ksm,bis,9
ksm,bnd,9
ksm,bnq,9
ksm,bok,9
ksm,boz,9
ksm,bus,9
ksm,dan,9
ksm,dbw,9
ksm,dyu,9
ksm,gro,9
ksm,jel,9
ksm,jom,9
ksm,kko,9
ksm,kpe,9
ksm,ktl,9
ksm,laf,9
ksm,lma,9
ksm,lok,9
ksm,man,9
ksm,maw,9
ksm,mde,9
ksm,mdk,9
ksm,mka,9
ksm,mkg,9
ksm,mnk,9
ksm,mro,9
ksm,msk,9
ksm,ori,9
ksm,otr,9
ksm,ras,9
ksm,snn,9
ksm,sus,9
ksm,tia,9
ksm,vai,9
ksm,wna,9
ksm,xas,9
ksp,day,2
ksp,gir,2
ksp,klk,2
ksp,lua,2
ksp,mbm,2
ksp,mdg,2
ksp,mmi,2
ksp,tpr,2
ksp,doy,3
ksp,mum,3
ksp,sle,3
ksp,ygd,3
ksp,bak,4
ksp,bbu,4
ksp,dgo,4
ksp,gbb,4
ksp,gbk,4
ksp,lnd,4
ksp,ma,4
ksp,mba,4
ksp,mdo,4
ksp,mdu,4
ksp,mga,4
ksp,mnz,4
ksp,myg,4
ksp,nbm,4
ksp,ndg,4
ksp,ndi,4
ksp,ngb,4
ksp,nza,4
ksp,ykm,4
ksp,zan,4
ksp,bmb,5
ksp,brb,5
ksp,buy,5
ksp,dga,5
ksp,dgb,5
ksp,dym,5
ksp,grm,5
ksp,grn,5
ksp,gut,5
ksp,kby,5
ksp,kfe,5
ksp,kir,5
ksp,kkb,5
ksp,kni,5
ksp,kow,5
ksp,ksm,5
ksp,lob,5
ksp,lye,5
ksp,mmp,5
ksp,moo,5
ksp,naf,5
ksp,ncm,5
ksp,nnn,5
ksp,nrg,5
ksp,ntn,5
ksp,snd,5
ksp,ssa,5
ksp,sup,5
ksp,tem,5
ksp,tmp,5
ksp,tny,5
ksp,tou,5
ksp,tow,5
ksp,vag,5
ksp,wwa,5
ksp,xsm,5
ksp,abd,6
ksp,adi,6
ksp,agb,6
ksp,agh,6
ksp,aiz,6
ksp,ajg,6
ksp,aka,6
ksp,akn,6
ksp,ald,6
ksp,amo,6
ksp,anu,6
ksp,avk,6
ksp,avt,6
ksp,awk,6
ksp,ayi,6
ksp,bab,6
ksp,baf,6
ksp,bas,6
ksp,bbl,6
ksp,bdu,6
ksp,bee,6
ksp,bem,6
ksp,bet,6
ksp,bfi,6
ksp,bga,6
ksp,bia,6
ksp,bir,6
ksp,bkn,6
ksp,bku,6
ksp,ble,6
ksp,blu,6
ksp,bmn,6
ksp,bni,6
ksp,bnk,6
ksp,bob,6
ksp,bol,6
ksp,bsh,6
ksp,bub,6
ksp,buj,6
ksp,buk,6
ksp,buw,6
ksp,cga,6
ksp,cic,6
ksp,cil,6
ksp,com,6
ksp,cum,6
ksp,dbd,6
ksp,ddj,6
ksp,dds,6
ksp,deg,6
ksp,dma,6
ksp,dng,6
ksp,dok,6
ksp,dts,6
ksp,dua,6
ksp,duk,6
ksp,ebi,6
ksp,efi,6
ksp,ega,6
ksp,egn,6
ksp,eja,6
ksp,eko,6
ksp,eny,6
ksp,ets,6
ksp,ewa,6
ksp,ewe,6
ksp,ewo,6
ksp,fef,6
ksp,fio,6
