from,to,distance
bnt,mxe,4
bnt,mya,4
bnt,myk,4
bnt,myn,4
bnt,nak,4
bnt,nal,4
bnt,nau,4
bnt,nbb,4
bnt,nbk,4
bnt,ndr,4
bnt,neh,4
bnt,nel,4
bnt,ngd,4
bnt,ngu,4
bnt,nia,4
bnt,nif,4
bnt,niu,4
bnt,nkr,4
bnt,nne,4
bnt,nnm,4
bnt,npu,4
bnt,nrm,4
bnt,nua,4
bnt,nyl,4
bnt,olm,4
bnt,pad,4
bnt,pal,4
bnt,pat,4
bnt,pgl,4
bnt,pil,4
bnt,plh,4
bnt,plp,4
bnt,pms,4
bnt,pna,4
bnt,poa,4
bnt,poh,4
bnt,psw,4
bnt,pta,4
bnt,ptp,4
bnt,pul,4
bnt,rad,4
bnt,rag,4
bnt,rap,4
bnt,rej,4
bnt,rgn,4
bnt,rnn,4
bnt,ror,4
bnt,rot,4
bnt,rov,4
bnt,rti,4
bnt,saa,4
bnt,sab,4
bnt,sak,4
bnt,sam,4
bnt,saw,4
bnt,sbg,4
bnt,sea,4
bnt,sik,4
bnt,sim,4
bnt,sio,4
bnt,sir,4
bnt,sis,4
bnt,skl,4
bnt,slb,4
bnt,sly,4
bnt,smd,4
bnt,sng,4
bnt,sob,4
bnt,son,4
bnt,sru,4
bnt,sud,4
bnt,sun,4
bnt,sur,4
bnt,swi,4
bnt,tab,4
bnt,taf,4
bnt,tah,4
bnt,tak,4
bnt,tat,4
bnt,taw,4
bnt,tbt,4
bnt,teo,4
bnt,tga,4
bnt,tgk,4
bnt,tgn,4
bnt,tgw,4
bnt,tim,4
bnt,tin,4
bnt,tke,4
bnt,tla,4
bnt,tmm,4
bnt,tng,4
bnt,tnk,4
bnt,tns,4
bnt,toq,4
bnt,trd,4
bnt,tse,4
bnt,tst,4
bnt,ttd,4
bnt,ttn,4
bnt,tua,4
bnt,tuk,4
bnt,tum,4
bnt,tvl,4
bnt,uli,4
bnt,uma,4
bnt,ura,4
bnt,url,4
bnt,vnm,4
bnt,wed,4
bnt,wet,4
bnt,wll,4
bnt,wlo,4
bnt,wol,4
bnt,wrp,4
bnt,xar,4
bnt,yap,4
bnt,ykn,4
bnt,ymd,4
bnt,ami,5
bnt,ata,5
bnt,pai,5
bnt,ruk,5
bnt,see,5
bnt,sry,5
bnt,thw,5
bnt,tso,5
bnw,cur,1
bnw,tar,2
bnw,acg,3
bnw,bae,3
bnw,bah,3
bnw,ppc,3
bnw,res,3
bnw,wrk,3
bnw,ycn,3
bnw,ara,4
bnw,goa,4
bnw,grf,4
bnw,plk,4
bnw,wps,4
bnw,amu,5
bnw,apu,5
bnw,baq,5
bnw,cax,5
bnw,cnm,5
bnw,cpa,5
bnw,ign,5
bnw,mch,5
bnw,nom,5
bnw,pir,5
bnw,prc,5
bnw,trn,5
bnw,wur,5
boa,zim,1
boa,mrd,2
boa,yqy,2
boa,abv,3
boa,adg,3
boa,aga,3
boa,ahu,3
boa,ame,3
boa,amx,3
boa,ant,3
boa,ape,3
boa,ard,3
boa,asm,3
boa,auy,3
boa,awa,3
boa,awi,3
boa,baa,3
boa,bau,3
boa,bdw,3
boa,beb,3
boa,bin,3
boa,bmr,3
boa,bnm,3
boa,bon,3
boa,bry,3
boa,cve,3
boa,dad,3
boa,dag,3
boa,dni,3
boa,dun,3
boa,edo,3
boa,eip,3
boa,eka,3
boa,ena,3
boa,fas,3
boa,foe,3
boa,for,3
boa,gah,3
boa,gds,3
boa,gln,3
boa,gog,3
boa,grs,3
boa,guh,3
boa,ham,3
boa,hua,3
boa,iha,3
boa,ina,3
boa,kae,3
boa,kak,3
boa,kat,3
boa,kew,3
boa,kgl,3
boa,kim,3
boa,kiu,3
boa,kiw,3
boa,kll,3
boa,kln,3
boa,klq,3
boa,kmb,3
boa,kmn,3
boa,kmo,3
boa,kmp,3
boa,kmr,3
boa,kob,3
boa,koi,3
boa,krf,3
boa,krw,3
boa,kta,3
boa,kti,3
boa,ktn,3
boa,kyk,3
boa,mav,3
boa,mey,3
boa,mgi,3
boa,mkj,3
boa,mni,3
boa,mom,3
boa,mpt,3
boa,mri,3
boa,mug,3
boa,nab,3
boa,nmd,3
boa,nnd,3
boa,nnk,3
boa,oks,3
boa,omi,3
boa,ono,3
boa,orl,3
boa,oro,3
boa,paw,3
boa,pdp,3
boa,pis,3
boa,ria,3
boa,rum,3
boa,rwa,3
boa,sia,3
boa,slp,3
boa,sro,3
boa,sue,3
boa,suk,3
boa,syu,3
boa,tau,3
boa,tba,3
boa,tgp,3
boa,tif,3
boa,tlf,3
boa,tmg,3
boa,toa,3
boa,trr,3
boa,una,3
boa,usa,3
boa,usr,3
boa,wah,3
boa,wbn,3
boa,wer,3
boa,wnt,3
boa,woi,3
boa,wsk,3
boa,yal,3
boa,yar,3
boa,ygr,3
boa,yli,3
bob,aka,2
bob,bbl,2
bob,bol,2
bob,bsh,2
bob,dok,2
bob,leb,2
bob,lin,2
bob,mdw,2
bob,mgo,2
bob,nbe,2
bob,nto,2
bob,sgl,2
bob,tet,2
bob,bas,3
bob,bfi,3
bob,bga,3
bob,bkn,3
bob,bku,3
bob,bnk,3
bob,bub,3
bob,buj,3
bob,buw,3
bob,dma,3
bob,dng,3
bob,dua,3
bob,ewo,3
bob,gun,3
bob,ifm,3
bob,ldo,3
bob,mbe,3
bob,mkz,3
bob,mpo,3
bob,ndu,3
bob,sgu,3
bob,tgo,3
bob,tki,3
bob,tks,3
bob,tnn,3
bob,yns,3
bob,bdu,4
bob,bee,4
bob,bem,4
bob,bia,4
bob,blu,4
bob,buk,4
bob,cga,4
bob,cic,4
bob,cil,4
bob,com,4
bob,dbd,4
bob,eko,4
bob,eny,4
bob,fio,4
bob,gus,4
bob,heh,4
bob,hem,4
bob,her,4
bob,hnd,4
bob,hol,4
bob,hya,4
bob,ila,4
bob,kba,4
bob,kga,4
bob,kgr,4
bob,kik,4
bob,kil,4
bob,kin,4
bob,klz,4
bob,kmi,4
bob,kon,4
bob,krg,4
bob,kte,4
bob,kwn,4
bob,kwy,4
bob,kyo,4
bob,lbu,4
bob,lda,4
bob,leg,4
bob,lgi,4
bob,lmb,4
bob,loz,4
bob,luc,4
bob,luv,4
bob,luy,4
bob,mbl,4
bob,mhu,4
bob,mit,4
bob,mkd,4
bob,mmw,4
bob,mtb,4
bob,mua,4
bob,mwe,4
bob,nbo,4
bob,ndb,4
bob,nde,4
bob,ndo,4
bob,ngo,4
bob,nko,4
bob,nng,4
bob,nse,4
bob,nyh,4
bob,nym,4
bob,png,4
bob,pog,4
bob,pre,4
bob,rga,4
bob,rim,4
bob,rnd,4
bob,rny,4
bob,rru,4
bob,sen,4
bob,ses,4
bob,sge,4
bob,shm,4
bob,shn,4
bob,skm,4
bob,sku,4
bob,stn,4
bob,sub,4
bob,swa,4
bob,swt,4
bob,tal,4
bob,tbw,4
bob,toz,4
bob,tsn,4
bob,tsw,4
bob,umb,4
bob,ven,4
bob,vif,4
bob,xho,4
bob,yak,4
bob,yao,4
bob,yey,4
bob,zno,4
bob,zso,4
bob,zul,4
bob,agh,5
bob,bab,5
bob,baf,5
bob,bmn,5
bob,eja,5
bob,fef,5
bob,jar,5
bob,kou,5
bob,kyg,5
bob,lns,5
bob,mbi,5
bob,mbz,5
bob,mgk,5
bob,mkq,5
bob,mud,5
bob,nge,5
bob,nke,5
bob,non,5
bob,oku,5
bob,tik,5
bob,tiv,5
bob,yba,5
bob,yem,5
bob,mla,6
bob,agb,7
bob,amo,7
bob,awk,7
bob,bir,7
bob,bni,7
bob,deg,7
bob,duk,7
bob,ebi,7
bob,efi,7
bob,egn,7
bob,ets,7
bob,fye,7
bob,gad,7
bob,gho,7
bob,gok,7
bob,gwa,7
bob,gwo,7
bob,ibi,7
bob,ido,7
bob,igb,7
bob,ige,7
bob,ise,7
bob,iso,7
bob,izi,7
bob,juk,7
bob,kan,7
bob,kgm,7
bob,koh,7
bob,kpa,7
bob,mdz,7
bob,nup,7
bob,obg,7
bob,obo,7
bob,ogb,7
bob,ora,7
bob,tok,7
bob,urh,7
bob,yor,7
bob,abd,8
bob,adi,8
bob,aiz,8
bob,ajg,8
bob,akn,8
bob,ald,8
bob,anu,8
bob,avk,8
bob,avt,8
bob,ayi,8
bob,bak,8
bob,bbu,8
bob,bet,8
bob,ble,8
bob,bmb,8
bob,brb,8
bob,buy,8
bob,cum,8
bob,day,8
bob,ddj,8
bob,dds,8
bob,dga,8
bob,dgb,8
bob,dgo,8
bob,doy,8
bob,dts,8
bob,dym,8
bob,ega,8
bob,ewa,8
bob,ewe,8
bob,fon,8
bob,ga,8
bob,gbb,8
bob,gbk,8
bob,gdi,8
bob,gir,8
bob,grb,8
bob,grm,8
bob,grn,8
bob,gue,8
bob,gut,8
bob,guw,8
bob,jms,8
bob,kby,8
bob,kfe,8
bob,kir,8
bob,kkb,8
bob,kla,8
bob,klk,8
bob,kni,8
bob,kow,8
bob,kpo,8
bob,ksm,8
bob,ksp,8
bob,llm,8
bob,lnd,8
bob,lob,8
bob,lua,8
bob,lye,8
bob,ma,8
bob,mba,8
bob,mbm,8
bob,mdg,8
bob,mdo,8
bob,mdu,8
bob,mga,8
bob,mmi,8
bob,mmp,8
bob,mnz,8
bob,moo,8
bob,mum,8
bob,myg,8
bob,naf,8
bob,nbm,8
bob,ncm,8
bob,ndg,8
bob,ndi,8
bob,ney,8
bob,ngb,8
bob,nkn,8
bob,nnn,8
bob,nrg,8
bob,ntn,8
bob,nza,8
bob,sle,8
bob,sme,8
bob,snd,8
bob,ssa,8
bob,sup,8
bob,tem,8
bob,tmp,8
bob,tny,8
bob,tou,8
bob,tow,8
bob,tpr,8
bob,vag,8
bob,vat,8
bob,wmn,8
bob,wob,8
bob,wwa,8
bob,xsm,8
bob,ygd,8
bob,ykm,8
bob,zan,8
bob,bfd,9
bob,bgs,9
bob,blz,9
bob,bsr,9
bob,csk,9
bob,def,9
bob,dio,9
bob,fbf,9
bob,fgo,9
bob,fgu,9
bob,fli,9
bob,fma,9
bob,fni,9
bob,fua,9
bob,fum,9
bob,fus,9
bob,gol,9
bob,ijo,9
bob,kgi,9
bob,kis,9
bob,kss,9
bob,mjk,9
bob,mkn,9
bob,ndt,9
bob,noo,9
bob,plr,9
bob,tne,9
bob,wlf,9
bob,bam,10
bob,bbf,10
bob,bis,10
bob,bnd,10
bob,bnq,10
bob,bok,10
bob,boz,10
bob,bus,10
bob,dan,10
bob,dbw,10
bob,dyu,10
bob,gro,10
bob,jel,10
bob,jom,10
bob,kko,10
bob,kpe,10
bob,ktl,10
bob,laf,10
bob,lma,10
bob,lok,10
bob,man,10
bob,maw,10
bob,mde,10
bob,mdk,10
bob,mka,10
bob,mkg,10
bob,mnk,10
bob,mro,10
bob,msk,10
bob,ori,10
bob,otr,10
bob,ras,10
bob,snn,10
bob,sus,10
bob,tia,10
bob,vai,10
bob,wna,10
bob,xas,10
bod,dms,1
bod,kac,1
bod,kok,1
bod,gar,2
bod,deu,3
bod,chg,4
bod,jug,4
bod,lun,4
bod,noc,4
bod,tvt,4
bod,agm,5
bod,ao,5
bod,baw,5
bod,chs,5
bod,cmr,5
bod,cti,5
bod,dhm,5
bod,hma,5
bod,hyo,5
bod,jng,5
bod,kbi,5
bod,khu,5
bod,lai,5
bod,lot,5
bod,mei,5
bod,mik,5
bod,miz,5
bod,ngt,5
bod,nma,5
bod,nze,5
bod,pte,5
bod,ral,5
bod,sem,5
bod,thd,5
bod,acn,6
bod,akh,6
bod,akm,6
bod,amd,6
bod,amt,6
bod,ano,6
bod,apt,6
bod,ath,6
bod,bai,6
bod,bel,6
bod,biu,6
bod,blt,6
bod,boj,6
bod,boq,6
bod,brl,6
bod,brm,6
bod,bya,6
bod,chd,6
bod,chn,6
bod,cml,6
bod,cpn,6
bod,dig,6
bod,dmi,6
bod,drm,6
bod,dul,6
bod,gal,6
bod,ghr,6
bod,gyc,6
bod,han,6
bod,hay,6
bod,idu,6
bod,jad,6
bod,jia,6
bod,jin,6
bod,kbw,6
bod,kgy,6
bod,khd,6
bod,khg,6
bod,klg,6
bod,kmh,6
bod,knn,6
bod,knz,6
bod,kpw,6
bod,ksg,6
bod,kyl,6
bod,lad,6
bod,lah,6
bod,lal,6
bod,lep,6
bod,lho,6
bod,lim,6
bod,lis,6
bod,mag,6
bod,mhl,6
bod,mij,6
bod,mil,6
bod,mrc,6
bod,mru,6
bod,msg,6
bod,msy,6
bod,nax,6
bod,new,6
bod,nis,6
bod,nmm,6
bod,nph,6
bod,nus,6
bod,nwd,6
bod,nyk,6
bod,phl,6
bod,prk,6
bod,ptt,6
bod,pum,6
bod,qia,6
bod,raw,6
bod,rgc,6
bod,rji,6
bod,rpa,6
bod,shd,6
bod,she,6
bod,shg,6
bod,skk,6
bod,slg,6
bod,spi,6
bod,tam,6
bod,tao,6
bod,tbx,6
bod,tdi,6
bod,tdr,6
bod,tgl,6
bod,thk,6
bod,thn,6
bod,thu,6
bod,tib,6
bod,tis,6
bod,tmo,6
bod,tni,6
bod,tod,6
bod,wme,6
bod,xns,6
bod,ybi,6
bod,yi,6
bod,zha,6
bod,chz,7
bod,cnt,7
bod,fuz,7
bod,hak,7
bod,hok,7
bod,kug,7
bod,mnd,7
bod,taq,7
bod,wuc,7
bod,xia,7
boi,amb,1
boi,hhu,1
boi,iat,1
boi,mbu,1
boi,aba,2
boi,ala,2
boi,awt,2
boi,bhn,2
boi,iwm,2
boi,kwo,2
boi,mhk,2
boi,nam,2
boi,sar,2
boi,wog,2
boi,yes,2
boj,apt,1
boj,mhl,1
boj,msg,1
boj,nis,1
boj,ano,2
boj,dig,2
boj,dul,2
boj,idu,2
boj,lep,2
boj,mij,2
boj,raw,2
boj,shd,2
boj,slg,2
boj,acn,3
boj,agm,3
boj,akh,3
boj,akm,3
boj,amd,3
boj,amt,3
boj,ao,3
boj,ath,3
boj,bai,3
boj,baw,3
boj,bel,3
boj,biu,3
boj,blt,3
boj,bod,3
boj,brl,3
boj,brm,3
boj,bya,3
boj,chd,3
boj,chg,3
boj,chn,3
boj,chs,3
boj,cml,3
boj,cmr,3
boj,cpn,3
boj,cti,3
boj,deu,3
boj,dhm,3
boj,dmi,3
boj,dms,3
boj,drm,3
boj,gar,3
boj,ghr,3
boj,gyc,3
boj,han,3
boj,hay,3
boj,hma,3
boj,hyo,3
boj,jad,3
boj,jia,3
boj,jin,3
boj,jng,3
boj,jug,3
boj,kac,3
boj,kbi,3
boj,kbw,3
boj,kgy,3
boj,khd,3
boj,khg,3
boj,khu,3
boj,klg,3
boj,kmh,3
boj,knn,3
boj,knz,3
boj,kok,3
boj,kpw,3
boj,ksg,3
boj,kyl,3
boj,lad,3
boj,lah,3
boj,lai,3
boj,lal,3
boj,lho,3
boj,lim,3
boj,lis,3
boj,lot,3
boj,lun,3
boj,mag,3
boj,mei,3
boj,mik,3
boj,miz,3
boj,mrc,3
boj,mru,3
boj,msy,3
boj,nax,3
boj,new,3
boj,ngt,3
boj,nma,3
boj,nmm,3
boj,noc,3
boj,nph,3
boj,nus,3
boj,nwd,3
boj,nyk,3
boj,nze,3
boj,phl,3
boj,prk,3
boj,pte,3
boj,ptt,3
boj,pum,3
boj,qia,3
boj,ral,3
boj,rgc,3
boj,rji,3
boj,rpa,3
boj,sem,3
boj,she,3
boj,shg,3
boj,skk,3
boj,spi,3
boj,tam,3
boj,tao,3
boj,tbx,3
boj,tdi,3
boj,tdr,3
boj,tgl,3
boj,thd,3
boj,thk,3
boj,thn,3
boj,thu,3
boj,tib,3
boj,tis,3
boj,tmo,3
boj,tni,3
boj,tod,3
boj,tvt,3
boj,wme,3
boj,xns,3
boj,ybi,3
boj,yi,3
boj,zha,3
boj,chz,4
boj,cnt,4
boj,fuz,4
boj,hak,4
boj,hok,4
boj,kug,4
boj,mnd,4
boj,taq,4
boj,wuc,4
boj,xia,4
bok,bus,1
bok,bis,2
bok,bnq,3
bok,dan,3
bok,dbw,3
bok,gro,3
bok,man,3
bok,wna,3
bok,bam,4
bok,bbf,4
bok,bnd,4
bok,boz,4
bok,dyu,4
bok,jel,4
bok,kko,4
bok,kpe,4
bok,lma,4
bok,lok,4
bok,maw,4
bok,mde,4
bok,mdk,4
bok,mka,4
bok,mkg,4
bok,mnk,4
bok,snn,4
bok,sus,4
bok,vai,4
bok,xas,4
bok,abd,5
bok,adi,5
bok,agb,5
bok,agh,5
bok,aiz,5
bok,ajg,5
bok,aka,5
bok,akn,5
bok,ald,5
bok,amo,5
bok,anu,5
bok,avk,5
bok,avt,5
bok,awk,5
bok,ayi,5
bok,bab,5
bok,baf,5
bok,bak,5
bok,bas,5
bok,bbl,5
bok,bbu,5
bok,bdu,5
bok,bee,5
bok,bem,5
bok,bet,5
bok,bfd,5
bok,bfi,5
bok,bga,5
bok,bgs,5
bok,bia,5
bok,bir,5
bok,bkn,5
bok,bku,5
bok,ble,5
bok,blu,5
bok,blz,5
bok,bmb,5
bok,bmn,5
bok,bni,5
bok,bnk,5
bok,bob,5
bok,bol,5
bok,brb,5
bok,bsh,5
bok,bsr,5
bok,bub,5
bok,buj,5
bok,buk,5
bok,buw,5
bok,buy,5
bok,cga,5
bok,cic,5
bok,cil,5
bok,com,5
bok,csk,5
bok,cum,5
bok,day,5
bok,dbd,5
bok,ddj,5
bok,dds,5
bok,def,5
bok,deg,5
bok,dga,5
bok,dgb,5
bok,dgo,5
bok,dio,5
bok,dma,5
bok,dng,5
bok,dok,5
bok,doy,5
bok,dts,5
bok,dua,5
bok,duk,5
bok,dym,5
bok,ebi,5
bok,efi,5
bok,ega,5
bok,egn,5
bok,eja,5
bok,eko,5
bok,eny,5
bok,ets,5
bok,ewa,5
bok,ewe,5
bok,ewo,5
bok,fbf,5
bok,fef,5
bok,fgo,5
bok,fgu,5
bok,fio,5
bok,fli,5
bok,fma,5
bok,fni,5
bok,fon,5
bok,fua,5
bok,fum,5
bok,fus,5
bok,fye,5
bok,ga,5
bok,gad,5
bok,gbb,5
bok,gbk,5
bok,gdi,5
bok,gho,5
bok,gir,5
bok,gok,5
bok,gol,5
bok,grb,5
bok,grm,5
bok,grn,5
bok,gue,5
bok,gun,5
bok,gus,5
bok,gut,5
bok,guw,5
bok,gwa,5
bok,gwo,5
bok,heh,5
bok,hem,5
bok,her,5
bok,hnd,5
bok,hol,5
bok,hya,5
bok,ibi,5
bok,ido,5
bok,ifm,5
bok,igb,5
bok,ige,5
bok,ijo,5
bok,ila,5
bok,ise,5
bok,iso,5
bok,izi,5
bok,jar,5
bok,jms,5
bok,jom,5
bok,juk,5
bok,kan,5
bok,kba,5
bok,kby,5
bok,kfe,5
bok,kga,5
bok,kgi,5
bok,kgm,5
bok,kgr,5
bok,kik,5
bok,kil,5
bok,kin,5
bok,kir,5
bok,kis,5
bok,kkb,5
bok,kla,5
bok,klk,5
bok,klz,5
bok,kmi,5
bok,kni,5
bok,koh,5
bok,kon,5
bok,kou,5
bok,kow,5
bok,kpa,5
bok,kpo,5
bok,krg,5
bok,ksm,5
bok,ksp,5
bok,kss,5
bok,kte,5
bok,ktl,5
bok,kwn,5
bok,kwy,5
bok,kyg,5
bok,kyo,5
bok,laf,5
bok,lbu,5
bok,lda,5
bok,ldo,5
bok,leb,5
bok,leg,5
bok,lgi,5
bok,lin,5
bok,llm,5
bok,lmb,5
bok,lnd,5
bok,lns,5
bok,lob,5
bok,loz,5
bok,lua,5
bok,luc,5
bok,luv,5
bok,luy,5
bok,lye,5
bok,ma,5
bok,mba,5
bok,mbe,5
bok,mbi,5
bok,mbl,5
bok,mbm,5
bok,mbz,5
bok,mdg,5
bok,mdo,5
bok,mdu,5
bok,mdw,5
bok,mdz,5
bok,mga,5
bok,mgk,5
bok,mgo,5
bok,mhu,5
bok,mit,5
bok,mjk,5
bok,mkd,5
bok,mkn,5
bok,mkq,5
bok,mkz,5
bok,mla,5
bok,mmi,5
bok,mmp,5
bok,mmw,5
bok,mnz,5
bok,moo,5
bok,mpo,5
bok,mro,5
bok,msk,5
bok,mtb,5
bok,mua,5
bok,mud,5
bok,mum,5
bok,mwe,5
bok,myg,5
bok,naf,5
bok,nbe,5
bok,nbm,5
bok,nbo,5
bok,ncm,5
bok,ndb,5
bok,nde,5
bok,ndg,5
bok,ndi,5
bok,ndo,5
bok,ndt,5
bok,ndu,5
bok,ney,5
bok,ngb,5
bok,nge,5
bok,ngo,5
bok,nke,5
bok,nkn,5
bok,nko,5
bok,nng,5
bok,nnn,5
bok,non,5
bok,noo,5
bok,nrg,5
bok,nse,5
bok,ntn,5
bok,nto,5
bok,nup,5
bok,nyh,5
bok,nym,5
bok,nza,5
bok,obg,5
bok,obo,5
bok,ogb,5
bok,oku,5
bok,ora,5
bok,ori,5
bok,otr,5
bok,plr,5
bok,png,5
bok,pog,5
bok,pre,5
bok,ras,5
bok,rga,5
bok,rim,5
bok,rnd,5
bok,rny,5
bok,rru,5
bok,sen,5
bok,ses,5
bok,sge,5
bok,sgl,5
bok,sgu,5
bok,shm,5
bok,shn,5
bok,skm,5
bok,sku,5
bok,sle,5
bok,sme,5
bok,snd,5
bok,ssa,5
bok,stn,5
bok,sub,5
bok,sup,5
bok,swa,5
bok,swt,5
bok,tal,5
bok,tbw,5
bok,tem,5
bok,tet,5
bok,tgo,5
bok,tia,5
bok,tik,5
bok,tiv,5
bok,tki,5
bok,tks,5
bok,tmp,5
bok,tne,5
bok,tnn,5
bok,tny,5
bok,tok,5
bok,tou,5
bok,tow,5
bok,toz,5
bok,tpr,5
bok,tsn,5
bok,tsw,5
bok,umb,5
bok,urh,5
bok,vag,5
bok,vat,5
bok,ven,5
bok,vif,5
bok,wlf,5
bok,wmn,5
bok,wob,5
bok,wwa,5
bok,xho,5
bok,xsm,5
bok,yak,5
bok,yao,5
bok,yba,5
bok,yem,5
bok,yey,5
bok,ygd,5
bok,ykm,5
bok,yns,5
bok,yor,5
bok,zan,5
bok,zno,5
bok,zso,5
bok,zul,5
bol,nto,1
bol,aka,2
bol,bbl,2
bol,bob,2
bol,bsh,2
bol,dok,2
bol,leb,2
bol,lin,2
bol,mdw,2
bol,mgo,2
bol,nbe,2
bol,sgl,2
bol,tet,2
bol,bas,3
bol,bfi,3
bol,bga,3
bol,bkn,3
bol,bku,3
bol,bnk,3
bol,bub,3
bol,buj,3
bol,buw,3
bol,dma,3
bol,dng,3
bol,dua,3
bol,ewo,3
bol,gun,3
bol,ifm,3
bol,ldo,3
bol,mbe,3
bol,mkz,3
bol,mpo,3
bol,ndu,3
bol,sgu,3
bol,tgo,3
bol,tki,3
bol,tks,3
bol,tnn,3
bol,yns,3
bol,bdu,4
bol,bee,4
bol,bem,4
bol,bia,4
bol,blu,4
bol,buk,4
bol,cga,4
bol,cic,4
bol,cil,4
bol,com,4
bol,dbd,4
bol,eko,4
bol,eny,4
bol,fio,4
bol,gus,4
bol,heh,4
bol,hem,4
bol,her,4
bol,hnd,4
bol,hol,4
bol,hya,4
bol,ila,4
bol,kba,4
bol,kga,4
bol,kgr,4
bol,kik,4
bol,kil,4
bol,kin,4
bol,klz,4
bol,kmi,4
bol,kon,4
bol,krg,4
bol,kte,4
bol,kwn,4
bol,kwy,4
bol,kyo,4
bol,lbu,4
bol,lda,4
bol,leg,4
bol,lgi,4
bol,lmb,4
bol,loz,4
bol,luc,4
bol,luv,4
bol,luy,4
bol,mbl,4
bol,mhu,4
bol,mit,4
bol,mkd,4
bol,mmw,4
bol,mtb,4
bol,mua,4
bol,mwe,4
bol,nbo,4
bol,ndb,4
bol,nde,4
bol,ndo,4
bol,ngo,4
bol,nko,4
bol,nng,4
bol,nse,4
bol,nyh,4
bol,nym,4
bol,png,4
bol,pog,4
bol,pre,4
bol,rga,4
bol,rim,4
bol,rnd,4
bol,rny,4
bol,rru,4
bol,sen,4
bol,ses,4
bol,sge,4
bol,shm,4
bol,shn,4
bol,skm,4
bol,sku,4
bol,stn,4
bol,sub,4
bol,swa,4
bol,swt,4
bol,tal,4
bol,tbw,4
bol,toz,4
bol,tsn,4
bol,tsw,4
bol,umb,4
bol,ven,4
bol,vif,4
bol,xho,4
bol,yak,4
bol,yao,4
bol,yey,4
bol,zno,4
bol,zso,4
bol,zul,4
bol,agh,5
bol,bab,5
bol,baf,5
bol,bmn,5
bol,eja,5
bol,fef,5
bol,jar,5
bol,kou,5
bol,kyg,5
bol,lns,5
bol,mbi,5
bol,mbz,5
bol,mgk,5
bol,mkq,5
bol,mud,5
bol,nge,5
bol,nke,5
bol,non,5
bol,oku,5
bol,tik,5
bol,tiv,5
bol,yba,5
bol,yem,5
bol,mla,6
bol,agb,7
bol,amo,7
bol,awk,7
bol,bir,7
bol,bni,7
bol,deg,7
bol,duk,7
bol,ebi,7
bol,efi,7
bol,egn,7
bol,ets,7
bol,fye,7
bol,gad,7
bol,gho,7
bol,gok,7
bol,gwa,7
bol,gwo,7
bol,ibi,7
bol,ido,7
bol,igb,7
bol,ige,7
bol,ise,7
bol,iso,7
bol,izi,7
bol,juk,7
bol,kan,7
bol,kgm,7
bol,koh,7
bol,kpa,7
bol,mdz,7
bol,nup,7
bol,obg,7
bol,obo,7
bol,ogb,7
bol,ora,7
bol,tok,7
bol,urh,7
bol,yor,7
bol,abd,8
bol,adi,8
bol,aiz,8
bol,ajg,8
bol,akn,8
bol,ald,8
bol,anu,8
bol,avk,8
bol,avt,8
bol,ayi,8
bol,bak,8
bol,bbu,8
bol,bet,8
bol,ble,8
bol,bmb,8
bol,brb,8
bol,buy,8
bol,cum,8
bol,day,8
bol,ddj,8
bol,dds,8
bol,dga,8
bol,dgb,8
bol,dgo,8
bol,doy,8
bol,dts,8
bol,dym,8
bol,ega,8
bol,ewa,8
bol,ewe,8
bol,fon,8
bol,ga,8
bol,gbb,8
bol,gbk,8
bol,gdi,8
bol,gir,8
bol,grb,8
bol,grm,8
bol,grn,8
bol,gue,8
bol,gut,8
bol,guw,8
bol,jms,8
bol,kby,8
bol,kfe,8
bol,kir,8
bol,kkb,8
bol,kla,8
bol,klk,8
bol,kni,8
bol,kow,8
bol,kpo,8
bol,ksm,8
bol,ksp,8
bol,llm,8
bol,lnd,8
bol,lob,8
bol,lua,8
bol,lye,8
bol,ma,8
bol,mba,8
bol,mbm,8
bol,mdg,8
bol,mdo,8
bol,mdu,8
bol,mga,8
bol,mmi,8
bol,mmp,8
bol,mnz,8
bol,moo,8
bol,mum,8
bol,myg,8
bol,naf,8
bol,nbm,8
bol,ncm,8
bol,ndg,8
bol,ndi,8
bol,ney,8
bol,ngb,8
bol,nkn,8
bol,nnn,8
bol,nrg,8
bol,ntn,8
bol,nza,8
bol,sle,8
bol,sme,8
bol,snd,8
bol,ssa,8
bol,sup,8
bol,tem,8
bol,tmp,8
bol,tny,8
bol,tou,8
bol,tow,8
bol,tpr,8
bol,vag,8
bol,vat,8
bol,wmn,8
bol,wob,8
bol,wwa,8
bol,xsm,8
bol,ygd,8
bol,ykm,8
bol,zan,8
bol,bfd,9
bol,bgs,9
bol,blz,9
bol,bsr,9
bol,csk,9
bol,def,9
bol,dio,9
bol,fbf,9
bol,fgo,9
bol,fgu,9
bol,fli,9
bol,fma,9
bol,fni,9
bol,fua,9
bol,fum,9
bol,fus,9
bol,gol,9
bol,ijo,9
bol,kgi,9
bol,kis,9
bol,kss,9
bol,mjk,9
bol,mkn,9
bol,ndt,9
bol,noo,9
bol,plr,9
bol,tne,9
bol,wlf,9
bol,bam,10
bol,bbf,10
bol,bis,10
bol,bnd,10
bol,bnq,10
bol,bok,10
bol,boz,10
bol,bus,10
bol,dan,10
bol,dbw,10
bol,dyu,10
bol,gro,10
bol,jel,10
bol,jom,10
bol,kko,10
bol,kpe,10
bol,ktl,10
bol,laf,10
bol,lma,10
bol,lok,10
bol,man,10
bol,maw,10
bol,mde,10
