round,variable,country,lang_name,iso_alpha2,n_resp,prop
5,Q116OTHER,12,xitswa,MZ,24,0.20285520637357685
5,Q116OTHER,14,zuru,NG,38,0.07265785524074511
5,Q2OTHER,27,abidji,CI,2,0.017143615572817534
5,Q2OTHER,26,abo,CM,2,0.0076276373050108955
5,Q2OTHER,27,aboure,CI,2,0.012058481421975367
5,Q2OTHER,24,adele,TG,1,0.0032114964783670577
5,Q2OTHER,24,adja,TG,28,0.19773764835360205
5,Q2OTHER,14,afizere,NG,2,0.004841957493989398
5,Q2OTHER,14,agbor,NG,1,0.0024944646470833015
5,Q2OTHER,26,aghem,CM,4,0.021159946012810665
5,Q2OTHER,27,ahizi,CI,8,0.049847786391687784
5,Q2OTHER,14,ahoada,NG,1,0.0033855005921453077
5,Q2OTHER,5,akan,GH,1,0.002089312359191157
5,Q2OTHER,24,akebou,TG,18,0.1146214300928208
5,Q2OTHER,24,aklobo,TG,7,0.023091742401465054
5,Q2OTHER,14,akumazi,NG,2,0.006242190566553551
5,Q2OTHER,5,akyode,GH,1,0.0021585256702976964
5,Q2OTHER,14,alago,NG,1,0.0021386111165530137
5,Q2OTHER,26,ambo-batibo,CM,1,0.0037481103654207495
5,Q2OTHER,14,amoh,NG,1,0.0033307742968328446
5,Q2OTHER,24,anago,TG,1,0.00928221207512424
5,Q2OTHER,14,anang,NG,1,0.002852077699165007
5,Q2OTHER,14,andoni,NG,3,0.00837497003355288
5,Q2OTHER,14,angas,NG,1,0.004338032462312269
5,Q2OTHER,27,appolo,CI,5,0.04189505479317114
5,Q2OTHER,26,arabe choa,CM,7,0.04064875534850115
5,Q2OTHER,6,arabic,KE,10,0.10766379378845169
5,Q2OTHER,18,aringa,UG,5,0.0869206739617446
5,Q2OTHER,24,ashanti,TG,1,0.005598748578405695
5,Q2OTHER,6,asian south,KE,1,0.003415670722629661
5,Q2OTHER,14,attakar,NG,1,0.003273153200438546
5,Q2OTHER,14,auchi,NG,3,0.009894847337198788
5,Q2OTHER,14,awa,NG,1,0.0030906772310151883
5,Q2OTHER,5,awutu,GH,1,0.0035295180321663587
5,Q2OTHER,5,ayigbe,GH,2,0.0037457604183503425
5,Q2OTHER,26,babanjou,CM,2,0.011772041539511901
5,Q2OTHER,26,babis,CM,1,0.005585557837273384
5,Q2OTHER,26,baboute,CM,1,0.007712207342111379
5,Q2OTHER,26,babungo,CM,1,0.0023326278970324478
5,Q2OTHER,26,bachiotia,CM,1,0.003964671306361752
5,Q2OTHER,26,badenkop,CM,1,0.00550950253805729
5,Q2OTHER,15,badiaranke,SN,2,0.10689282025713062
5,Q2OTHER,26,badjoue,CM,1,0.010109945346336916
5,Q2OTHER,26,bafanji,CM,1,0.005863877457631152
5,Q2OTHER,26,bafmen,CM,3,0.011150199993372268
5,Q2OTHER,26,bafo,CM,1,0.001783305969966618
5,Q2OTHER,26,bafounda,CM,1,0.004440915604722436
5,Q2OTHER,26,bafoussam,CM,4,0.018617564044497013
5,Q2OTHER,24,bago,TG,5,0.029405688588878643
5,Q2OTHER,14,bagwom,NG,1,9.532563790410748e-4
5,Q2OTHER,26,baham,CM,4,0.02025778833510653
5,Q2OTHER,14,bajju,NG,6,0.018122069311066483
5,Q2OTHER,14,bakamuka,NG,1,0.0038014236709346416
5,Q2OTHER,26,bakassi,CM,3,0.009712648582690121
5,Q2OTHER,18,bakenyi,UG,1,0.00940412924240059
5,Q2OTHER,26,bakoko,CM,1,0.004366709518011669
5,Q2OTHER,26,bakossi,CM,2,0.005548708135691908
5,Q2OTHER,27,bakwe,CI,11,0.09608459560007106
5,Q2OTHER,26,bakweri,CM,3,0.01348261549747457
5,Q2OTHER,15,balante,SN,5,0.2038394883658139
5,Q2OTHER,26,balati,CM,1,0.007712207342111379
5,Q2OTHER,26,bali,CM,4,0.022072228334550754
5,Q2OTHER,26,balikumbat,CM,2,0.009129428468796474
5,Q2OTHER,26,balinyongya,CM,1,0.0023326278970324478
5,Q2OTHER,26,balong,CM,1,0.003964671306361752
5,Q2OTHER,26,bambili,CM,1,0.0037481103654207495
5,Q2OTHER,26,bamedjou,CM,1,0.0065141296271908926
5,Q2OTHER,26,bameka,CM,1,0.0065141296271908926
5,Q2OTHER,26,bamenda,CM,2,0.009929468673405517
5,Q2OTHER,26,bamendjou,CM,1,0.0015514794794933217
5,Q2OTHER,26,bamessing,CM,1,0.004028537869287489
5,Q2OTHER,26,bamumbu,CM,1,0.0071958298812461186
5,Q2OTHER,5,banda,GH,7,0.012045471323655809
5,Q2OTHER,26,banen,CM,2,0.008015893659084644
5,Q2OTHER,26,bangou,CM,4,0.015369916790969574
5,Q2OTHER,26,banossi,CM,1,0.001783305969966618
5,Q2OTHER,26,bapa,CM,3,0.01069857552785268
5,Q2OTHER,26,bapoukou,CM,1,0.006568499028601388
5,Q2OTHER,13,barakwena,NA,1,0.14645590407072245
5,Q2OTHER,14,basange,NG,1,0.003221344347110235
5,Q2OTHER,5,basare,GH,8,0.020167790247986327
5,Q2OTHER,28,bassano foula,GN,4,0.10953036881690634
5,Q2OTHER,24,bassar,TG,4,0.02540446661787927
5,Q2OTHER,26,batcham,CM,2,0.008682587234486387
5,Q2OTHER,26,batibo,CM,2,0.011984055562117926
5,Q2OTHER,26,batie,CM,1,0.003293376971833009
5,Q2OTHER,26,batomow,CM,1,0.0037481103654207495
5,Q2OTHER,5,battor,GH,1,0.002018189880576693
5,Q2OTHER,26,baya,CM,1,0.008279229326130568
5,Q2OTHER,15,bayotte,SN,1,0.058915981601785176
5,Q2OTHER,28,beka,GN,1,0.030613723666223686
5,Q2OTHER,26,bengwi,CM,1,0.001980060569446624
5,Q2OTHER,26,bikom,CM,1,0.0071958298812461186
5,Q2OTHER,14,bille,NG,3,0.008717604511545221
5,Q2OTHER,5,bimoba,GH,2,0.0032297730613620617
5,Q2OTHER,5,birifori,GH,3,0.0046595967962754685
5,Q2OTHER,14,birom,NG,3,0.009874367023846631
5,Q2OTHER,12,bitonga,MZ,1,0.0048834515839216745
5,Q2OTHER,26,bobis,CM,1,0.005585557837273384
5,Q2OTHER,3,bobo,BF,21,0.29370961735714085
5,Q2OTHER,20,bocha,ZW,6,0.0947628553811886
5,Q2OTHER,14,bogobara,NG,1,0.0039864839376366435
5,Q2OTHER,14,bole,NG,1,0.005939313513028159
5,Q2OTHER,3,bolon,BF,1,0.010024836649716665
5,Q2OTHER,26,bongken,CM,1,0.003980342277104452
5,Q2OTHER,1,boo,BJ,6,0.3683340927579808
5,Q2OTHER,6,borana,KE,9,0.09975196928995214
5,Q2OTHER,14,borom,NG,1,0.0022964376121834473
5,Q2OTHER,26,bouda,CM,3,0.012050764256950229
5,Q2OTHER,5,buile,GH,9,0.010008911753305963
5,Q2OTHER,5,builsa,GH,11,0.02070329213500693
5,Q2OTHER,20,buja,ZW,6,0.05643940860125313
5,Q2OTHER,16,bulgarian,ZA,1,0.4034686222706661
5,Q2OTHER,26,bum,CM,1,0.0023326278970324478
5,Q2OTHER,14,bura,NG,2,0.005790025871985486
5,Q2OTHER,5,busanga,GH,8,0.020067587113730113
5,Q2OTHER,5,chamba,GH,2,0.006225785800326639
5,Q2OTHER,14,chamba,NG,4,0.009999791153848208
5,Q2OTHER,14,chawai,NG,1,0.0033307742968328446
5,Q2OTHER,12,chechewa,MZ,1,8.458491112592345e-4
5,Q2OTHER,20,chewa,ZW,4,0.07280354244199784
5,Q2OTHER,12,chibarue,MZ,19,0.06677289548102941
5,Q2OTHER,12,chibaure,MZ,2,0.00667232558414901
5,Q2OTHER,14,chibok,NG,1,0.0030952377556245606
5,Q2OTHER,12,chiburue,MZ,1,0.0018930229704850689
5,Q2OTHER,12,chichewa,MZ,63,0.1583695376951411
5,Q2OTHER,12,chigorongozi,MZ,4,0.010456163276221854
5,Q2OTHER,20,chikunda,ZW,1,0.016008816564023014
5,Q2OTHER,10,chilambya,MW,1,0.10655054091650071
5,Q2OTHER,12,chimanica,MZ,11,0.02740653858565113
5,Q2OTHER,12,chimarenge,MZ,18,0.04349627828079832
5,Q2OTHER,5,chimullu,GH,8,0.017043425421039326
5,Q2OTHER,10,chinamwanga,MW,1,0.10655054091650071
5,Q2OTHER,10,chindali,MW,16,0.555262304868472
5,Q2OTHER,10,chindalii,MW,1,0.02875767093552577
5,Q2OTHER,10,chindebele,MW,1,0.03939697167566245
5,Q2OTHER,16,chinese,ZA,1,0.33499129004441647
5,Q2OTHER,12,chingoni,MZ,1,0.004005782739035873
5,Q2OTHER,12,chingozi,MZ,1,0.0018157363967843698
5,Q2OTHER,12,chinhungue,MZ,56,0.13037913852858596
5,Q2OTHER,10,chinyakyusa,MW,5,0.05693142977083783
5,Q2OTHER,10,chinyika,MW,1,0.10655054091650071
5,Q2OTHER,12,chitawala,MZ,8,0.006093621146846434
5,Q2OTHER,20,chitawala,ZW,1,0.013148861449760603
5,Q2OTHER,12,chitewe,MZ,53,0.11199387814405021
5,Q2OTHER,12,chitswa,MZ,66,0.1218043113915602
5,Q2OTHER,5,chokosi,GH,9,0.019201591154370035
5,Q2OTHER,12,cicoti,MZ,3,0.002223142285550563
5,Q2OTHER,26,daba,CM,3,0.007671494969263002
5,Q2OTHER,3,dafing,BF,19,0.32377207625120136
5,Q2OTHER,11,dafing,ML,5,1
5,Q2OTHER,5,dagaare,GH,81,0.1913329648316477
5,Q2OTHER,5,dagomba,GH,6,0.01102902248908932
5,Q2OTHER,14,delta,NG,2,0.006513600000274278
5,Q2OTHER,15,diahanke,SN,2,0.16422080720251814
5,Q2OTHER,5,dibebi,GH,1,0.0019659304561295034
5,Q2OTHER,26,dii,CM,3,0.021454495966186052
5,Q2OTHER,6,dinka,KE,1,0.007915188882357555
5,Q2OTHER,26,djanch,CM,1,0.0034581038720751366
5,Q2OTHER,26,djem,CM,1,0.00550950253805729
5,Q2OTHER,27,djimini,CI,11,0.07836612519407986
5,Q2OTHER,3,dogosse,BF,5,0.07002830311726854
5,Q2OTHER,20,dombe,ZW,2,0.017793755571393177
5,Q2OTHER,26,dschang,CM,1,0.00895908878103051
5,Q2OTHER,26,du,CM,1,0.006565985319483417
5,Q2OTHER,27,ebrie,CI,14,0.07840886267918712
5,Q2OTHER,14,egbueuakaa,NG,1,0.002922688204659474
5,Q2OTHER,14,eggon,NG,2,0.006901416016045569
5,Q2OTHER,27,ehotile,CI,2,0.011777876779677036
5,Q2OTHER,14,ejagam,NG,2,0.005448015636014142
5,Q2OTHER,26,ejagam,CM,1,0.00712526269393238
5,Q2OTHER,14,ekpeye,NG,5,0.016573525390673863
5,Q2OTHER,14,eleme,NG,1,0.002763587349670109
5,Q2OTHER,12,english,MZ,1,0.0016073828759481594
5,Q2OTHER,26,esimbi,CM,1,0.001980060569446624
5,Q2OTHER,26,esu,CM,1,0.0023326278970324478
5,Q2OTHER,14,etsako,NG,1,0.003717603816146079
5,Q2OTHER,14,ezi delta igbo,NG,3,0.005328390811420085
5,Q2OTHER,14,fakun,NG,1,0.0043615272500870765
5,Q2OTHER,5,fante,GH,8,0.02289140969439829
5,Q2OTHER,1,fodo,BJ,3,0.16475945147844984
5,Q2OTHER,24,fon,TG,7,0.03828494490633255
5,Q2OTHER,26,foulbe,CM,2,0.01634458469361467
5,Q2OTHER,5,frafra,GH,27,0.07084724795865284
5,Q2OTHER,5,fulani,GH,3,0.007562422081840959
5,Q2OTHER,27,gagou,CI,3,0.029558648546111493
5,Q2OTHER,20,garwe,ZW,1,0.010479932453678202
5,Q2OTHER,14,gbagyi,NG,13,0.0374672486814642
5,Q2OTHER,14,gbile,NG,1,0.002863107053007531
5,Q2OTHER,14,geum,NG,2,0.008084862448933727
5,Q2OTHER,26,ghomala,CM,5,0.02107377882438322
5,Q2OTHER,6,giriama,KE,1,0.014642017374168016
5,Q2OTHER,26,gizzigare,CM,1,0.0020966751464298523
5,Q2OTHER,27,gniaboua,CI,9,0.09866216015147751
5,Q2OTHER,19,goba,ZM,9,0.2834053688969017
5,Q2OTHER,5,gonja,GH,13,0.029524674210124873
5,Q2OTHER,26,gouife,CM,3,0.006123830530319507
5,Q2OTHER,24,gourma,TG,17,0.10726310347708967
5,Q2OTHER,5,gruni,GH,22,0.05204221535744765
5,Q2OTHER,5,guan,GH,5,0.01258786951366367
5,Q2OTHER,6,gujrathi,KE,1,0.020871073428179572
5,Q2OTHER,5,guruma,GH,2,0.0036931084785936374
5,Q2OTHER,14,gwandara,NG,1,0.004762804899492555
5,Q2OTHER,14,gwari,NG,1,6.912461541961174e-4
5,Q2OTHER,14,gwoza,NG,7,0.018368783989189653
5,Q2OTHER,6,"half taita, half zai",KE,1,0.009348266228601656
5,Q2OTHER,5,hanga,GH,4,0.008899410097390986
5,Q2OTHER,3,haoussa,BF,3,0.03886136441754326
5,Q2OTHER,24,haoussa,TG,6,0.033023911149782516
5,Q2OTHER,33,hassaniya,MA,4,0.02836218910212851
5,Q2OTHER,14,higgi,NG,2,0.0051563425947205675
5,Q2OTHER,26,hina,CM,4,0.014129336486407403
5,Q2OTHER,20,hindi,ZW,1,0.00920203055576241
5,Q2OTHER,6,hindu,KE,2,0.019200990979722696
5,Q2OTHER,1,houssa,BJ,2,0.13308363180937696
5,Q2OTHER,20,hwesa,ZW,3,0.02599693908074356
5,Q2OTHER,14,ibaji,NG,8,0.017074057521418204
5,Q2OTHER,14,ibie,NG,1,0.0022883321691543083
5,Q2OTHER,14,ijaw,NG,1,0.0027716281044069166
5,Q2OTHER,14,ika,NG,11,0.03453045519466184
5,Q2OTHER,14,ikom,NG,1,0.0023643312093999903
5,Q2OTHER,14,ikpena,NG,1,0.0022883321691543083
5,Q2OTHER,6,indian,KE,2,0.021248781451618293
5,Q2OTHER,14,irigwe,NG,2,0.006661548593665689
5,Q2OTHER,30,isizulu,SZ,7,0.6328990363812936
5,Q2OTHER,14,isoko,NG,2,0.004903650718385965
5,Q2OTHER,14,izere,NG,2,0.004841957493989398
5,Q2OTHER,14,jaba,NG,1,0.003498598368043114
5,Q2OTHER,14,jaja,NG,1,0.003603694202179512
5,Q2OTHER,14,jarawa,NG,2,0.0034266455804827685
5,Q2OTHER,14,jenjo,NG,3,0.012361405454970276
5,Q2OTHER,20,jindwi,ZW,2,0.024007849215561382
5,Q2OTHER,26,jukum,CM,1,0.001980060569446624
5,Q2OTHER,14,jukun,NG,18,0.0503511155982792
5,Q2OTHER,14,kadara,NG,1,0.003603694202179512
5,Q2OTHER,14,kagoma,NG,1,0.002813122409522968
5,Q2OTHER,28,kakabhe,GN,3,0.09262591796136609
5,Q2OTHER,18,kakwa,UG,8,0.12364860583425231
5,Q2OTHER,14,kalabari,NG,5,0.014407392640148408
5,Q2OTHER,24,kamboli,TG,1,0.006149357820382408
5,Q2OTHER,26,kambu,CM,1,0.0017206371287641854
5,Q2OTHER,26,kangyang,CM,2,0.0053770966236466175
5,Q2OTHER,5,kanjaga,GH,3,0.005557636252753726
5,Q2OTHER,26,kanouri,CM,3,0.0030183750700722763
5,Q2OTHER,14,karekare,NG,3,0.014024175961961888
5,Q2OTHER,14,karmo,NG,1,0.0034094384947225853
5,Q2OTHER,5,kasena,GH,5,0.013818247396660857
5,Q2OTHER,14,kataf,NG,5,0.015289116705529291
5,Q2OTHER,13,kavango,NA,1,0.189232121768595
5,Q2OTHER,18,kebu,UG,2,0.021517196348922484
5,Q2OTHER,18,kebu.,UG,1,0.010758598174461242
5,Q2OTHER,6,kenyan,KE,2,0.029405713150345483
5,Q2OTHER,26,keyka,CM,1,0.003964671306361752
5,Q2OTHER,14,khana,NG,2,0.0015142623598715338
5,Q2OTHER,17,kiarusha,TZ,8,0.00809339747582614
5,Q2OTHER,17,kibena,TZ,35,0.03968467818742449
5,Q2OTHER,17,kibende,TZ,1,7.874045725635978e-4
5,Q2OTHER,17,kibondei,TZ,3,0.0018579359725658725
5,Q2OTHER,17,kibunga,TZ,1,8.538984559304949e-4
5,Q2OTHER,17,kibungu,TZ,1,0.001164646664497904
5,Q2OTHER,17,kidoe,TZ,7,0.010445669843259902
5,Q2OTHER,17,kifipa,TZ,1,0.0013483752830113916
5,Q2OTHER,17,kigindo,TZ,1,7.088290943015863e-4
5,Q2OTHER,17,kigunya,TZ,1,2.485751165980843e-4
5,Q2OTHER,17,kigweno,TZ,1,5.610993117277866e-4
5,Q2OTHER,17,kiha,TZ,114,0.11268054598812076
5,Q2OTHER,17,kihangaza,TZ,34,0.03203246437952138
5,Q2OTHER,17,kiikizu,TZ,3,0.0036134728152383486
5,Q2OTHER,17,kiiraq,TZ,59,0.07152913903797016
5,Q2OTHER,17,kijaluo,TZ,7,0.005981795430381362
5,Q2OTHER,17,kijita,TZ,43,0.04833912332285623
5,Q2OTHER,17,kikagulu,TZ,1,0.0030421926489998426
5,Q2OTHER,17,kikaguru,TZ,1,0.0011195621529360514
5,Q2OTHER,17,kikahe,TZ,1,3.1126780775553244e-4
5,Q2OTHER,17,kikala,TZ,1,4.936769405854447e-4
5,Q2OTHER,17,kikamba,TZ,1,8.240594962600777e-4
5,Q2OTHER,17,kikerewe,TZ,11,0.008779682582990746
5,Q2OTHER,17,kikiizu,TZ,1,0.0010150930906975208
5,Q2OTHER,17,kikinga,TZ,11,0.01275898737285664
5,Q2OTHER,17,kikisi,TZ,1,0.0013996243839784314
5,Q2OTHER,17,kikutu,TZ,1,0.001181791898722815
5,Q2OTHER,17,kikwaya,TZ,15,0.0179670499799157
5,Q2OTHER,17,kilongo,TZ,1,0.001627871937743856
5,Q2OTHER,17,kiluri,TZ,2,0.002223349728520712
5,Q2OTHER,17,kimakua,TZ,28,0.02705143247148341
5,Q2OTHER,17,kimakunduchi,TZ,3,7.028265790600402e-4
5,Q2OTHER,17,kimalila,TZ,2,0.0018899556713686723
5,Q2OTHER,17,kimambwe,TZ,1,6.673692728184518e-4
5,Q2OTHER,17,kimanda,TZ,2,0.0010483269510241412
5,Q2OTHER,17,kimatengo,TZ,3,0.0038357241058812994
5,Q2OTHER,17,kimatumbi,TZ,4,0.004008769584256452
5,Q2OTHER,17,kimbulu,TZ,8,0.007709147624089924
5,Q2OTHER,17,kimdale,TZ,1,0.001073015607375777
5,Q2OTHER,12,kimuani,MZ,12,0.013402354229754651
5,Q2OTHER,17,kimuwanji,TZ,1,0.001073015607375777
5,Q2OTHER,17,kimwera,TZ,35,0.038470182704258823
5,Q2OTHER,17,kinata,TZ,1,0.0010150930906975208
5,Q2OTHER,17,kindali,TZ,9,0.005122065574899005
5,Q2OTHER,17,kindamba,TZ,6,0.006858024724281696
5,Q2OTHER,17,kindendeule,TZ,18,0.018012426802090788
5,Q2OTHER,17,kindengereko,TZ,15,0.013764273004831722
5,Q2OTHER,17,kingindo,TZ,21,0.01427012349455587
5,Q2OTHER,17,kinguu,TZ,15,0.008513279885510858
5,Q2OTHER,17,kinyagatwa,TZ,1,0.0013287070782747308
5,Q2OTHER,17,kinyambo,TZ,15,0.016228495046880675
5,Q2OTHER,18,kinyamulenge,UG,1,0.016590357494407536
5,Q2OTHER,17,kinyamwanga,TZ,8,0.008848772730942209
5,Q2OTHER,17,kinyamwezi,TZ,1,0.0013483752830113916
5,Q2OTHER,17,kinyasa,TZ,3,0.0037885408060401335
5,Q2OTHER,17,kinyaturu,TZ,1,5.548081409579997e-4
5,Q2OTHER,17,kinyiha,TZ,17,0.011818460035994014
5,Q2OTHER,17,kipagebi,TZ,1,3.9521154782582737e-4
5,Q2OTHER,17,kipangwa,TZ,6,0.006117331560848985
5,Q2OTHER,17,kipemba,TZ,1,7.835878943361394e-4
5,Q2OTHER,17,kipimbwe,TZ,2,0.0025882618721530665
5,Q2OTHER,17,kipogoro,TZ,10,0.012540557569763513
5,Q2OTHER,17,kirangi,TZ,9,0.008649493072380774
5,Q2OTHER,6,kirinyaga,KE,2,0.04771953315040506
5,Q2OTHER,17,kirufiji,TZ,1,6.92954002112804e-4
5,Q2OTHER,17,kisafwa,TZ,21,0.02702947089328462
5,Q2OTHER,17,kisagala,TZ,4,0.003522790637418486
5,Q2OTHER,17,kisambaa,TZ,40,0.04301784128389164
5,Q2OTHER,17,kisandawe,TZ,3,0.0023477928683982045
5,Q2OTHER,17,kisangu,TZ,8,0.02458092281756322
5,Q2OTHER,17,kisanzu,TZ,1,0.0011031729441866398
5,Q2OTHER,17,kishirazi,TZ,1,7.495828110753515e-4
5,Q2OTHER,17,kisimbiti,TZ,10,0.00858429799461129
5,Q2OTHER,17,kisubi,TZ,12,0.02798974174887212
5,Q2OTHER,17,kisumbwa,TZ,8,0.007944843471585729
5,Q2OTHER,17,kisunva,TZ,1,0.0013965820066514528
5,Q2OTHER,17,kiswahili,TZ,1,3.46721843657914e-4
5,Q2OTHER,17,kitatuu,TZ,1,0.001017050484899355
5,Q2OTHER,17,kitongwe,TZ,7,0.005838453673531772
5,Q2OTHER,17,kitumbatu,TZ,1,2.8062011243651467e-4
5,Q2OTHER,17,kituwan,TZ,1,0.001320367713296892
5,Q2OTHER,17,kiuwanji,TZ,1,0.0017613489087484379
5,Q2OTHER,17,kiyao,TZ,58,0.058138042035387534
5,Q2OTHER,17,kiyusi,TZ,1,9.01020773564095e-4
5,Q2OTHER,17,kizanaki,TZ,4,0.004340830689622299
5,Q2OTHER,17,kizaramo,TZ,50,0.04760017074937322
5,Q2OTHER,17,kizigua,TZ,76,0.08784439810774138
5,Q2OTHER,17,kizinza,TZ,17,0.018900065059060514
5,Q2OTHER,26,klum,CM,1,0.003061476662347531
5,Q2OTHER,26,kom,CM,3,0.01675059085961353
5,Q2OTHER,24,komkomba,TG,11,0.05563362565069669
5,Q2OTHER,5,konkomba,GH,48,0.08427537552039456
5,Q2OTHER,24,konkomba,TG,2,0.022633005296037845
5,Q2OTHER,14,koro,NG,4,0.008610917345417468
5,Q2OTHER,27,koro,CI,4,0.02699501592941581
5,Q2OTHER,26,koshin,CM,1,0.0037197665421406867
5,Q2OTHER,1,kotocoli,BJ,1,0.054919817159483277
5,Q2OTHER,5,kotokoli,GH,7,0.016964779944081722
5,Q2OTHER,24,kouloumi,TG,1,0.006031541893450568
5,Q2OTHER,1,koura,BJ,2,0.10635978633053994
5,Q2OTHER,28,kouranko,GN,8,0.195424856636899
5,Q2OTHER,24,koussountou,TG,5,0.02699752108490398
5,Q2OTHER,27,kouya,CI,2,0.008756023752440516
5,Q2OTHER,27,kouzie,CI,7,0.07762453880851082
5,Q2OTHER,27,koyaka,CI,9,0.05545760746801587
5,Q2OTHER,24,kpessi,TG,1,0.0056428295143125485
5,Q2OTHER,5,krachi,GH,1,0.0032052310271107184
5,Q2OTHER,5,krobo,GH,2,0.004914895127342983
5,Q2OTHER,18,kumam,UG,6,0.0585233171181032
5,Q2OTHER,14,kurama,NG,1,0.0056036297920468376
5,Q2OTHER,6,kuria,KE,16,0.05733359976754141
5,Q2OTHER,5,kusaasi,GH,25,0.0637452161485991
5,Q2OTHER,5,kusal,GH,27,0.06127544381731832
5,Q2OTHER,14,kuteb,NG,3,0.0074022715882515674
5,Q2OTHER,26,laka,CM,1,0.005103910769058304
5,Q2OTHER,5,lakpakaw,GH,1,0.002503515259254473
5,Q2OTHER,28,landouma,GN,15,0.4446905833168485
5,Q2OTHER,26,lebialem,CM,2,0.011861930463972362
5,Q2OTHER,26,lele,CM,2,0.010207821538116607
5,Q2OTHER,26,lemande,CM,2,0.0020233069085287127
5,Q2OTHER,18,lendu,UG,1,0.010758598174461242
5,Q2OTHER,26,limbum,CM,3,0.010569067900973924
5,Q2OTHER,26,limbun,CM,1,0.002358931097121293
5,Q2OTHER,12,lolo,MZ,3,0.019164299812554728
5,Q2OTHER,12,lomwe,MZ,108,0.18011108842982732
5,Q2OTHER,19,luba,ZM,1,0.0933236435917792
5,Q2OTHER,18,lubukusu,UG,1,0.010205073365182529
5,Q2OTHER,19,luchazi,ZM,1,0.046124782872584834
5,Q2OTHER,18,lufubila,UG,1,0.002903748385424907
5,Q2OTHER,18,lufumbira,UG,1,0.008952899626680787
5,Q2OTHER,18,lugisu,UG,3,0.03316400475414789
5,Q2OTHER,18,lugwere,UG,1,0.0053205690032786055
5,Q2OTHER,18,lukene,UG,2,0.024086770474803638
5,Q2OTHER,18,lukuku,UG,1,0.00899538397490766
5,Q2OTHER,18,lulamogi,UG,3,0.04084424196310886
5,Q2OTHER,18,lululi,UG,2,0.004592550119608818
5,Q2OTHER,12,lumwe,MZ,1,0.0012073606190224876
5,Q2OTHER,18,lunyarwanda,UG,4,0.051419389998057306
5,Q2OTHER,18,luruli,UG,1,0.004052580546929387
5,Q2OTHER,18,lurundi,UG,1,0.008745408541525886
5,Q2OTHER,18,lusudan,UG,1,0.00899538397490766
5,Q2OTHER,18,lusudani,UG,1,0.00899538397490766
5,Q2OTHER,26,lutu,CM,1,0.001980060569446624
5,Q2OTHER,18,lwamba,UG,1,0.007613974003275162
5,Q2OTHER,14,mada,NG,5,0.023814024497462775
5,Q2OTHER,26,mada,CM,3,0.027895743874873067
5,Q2OTHER,14,magu,NG,1,0.0038108552239565765
5,Q2OTHER,27,mahouka,CI,7,0.048023401538109516
5,Q2OTHER,26,malimba,CM,1,0.0015514794794933217
5,Q2OTHER,26,mambila,CM,1,0.010566985699099755
5,Q2OTHER,5,mampruli,GH,25,0.06021880383861804
5,Q2OTHER,26,mandara,CM,3,0.02284210692560993
5,Q2OTHER,26,mandoua,CM,1,0.005967001492769678
5,Q2OTHER,26,manguissa,CM,1,0.0023102663003083455
5,Q2OTHER,12,manhawa,MZ,11,0.011783491879867984
5,Q2OTHER,15,mankagne,SN,1,0.06604492164427402
5,Q2OTHER,6,marachi,KE,2,0.026930548465698003
5,Q2OTHER,14,margi,NG,2,0.007386167437875635
5,Q2OTHER,20,maungwe,ZW,7,0.08744953165226538
5,Q2OTHER,15,maure,SN,2,0.11084560003242196
5,Q2OTHER,27,mbatto,CI,8,0.08360533334443825
5,Q2OTHER,6,mbeere,KE,10,0.11393299447829008
5,Q2OTHER,26,mbem,CM,1,0.0017206371287641854
5,Q2OTHER,26,mbo,CM,4,0.009268792934877241
5,Q2OTHER,26,mbu,CM,1,0.0017206371287641854
5,Q2OTHER,14,mbube,NG,1,0.002724007818007071
5,Q2OTHER,26,medoumba,CM,7,0.02714257508946707
5,Q2OTHER,26,mefewele,CM,1,0.0034781446764032982
5,Q2OTHER,26,mekaf,CM,1,0.0037197665421406867
5,Q2OTHER,26,mendakwe,CM,4,0.012245906649390124
5,Q2OTHER,26,menka,CM,1,0.0037197665421406867
5,Q2OTHER,26,mesagie,CM,1,0.0022284887098665725
5,Q2OTHER,26,meta,CM,4,0.009083416749871866
5,Q2OTHER,26,metu,CM,1,0.001980060569446624
5,Q2OTHER,26,mezime,CM,1,0.004078741644457346
5,Q2OTHER,14,michika,NG,2,0.00797638341710839
5,Q2OTHER,14,migili,NG,8,0.020306004279641576
5,Q2OTHER,28,miguiforet,GN,1,0.031975827713144105
5,Q2OTHER,3,mionga,BF,1,0.01977568739085443
5,Q2OTHER,14,miyawa,NG,1,0.005542780749865197
5,Q2OTHER,20,mlemba,ZW,1,0.009105672305350903
5,Q2OTHER,26,mockbie,CM,1,0.00712526269393238
5,Q2OTHER,2,mokaa,BW,1,0.05234296090013493
5,Q2OTHER,5,moshie,GH,9,0.023787509896133614
5,Q2OTHER,24,mossi,TG,2,0.01620084614839175
5,Q2OTHER,26,mousgoum,CM,4,0.0178082513845428
5,Q2OTHER,26,mozeuille,CM,1,9.230952893678656e-4
5,Q2OTHER,26,mpongo,CM,1,0.002702395166014763
5,Q2OTHER,18,mubwisi,UG,1,0.007613974003275162
5,Q2OTHER,18,mufumbira,UG,3,0.031058734175261907
5,Q2OTHER,18,mugishu,UG,1,0.01322673195240302
5,Q2OTHER,18,mugungu,UG,1,0.007395839470139831
5,Q2OTHER,20,muhera,ZW,1,0.015606168620636249
