COUNTRY,question,value,round
17,Q2OTHER,kizanaki,r5
17,Q2OTHER,kizaramo,r5
17,Q2OTHER,kizigua,r5
17,Q2OTHER,kizinza,r5
18,Q2OTHER,aringa,r5
18,Q2OTHER,bakenyi,r5
18,Q2OTHER,kakwa,r5
18,Q2OTHER,kebu,r5
18,Q2OTHER,kebu.,r5
18,Q2OTHER,kinyamulenge,r5
18,Q2OTHER,kumam,r5
18,Q2OTHER,lendu,r5
18,Q2OTHER,lubukusu,r5
18,Q2OTHER,lufubila,r5
18,Q2OTHER,lufumbira,r5
18,Q2OTHER,lugisu,r5
18,Q2OTHER,lugwere,r5
18,Q2OTHER,lukene,r5
18,Q2OTHER,lukuku,r5
18,Q2OTHER,lulamogi,r5
18,Q2OTHER,lululi,r5
18,Q2OTHER,lunyarwanda,r5
18,Q2OTHER,luruli,r5
18,Q2OTHER,lurundi,r5
18,Q2OTHER,lusudan,r5
18,Q2OTHER,lusudani,r5
18,Q2OTHER,lwamba,r5
18,Q2OTHER,mubwisi,r5
18,Q2OTHER,mufumbira,r5
18,Q2OTHER,mugishu,r5
18,Q2OTHER,mugungu,r5
18,Q2OTHER,mululi,r5
18,Q2OTHER,mulundi,r5
18,Q2OTHER,munyarwanda,r5
18,Q2OTHER,muruli,r5
18,Q2OTHER,musungora,r5
18,Q2OTHER,mutagwenda,r5
18,Q2OTHER,mutgwenda,r5
18,Q2OTHER,mwamba,r5
18,Q2OTHER,okebu,r5
18,Q2OTHER,ombach,r5
18,Q2OTHER,rufumbira,r5
18,Q2OTHER,rugisu,r5
18,Q2OTHER,rululi,r5
18,Q2OTHER,runyarwanda,r5
18,Q2OTHER,rutagwenda,r5
18,Q2OTHER,swahili,r5
18,Q2OTHER,tanzanian,r5
19,Q2OTHER,goba,r5
19,Q2OTHER,luba,r5
19,Q2OTHER,luchazi,r5
19,Q2OTHER,mulambya,r5
19,Q2OTHER,mumba,r5
19,Q2OTHER,ndebele,r5
19,Q2OTHER,shila,r5
19,Q2OTHER,shona,r5
19,Q2OTHER,siluchazi,r5
19,Q2OTHER,swaka,r5
19,Q2OTHER,yawa,r5
20,Q2OTHER,bocha,r5
20,Q2OTHER,buja,r5
20,Q2OTHER,chewa,r5
20,Q2OTHER,chikunda,r5
20,Q2OTHER,chitawala,r5
20,Q2OTHER,dombe,r5
20,Q2OTHER,garwe,r5
20,Q2OTHER,hindi,r5
20,Q2OTHER,hwesa,r5
20,Q2OTHER,jindwi,r5
20,Q2OTHER,maungwe,r5
20,Q2OTHER,mlemba,r5
20,Q2OTHER,muhera,r5
20,Q2OTHER,nambiya,r5
20,Q2OTHER,nyanja,r5
20,Q2OTHER,nyasaland,r5
20,Q2OTHER,shangani,r5
20,Q2OTHER,shangwe,r5
20,Q2OTHER,sotho,r5
20,Q2OTHER,tumbuka,r5
20,Q2OTHER,vhitori,r5
20,Q2OTHER,xhosa,r5
24,Q2OTHER,adele,r5
24,Q2OTHER,adja,r5
24,Q2OTHER,akebou,r5
24,Q2OTHER,aklobo,r5
24,Q2OTHER,anago,r5
24,Q2OTHER,ashanti,r5
24,Q2OTHER,bago,r5
24,Q2OTHER,bassar,r5
24,Q2OTHER,fon,r5
24,Q2OTHER,gourma,r5
24,Q2OTHER,haoussa,r5
24,Q2OTHER,kamboli,r5
24,Q2OTHER,komkomba,r5
24,Q2OTHER,konkomba,r5
24,Q2OTHER,kouloumi,r5
24,Q2OTHER,koussountou,r5
24,Q2OTHER,kpessi,r5
24,Q2OTHER,mossi,r5
24,Q2OTHER,ngam-gam,r5
24,Q2OTHER,peul,r5
24,Q2OTHER,sirka,r5
24,Q2OTHER,sola,r5
24,Q2OTHER,tchamba,r5
24,Q2OTHER,tchokossi,r5
24,Q2OTHER,temberma,r5
24,Q2OTHER,watchi,r5
24,Q2OTHER,yorouba,r5
26,Q2OTHER,abo,r5
26,Q2OTHER,aghem,r5
26,Q2OTHER,ambo-batibo,r5
26,Q2OTHER,arabe choa,r5
26,Q2OTHER,babanjou,r5
26,Q2OTHER,babis,r5
26,Q2OTHER,baboute,r5
26,Q2OTHER,babungo,r5
26,Q2OTHER,bachiotia,r5
26,Q2OTHER,badenkop,r5
26,Q2OTHER,badjoue,r5
26,Q2OTHER,bafanji,r5
26,Q2OTHER,bafmen,r5
26,Q2OTHER,bafo,r5
26,Q2OTHER,bafounda,r5
26,Q2OTHER,bafoussam,r5
26,Q2OTHER,baham,r5
26,Q2OTHER,bakassi,r5
26,Q2OTHER,bakoko,r5
26,Q2OTHER,bakossi,r5
26,Q2OTHER,bakweri,r5
26,Q2OTHER,balati,r5
26,Q2OTHER,bali,r5
26,Q2OTHER,balikumbat,r5
26,Q2OTHER,balinyongya,r5
26,Q2OTHER,balong,r5
26,Q2OTHER,bambili,r5
26,Q2OTHER,bamedjou,r5
26,Q2OTHER,bameka,r5
26,Q2OTHER,bamenda,r5
26,Q2OTHER,bamendjou,r5
26,Q2OTHER,bamessing,r5
26,Q2OTHER,bamumbu,r5
26,Q2OTHER,banen,r5
26,Q2OTHER,bangou,r5
26,Q2OTHER,banossi,r5
26,Q2OTHER,bapa,r5
26,Q2OTHER,bapoukou,r5
26,Q2OTHER,batcham,r5
26,Q2OTHER,batibo,r5
26,Q2OTHER,batie,r5
26,Q2OTHER,batomow,r5
26,Q2OTHER,baya,r5
26,Q2OTHER,bengwi,r5
26,Q2OTHER,bikom,r5
26,Q2OTHER,bobis,r5
26,Q2OTHER,bongken,r5
26,Q2OTHER,bouda,r5
26,Q2OTHER,bum,r5
26,Q2OTHER,daba,r5
26,Q2OTHER,dii,r5
26,Q2OTHER,djanch,r5
26,Q2OTHER,djem,r5
26,Q2OTHER,dschang,r5
26,Q2OTHER,du,r5
26,Q2OTHER,ejagam,r5
26,Q2OTHER,esimbi,r5
26,Q2OTHER,esu,r5
26,Q2OTHER,foulbe,r5
26,Q2OTHER,ghomala,r5
26,Q2OTHER,gizzigare,r5
26,Q2OTHER,gouife,r5
26,Q2OTHER,hina,r5
26,Q2OTHER,jukum,r5
26,Q2OTHER,kambu,r5
26,Q2OTHER,kangyang,r5
26,Q2OTHER,kanouri,r5
26,Q2OTHER,keyka,r5
26,Q2OTHER,klum,r5
26,Q2OTHER,kom,r5
26,Q2OTHER,koshin,r5
26,Q2OTHER,laka,r5
26,Q2OTHER,lebialem,r5
26,Q2OTHER,lele,r5
26,Q2OTHER,lemande,r5
26,Q2OTHER,limbum,r5
26,Q2OTHER,limbun,r5
26,Q2OTHER,lutu,r5
26,Q2OTHER,mada,r5
26,Q2OTHER,malimba,r5
26,Q2OTHER,mambila,r5
26,Q2OTHER,mandara,r5
26,Q2OTHER,mandoua,r5
26,Q2OTHER,manguissa,r5
26,Q2OTHER,mbem,r5
26,Q2OTHER,mbo,r5
26,Q2OTHER,mbu,r5
26,Q2OTHER,medoumba,r5
26,Q2OTHER,mefewele,r5
26,Q2OTHER,mekaf,r5
26,Q2OTHER,mendakwe,r5
26,Q2OTHER,menka,r5
26,Q2OTHER,mesagie,r5
26,Q2OTHER,meta,r5
26,Q2OTHER,metu,r5
26,Q2OTHER,mezime,r5
26,Q2OTHER,mockbie,r5
26,Q2OTHER,mousgoum,r5
26,Q2OTHER,mozeuille,r5
26,Q2OTHER,mpongo,r5
26,Q2OTHER,mundani,r5
26,Q2OTHER,nchang,r5
26,Q2OTHER,ndi,r5
26,Q2OTHER,ngemba,r5
26,Q2OTHER,ngi,r5
26,Q2OTHER,ngoa,r5
26,Q2OTHER,ngobale,r5
26,Q2OTHER,ngwoh,r5
26,Q2OTHER,nkambe,r5
26,Q2OTHER,nlimbom,r5
26,Q2OTHER,ntem,r5
26,Q2OTHER,ntenako,r5
26,Q2OTHER,nweh,r5
26,Q2OTHER,nyokon,r5
26,Q2OTHER,nzime,r5
26,Q2OTHER,obang,r5
26,Q2OTHER,oku,r5
26,Q2OTHER,oroko,r5
26,Q2OTHER,oshe,r5
26,Q2OTHER,peulh,r5
26,Q2OTHER,sanaga,r5
26,Q2OTHER,tchang,r5
26,Q2OTHER,wandala,r5
26,Q2OTHER,weh,r5
26,Q2OTHER,widikum,r5
26,Q2OTHER,wimbum,r5
26,Q2OTHER,womela,r5
26,Q2OTHER,zoulgo,r5
27,Q2OTHER,abidji,r5
27,Q2OTHER,aboure,r5
27,Q2OTHER,ahizi,r5
27,Q2OTHER,appolo,r5
27,Q2OTHER,bakwe,r5
27,Q2OTHER,djimini,r5
27,Q2OTHER,ebrie,r5
27,Q2OTHER,ehotile,r5
27,Q2OTHER,gagou,r5
27,Q2OTHER,gniaboua,r5
27,Q2OTHER,koro,r5
27,Q2OTHER,kouya,r5
27,Q2OTHER,kouzie,r5
27,Q2OTHER,koyaka,r5
27,Q2OTHER,mahouka,r5
27,Q2OTHER,mbatto,r5
27,Q2OTHER,neyo,r5
27,Q2OTHER,samoro,r5
27,Q2OTHER,sokouya,r5
27,Q2OTHER,tagbana,r5
27,Q2OTHER,teninka,r5
27,Q2OTHER,wobe,r5
27,Q2OTHER,zinninga,r5
28,Q2OTHER,bassano foula,r5
28,Q2OTHER,beka,r5
28,Q2OTHER,kakabhe,r5
28,Q2OTHER,kouranko,r5
28,Q2OTHER,landouma,r5
28,Q2OTHER,miguiforet,r5
28,Q2OTHER,nallou,r5
28,Q2OTHER,toma mania,r5
28,Q2OTHER,wome,r5
30,Q2OTHER,isizulu,r5
30,Q2OTHER,sizulu,r5
30,Q2OTHER,tsonga,r5
30,Q2OTHER,zulu,r5
31,Q2OTHER,tamazight,r5
33,Q2OTHER,hassaniya,r5
33,Q2OTHER,tamazight,r5
6,Q103OTHER,ghemba,r6
6,Q103OTHER,kotoko,r6
6,Q103OTHER,mada,r6
6,Q103OTHER,mafa,r6
6,Q103OTHER,moundang,r6
11,Q103OTHER,ada,r6
11,Q103OTHER,anyinam,r6
11,Q103OTHER,bimoba,r6
11,Q103OTHER,buzanga,r6
11,Q103OTHER,dagaari,r6
11,Q103OTHER,dagaarti,r6
11,Q103OTHER,frafra,r6
11,Q103OTHER,french,r6
11,Q103OTHER,gonja,r6
11,Q103OTHER,gruni,r6
11,Q103OTHER,grushi,r6
11,Q103OTHER,kaakye,r6
11,Q103OTHER,kokomba,r6
11,Q103OTHER,kotokoli,r6
11,Q103OTHER,krobo,r6
11,Q103OTHER,kusaasi,r6
11,Q103OTHER,kusal,r6
11,Q103OTHER,mamprusi,r6
11,Q103OTHER,mo,r6
11,Q103OTHER,mossi,r6
11,Q103OTHER,nankan,r6
11,Q103OTHER,sissala,r6
11,Q103OTHER,waala,r6
11,Q103OTHER,wangara,r6
11,Q103OTHER,wulisa,r6
12,Q103OTHER,francais,r6
12,Q103OTHER,francaise,r6
12,Q103OTHER,guerze,r6
12,Q103OTHER,mano,r6
12,Q103OTHER,soussou,r6
12,Q103OTHER,toma,r6
17,Q103OTHER,chilambya,r6
17,Q103OTHER,chinkhonde,r6
17,Q103OTHER,chitonga,r6
17,Q103OTHER,chiyao,r6
20,Q103OTHER,tamazight,r6
21,Q103OTHER,bitonga,r6
21,Q103OTHER,chape,r6
21,Q103OTHER,chiteye,r6
21,Q103OTHER,chona,r6
21,Q103OTHER,chongo,r6
21,Q103OTHER,chope,r6
21,Q103OTHER,chuabo,r6
21,Q103OTHER,ligote,r6
21,Q103OTHER,logote,r6
21,Q103OTHER,manhungue,r6
21,Q103OTHER,maronga,r6
21,Q103OTHER,nhungue,r6
21,Q103OTHER,outra lingua,r6
21,Q103OTHER,outras linguas,r6
21,Q103OTHER,poetugues e xitsua,r6
21,Q103OTHER,portugues e outras linguas,r6
21,Q103OTHER,portugues e sena,r6
21,Q103OTHER,sena,r6
21,Q103OTHER,sena e portugues,r6
21,Q103OTHER,tewe,r6
21,Q103OTHER,xitsua,r6
21,Q103OTHER,xitswa,r6
25,Q103OTHER,angolan,r6
25,Q103OTHER,angulares,r6
25,Q103OTHER,caboverdiano,r6
25,Q103OTHER,foro,r6
25,Q103OTHER,forro,r6
26,Q103OTHER,francais,r6
26,Q103OTHER,maure,r6
26,Q103OTHER,serere,r6
27,Q103OTHER,fullah,r6
27,Q103OTHER,kissi,r6
28,Q103OTHER,khoisan,r6
28,Q103OTHER,ndebela,r6
28,Q103OTHER,pedi,r6
28,Q103OTHER,setsonga,r6
28,Q103OTHER,siswati,r6
28,Q103OTHER,siswazi,r6
28,Q103OTHER,swazi,r6
28,Q103OTHER,tsonga,r6
28,Q103OTHER,xitsonga,r6
28,Q103OTHER,xtsonga,r6
30,Q103OTHER,zulu,r6
32,Q103OTHER,ewe,r6
32,Q103OTHER,francais,r6
32,Q103OTHER,kabye,r6
33,Q103OTHER,french,r6
34,Q103OTHER,kakwa,r6
34,Q103OTHER,kapsabinyi,r6
34,Q103OTHER,kupsabinyi,r6
34,Q103OTHER,lugwere,r6
34,Q103OTHER,lunyole,r6
34,Q103OTHER,lusamia,r6
34,Q103OTHER,ngakarimajong,r6
34,Q103OTHER,rufumbira,r6
34,Q103OTHER,runyarwanda,r6
35,Q103OTHER,bisa,r6
35,Q103OTHER,nsenga,r6
35,Q103OTHER,tumbka,r6
6,Q116OTHER,bafoussam,r6
6,Q116OTHER,bamileke,r6
6,Q116OTHER,bassa,r6
6,Q116OTHER,bene,r6
6,Q116OTHER,eton,r6
6,Q116OTHER,mbo,r6
6,Q116OTHER,moundang,r6
6,Q116OTHER,nkwen,r6
6,Q116OTHER,ntoumou,r6
8,Q116OTHER,tour,r6
11,Q116OTHER,dagaare,r6
11,Q116OTHER,gonja,r6
11,Q116OTHER,kasem,r6
11,Q116OTHER,kokomba,r6
11,Q116OTHER,kotokoli,r6
11,Q116OTHER,likpakpaln,r6
11,Q116OTHER,moshie,r6
11,Q116OTHER,sisaala,r6
11,Q116OTHER,waala,r6
12,Q116OTHER,baga,r6
21,Q116OTHER,myungue,r6
21,Q116OTHER,ngungue,r6
21,Q116OTHER,nhumgue,r6
21,Q116OTHER,nhungue,r6
21,Q116OTHER,nhunguem,r6
21,Q116OTHER,nhungwe,r6
21,Q116OTHER,njumgue,r6
21,Q116OTHER,njungue,r6
21,Q116OTHER,njungur,r6
21,Q116OTHER,nyhungue,r6
21,Q116OTHER,nyugue,r6
21,Q116OTHER,nyunge,r6
21,Q116OTHER,nyungue,r6
21,Q116OTHER,nyungwe,r6
21,Q116OTHER,nyyngue,r6
24,Q116OTHER,bajju,r6
24,Q116OTHER,bandawa,r6
24,Q116OTHER,birom,r6
24,Q116OTHER,bujja,r6
24,Q116OTHER,buju,r6
24,Q116OTHER,chamawa,r6
24,Q116OTHER,eggon,r6
24,Q116OTHER,etsako,r6
24,Q116OTHER,gbagyi,r6
24,Q116OTHER,gwandara,r6
24,Q116OTHER,igede,r6
24,Q116OTHER,kabba,r6
24,Q116OTHER,kabba/bunu,r6
24,Q116OTHER,kalabari,r6
24,Q116OTHER,lemoro,r6
24,Q116OTHER,maghai,r6
24,Q116OTHER,mumuye,r6
24,Q116OTHER,mwaghavul,r6
24,Q116OTHER,ndola,r6
24,Q116OTHER,ngas,r6
24,Q116OTHER,tukun,r6
24,Q116OTHER,umone,r6
24,Q116OTHER,zuru,r6
26,Q116OTHER,maure,r6
28,Q116OTHER,portuguese,r6
31,Q116OTHER,kiha,r6
31,Q116OTHER,kijaluo,r6
31,Q116OTHER,kikinga,r6
31,Q116OTHER,kindamba,r6
31,Q116OTHER,kiruri,r6
31,Q116OTHER,kizanaki,r6
2,Q2OTHER,biali,r6
2,Q2OTHER,haoussa,r6
2,Q2OTHER,sola,r6
3,Q2OTHER,morotsi,r6
3,Q2OTHER,ndebele,r6
3,Q2OTHER,sekhurutsi,r6
3,Q2OTHER,senanjwa,r6
3,Q2OTHER,sepedi,r6
3,Q2OTHER,seshona,r6
3,Q2OTHER,setebele,r6
3,Q2OTHER,setswapong,r6
3,Q2OTHER,sexhereko,r6
3,Q2OTHER,sexhosa,r6
3,Q2OTHER,sezuru,r6
3,Q2OTHER,shona,r6
3,Q2OTHER,shona/sezuru,r6
3,Q2OTHER,tjimbanderu,r6
3,Q2OTHER,zezuru,r6
4,Q2OTHER,bella,r6
4,Q2OTHER,dafing,r6
4,Q2OTHER,djerma,r6
4,Q2OTHER,docces,r6
4,Q2OTHER,dogon,r6
4,Q2OTHER,dogons,r6
4,Q2OTHER,dogose,r6
4,Q2OTHER,donsin,r6
4,Q2OTHER,forgeron (noumou),r6
4,Q2OTHER,karaboro,r6
4,Q2OTHER,komono,r6
4,Q2OTHER,mandarai,r6
4,Q2OTHER,tamacheck,r6
4,Q2OTHER,toussian,r6
4,Q2OTHER,turka,r6
4,Q2OTHER,vigue,r6
6,Q2OTHER,aghem,r6
6,Q2OTHER,akosse,r6
6,Q2OTHER,ambele,r6
6,Q2OTHER,arabe,r6
6,Q2OTHER,ashem,r6
6,Q2OTHER,asumb0,r6
6,Q2OTHER,babadjon,r6
6,Q2OTHER,babadjou,r6
6,Q2OTHER,badjoue,r6
6,Q2OTHER,bafang,r6
6,Q2OTHER,bafaw,r6
6,Q2OTHER,bafoussam,r6
6,Q2OTHER,baham,r6
6,Q2OTHER,baham/bafoussam,r6
6,Q2OTHER,bakosi,r6
6,Q2OTHER,bakwari,r6
6,Q2OTHER,bakwere,r6
6,Q2OTHER,balcweri,r6
6,Q2OTHER,baleng,r6
6,Q2OTHER,balengou,r6
6,Q2OTHER,bali,r6
6,Q2OTHER,bali nyonga,r6
6,Q2OTHER,baloundo,r6
6,Q2OTHER,bambele,r6
6,Q2OTHER,bamendjing,r6
6,Q2OTHER,bamougoum,r6
6,Q2OTHER,banen,r6
6,Q2OTHER,banvele,r6
6,Q2OTHER,basso,r6
6,Q2OTHER,bata,r6
6,Q2OTHER,batanga,r6
6,Q2OTHER,batcham,r6
6,Q2OTHER,batibo,r6
6,Q2OTHER,baton,r6
6,Q2OTHER,bawan,r6
6,Q2OTHER,befang,r6
6,Q2OTHER,belibonachi,r6
6,Q2OTHER,benegun,r6
6,Q2OTHER,besa,r6
6,Q2OTHER,bu,r6
6,Q2OTHER,buda,r6
6,Q2OTHER,bulu,r6
6,Q2OTHER,choua,r6
6,Q2OTHER,daba,r6
6,Q2OTHER,dbo,r6
6,Q2OTHER,dourou,r6
6,Q2OTHER,dschang,r6
6,Q2OTHER,edjagham,r6
6,Q2OTHER,ejagham,r6
6,Q2OTHER,ejaka,r6
6,Q2OTHER,ejakam,r6
6,Q2OTHER,elam eguo,r6
6,Q2OTHER,elam equ0,r6
6,Q2OTHER,elam equo,r6
6,Q2OTHER,esimbi,r6
6,Q2OTHER,essimbi,r6
6,Q2OTHER,etenga,r6
6,Q2OTHER,eton,r6
6,Q2OTHER,ewodi,r6
6,Q2OTHER,fang,r6
6,Q2OTHER,fulami,r6
6,Q2OTHER,fulane,r6
6,Q2OTHER,gabsiki,r6
6,Q2OTHER,ghemba,r6
6,Q2OTHER,ibo,r6
6,Q2OTHER,isu,r6
6,Q2OTHER,kom,r6
6,Q2OTHER,kotoko,r6
6,Q2OTHER,laka,r6
6,Q2OTHER,lambo,r6
6,Q2OTHER,limbum,r6
6,Q2OTHER,mabi,r6
6,Q2OTHER,mada,r6
6,Q2OTHER,mandara,r6
6,Q2OTHER,massa,r6
6,Q2OTHER,mba vele,r6
6,Q2OTHER,mbamoise,r6
6,Q2OTHER,mbang,r6
6,Q2OTHER,mbe mbe,r6
6,Q2OTHER,mbesah,r6
6,Q2OTHER,mbessa,r6
6,Q2OTHER,mbo,r6
6,Q2OTHER,mbo'o,r6
6,Q2OTHER,mbororo,r6
6,Q2OTHER,mefi,r6
6,Q2OTHER,meta,r6
6,Q2OTHER,metsa,r6
6,Q2OTHER,mezima,r6
6,Q2OTHER,misanje,r6
6,Q2OTHER,moghagno,r6
6,Q2OTHER,monghaka,r6
6,Q2OTHER,moudani,r6
6,Q2OTHER,moudini,r6
6,Q2OTHER,mougoum,r6
6,Q2OTHER,moundang,r6
6,Q2OTHER,mousgoum,r6
6,Q2OTHER,mousgoun,r6
6,Q2OTHER,mubako,r6
6,Q2OTHER,mudele,r6
6,Q2OTHER,mugaka,r6
6,Q2OTHER,musgum,r6
6,Q2OTHER,nchani,r6
6,Q2OTHER,nchanih,r6
6,Q2OTHER,ngambaye,r6
6,Q2OTHER,ngemba,r6
6,Q2OTHER,ngoa,r6
6,Q2OTHER,ngou,r6
6,Q2OTHER,nguo,r6
6,Q2OTHER,ngyemboon,r6
6,Q2OTHER,nnaga eboko,r6
6,Q2OTHER,noni,r6
6,Q2OTHER,nsie,r6
6,Q2OTHER,nso,r6
6,Q2OTHER,obang,r6
6,Q2OTHER,oku,r6
6,Q2OTHER,oroko,r6
6,Q2OTHER,oshie,r6
6,Q2OTHER,pinyin,r6
6,Q2OTHER,sara,r6
6,Q2OTHER,sawa,r6
6,Q2OTHER,so'o,r6
6,Q2OTHER,soro,r6
6,Q2OTHER,wibum,r6
6,Q2OTHER,wimbum,r6
6,Q2OTHER,yambassa,r6
6,Q2OTHER,yamben,r6
6,Q2OTHER,yebekol,r6
8,Q2OTHER,abidji,r6
8,Q2OTHER,aboure,r6
8,Q2OTHER,alladjan,r6
8,Q2OTHER,andoh,r6
8,Q2OTHER,bacoue,r6
8,Q2OTHER,bakoue,r6
8,Q2OTHER,djimini,r6
8,Q2OTHER,ebrie,r6
8,Q2OTHER,ega,r6
8,Q2OTHER,gagou,r6
8,Q2OTHER,gain,r6
8,Q2OTHER,gnanboua,r6
8,Q2OTHER,gnideboua,r6
8,Q2OTHER,kodia,r6
8,Q2OTHER,komonon,r6
8,Q2OTHER,kouzie,r6
8,Q2OTHER,koyaka,r6
8,Q2OTHER,krobou,r6
8,Q2OTHER,m'batto,r6
8,Q2OTHER,mahohka,r6
8,Q2OTHER,mahouka,r6
8,Q2OTHER,naturalise,r6
8,Q2OTHER,odienneka,r6
8,Q2OTHER,peulh,r6
8,Q2OTHER,siaka,r6
8,Q2OTHER,tagbanan,r6
8,Q2OTHER,toura,r6
8,Q2OTHER,wan,r6
8,Q2OTHER,wobe,r6
8,Q2OTHER,worodougou,r6
8,Q2OTHER,yaoure,r6
10,Q2OTHER,haoussa,r6
11,Q2OTHER,ada,r6
11,Q2OTHER,adele,r6
11,Q2OTHER,ahanta,r6
11,Q2OTHER,akyode,r6
11,Q2OTHER,atweti,r6
11,Q2OTHER,avatime,r6
11,Q2OTHER,basari,r6
11,Q2OTHER,batoe,r6
11,Q2OTHER,bimoba,r6
11,Q2OTHER,bissa,r6
11,Q2OTHER,bono,r6
11,Q2OTHER,buem,r6
11,Q2OTHER,buli,r6
11,Q2OTHER,chamba,r6
11,Q2OTHER,chukusi,r6
11,Q2OTHER,dagaari,r6
11,Q2OTHER,deg-(moo),r6
11,Q2OTHER,dolimuu,r6
11,Q2OTHER,ewe and fante,r6
11,Q2OTHER,frafra,r6
11,Q2OTHER,gawu,r6
11,Q2OTHER,gekyode,r6
11,Q2OTHER,gonja,r6
11,Q2OTHER,gruma,r6
11,Q2OTHER,grushie,r6
11,Q2OTHER,guan,r6
11,Q2OTHER,guruni,r6
11,Q2OTHER,kaakye,r6
11,Q2OTHER,kasari,r6
11,Q2OTHER,kasem,r6
11,Q2OTHER,kokomba,r6
11,Q2OTHER,kotokoli,r6
11,Q2OTHER,kotokoli/chamba,r6
11,Q2OTHER,krakyi,r6
11,Q2OTHER,krobo,r6
11,Q2OTHER,kusal,r6
11,Q2OTHER,kwahu,r6
11,Q2OTHER,likpakpaln,r6
11,Q2OTHER,logba,r6
11,Q2OTHER,mampruli,r6
11,Q2OTHER,mo,r6
11,Q2OTHER,moshie,r6
11,Q2OTHER,nabdam,r6
11,Q2OTHER,nahumuru,r6
11,Q2OTHER,nankani,r6
11,Q2OTHER,nawuri,r6
11,Q2OTHER,nzema,r6
11,Q2OTHER,okre,r6
11,Q2OTHER,sampa,r6
11,Q2OTHER,sefwi,r6
11,Q2OTHER,sissali,r6
11,Q2OTHER,someja,r6
11,Q2OTHER,talensi,r6
11,Q2OTHER,tampulma,r6
11,Q2OTHER,tapulsi,r6
11,Q2OTHER,waala,r6
11,Q2OTHER,wangara,r6
12,Q2OTHER,baga,r6
12,Q2OTHER,diakanke,r6
12,Q2OTHER,guerze,r6
12,Q2OTHER,gurerze,r6
12,Q2OTHER,kissi,r6
12,Q2OTHER,kono,r6
12,Q2OTHER,konon,r6
12,Q2OTHER,landouma,r6
12,Q2OTHER,mikhifore,r6
12,Q2OTHER,mikifore,r6
12,Q2OTHER,tcheddere,r6
12,Q2OTHER,toma,r6
12,Q2OTHER,touba,r6
13,Q2OTHER,ajuran,r6
13,Q2OTHER,arab,r6
13,Q2OTHER,bajuni,r6
13,Q2OTHER,borana,r6
13,Q2OTHER,digo,r6
13,Q2OTHER,duruma,r6
13,Q2OTHER,garre,r6
13,Q2OTHER,giriama,r6
13,Q2OTHER,gujarati,r6
13,Q2OTHER,kipsigis,r6
13,Q2OTHER,kuria,r6
13,Q2OTHER,maragoli,r6
13,Q2OTHER,munyaya,r6
13,Q2OTHER,nandi,r6
13,Q2OTHER,nubi,r6
13,Q2OTHER,nyarwanda,r6
13,Q2OTHER,nyasa,r6
13,Q2OTHER,ogiek,r6
13,Q2OTHER,rendille,r6
13,Q2OTHER,sabaot,r6
13,Q2OTHER,suba,r6
13,Q2OTHER,teso,r6
16,Q2OTHER,betsimisaraka,r6
16,Q2OTHER,tanala,r6
17,Q2OTHER,chimambwe,r6
17,Q2OTHER,chindali,r6
17,Q2OTHER,chinyakyusa,r6
17,Q2OTHER,chinyanja,r6
17,Q2OTHER,chinyika,r6
17,Q2OTHER,chinyungwe,r6
17,Q2OTHER,chiswahili,r6
17,Q2OTHER,chiwandya,r6
18,Q2OTHER,diaka,r6
18,Q2OTHER,mossi,r6
19,Q2OTHER,bhojpuri,r6
21,Q2OTHER,chaewa,r6
21,Q2OTHER,chena,r6
21,Q2OTHER,cheua,r6
21,Q2OTHER,chewa,r6
21,Q2OTHER,chewe,r6
21,Q2OTHER,chitcheiwa,r6
21,Q2OTHER,chitewe,r6
21,Q2OTHER,chiteye,r6
21,Q2OTHER,chitsua,r6
21,Q2OTHER,chitxua,r6
21,Q2OTHER,chona,r6
21,Q2OTHER,chutcua,r6
21,Q2OTHER,ekote,r6
21,Q2OTHER,ligete,r6
21,Q2OTHER,ligode,r6
21,Q2OTHER,ligote,r6
21,Q2OTHER,ligoute,r6
21,Q2OTHER,lingua mapex,r6
21,Q2OTHER,loriba,r6
21,Q2OTHER,luniga,r6
21,Q2OTHER,mabawe,r6
21,Q2OTHER,mahawea,r6
21,Q2OTHER,maindo,r6
21,Q2OTHER,manhgue,r6
21,Q2OTHER,manhungue,r6
21,Q2OTHER,maone,r6
21,Q2OTHER,mapex,r6
21,Q2OTHER,maronga,r6
21,Q2OTHER,massema,r6
21,Q2OTHER,matcwe,r6
21,Q2OTHER,mateu,r6
21,Q2OTHER,matewe,r6
21,Q2OTHER,mateyu,r6
21,Q2OTHER,matowe,r6
21,Q2OTHER,matsua,r6
21,Q2OTHER,matswa,r6
21,Q2OTHER,matxsua,r6
21,Q2OTHER,medindo,r6
21,Q2OTHER,monga,r6
21,Q2OTHER,moniaco,r6
21,Q2OTHER,moniga,r6
21,Q2OTHER,mtsua,r6
21,Q2OTHER,muali,r6
21,Q2OTHER,muandi,r6
21,Q2OTHER,muani,r6
21,Q2OTHER,muany,r6
21,Q2OTHER,munga,r6
21,Q2OTHER,muni,r6
21,Q2OTHER,muninga,r6
21,Q2OTHER,naindo,r6
21,Q2OTHER,namica,r6
21,Q2OTHER,naoniga,r6
21,Q2OTHER,ngony,r6
21,Q2OTHER,ngungue,r6
21,Q2OTHER,nhugue,r6
21,Q2OTHER,nhumgue,r6
21,Q2OTHER,nhungoe,r6
21,Q2OTHER,nhungue,r6
